,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
points29,11.879420205267678,14.796228279984044,12.088713932141836,17.42972680369377,10.709595930805135,18.172484261635407,7.348498600847379,12.727371376836913,17.168985404463374,18.967469637999667,6.495141258355171,11.012613466429723
points30,8.928983776918306,14.90992101290959,15.783283776446563,12.427326820815653,12.783616160363858,11.817004111692045,3.9848256866574996,10.419823388304431,15.295851035138789,15.090132869510786,0.0,15.72712519009796
points31,10.809293334732475,7.351750500967249,3.5834917960267387,25.76314500857435,11.71004628140373,18.724053102122465,12.253398527632662,6.55176573729145,25.964001922521696,18.314827484295442,12.171538303198549,13.290401843767324
points32,12.488450605975446,11.896388072348305,10.887626535145362,19.908878247357006,17.799260492166226,12.436032522240524,10.273965511732614,7.46076538318988,20.34208645149963,21.46258843996567,10.016398273129427,17.874599368159103
points33,18.095720996734954,18.73161195955146,12.66993706534191,18.035200129448167,10.89387911475939,19.896178301310318,14.484106596375709,17.332120882034257,15.459904033417006,15.386876435334559,14.792671034767976,11.743770073771284
points34,14.036595550843632,10.358388090764441,6.207826130640176,24.013451072486394,8.14988315674231,20.228724341795306,14.442075609911454,13.919218611060938,21.396837546623512,21.72801793957745,14.712368816678637,9.724041879889036
points35,17.365400140528674,15.434334976760972,10.34616909796083,19.220530245025504,4.459374759348931,25.147003166900063,14.428711480811794,14.231797742184352,16.956092769705695,14.812269750168575,13.64230483696451,4.150759752589869
points36,8.70848689577333,11.44427715157856,6.846743901032595,22.427210723438346,11.441604399425826,17.78697649054596,8.184256850682218,9.538025381071911,23.485833896554958,16.53560770334358,8.079655054777776,13.435844020444351
points37,16.005623085195346,16.66335403141335,12.704259486690685,17.10111648869796,8.631154629211323,19.378688476650908,14.245329247695311,15.446491733192241,14.824695189496762,14.344059330424937,14.429292038251479,8.627462289644724
points38,16.80488288324312,15.684911526959697,14.964911003340166,16.00978336115511,9.561434552117948,16.14901586752781,16.75594648558319,16.764198961338778,12.145882524777013,19.043367214708127,16.464477494935526,9.01962244010441
points39,11.96148473665745,7.861056742110983,5.135910478434205,25.25298659757947,11.285775752383463,17.323594284465518,15.011895188253131,9.98149357131444,23.169005160765163,19.537563899355547,15.079339317914101,12.599134427202529
points40,14.57491915654577,7.592427745306753,3.7993593540521013,26.543999478643986,11.831289441515338,19.317798547846735,15.926727346301378,10.95530370056608,25.00835346227459,19.869096394598525,15.48618119484472,13.734999428601045
points41,18.0712277008429,20.72368181035579,16.078238926327188,14.701278272984474,12.369214429905446,17.700091942980105,14.21825096534186,19.595173468174064,12.733264649493703,14.341039920662071,14.166860701915795,11.559741781864377
points42,18.91104229575466,14.388363086978632,10.241359645374951,19.5614084965139,5.2620403349177085,24.78215833205936,16.138231380284658,13.323657770625363,18.210941967265295,13.96653378723507,14.960641351027256,3.9901060856616266
points43,18.273515592211396,13.249026534996792,9.901566929191558,19.41427342968209,5.858855925979004,23.946851285279518,15.958580300125337,12.643193562774346,17.206127957403055,16.931416722456166,15.124139536173125,5.299147603792682
points44,19.26936444709137,19.745545799705795,15.162915945715278,15.245686430489629,8.210494754205673,19.940408322265377,17.019852832496788,19.3762722214263,12.521407608298677,12.471051025077726,15.90765810023814,8.054813128115027
points45,19.248257329782227,21.4979361662231,17.199247164093972,13.625361843268577,9.869939653736333,18.216737557116808,16.447665817315666,20.175912127637016,11.342160925059932,11.209237783999248,15.629266724541843,9.185634379408643
points46,14.598556314256397,10.839816789256817,7.274011546154917,23.811103947709473,15.264637264248911,16.409737285617105,14.779317490141604,10.257510712231262,22.46164339689343,20.77884411668431,14.596255547779805,16.19649656114842
points47,15.089699580585435,9.62359292336573,5.787883212653227,22.910718376182857,2.004100560599082,25.897670066967493,14.36302676261736,8.483446777672034,22.273309264377886,15.768590164688002,14.230514624786416,3.3930653121804557
points48,13.700866802131987,16.581761653715294,13.736920037311084,14.811091301618946,12.198547488665099,14.666477314721872,9.672531414477614,14.251319797833455,15.114577932437594,9.077243100433384,10.223816621032475,11.654601797553381
points49,12.538622511444524,10.202436005414029,6.865436414847844,23.704613329628042,16.563454017511045,15.89089316434251,11.852696942300126,10.271846839368951,23.261351675973085,20.499495313808602,11.509183502957036,17.08626446382894
points50,15.49588551091994,16.459006166859687,11.096738857184842,18.589951192679376,9.293027370958951,20.34079575691736,13.428632397652558,14.92188700028456,17.592153435243567,15.299304626901737,12.366172787435396,9.62852586976422
points51,14.459568854496707,10.78652897950784,6.383107523108537,23.873231317596648,15.173152011976374,16.861586918100155,13.374415303198793,10.681691950141229,23.43516650039775,20.77884700780701,12.883392281814363,15.744640355773475
points52,19.147620775167663,19.157120470589586,15.134950239942716,15.342803688485674,10.882175110133316,18.839147586217035,16.066645458519353,17.67361454922572,13.752899624160658,12.52543717675835,15.283584816949805,10.351623688760451
points53,10.192739407514711,12.39183748472352,9.126417042872012,18.740108323429652,10.704103647453497,19.060911945006847,6.957982005363673,8.327148482086667,20.00908128009293,14.672731708732949,7.229319709107851,11.665606818692233
points54,17.7186979496131,11.91350379851147,10.147177553386536,19.251867131597397,4.570574524925666,23.684391015775653,14.86840011248555,10.411253815323848,17.651670717474154,17.07721383954446,13.935459376932453,3.4681377854050517
points55,13.65500055182744,15.880845952174377,12.258485360116218,15.47418683134185,9.795724438471602,18.00649855882259,10.115338839834962,13.600870527145036,16.78970276053857,5.772041534310627,10.160052824474906,9.71195316301527
points56,7.010783552806002,11.656275772259809,9.869521457063357,18.321510449683828,11.278611575822659,16.0213464641478,5.9770664447503865,9.535190918776062,19.755264395694667,12.17462512363365,6.295828577532254,11.956773777901923
points57,11.585231389592215,9.356646835718275,4.124097302262063,25.721025168735075,12.828853533789859,18.23275499452304,11.263625010615767,8.228699937058638,26.35359058522927,19.03446198994726,10.878750320080878,14.08338355885405
points58,20.4050597754699,20.602226755998363,17.133731623329336,12.609660546806666,11.636451750102905,17.452535525496124,15.432363019609443,18.40688051071086,10.998760050108123,6.173506686900291,15.572875695671565,10.689120972081412
points59,19.45594918513129,17.817722250704318,12.54520414549723,18.056288269116667,8.57817317236057,21.050601648002846,17.704539102377105,18.599315035256634,15.030816043906071,13.515649234586718,17.42910205354321,9.146422907409818
points60,15.740045393152663,11.207374821532488,6.629240687135296,24.42596334167293,11.368804966314704,18.48352472658969,15.163509509191423,11.804356739643765,22.16359253663665,22.369765249127344,15.384224041209821,12.677249031808191
points61,15.47747569304567,17.69800406366947,17.903440041185323,12.88492922974872,15.942767081804016,10.905259898996565,13.93458042341718,19.593995525513645,9.603935445047446,15.680883243277153,14.64226757373648,16.264118223498524
points62,12.51056487452651,14.99329010037312,9.805787105866974,18.56358117509475,9.234793213845013,20.866890884231633,9.132059460314139,11.649276890360872,18.651194386257046,13.075478083593108,9.582343119772606,9.638817770764568
points63,18.819225861810008,13.004452129320327,11.038147664013735,20.254430790652588,12.345264757665474,16.01456048537116,16.768960330638237,14.523922462105945,16.202119699442758,25.18076900168071,16.92683493861225,12.271108763671592
points64,17.08779862597839,16.269891075038142,12.53617605366099,17.137190552917524,8.261661233750145,20.662257497334657,14.156278726753326,15.385314259281175,14.81347503965249,15.227977164312513,14.61082351829186,8.441414279267784
points65,16.809726212314814,16.74079661367609,14.504828430837211,14.942178824945195,7.786406419210187,21.266315775595736,10.474936761337432,12.895529527567804,14.554332751253696,15.337664569155638,10.132754301274893,6.365321186628343
points66,17.494280964823542,18.967572698876044,16.35000754983994,12.118520078376266,9.66395409665831,17.62173906483933,11.853685432594434,15.4296213287939,12.287928344597697,4.768533292884098,11.768215731810406,9.003719681321067
points67,15.852465699143208,11.640289376141883,7.163301306580547,22.400513160224648,9.223381534700309,21.424904441636635,14.276557732379116,11.75761086848435,20.72181968213401,18.81618990201336,13.940499996044593,8.784336600709869
points68,17.896776263928245,15.788851887240298,13.485757479073808,15.79876837440859,5.140987493469568,23.430195944833113,12.708330722483787,12.887398420733975,14.582389692396735,15.583023093885501,11.989371275708587,3.470867345933847
points69,18.798009221638328,20.79300784426182,15.583002292921543,15.169884386764119,10.424502621885296,18.6933956830455,15.429248760532047,18.91362881717069,13.31352562391401,12.520290063475084,15.547524532709764,11.15993223336333
points70,15.42526413097894,13.715067405965721,8.91499305645149,19.96691015292168,7.535584993257385,21.983437209389358,11.469727021137158,13.786996925042391,18.131941899174443,18.11202475151124,11.6338177725428,8.691425781965084
points71,18.212904776074307,20.640448118434247,16.39101594965796,14.076274440257118,11.59684127116158,17.97618789922109,15.583151461235104,18.656579323628247,13.12931519697829,9.789087317780819,14.951399232198417,10.488635064783358
points72,14.853666793556942,8.587780737137061,6.594783562106224,24.749708622613767,11.95989200265653,16.400126572560776,16.599112399219134,12.771097100681523,21.45604570296095,23.44083918214781,16.343015364303113,13.074007573724774
points73,15.037630627617265,6.469445726745772,5.581798521215485,25.053695278094064,11.365319949191674,16.695345951762107,17.58885056512603,11.484792828338763,21.95081342344571,23.44371121642631,17.250873473937045,12.479889017473138
points74,19.391475362796722,15.82501757989875,13.783059803969278,15.0718886490425,6.736473102360825,20.101179288707215,16.32545619145373,15.525103341663929,12.735168400274352,13.075995779571308,16.59827696278713,6.693872842871654
points75,15.608483831428252,17.78777632071097,14.852980499586149,14.845380509361473,11.35050403846023,17.21084501817781,9.937273952307066,12.425517718670813,14.049872177523117,16.230206952563638,9.777150963100926,10.700540922462643
points76,14.708750674467908,14.852979777587407,11.063967637122392,18.227454649479643,9.06017024997989,18.85356133746632,12.667987377408412,13.513647049598154,17.50289891313734,13.001398224582747,12.421447889779756,9.62353264380011
points77,15.154047391128065,10.484915615551767,6.530555934718543,24.51892331080707,13.486699604072188,17.39950875759271,15.527283034766603,10.769243808467738,22.72438617537879,22.569415801368073,15.396686052402076,14.233565395723
points78,10.980970680367324,14.257395752427048,13.463594512345177,16.072490698836603,9.179203392146508,14.804035369422868,11.54497453606052,15.590189010549844,16.00049130699586,12.291892357409365,10.805150200991397,9.991816060932218
points79,18.628235852328967,14.650474781688544,10.26386097351593,19.639601349460108,6.774487828120092,24.397757819252192,14.497884916729989,12.812371212984857,17.910138569338468,16.07350399889465,13.825422332724543,5.957137466202345
points80,16.899621904879368,17.058458326342638,13.3736072808829,15.118064663280718,9.27284328326679,18.8421343229561,12.3335867291594,15.465796894952872,14.633799397384678,6.896686980312968,12.431541877623696,9.654017132095571
points81,12.060611715582729,11.266530253886687,7.224280385628398,22.65217257096504,13.485092945424224,16.942870679147408,10.819988198345921,8.463830002094916,23.670660940477887,18.302282995578675,10.336505751949227,14.277700773764955
points82,18.490762482505705,17.91203153678844,14.771971349276733,14.7188885934549,5.023499872044627,22.84426157346064,13.082114808129765,13.997671685895696,13.239486300443248,13.532549778082931,12.102585954895627,3.2057637467779285
points83,12.116665661007636,11.514360790684298,9.253065636095645,21.267444287359385,15.378586271026277,12.383337810999821,11.698814424389461,10.233139658337274,21.904219666273686,20.099659917834916,10.107652826391629,15.976685176766946
points84,15.487867413074458,11.093842516969326,6.661438737298242,22.911024740911213,13.760394858206798,18.182655444073635,13.098805021583502,7.970772061368496,23.066127296642005,19.8621773592383,13.509719808304322,14.251093018861702
points85,18.950264992295264,14.80308377842423,9.715823627779653,19.65425948027735,3.0016228938433716,26.26602561780967,16.149877464724305,13.766558753333129,18.013554914633147,14.322529455172496,15.64591735456749,2.8442931088487104
points86,17.63603149456238,14.078262465889418,9.077580185939002,20.507508889714966,6.862250888357944,24.864659930146956,14.535721530198456,13.431138814656922,19.045317488993962,14.808506906596877,13.876047984772766,5.810358153540487
points87,10.597367732243377,10.225245313418643,6.057018502671868,23.74006985850874,14.83737828111067,16.288350905367356,9.854942258900792,9.337973551842076,24.471067472613537,19.28138718694374,9.582485438454606,16.646495855734077
points88,12.915800425342502,9.328165624923937,6.521993657211715,23.822965638301145,15.143741652474043,14.799011381118603,14.073091723760985,9.069973053319808,24.15496950833214,19.341711756844024,13.674742743198793,15.691739682449176
points89,17.88306387318555,19.479737946593172,14.526337375523841,16.161478782740627,9.91605861918312,18.63708946707361,16.496084370391145,18.68743970390919,14.231127710640529,11.013281941141328,16.07023227861297,10.283622565016493
points90,13.24690650299947,14.835775135965584,10.276660954262194,18.110960168488926,9.631747936551635,19.92169320218251,8.189222319483385,12.483978061545205,17.571001171720717,15.369819704406087,8.968040153465422,10.543091520742122
points91,19.05881402199293,13.226642366965113,9.950038986129593,19.676078697647085,6.2155962538997995,24.658947677393208,15.407247111488159,11.525158272508614,17.891541191207793,15.630608727618375,14.942552010779716,5.59735260585866
points92,19.207358822560472,12.092540308362825,10.765156720529717,19.100877093380408,6.290754593600814,22.63448406963582,16.630535656801232,12.076077585714868,17.093762418639685,16.68658540694619,15.327950844289244,4.684565239393044
points93,17.95361378922305,13.06857995123276,9.022487360041982,22.18860065612804,10.857614087457472,18.7960954394069,16.970549310859358,14.355684832962293,18.64896332043659,22.656166444845823,17.206793741394296,11.184436715836283
points94,14.596616682362733,6.646387444831911,3.2666223568369164,25.849396412228412,4.773155193550194,22.669733466087713,16.822230777473596,10.497739601467693,23.686175961216282,18.741499702696004,16.960673315522055,7.254221336825517
points95,13.682759878243031,9.53042908762646,5.036487577465474,25.011112370132032,10.779926846292197,19.21506605694728,13.92674304634775,8.283589972967944,24.092492415719907,21.132323369555973,13.252332208276064,12.057209718213553
points96,18.78014922009784,15.948653064774822,12.26797287370426,17.589340721401655,6.430074477310053,23.63960612659949,15.007298388985745,13.686552151410375,16.360275326939657,14.207365831530192,13.726427438386144,4.354210922799552
points97,14.760867271179874,18.87191131779575,16.21333893759191,13.745732826723213,13.095870093423473,15.480625581004212,9.728541827565287,16.6700190140601,13.65518828357521,7.876841498366229,9.849465543391021,12.892923179882317
points98,10.378828515201528,10.00912179307891,5.304420545808336,24.213679596556197,13.09777028036798,17.20327972200708,10.5147320961322,6.627808471216338,25.868267147009906,17.931414399324677,10.148916604655188,14.083861593266427
points99,19.997762660965673,18.311972734255296,13.04634258844786,17.072119153962152,6.102152466864438,23.978348731014744,14.86913698839605,15.644855141327136,14.881340067637842,15.52252932493438,14.480205275905199,5.2391916563665015
points100,15.822578313721529,11.172244427912668,6.365370277493117,24.399099629083647,11.078236785556772,19.31734362171467,15.557932139444734,13.77097099104245,21.976044400505934,20.236318829662068,15.482647631748582,11.490310181482608
points101,14.341884020999414,10.300965246685278,4.178106749684357,25.21701716197903,10.449494765786051,22.344760100602635,13.627190333835795,10.517734009537147,24.177044723190384,18.137832993338346,13.753794061768348,11.261957942150769
points102,19.863693666595665,23.02606969148993,20.977166099396122,10.072112163570377,11.521579911014088,15.027019795329107,16.349068400453664,21.65080388031452,6.99564816328619,13.311486119630928,15.195881005387617,10.162507492908967
points103,15.398540285368352,11.665482110206941,6.982346252784696,23.881843122314848,11.247976937540637,19.35068292210251,15.413714666091456,13.37503161307217,20.756709751846184,21.265076399077532,15.52775599429642,12.23502991826435
points104,17.359238109209652,21.934207941212275,17.83466710910391,13.032165112121554,11.265822113740422,16.19516946710375,14.712585802026693,19.577948712166094,11.68627780533108,9.457133612975484,13.906636174706179,10.789805692876692
points105,16.038754873708523,15.317292361758307,12.005112110808035,17.09780387334716,9.62510385039298,18.46887780831997,14.152670170133906,12.453926233739796,16.707703512326574,12.298474295765583,13.196646583420714,9.055575796237113
points106,20.67214110383958,22.00134017410749,17.737789044062904,13.127235778021884,9.80965321198722,18.421099490277903,17.178579532747307,19.72036193719666,10.485125182185342,12.276152366212175,16.361428530303485,8.67013736165132
points107,15.27030128188393,15.318081311503798,12.783884065764026,15.784169842845198,6.855915664128949,19.013583200027924,11.775367080593352,12.3555464132706,14.78049236615556,12.30202015908695,13.559483576970468,8.547414737732568
points108,14.035326473546897,16.153588742627925,12.360319038467576,16.46872280280608,10.053238134966643,19.62483448191955,9.88919599312072,13.6727425386279,16.78162044084952,8.622379748663638,9.99694046418382,10.159727445097182
points109,11.727014329977111,12.530869753190752,11.411440728979404,18.11841263757392,9.603640264400532,15.1648682279242,11.682015387847736,12.504413958970309,17.65559126937785,15.814828822122422,10.354454028899838,10.893989861835054
points110,16.11045773981336,17.005232045599232,14.067945712432364,15.448646494684507,10.891528828333776,18.063572884878283,12.468669941698463,14.496015063621424,14.414579270457837,13.82200043698032,12.715526309407785,9.977794667161278
points111,14.761999636122825,8.703495076121923,5.011727302068888,23.940349668862012,5.057413978292386,25.04769429437506,13.484697897133143,8.966847954986454,23.074455961551827,16.20765864292659,13.051400385787575,5.778575357202627
points112,18.006914092792204,12.346359620489194,7.996597818205481,23.24274833146778,14.751618193432808,17.40567882853507,17.311586698941547,14.439990175752696,19.8472013568474,21.586534734790494,17.547660474924733,15.277795675023114
points113,14.008438141055906,15.989287313870252,10.691659609797716,19.74459681015719,8.869400596628878,20.915183367841617,12.191801528202587,14.728862205424743,18.056958285236103,16.960572149880782,13.198238317670887,9.878894208582656
points114,18.502920272972542,13.95250440338091,9.72932816628093,20.124320795448565,6.782207793105387,24.595678231219402,15.112372430807344,12.25888852920758,18.383977072777917,16.24419394703575,14.568191457836717,6.010663514979651
points115,14.555431533305692,9.307415595761176,6.0614067904678315,24.08175823216841,14.382283359518016,16.75234529341506,14.058309717536376,8.362829701873277,23.57611738875315,20.80648970525341,13.806687916821845,15.135117884565163
points116,20.619046831733723,22.227882595828227,19.160699608339268,12.337324511108694,11.266610791366576,15.905411170476365,17.07851709810134,21.36577825939647,9.808815876290732,12.154765470812752,16.41254341224688,10.646519388308995
points117,21.447434695231003,23.160061482067395,19.759164958194912,11.61647706777112,14.747370560648648,14.64731576136654,17.126203165520227,21.00145705997431,9.483752447607735,11.070555057638938,16.98157169916378,13.78298048213158
points118,19.769862755366905,19.31715452270801,13.483351199355559,17.211560385016803,8.956532212693862,20.961960670223377,16.701523198953932,19.081402592460133,14.22057806816101,13.977994147553645,16.40852794557796,9.464291121176574
points119,14.335916275260638,12.504285416277396,7.268177260423419,22.849724418544547,12.648156299068946,18.737149579717432,13.021216871998654,10.437977623028896,22.19021156199219,17.26012304862483,13.02861533601267,13.402640224564626
points120,17.34996204546776,12.972526962396413,11.399456379536785,20.11739053670824,15.194414829214463,13.422006487967066,16.161474088431394,16.377043432191346,16.449868655576196,21.70289923394953,15.148617471972619,15.048811058508855
points121,16.90203731030195,16.045566167958743,16.487102574389336,14.30020413640943,16.28110178504124,11.95388808388623,14.64835362943407,18.178956995717744,10.706252701274837,15.264466630814626,15.776911825818436,15.927714548836565
points122,18.77711826291876,22.652795048651573,19.379841685303646,11.307575563775444,12.349052675669725,15.644145140553519,15.325065277355522,20.021140985824296,10.178457203344003,9.237567870901714,14.540079426550596,10.825488405518206
points123,15.44047264128511,16.73262933007152,12.59665004697502,17.272411709513822,8.828788112032315,20.253257154057053,12.60388697336092,15.999653780901243,15.41370330259675,15.258050202460703,12.39269040931929,8.779098896339576
points124,10.363667543171067,7.57681310601198,4.809127439978103,24.185515513894856,11.470854888228518,17.28324951508887,11.831709432259997,6.734607442146184,25.665634406079782,15.343938625530631,10.73353494237117,12.267596700983734
points125,20.992745586511774,15.755162109270433,12.582251993524093,17.615697147017723,4.198503040619473,24.584224495575285,17.21722465191398,15.272805496784393,14.629658132130187,16.44013382489498,15.952512922647148,3.172916874199334
points126,19.950965606681574,13.519406835863446,8.635378771348389,21.244167043237695,5.08512363742889,25.578732002450216,18.094465145139893,13.858019111361205,18.525137804655696,16.07589838352158,16.9689571121641,4.766129589378822
points127,17.390009938028328,13.88937959573552,8.92894392031136,20.76920457978129,6.0011397109128914,25.478061291902186,14.873976912473346,13.230805108454746,18.966742318382682,15.268694685028372,14.45849271183343,5.276118677663066
points128,15.538337491406178,10.158405463419307,5.054178259298825,25.63228210276794,11.806213526915146,19.79608679791095,15.413927599360582,10.6306725107943,23.852626964831664,20.310320962867284,15.739575631927895,12.750015540783759
points129,19.507426678959906,19.939718157271354,15.46747841325544,15.624276125126064,10.531495025858028,18.17662047898301,17.68245792357992,20.299955345603372,12.50665472807336,12.907038781782294,16.906958370947347,10.188051228643344
points130,11.340769793709631,15.332540445634054,13.018338995744479,15.702476250457423,11.807442121828178,18.1431378830264,7.507935517250018,9.445896154336857,17.524960151447782,12.06166385710118,7.793645593407338,11.690965094718067
points131,17.231660596251007,18.939948402374704,16.450531837068684,12.733071252091879,10.796114514528112,17.638197928764075,12.072360699963946,17.534483111191125,12.233403259853953,5.755309095857681,12.416509544833081,10.801388819352036
points132,10.420733857020048,9.684611779638391,7.990258559976841,19.374487745998056,8.591401803082459,18.42735324725169,7.817119187167731,8.504605974951556,20.15402911142374,15.787595990924393,7.408149340854452,9.917487982374235
points133,17.52535438464657,19.309494749780953,19.118932431245167,9.321599964747485,9.928645341292285,13.91063048994522,12.834854115178247,17.05589281040043,9.692524208953492,0.0,16.462575193058207,18.681438241588506
points134,12.593771139791537,9.798858840528874,5.624558181974198,24.07715096241041,12.732506567634454,18.269971277810736,11.576637001799646,9.183114706013404,23.45252721203351,19.47033690723555,11.628126430810918,14.783924971281625
points135,10.027179848635944,8.334691720358624,4.951985203283824,24.649927511100678,13.5956559040343,16.31271153822781,11.02410433828285,8.9264693426524,24.775389668569733,20.052097954367053,10.669948650158767,15.293436563092808
points136,18.68390839899784,20.934969988300388,16.132532070361805,13.868964986257884,7.916388901823709,19.68619978684694,15.992242584989716,18.154933982867114,12.926980938504931,8.574882801950057,15.813824819045957,8.593608821520407
points137,18.88717983862884,16.897240250513462,14.086772446780634,16.21520782411718,8.483408045520989,17.85664373295977,16.637474058385948,16.988492145483136,12.574173102491285,18.766612259206905,15.947494625222099,8.818873367324368
points138,14.966669893947348,12.214043410649248,4.823341798731832,24.231308779690373,9.401329599138423,23.675699756304148,13.147836728778955,10.458284824712344,23.703898800732436,16.92901835860849,12.883732455579144,10.652632298745578
points139,16.81428120718975,18.180594838392892,12.605982109588274,17.620342541540815,8.538908397703127,21.476407232659774,14.488801140205426,16.608681638963304,16.03437473440281,12.752292233306614,13.716124029369515,9.129881584266581
points140,16.67591660578962,21.67691613671183,20.85959643867935,8.193943231788378,12.171656465397648,14.005059592522064,9.895767597523065,15.82882330527778,8.901020379659093,4.0122103045521005,10.073804927846654,10.829880380573632
