,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18
points18,10.941000287747604,19.6609931590261,10.138144099955685,7.949339703304211,18.52047474147769,18.157284278400876,20.281128201736337,14.527784786709725,10.14060080513078,9.416994606250343,12.426874188611425,14.727274440518999,13.73472767225234,10.631012061792623,20.366306102564923,15.714906069752862,14.38822434069204,17.527481429242357
points19,10.223989409018362,18.50835662802634,10.148221778562936,10.413307057931194,21.892814865130024,21.548397518654532,22.022769039547857,17.740473087956662,7.673791219679042,9.057721660773144,10.984647989993311,17.499205896316905,13.674254614358247,8.786557287809856,17.189389042879114,15.848757828655456,11.154088642322389,20.968162226137903
points20,6.48429091579596,24.072356050457774,5.601056579043605,2.3700210043856864,14.250151238764134,17.86933422167711,16.888143379823997,12.660293352312461,13.03209563881341,5.059244807068786,8.434380373061167,12.273310570422533,13.62676303746658,14.22429427989398,21.064073719594106,16.24588415291074,16.268182851463077,17.23532243588466
points21,14.664013599409625,12.68985753998347,15.201434778301754,15.088744641447379,11.71248198230364,12.485941795328747,15.193504080392783,12.89407655042032,16.146266210577412,14.077993874095114,18.184725141758463,8.989936634486362,19.91247475997093,16.018972883056687,23.02418368258372,9.437551520370532,16.032838953834982,11.773241511065926
points22,14.570702633172997,14.087959406970484,15.118973962536392,15.204498700098817,19.332988185116342,17.973210916046916,19.978044693762385,16.730161197021573,10.323679105712054,14.042707416100365,14.456052634739935,13.827132872688688,13.861492703539597,10.951987438036355,18.23619218160338,14.390112236054085,12.171145215066252,17.34071748530992
points23,8.170238515412954,20.571580624565453,8.323150214723238,8.567013439675536,13.73852424631807,15.581468131230688,15.434689575404958,11.879129374774973,14.615827603109455,6.921236731507256,13.99871939334002,13.79354673521528,15.871298142459123,15.763549532827035,19.6161024745007,14.54725417315059,17.05456175571403,14.914014839952333
points24,11.935540582791894,14.437096928844888,14.590539016521975,17.879405763123057,0.0,24.42616189351468,25.484409561943075,23.191141738174085,4.967222283634752,13.677130289828547,10.182170390141808,22.59962361811479,11.653084128558557,5.120566430953851,13.238845629164812,17.672554518269404,5.6670321934255385,23.88799058959026
points25,11.491176617852574,15.601602014509671,10.05822425606469,9.523556054327086,20.327511477003736,19.54136177325466,24.327992185399484,20.483797769909057,5.846562878127774,10.156369398717853,10.199723903117803,14.712360733448895,11.409343450428265,6.34525036381491,17.18191702432347,17.208282329180058,8.392449960263756,18.931789843786042
points26,7.655401740972189,17.236416971261015,6.895397127687095,10.707782036890086,19.308729424812697,21.39143463832288,18.138065371929006,16.95036888029085,10.952051942715519,6.325846051624824,10.732613035699417,19.39005468995567,17.77662477079803,12.900585892152545,13.022829906201386,12.59584399486364,11.949467460258846,20.80890503538065
points27,9.22656401844808,17.11070038052976,9.212744725274899,11.281206050313608,15.347159176481542,17.7143721850184,18.903897916542366,15.729310285338837,11.551022292881525,8.839253075934398,12.527851860919451,13.158869135006908,5.854319211511844,12.089544107694595,19.30082865270981,23.374032166179752,13.178677648562095,17.07809533492841
points28,9.645260286726772,20.43358289033457,11.806266452616136,11.828338681887042,8.250246119471155,14.752373524058436,8.359644156131088,3.550240236216621,18.889203868154496,9.905934391421129,17.447804147935013,14.82182896036402,20.045074292447723,23.25625469706873,18.228937908507447,8.320775272435144,25.43905323604839,14.0728014414007
points29,10.709595930805135,18.172484261635407,11.012613466429723,10.009081501964692,12.727371376836913,11.879420205267678,14.796228279984044,12.088713932141836,16.32065150686697,9.469878380166321,15.263489269081152,7.348498600847379,18.967469637999667,16.43970098654586,24.98314625571882,11.50481052168488,16.843578045111265,11.157854456734004
points30,12.783616160363858,11.817004111692045,12.519889374628047,14.541724631964458,10.419823388304431,8.928983776918306,14.90992101290959,15.783283776446563,17.60919523651126,12.443881009873204,17.174007384959477,3.9848256866574996,15.090132869510786,16.319296653195952,24.494124895933876,15.008614294310567,13.12434383899539,8.164291799792638
points31,11.71004628140373,18.724053102122465,13.290401843767324,12.106580896560848,6.55176573729145,10.809293334732475,7.351750500967249,3.5834917960267387,21.497941271500668,12.352559888190028,19.95339142177181,12.253398527632662,18.314827484295442,24.32364713733204,19.505150905098134,9.878725193434107,25.405579694103263,10.072085650789615
points32,17.799260492166226,12.436032522240524,17.874599368159103,14.591124595380592,7.46076538318988,12.488450605975446,11.896388072348305,10.887626535145362,17.618705591783552,17.392422536990725,18.110076204757874,10.273965511732614,21.46258843996567,19.5107268827242,20.018189728338655,6.385409431005027,18.052683710911616,11.775786992742173
points33,10.89387911475939,19.896178301310318,11.743770073771284,10.241201688297279,17.332120882034257,18.095720996734954,18.73161195955146,12.66993706534191,10.65698763114578,10.203765080301778,13.949365655792631,14.484106596375709,15.386876435334559,12.272000587218454,21.456121668791802,14.204494053546496,16.25847475853627,17.465018283362284
points34,8.14988315674231,20.228724341795306,9.724041879889036,11.90913441379355,13.919218611060938,14.036595550843632,10.358388090764441,6.207826130640176,17.58172929514012,7.58405047577821,17.351347446166464,14.442075609911454,21.72801793957745,21.139519310434125,17.55356601222201,7.484922871277928,22.7637257200541,13.346561014496883
points35,4.459374759348931,25.147003166900063,4.150759752589869,2.6285306110046918,14.231797742184352,17.365400140528674,15.434334976760972,10.34616909796083,14.15631009877048,3.4116430014396544,10.127320116975964,14.428711480811794,14.812269750168575,15.76392506442204,19.324730856953177,15.152141779357128,18.597755831996803,16.724022401628382
points36,11.441604399425826,17.78697649054596,13.435844020444351,13.368385209101524,9.538025381071911,8.70848689577333,11.44427715157856,6.846743901032595,18.987198344005655,12.40469476961618,21.087000261348383,8.184256850682218,16.53560770334358,19.989527177296615,24.728895968108585,12.905570586141861,22.120542636047215,7.940571938206968
points37,8.631154629211323,19.378688476650908,8.627462289644724,9.81758170872589,15.446491733192241,16.005623085195346,16.66335403141335,12.704259486690685,14.589846219650433,7.8938523628406125,14.051864027460905,14.245329247695311,14.344059330424937,14.462353573070338,18.785653927676716,15.33771991274308,16.22392320615085,15.344369623653145
points38,9.561434552117948,16.14901586752781,9.01962244010441,12.30892402292624,16.764198961338778,16.80488288324312,15.684911526959697,14.964911003340166,14.346928002605459,8.797374800581384,14.857675363772401,16.75594648558319,19.043367214708127,15.498556278718253,14.785957628489209,11.604303345629939,13.94817993882801,16.15531212071582
points39,11.285775752383463,17.323594284465518,12.599134427202529,14.232979919955838,9.98149357131444,11.96148473665745,7.861056742110983,5.135910478434205,20.860717382705058,11.436143503169383,20.737933649806415,15.011895188253131,19.537563899355547,23.784275122446832,16.42791066747626,8.998649968856386,23.842797311000226,11.241118517015838
points40,11.831289441515338,19.317798547846735,13.734999428601045,13.337378315481129,10.95530370056608,14.57491915654577,7.592427745306753,3.7993593540521013,20.678075616671222,12.637592587690387,19.04145046061311,15.926727346301378,19.869096394598525,24.06876204123564,16.7258138072364,8.157717393104525,25.18827103852696,13.892753241482609
points41,12.369214429905446,17.700091942980105,11.559741781864377,9.416231027865505,19.595173468174064,18.0712277008429,20.72368181035579,16.078238926327188,8.561824767591647,11.015547971998782,12.40657005892117,14.21825096534186,14.341039920662071,10.162333274272255,19.63600952289473,14.783154354391748,12.827419615354817,17.440166971460304
points42,5.2620403349177085,24.78215833205936,3.9901060856616266,1.3629032570061506,13.323657770625363,18.91104229575466,14.388363086978632,10.241359645374951,13.448644210451114,4.9231541864174355,8.31136116322781,16.138231380284658,13.96653378723507,16.87164360413258,16.341536684215658,13.831801268764274,18.70326497585088,18.29225705071975
points43,5.858855925979004,23.946851285279518,5.299147603792682,4.104007793355341,12.643193562774346,18.273515592211396,13.249026534996792,9.901566929191558,15.425426204917711,4.496339024093748,9.959611610499802,15.958580300125337,16.931416722456166,18.078238383522674,17.157377641830426,13.515073607869443,19.045326094269424,17.645411684321626
points44,8.210494754205673,19.940408322265377,8.054813128115027,8.727843199888348,19.3762722214263,19.26936444709137,19.745545799705795,15.162915945715278,9.420249449582743,7.729972242532327,12.2600253499068,17.019852832496788,12.471051025077726,11.198211392928938,16.877118219871278,16.547178431836016,13.748853146888553,18.655816760425672
points45,9.869939653736333,18.216737557116808,9.185634379408643,9.478841320955091,20.175912127637016,19.248257329782227,21.4979361662231,17.199247164093972,7.848736636388513,9.39726149058707,12.094183496111942,16.447665817315666,11.209237783999248,9.342372515456523,17.232404210018554,17.55534982943731,11.698927704539544,18.63440112253387
points46,15.264637264248911,16.409737285617105,16.19649656114842,13.221834703533816,10.257510712231262,14.598556314256397,10.839816789256817,7.274011546154917,18.242683423963587,15.871429431724755,18.52144964074307,14.779317490141604,20.77884411668431,20.62967052761483,19.12128509502289,8.092368588925915,21.69042261994976,13.91673590111861
points47,2.004100560599082,25.897670066967493,3.3930653121804557,5.195662946397525,8.483446777672034,15.089699580585435,9.62359292336573,5.787883212653227,18.673675806190825,2.915727822443289,12.52841821521919,14.36302676261736,15.768590164688002,21.91769149437937,16.488566536929042,12.563515934054449,23.186472110300542,14.415058158518802
points48,12.198547488665099,14.666477314721872,11.654601797553381,12.836413312383103,14.251319797833455,13.700866802131987,16.581761653715294,13.736920037311084,14.935132605004608,11.864148163004254,15.560751213244036,9.672531414477614,9.077243100433384,14.548762577325713,22.637853042122043,19.16956221568081,15.184368777617205,13.00592495287969
points49,16.563454017511045,15.89089316434251,17.08626446382894,13.088451005983783,10.271846839368951,12.538622511444524,10.202436005414029,6.865436414847844,19.49346351009344,16.446752162321904,19.12173741199504,11.852696942300126,20.499495313808602,21.304677684131068,21.186781237993976,8.159043269852745,22.101725333976958,11.82669225584044
points50,9.293027370958951,20.34079575691736,9.62852586976422,8.841523986163775,14.92188700028456,15.49588551091994,16.459006166859687,11.096738857184842,13.538858120187474,9.300970354849714,14.842334847634527,13.428632397652558,15.299304626901737,14.678764664350672,22.43764899275669,14.8853821724222,17.842175388204318,14.827181267202295
points51,15.173152011976374,16.861586918100155,15.744640355773475,11.728406135479034,10.681691950141229,14.459568854496707,10.78652897950784,6.383107523108537,17.66811705502854,15.189720855262074,17.743536161811775,13.374415303198793,20.77884700780701,20.686104066007328,20.500055708248315,7.460853028633059,22.587274176833482,13.77571687582393
points52,10.882175110133316,18.839147586217035,10.351623688760451,8.427565275878784,17.67361454922572,19.147620775167663,19.157120470589586,15.134950239942716,10.68344440522444,10.725109194340881,12.15808062896108,16.066645458519353,12.52543717675835,11.821373117124933,17.95776502560728,16.093678580661333,13.777005547273626,18.53229357365645
points53,10.704103647453497,19.060911945006847,11.665606818692233,10.699651585235197,8.327148482086667,10.192739407514711,12.39183748472352,9.126417042872012,19.505399121311434,10.111488129430446,16.757365526041564,6.957982005363673,14.672731708732949,18.986029704016147,24.45696098382262,15.956598223895494,19.825650758184125,9.446519617651187
points54,4.570574524925666,23.684391015775653,3.4681377854050517,2.5609413041494298,10.411253815323848,17.7186979496131,11.91350379851147,10.147177553386536,16.063727126967024,3.3884392582822307,8.137215643565744,14.86840011248555,17.07721383954446,19.492600767312545,14.761474560439993,11.676971282244063,18.798075812535114,17.08248432878335
points55,9.795724438471602,18.00649855882259,9.71195316301527,10.476042342141444,13.600870527145036,13.65500055182744,15.880845952174377,12.258485360116218,15.345039354479445,9.54947350278449,14.673700576883027,10.115338839834962,5.772041534310627,15.291055295663158,21.251856871174805,22.303098892648283,16.672673250032943,12.959388280268705
points56,11.278611575822659,16.0213464641478,11.956773777901923,13.76443690818942,9.535190918776062,7.010783552806002,11.656275772259809,9.869521457063357,21.80473639569426,11.725205447694703,20.333699180810186,5.9770664447503865,12.17462512363365,19.76501368432832,23.398830647967355,16.81000995882163,19.07758549688271,6.2180534384897115
points57,12.828853533789859,18.23275499452304,14.08338355885405,11.528154239976868,8.228699937058638,11.585231389592215,9.356646835718275,4.124097302262063,18.387579353684078,13.44622859391928,18.91363132079745,11.263625010615767,19.03446198994726,22.200396157170843,21.24928796021623,8.323180709604594,24.86136519132307,10.859365513120814
points58,11.636451750102905,17.452535525496124,10.689120972081412,9.613387517650619,18.40688051071086,20.4050597754699,20.602226755998363,17.133731623329336,10.408033804888676,11.088388802795409,11.091843989566453,15.432363019609443,6.173506686900291,10.290958160626774,19.2302478462243,22.37089530134669,11.764880616654512,19.80811243167955
points59,8.57817317236057,21.050601648002846,9.146422907409818,9.44053173836146,18.599315035256634,19.45594918513129,17.817722250704318,12.54520414549723,10.716519103023895,8.462439290590732,13.243946679746587,17.704539102377105,13.515649234586718,13.23983976495324,17.57725825325787,15.58788147241971,16.384040375553955,18.845128788566527
points60,11.368804966314704,18.48352472658969,12.677249031808191,11.974095991942653,11.804356739643765,15.740045393152663,11.207374821532488,6.629240687135296,16.164368387112443,11.839788468915918,16.957136802069737,15.163509509191423,22.369765249127344,20.240414515337093,18.29302776979185,5.152625417231185,22.339497866874417,15.074910009551095
points61,15.942767081804016,10.905259898996565,16.264118223498524,19.433870461709244,19.593995525513645,15.47747569304567,17.69800406366947,17.903440041185323,15.55716288422025,15.228023279021333,18.25514609703742,13.93458042341718,15.680883243277153,13.366625251842981,16.756928462129178,14.32623799611484,10.990033747583059,14.808502354896314
points62,9.234793213845013,20.866890884231633,9.638817770764568,8.048690498892459,11.649276890360872,12.51056487452651,14.99329010037312,9.805787105866974,16.300098285834682,8.638744392736871,15.396353888633858,9.132059460314139,13.075478083593108,16.231006055021922,24.879619978109144,16.57193497862368,19.1417453284906,11.798224503302967
points63,12.345264757665474,16.01456048537116,12.271108763671592,12.292514097769281,14.523922462105945,18.819225861810008,13.004452129320327,11.038147664013735,14.651549073598613,10.603773192231985,13.58348547218614,16.768960330638237,25.18076900168071,18.337250701303873,14.867902842711425,3.7570128308350523,17.90115772688037,18.199098545317216
points64,8.261661233750145,20.662257497334657,8.441414279267784,8.380254029890093,15.385314259281175,17.08779862597839,16.269891075038142,12.53617605366099,14.52937657117661,7.516965489856046,12.887326868543122,14.156278726753326,15.227977164312513,14.879043749664694,20.264535758557003,15.4625299326825,16.393128737498188,16.442363214030493
points65,7.786406419210187,21.266315775595736,6.365321186628343,3.4943409314171094,12.895529527567804,16.809726212314814,16.74079661367609,14.504828430837211,12.977053514129642,5.8659334656684425,8.17837872079062,10.474936761337432,15.337664569155638,14.380339338296453,20.66891487078172,14.248141161870299,14.411333949552306,16.160226244234963
points66,9.66395409665831,17.62173906483933,9.003719681321067,9.86204544850604,15.4296213287939,17.494280964823542,18.967572698876044,16.35000754983994,12.758503785654405,9.319828422766614,11.4711087142577,11.853685432594434,4.768533292884098,12.022110424636699,21.059220985251685,23.87547292413248,12.553836707651557,16.854787063797627
points67,9.223381534700309,21.424904441636635,8.784336600709869,7.095470671822695,11.75761086848435,15.852465699143208,11.640289376141883,7.163301306580547,18.340960678537677,8.236227065591958,14.06469191513668,14.276557732379116,18.81618990201336,19.78194380217945,20.66688541216659,10.579943305918501,21.801871943509582,15.188973551697467
points68,5.140987493469568,23.430195944833113,3.470867345933847,1.5585178576014105,12.887398420733975,17.896776263928245,15.788851887240298,13.485757479073808,14.282834292482564,3.2941894595089427,7.308919171363289,12.708330722483787,15.583023093885501,15.388480027882323,19.087277666153653,13.988614789863181,15.437208057224176,17.263165595670745
points69,10.424502621885296,18.6933956830455,11.15993223336333,11.130863206697313,18.91362881717069,18.798009221638328,20.79300784426182,15.583002292921543,8.484573629987597,10.619143427007144,13.249642231319376,15.429248760532047,12.520290063475084,10.088914730435208,18.93594365176088,16.069536391389658,13.325962369912094,18.17757178367835
points70,7.535584993257385,21.983437209389358,8.691425781965084,8.840981853048014,13.786996925042391,15.42526413097894,13.715067405965721,8.91499305645149,16.88655005194471,6.631164737146215,14.011858073706952,11.469727021137158,18.11202475151124,17.584685814779586,23.408010460484387,12.193473626006043,20.03848617757692,14.755527621747774
points71,11.59684127116158,17.97618789922109,10.488635064783358,8.828294466186685,18.656579323628247,18.212904776074307,20.640448118434247,16.39101594965796,9.403832021263158,11.156015567333222,12.47223287150063,15.583151461235104,9.789087317780819,10.25048048412628,17.406510122623693,18.24848971366138,12.512554542265956,17.583914926061954
points72,11.95989200265653,16.400126572560776,13.074007573724774,14.572803014221893,12.771097100681523,14.853666793556942,8.587780737137061,6.594783562106224,18.361252050889494,11.936039016885456,18.557290167309354,16.599112399219134,23.44083918214781,23.01465057478292,14.382037238299128,4.5407408748376765,22.37418502220052,14.175575304296592
points73,11.365319949191674,16.695345951762107,12.479889017473138,14.702980658794973,11.484792828338763,15.037630627617265,6.469445726745772,5.581798521215485,20.332483543174575,11.310581031504993,18.11284055594265,17.58885056512603,23.44371121642631,25.25803683329569,11.759266257194554,4.53793371627129,23.393932590424807,14.362228118971482
points74,6.736473102360825,20.101179288707215,6.693872842871654,9.297555623878015,15.525103341663929,19.391475362796722,15.82501757989875,13.783059803969278,14.384795580429007,6.2388695627568085,10.73863359220231,16.32545619145373,13.075995779571308,15.350179373103181,16.299515231184838,16.882192446265396,15.137920989200946,18.779712558941476
points75,11.35050403846023,17.21084501817781,10.700540922462643,8.665064398994504,12.425517718670813,15.608483831428252,17.78777632071097,14.852980499586149,13.719330548654296,9.825315887881773,12.725233087612162,9.937273952307066,16.230206952563638,13.271553487058537,24.02184242997297,13.848516089056634,14.060857672857441,14.941425425886496
points76,9.06017024997989,18.85356133746632,9.62353264380011,10.822728118614506,13.513647049598154,14.708750674467908,14.852979777587407,11.063967637122392,15.658628578988381,9.064187505557262,15.1892698982106,12.667987377408412,13.001398224582747,16.379599289104767,20.718370727576783,16.4205267028881,17.875165383729858,14.028540961063344
points77,13.486699604072188,17.39950875759271,14.233565395723,12.475711455960976,10.769243808467738,15.154047391128065,10.484915615551767,6.530555934718543,17.86088878550512,13.319155490625727,17.612856443963445,15.527283034766603,22.569415801368073,21.005522511514627,17.735233887075786,5.830252158181065,22.438841423033264,14.480346534450396
points78,9.179203392146508,14.804035369422868,9.991816060932218,15.901880980033553,15.590189010549844,10.980970680367324,14.257395752427048,13.463594512345177,15.974145514550068,9.676794898656118,19.32359654345772,11.54497453606052,12.291892357409365,17.010342307220522,17.008249652177962,16.405892599943826,15.45951898040058,10.246272386689846
points79,6.774487828120092,24.397757819252192,5.957137466202345,2.0364562354067166,12.812371212984857,18.628235852328967,14.650474781688544,10.26386097351593,14.26068896635117,6.119080950258296,8.93917750889318,14.497884916729989,16.07350399889465,16.594058722032607,19.472856603428696,12.688067263560947,18.680613432415054,18.005316854331525
points80,9.27284328326679,18.8421343229561,9.654017132095571,10.500022232106627,15.465796894952872,16.899621904879368,17.058458326342638,13.3736072808829,14.116035646385416,8.902220758997782,13.27335351753553,12.3335867291594,6.896686980312968,14.043925165110444,21.20876748445433,22.5968821788095,15.550106952335684,16.2514359329764
points81,13.485092945424224,16.942870679147408,14.277700773764955,11.642786386589252,8.463830002094916,12.060611715582729,11.266530253886687,7.224280385628398,17.935825432403657,14.053969027103674,18.273876717963432,10.819988198345921,18.302282995578675,20.177766972144536,22.320539226552675,9.768603661505187,21.74048577780972,11.341694424889965
points82,5.023499872044627,22.84426157346064,3.2057637467779285,1.5882949959309582,13.997671685895696,18.490762482505705,17.91203153678844,14.771971349276733,11.689291292172001,3.211529376012321,6.922209937355747,13.082114808129765,13.532549778082931,13.139963137595707,18.984916821672716,15.324109144531981,14.142407627395075,17.86583405027157
points83,15.378586271026277,12.383337810999821,15.976685176766946,16.079739182028135,10.233139658337274,12.116665661007636,11.514360790684298,9.253065636095645,16.372088697216583,16.24392034073022,19.479438070191524,11.698814424389461,20.099659917834916,19.91530630470322,18.528896638056864,7.437137002443199,19.698156679056105,11.398567705122653
points84,13.760394858206798,18.182655444073635,14.251093018861702,10.602332754332595,7.970772061368496,15.487867413074458,11.093842516969326,6.661438737298242,16.933976623714017,13.827875783425425,15.324348066245674,13.098805021583502,19.8621773592383,20.3606489497891,20.013700716698764,7.5470235910645265,22.307084867639645,14.819045969637735
points85,3.0016228938433716,26.26602561780967,2.8442931088487104,1.9779707494917376,13.766558753333129,18.950264992295264,14.80308377842423,9.715823627779653,13.242567175542828,2.672798850200684,8.8939658293115,16.149877464724305,14.322529455172496,16.432440788833727,16.92911184713476,14.038022039284485,19.232309388476995,18.332053061418478
points86,6.862250888357944,24.864659930146956,5.810358153540487,1.88892359065412,13.431138814656922,17.63603149456238,14.078262465889418,9.077580185939002,14.987877230549746,5.9419678017321615,9.811021583460464,14.535721530198456,14.808506906596877,17.200050333330392,19.554903088498286,13.842019055218957,19.87481364222175,16.998609546583754
points87,14.83737828111067,16.288350905367356,16.646495855734077,14.390716566248264,9.337973551842076,10.597367732243377,10.225245313418643,6.057018502671868,19.23364571921785,15.245734000320722,20.436442601729123,9.854942258900792,19.28138718694374,21.280521878796815,22.4870410280107,9.533543271195763,22.915540115807794,9.857062353366436
points88,15.143741652474043,14.799011381118603,15.691739682449176,14.809321316448456,9.069973053319808,12.915800425342502,9.328165624923937,6.521993657211715,18.86737179128299,16.249297428156055,19.625567369255666,14.073091723760985,19.341711756844024,22.23055869360082,17.092970702478254,7.866950828192432,22.447460860945572,12.209383340867376
points89,9.91605861918312,18.63708946707361,10.283622565016493,11.010639006831521,18.68743970390919,17.88306387318555,19.479737946593172,14.526337375523841,9.371108224556734,10.046268075177382,14.039035894676719,16.496084370391145,11.013281941141328,11.479710628013336,16.000792277629568,17.020571334468286,14.38968141456524,17.249252772310005
points90,9.631747936551635,19.92169320218251,10.543091520742122,9.770825562033899,12.483978061545205,13.24690650299947,14.835775135965584,10.276660954262194,17.392447139150594,8.880141888030463,15.069578345199854,8.189222319483385,15.369819704406087,16.39781956890362,26.215073450589713,15.379306775402807,18.667728001029168,12.545329162318188
points91,6.2155962538997995,24.658947677393208,5.59735260585866,2.554238834687468,11.525158272508614,19.05881402199293,13.226642366965113,9.950038986129593,15.393269777128305,5.274978335543872,8.348337609310304,15.407247111488159,15.630608727618375,18.101943951680767,16.580816640285878,12.696062815595527,18.996530445573637,18.44218874122092
points92,6.290754593600814,22.63448406963582,4.684565239393044,2.7895150553445975,12.076077585714868,19.207358822560472,12.092540308362825,10.765156720529717,15.829441101503077,5.063278548868327,7.770618386700397,16.630535656801232,16.68658540694619,19.302995230887774,12.978736194888725,11.822632988055297,18.17597111456899,18.592904806000046
points93,10.857614087457472,18.7960954394069,11.184436715836283,10.532821980532564,14.355684832962293,17.95361378922305,13.06857995123276,9.022487360041982,14.331333034985724,9.729929180454352,14.270794939083565,16.970549310859358,22.656166444845823,18.26933723447214,16.402634712016653,6.28151450477732,19.930274259079123,17.320833909280427
