,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21
points31,10.809293334732475,11.71004628140373,12.253398527632662,19.505150905098134,6.55176573729145,18.724053102122465,12.171538303198549,13.290401843767324,12.352559888190028,12.074939781118406,12.161082950732238,7.351750500967249,3.5834917960267387,21.09543453633078,25.76314500857435,21.497941271500668,5.055097740973607,21.38439243217031,11.853076396182555,9.520177427901725,18.314827484295442
points32,12.488450605975446,17.799260492166226,10.273965511732614,20.018189728338655,7.46076538318988,12.436032522240524,10.016398273129427,17.874599368159103,17.392422536990725,17.197349087096974,11.786002994521183,11.896388072348305,10.887626535145362,20.56181627795755,19.908878247357006,17.618705591783552,9.717862841560029,17.492807974378405,14.52229899555206,10.433113648983984,21.46258843996567
points33,18.095720996734954,10.89387911475939,14.484106596375709,21.456121668791802,17.332120882034257,19.896178301310318,14.792671034767976,11.743770073771284,10.203765080301778,11.841677722016549,14.058375942352463,18.73161195955146,12.66993706534191,12.478116728933594,18.035200129448167,10.65698763114578,17.19946481024313,10.508928764151019,10.42266980189305,8.396508110249576,15.386876435334559
points34,14.036595550843632,8.14988315674231,14.442075609911454,17.55356601222201,13.919218611060938,20.228724341795306,14.712368816678637,9.724041879889036,7.58405047577821,9.511827940392514,14.596105071667802,10.358388090764441,6.207826130640176,13.995833999761643,24.013451072486394,17.58172929514012,9.121446475953368,17.455713971021858,14.788432848273434,11.776364145130753,21.72801793957745
points35,17.365400140528674,4.459374759348931,14.428711480811794,19.324730856953177,14.231797742184352,25.147003166900063,13.64230483696451,4.150759752589869,3.4116430014396544,3.7589730981218734,13.990120608698696,15.434334976760972,10.34616909796083,19.214316409051314,19.220530245025504,14.15631009877048,14.958506206310847,14.019390631423624,12.348632990481386,10.543245074566713,14.812269750168575
points36,8.70848689577333,11.441604399425826,8.184256850682218,24.728895968108585,9.538025381071911,17.78697649054596,8.079655054777776,13.435844020444351,12.40469476961618,12.145387793734342,8.765876992799736,11.44427715157856,6.846743901032595,16.55138678634217,22.427210723438346,18.987198344005655,6.933022074630018,18.865657052095887,8.04350213951848,4.849090016844747,16.53560770334358
points37,16.005623085195346,8.631154629211323,14.245329247695311,18.785653927676716,15.446491733192241,19.378688476650908,14.429292038251479,8.627462289644724,7.8938523628406125,8.100406620462842,13.419478055486282,16.66335403141335,12.704259486690685,15.478302549678894,17.10111648869796,14.589846219650433,14.47495434070801,14.454306828634632,12.668730491721139,11.227760285175348,14.344059330424937
points38,16.80488288324312,9.561434552117948,16.75594648558319,14.785957628489209,16.764198961338778,16.14901586752781,16.464477494935526,9.01962244010441,8.797374800581384,9.473085097511994,16.47007309919143,15.684911526959697,14.964911003340166,13.03895107828195,16.00978336115511,14.346928002605459,12.758176603104838,14.210615329582508,17.540542129191728,15.93564526177878,19.043367214708127
points39,11.96148473665745,11.285775752383463,15.011895188253131,16.42791066747626,9.98149357131444,17.323594284465518,15.079339317914101,12.599134427202529,11.436143503169383,11.68642485835383,14.99180046292589,7.861056742110983,5.135910478434205,17.780050838699058,25.25298659757947,20.860717382705058,5.045525993143569,20.745140067397365,15.428949938364356,12.892861507871277,19.537563899355547
points40,14.57491915654577,11.831289441515338,15.926727346301378,16.7258138072364,10.95530370056608,19.317798547846735,15.48618119484472,13.734999428601045,12.637592587690387,13.523614797000345,15.265558589802934,7.592427745306753,3.7993593540521013,17.510330519445596,26.543999478643986,20.678075616671222,7.05277964902621,20.561916897493756,13.257773948051732,11.589346879800042,19.869096394598525
points41,18.0712277008429,12.369214429905446,14.21825096534186,19.63600952289473,19.595173468174064,17.700091942980105,14.166860701915795,11.559741781864377,11.015547971998782,11.65735472540238,13.689635832557418,20.72368181035579,16.078238926327188,10.346411454443931,14.701278272984474,8.561824767591647,18.903397058437672,8.407096364799454,11.81268665811926,10.17420891088382,14.341039920662071
points42,18.91104229575466,5.2620403349177085,16.138231380284658,16.341536684215658,13.323657770625363,24.78215833205936,14.960641351027256,3.9901060856616266,4.9231541864174355,4.855323597175466,14.481653833851121,14.388363086978632,10.241359645374951,20.855540782905276,19.5614084965139,13.448644210451114,15.531653330271036,13.309472028980283,12.575215641368718,12.028066122430493,13.96653378723507
points43,18.273515592211396,5.858855925979004,15.958580300125337,17.157377641830426,12.643193562774346,23.946851285279518,15.124139536173125,5.299147603792682,4.496339024093748,5.550906156456854,15.062861742694873,13.249026534996792,9.901566929191558,20.490361309184436,19.41427342968209,15.425426204917711,13.75802877820544,15.292546717205994,14.440437210439727,13.073779683066425,16.931416722456166
points44,19.26936444709137,8.210494754205673,17.019852832496788,16.877118219871278,19.3762722214263,19.940408322265377,15.90765810023814,8.054813128115027,7.729972242532327,8.088043349830274,15.492681747420312,19.745545799705795,15.162915945715278,11.58942194689905,15.245686430489629,9.420249449582743,17.94453888427877,9.268253671659734,12.398033142089247,11.940958458241958,12.471051025077726
points45,19.248257329782227,9.869939653736333,16.447665817315666,17.232404210018554,20.175912127637016,18.216737557116808,15.629266724541843,9.185634379408643,9.39726149058707,9.365657226826055,14.945166106051731,21.4979361662231,17.199247164093972,10.614262373675034,13.625361843268577,7.848736636388513,19.36984536906099,7.691738258836593,12.000992645339313,11.697029859972544,11.209237783999248
points46,14.598556314256397,15.264637264248911,14.779317490141604,19.12128509502289,10.257510712231262,16.409737285617105,14.596255547779805,16.19649656114842,15.871429431724755,15.919869519435586,15.107308932752062,10.839816789256817,7.274011546154917,18.00520301178544,23.811103947709473,18.242683423963587,8.991293636227068,18.118772116339375,13.486892878962717,11.079499128205994,20.77884411668431
points47,15.089699580585435,2.004100560599082,14.36302676261736,16.488566536929042,8.483446777672034,25.897670066967493,14.230514624786416,3.3930653121804557,2.915727822443289,3.0928112821266254,13.912485303571488,9.62359292336573,5.787883212653227,23.77409046687696,22.910718376182857,18.673675806190825,9.98075749280872,18.55113647740973,13.98875573071215,12.377713158938988,15.768590164688002
points48,13.700866802131987,12.198547488665099,9.672531414477614,22.637853042122043,14.251319797833455,14.666477314721872,10.223816621032475,11.654601797553381,11.864148163004254,11.89221524141203,6.570245661441997,16.581761653715294,13.736920037311084,15.498550799679297,14.811091301618946,14.935132605004608,13.957184131039833,14.800692364774433,4.146895619750371,4.099989493487379,9.077243100433384
points49,12.538622511444524,16.563454017511045,11.852696942300126,21.186781237993976,10.271846839368951,15.89089316434251,11.509183502957036,17.08626446382894,16.446752162321904,16.437691100853026,12.418545925925295,10.202436005414029,6.865436414847844,17.466735673553043,23.704613329628042,19.49346351009344,8.111002650967002,19.373533813018117,11.691299825110347,8.6492281281506,20.499495313808602
points50,15.49588551091994,9.293027370958951,13.428632397652558,22.43764899275669,14.92188700028456,20.34079575691736,12.366172787435396,9.62852586976422,9.300970354849714,9.776185203108131,12.471201509168155,16.459006166859687,11.096738857184842,13.62500783004261,18.589951192679376,13.538858120187474,13.58693739600908,13.399973116821448,8.974418739638999,7.763561173462211,15.299304626901737
points51,14.459568854496707,15.173152011976374,13.374415303198793,20.500055708248315,10.681691950141229,16.861586918100155,12.883392281814363,15.744640355773475,15.189720855262074,15.252849394628603,14.14397871852377,10.78652897950784,6.383107523108537,16.579736871135996,23.873231317596648,17.66811705502854,9.464430037369596,17.54237672922523,12.79108332067046,9.513099299585077,20.77884700780701
points52,19.147620775167663,10.882175110133316,16.066645458519353,17.95776502560728,17.67361454922572,18.839147586217035,15.283584816949805,10.351623688760451,10.725109194340881,10.407548560622562,14.544749545001157,19.157120470589586,15.134950239942716,12.845381215056896,15.342803688485674,10.68344440522444,17.24779024772337,10.53546975812727,11.122695441719884,10.56255567417938,12.52543717675835
points53,10.192739407514711,10.704103647453497,6.957982005363673,24.45696098382262,8.327148482086667,19.060911945006847,7.229319709107851,11.665606818692233,10.111488129430446,10.688314028368513,7.0554477546991095,12.39183748472352,9.126417042872012,20.53570059358206,18.740108323429652,19.505399121311434,9.058839364504083,19.385507418889247,7.973878724113314,5.2057483970742515,14.672731708732949
points54,17.7186979496131,4.570574524925666,14.86840011248555,14.761474560439993,10.411253815323848,23.684391015775653,13.935459376932453,3.4681377854050517,3.3884392582822307,3.465266996378897,14.685699574558377,11.91350379851147,10.147177553386536,24.64559586971953,19.251867131597397,16.063727126967024,13.834028816151624,15.932879543754566,17.436203371147304,15.081667771645051,17.07721383954446
points55,13.65500055182744,9.795724438471602,10.115338839834962,21.251856871174805,13.600870527145036,18.00649855882259,10.160052824474906,9.71195316301527,9.54947350278449,9.333299010588487,6.771792914583776,15.880845952174377,12.258485360116218,16.506883135216697,15.47418683134185,15.345039354479445,13.47970832855002,15.211903971158858,4.429334854986559,4.756806028834071,5.772041534310627
points56,7.010783552806002,11.278611575822659,5.9770664447503865,23.398830647967355,9.535190918776062,16.0213464641478,6.295828577532254,11.956773777901923,11.725205447694703,10.48486555253421,5.677280001175694,11.656275772259809,9.869521457063357,19.330867855948128,18.321510449683828,21.80473639569426,6.152616455573435,21.69216417784706,7.151039993198743,4.867122965532504,12.17462512363365
points57,11.585231389592215,12.828853533789859,11.263625010615767,21.24928796021623,8.228699937058638,18.23275499452304,10.878750320080878,14.08338355885405,13.44622859391928,13.386266342292082,11.57817573264812,9.356646835718275,4.124097302262063,18.525568079124444,25.721025168735075,18.387579353684078,8.056040756761975,18.264129293539465,10.793214156062387,7.964698817346703,19.03446198994726
points58,20.4050597754699,11.636451750102905,15.432363019609443,19.2302478462243,18.40688051071086,17.452535525496124,15.572875695671565,10.689120972081412,11.088388802795409,10.921407070601049,13.041524403417592,20.602226755998363,17.133731623329336,13.819776403696663,12.609660546806666,10.408033804888676,18.944352922152838,10.259182442720862,8.418738839146101,8.63462870273624,6.173506686900291
points59,19.45594918513129,8.57817317236057,17.704539102377105,17.57725825325787,18.599315035256634,21.050601648002846,17.42910205354321,9.146422907409818,8.462439290590732,9.402634034582038,16.222880732296705,17.817722250704318,12.54520414549723,12.098092846659709,18.056288269116667,10.716519103023895,16.597557514274683,10.568649742673069,11.86037949696432,11.325165941555866,13.515649234586718
points60,15.740045393152663,11.368804966314704,15.163509509191423,18.29302776979185,11.804356739643765,18.48352472658969,15.384224041209821,12.677249031808191,11.839788468915918,12.986855749935655,15.764282940333223,11.207374821532488,6.629240687135296,17.25519121624355,24.42596334167293,16.164368387112443,11.221187551370193,16.033841175408533,14.571806651274525,11.75238471730575,22.369765249127344
points61,15.47747569304567,15.942767081804016,13.93458042341718,16.756928462129178,19.593995525513645,10.905259898996565,14.64226757373648,16.264118223498524,15.228023279021333,15.872847572543083,13.013476847093568,17.69800406366947,17.903440041185323,9.635585996059392,12.88492922974872,15.55716288422025,13.375942540346724,15.424702754122077,13.877374066861222,12.41888712127174,15.680883243277153
points62,12.51056487452651,9.234793213845013,9.132059460314139,24.879619978109144,11.649276890360872,20.866890884231633,9.582343119772606,9.638817770764568,8.638744392736871,8.566538315274425,9.54374340345742,14.99329010037312,9.805787105866974,18.332319509350732,18.56358117509475,16.300098285834682,11.896022932011547,16.170003143367033,8.623567491411661,5.400030002999618,13.075478083593108
points63,18.819225861810008,12.345264757665474,16.768960330638237,14.867902842711425,14.523922462105945,16.01456048537116,16.92683493861225,12.271108763671592,10.603773192231985,12.568670697315198,17.957164001269696,13.004452129320327,11.038147664013735,15.070218736909059,20.254430790652588,14.651549073598613,13.84382035741867,14.516206101391285,19.9980939681644,16.349940504330224,25.18076900168071
points64,17.08779862597839,8.261661233750145,14.156278726753326,20.264535758557003,15.385314259281175,20.662257497334657,14.61082351829186,8.441414279267784,7.516965489856046,8.730082210934777,12.96780001129756,16.269891075038142,12.53617605366099,15.839895649897935,17.137190552917524,14.52937657117661,14.51500392926967,14.393644687017593,10.64053619136089,9.525318317322274,15.227977164312513
points65,16.809726212314814,7.786406419210187,10.474936761337432,20.66891487078172,12.895529527567804,21.266315775595736,10.132754301274893,6.365321186628343,5.8659334656684425,6.260536027933346,10.536296264255647,16.74079661367609,14.504828430837211,20.135243400143246,14.942178824945195,12.977053514129642,16.938456421107762,12.836380117127757,12.435759757623858,9.407709247492042,15.337664569155638
points66,17.494280964823542,9.66395409665831,11.853685432594434,21.059220985251685,15.4296213287939,17.62173906483933,11.768215731810406,9.003719681321067,9.319828422766614,9.086202778200908,8.992070036362161,18.967572698876044,16.35000754983994,16.694765559371152,12.118520078376266,12.758503785654405,17.31691972567694,12.61713467889986,5.861827982657694,6.4461431773549736,4.768533292884098
points67,15.852465699143208,9.223381534700309,14.276557732379116,20.66688541216659,11.75761086848435,21.424904441636635,13.940499996044593,8.784336600709869,8.236227065591958,8.728246242444428,14.23503189381754,11.640289376141883,7.163301306580547,18.61202187201521,22.400513160224648,18.340960678537677,10.759707626902555,18.217362217078726,11.939041586473484,9.820963191495707,18.81618990201336
points68,17.896776263928245,5.140987493469568,12.708330722483787,19.087277666153653,12.887398420733975,23.430195944833113,11.989371275708587,3.470867345933847,3.2941894595089427,3.667006349964274,12.499298006013966,15.788851887240298,13.485757479073808,21.522319828869502,15.79876837440859,14.282834292482564,16.13581313173256,14.146317589834291,13.558618410585122,11.09947588507227,15.583023093885501
points69,18.798009221638328,10.424502621885296,15.429248760532047,18.93594365176088,18.91362881717069,18.6933956830455,15.547524532709764,11.15993223336333,10.619143427007144,11.292363021607128,14.036329087185342,20.79300784426182,15.583002292921543,11.157433007939597,15.169884386764119,8.484573629987597,19.09787201277902,8.329599313506971,10.616604596727012,9.932814639552662,12.520290063475084
points70,15.42526413097894,7.535584993257385,11.469727021137158,23.408010460484387,13.786996925042391,21.983437209389358,11.6338177725428,8.691425781965084,6.631164737146215,8.22144591025278,11.762797075805805,13.715067405965721,8.91499305645149,16.01312153404521,19.96691015292168,16.88655005194471,12.487677145866714,16.758321762462856,10.108513731166857,6.937912163199814,18.11202475151124
points71,18.212904776074307,11.59684127116158,15.583151461235104,17.406510122623693,18.656579323628247,17.97618789922109,14.951399232198417,10.488635064783358,11.156015567333222,10.50346854106435,13.803383559787338,20.640448118434247,16.39101594965796,11.529156866309762,14.076274440257118,9.403832021263158,17.946326579605213,9.251783981710377,10.469097292556846,10.682069518469442,9.789087317780819
points72,14.853666793556942,11.95989200265653,16.599112399219134,14.382037238299128,12.771097100681523,16.400126572560776,16.343015364303113,13.074007573724774,11.936039016885456,12.978521214789792,17.06468110637543,8.587780737137061,6.594783562106224,15.034109727211236,24.749708622613767,18.361252050889494,7.806445110686941,18.237718182993476,18.27147358594848,15.324871577998115,23.44083918214781
points73,15.037630627617265,11.365319949191674,17.58885056512603,11.759266257194554,11.484792828338763,16.695345951762107,17.250873473937045,12.479889017473138,11.310581031504993,12.571348490840206,17.229187762516727,6.469445726745772,5.581798521215485,16.98321414598021,25.053695278094064,20.332483543174575,6.46263696317528,20.21522470011386,19.12273069047134,17.352707707860084,23.44371121642631
points74,19.391475362796722,6.736473102360825,16.32545619145373,16.299515231184838,15.525103341663929,20.101179288707215,16.59827696278713,6.693872842871654,6.2388695627568085,7.678254031771478,13.869527490941296,15.82501757989875,13.783059803969278,16.833959118700275,15.0718886490425,14.384795580429007,15.713729240206192,14.2486034513362,12.727930478619957,12.968710232199204,13.075995779571308
points75,15.608483831428252,11.35050403846023,9.937273952307066,24.02184242997297,12.425517718670813,17.21084501817781,9.777150963100926,10.700540922462643,9.825315887881773,9.891377762405089,11.350378696804784,17.78777632071097,14.852980499586149,17.95376866667912,14.845380509361473,13.719330548654296,15.554288164354356,13.581020043501772,11.867898802454475,7.85350331477598,16.230206952563638
points76,14.708750674467908,9.06017024997989,12.667987377408412,20.718370727576783,13.513647049598154,18.85356133746632,12.421447889779756,9.62353264380011,9.064187505557262,9.639599596983969,11.128652633194251,14.852979777587407,11.063967637122392,15.227818295730044,18.227454649479643,15.658628578988381,12.539163834653408,15.526491444823,9.283179153056874,8.659817351987645,13.001398224582747
points77,15.154047391128065,13.486699604072188,15.527283034766603,17.735233887075786,10.769243808467738,17.39950875759271,15.396686052402076,14.233565395723,13.319155490625727,13.815242282270216,16.42588783351501,10.484915615551767,6.530555934718543,17.53232937809438,24.51892331080707,17.86088878550512,9.85021277891906,17.735762110306023,16.190283127561905,13.346004633581954,22.569415801368073
points78,10.980970680367324,9.179203392146508,11.54497453606052,17.008249652177962,15.590189010549844,14.804035369422868,10.805150200991397,9.991816060932218,9.676794898656118,9.25110395545151,11.011886236909008,14.257395752427048,13.463594512345177,11.991914057623271,16.072490698836603,15.974145514550068,9.51255304765145,15.843012766026025,13.195899084976512,11.499708928020578,12.291892357409365
points79,18.628235852328967,6.774487828120092,14.497884916729989,19.472856603428696,12.812371212984857,24.397757819252192,13.825422332724543,5.957137466202345,6.119080950258296,6.226343875792286,14.23680961624217,14.650474781688544,10.26386097351593,21.2459643155997,19.639601349460108,14.26068896635117,15.439550091648345,14.12410176844549,12.688716746487064,10.281036237670039,16.07350399889465
points80,16.899621904879368,9.27284328326679,12.3335867291594,21.20876748445433,15.465796894952872,18.8421343229561,12.431541877623696,9.654017132095571,8.902220758997782,9.082479921369506,9.690705273701509,17.058458326342638,13.3736072808829,16.05955630367525,15.118064663280718,14.116035646385416,15.714012158039685,13.97898797330021,6.670594740817217,6.131345484426804,6.896686980312968
