,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
points23,15.581468131230688,15.434689575404958,8.170238515412954,13.73852424631807,13.79354673521528,11.879129374774973,20.571580624565453,19.6161024745007,17.95373865024208
points24,6.418314001268423,4.835134878161738,11.935540582791894,0.0,22.59962361811479,24.16695590456684,13.09119258368599,13.238845629164812,5.232132713337201
points25,19.54136177325466,24.327992185399484,11.491176617852574,20.327511477003736,14.712360733448895,20.483797769909057,15.601602014509671,17.18191702432347,10.207702760362535
points26,21.39143463832288,18.138065371929006,7.655401740972189,19.308729424812697,19.39005468995567,16.95036888029085,17.236416971261015,13.022829906201386,13.868644669003766
points27,17.7143721850184,18.903897916542366,9.22656401844808,15.347159176481542,13.158869135006908,15.729310285338837,17.11070038052976,19.30082865270981,12.858005828099964
points28,14.752373524058436,8.359644156131088,9.645260286726772,8.250246119471155,14.82182896036402,3.550240236216621,20.43358289033457,18.228937908507447,25.894139030556232
points29,11.879420205267678,14.796228279984044,10.709595930805135,12.727371376836913,7.348498600847379,12.088713932141836,18.172484261635407,24.98314625571882,17.42972680369377
points30,8.928983776918306,14.90992101290959,12.783616160363858,10.419823388304431,3.9848256866574996,15.783283776446563,11.817004111692045,24.494124895933876,12.427326820815653
points31,10.809293334732475,7.351750500967249,11.71004628140373,6.55176573729145,12.253398527632662,3.5834917960267387,18.724053102122465,19.505150905098134,25.76314500857435
points32,12.488450605975446,11.896388072348305,17.799260492166226,7.46076538318988,10.273965511732614,10.887626535145362,12.436032522240524,20.018189728338655,19.908878247357006
points33,18.095720996734954,18.73161195955146,10.89387911475939,17.332120882034257,14.484106596375709,12.66993706534191,19.896178301310318,21.456121668791802,18.035200129448167
points34,14.036595550843632,10.358388090764441,8.14988315674231,13.919218611060938,14.442075609911454,6.207826130640176,20.228724341795306,17.55356601222201,24.013451072486394
points35,17.365400140528674,15.434334976760972,4.459374759348931,14.231797742184352,14.428711480811794,10.34616909796083,25.147003166900063,19.324730856953177,19.220530245025504
points36,8.70848689577333,11.44427715157856,11.441604399425826,9.538025381071911,8.184256850682218,6.846743901032595,17.78697649054596,24.728895968108585,22.427210723438346
points37,16.005623085195346,16.66335403141335,8.631154629211323,15.446491733192241,14.245329247695311,12.704259486690685,19.378688476650908,18.785653927676716,17.10111648869796
points38,16.80488288324312,15.684911526959697,9.561434552117948,16.764198961338778,16.75594648558319,14.964911003340166,16.14901586752781,14.785957628489209,16.00978336115511
points39,11.96148473665745,7.861056742110983,11.285775752383463,9.98149357131444,15.011895188253131,5.135910478434205,17.323594284465518,16.42791066747626,25.25298659757947
points40,14.57491915654577,7.592427745306753,11.831289441515338,10.95530370056608,15.926727346301378,3.7993593540521013,19.317798547846735,16.7258138072364,26.543999478643986
points41,18.0712277008429,20.72368181035579,12.369214429905446,19.595173468174064,14.21825096534186,16.078238926327188,17.700091942980105,19.63600952289473,14.701278272984474
points42,18.91104229575466,14.388363086978632,5.2620403349177085,13.323657770625363,16.138231380284658,10.241359645374951,24.78215833205936,16.341536684215658,19.5614084965139
points43,18.273515592211396,13.249026534996792,5.858855925979004,12.643193562774346,15.958580300125337,9.901566929191558,23.946851285279518,17.157377641830426,19.41427342968209
points44,19.26936444709137,19.745545799705795,8.210494754205673,19.3762722214263,17.019852832496788,15.162915945715278,19.940408322265377,16.877118219871278,15.245686430489629
points45,19.248257329782227,21.4979361662231,9.869939653736333,20.175912127637016,16.447665817315666,17.199247164093972,18.216737557116808,17.232404210018554,13.625361843268577
points46,14.598556314256397,10.839816789256817,15.264637264248911,10.257510712231262,14.779317490141604,7.274011546154917,16.409737285617105,19.12128509502289,23.811103947709473
points47,15.089699580585435,9.62359292336573,2.004100560599082,8.483446777672034,14.36302676261736,5.787883212653227,25.897670066967493,16.488566536929042,22.910718376182857
points48,13.700866802131987,16.581761653715294,12.198547488665099,14.251319797833455,9.672531414477614,13.736920037311084,14.666477314721872,22.637853042122043,14.811091301618946
points49,12.538622511444524,10.202436005414029,16.563454017511045,10.271846839368951,11.852696942300126,6.865436414847844,15.89089316434251,21.186781237993976,23.704613329628042
points50,15.49588551091994,16.459006166859687,9.293027370958951,14.92188700028456,13.428632397652558,11.096738857184842,20.34079575691736,22.43764899275669,18.589951192679376
points51,14.459568854496707,10.78652897950784,15.173152011976374,10.681691950141229,13.374415303198793,6.383107523108537,16.861586918100155,20.500055708248315,23.873231317596648
points52,19.147620775167663,19.157120470589586,10.882175110133316,17.67361454922572,16.066645458519353,15.134950239942716,18.839147586217035,17.95776502560728,15.342803688485674
points53,10.192739407514711,12.39183748472352,10.704103647453497,8.327148482086667,6.957982005363673,9.126417042872012,19.060911945006847,24.45696098382262,18.740108323429652
points54,17.7186979496131,11.91350379851147,4.570574524925666,10.411253815323848,14.86840011248555,10.147177553386536,23.684391015775653,14.761474560439993,19.251867131597397
points55,13.65500055182744,15.880845952174377,9.795724438471602,13.600870527145036,10.115338839834962,12.258485360116218,18.00649855882259,21.251856871174805,15.47418683134185
points56,7.010783552806002,11.656275772259809,11.278611575822659,9.535190918776062,5.9770664447503865,9.869521457063357,16.0213464641478,23.398830647967355,18.321510449683828
points57,11.585231389592215,9.356646835718275,12.828853533789859,8.228699937058638,11.263625010615767,4.124097302262063,18.23275499452304,21.24928796021623,25.721025168735075
points58,20.4050597754699,20.602226755998363,11.636451750102905,18.40688051071086,15.432363019609443,17.133731623329336,17.452535525496124,19.2302478462243,12.609660546806666
points59,19.45594918513129,17.817722250704318,8.57817317236057,18.599315035256634,17.704539102377105,12.54520414549723,21.050601648002846,17.57725825325787,18.056288269116667
points60,15.740045393152663,11.207374821532488,11.368804966314704,11.804356739643765,15.163509509191423,6.629240687135296,18.48352472658969,18.29302776979185,24.42596334167293
points61,15.47747569304567,17.69800406366947,15.942767081804016,19.593995525513645,13.93458042341718,17.903440041185323,10.905259898996565,16.756928462129178,12.88492922974872
points62,12.51056487452651,14.99329010037312,9.234793213845013,11.649276890360872,9.132059460314139,9.805787105866974,20.866890884231633,24.879619978109144,18.56358117509475
points63,18.819225861810008,13.004452129320327,12.345264757665474,14.523922462105945,16.768960330638237,11.038147664013735,16.01456048537116,14.867902842711425,20.254430790652588
points64,17.08779862597839,16.269891075038142,8.261661233750145,15.385314259281175,14.156278726753326,12.53617605366099,20.662257497334657,20.264535758557003,17.137190552917524
points65,16.809726212314814,16.74079661367609,7.786406419210187,12.895529527567804,10.474936761337432,14.504828430837211,21.266315775595736,20.66891487078172,14.942178824945195
points66,17.494280964823542,18.967572698876044,9.66395409665831,15.4296213287939,11.853685432594434,16.35000754983994,17.62173906483933,21.059220985251685,12.118520078376266
points67,15.852465699143208,11.640289376141883,9.223381534700309,11.75761086848435,14.276557732379116,7.163301306580547,21.424904441636635,20.66688541216659,22.400513160224648
points68,17.896776263928245,15.788851887240298,5.140987493469568,12.887398420733975,12.708330722483787,13.485757479073808,23.430195944833113,19.087277666153653,15.79876837440859
points69,18.798009221638328,20.79300784426182,10.424502621885296,18.91362881717069,15.429248760532047,15.583002292921543,18.6933956830455,18.93594365176088,15.169884386764119
points70,15.42526413097894,13.715067405965721,7.535584993257385,13.786996925042391,11.469727021137158,8.91499305645149,21.983437209389358,23.408010460484387,19.96691015292168
points71,18.212904776074307,20.640448118434247,11.59684127116158,18.656579323628247,15.583151461235104,16.39101594965796,17.97618789922109,17.406510122623693,14.076274440257118
points72,14.853666793556942,8.587780737137061,11.95989200265653,12.771097100681523,16.599112399219134,6.594783562106224,16.400126572560776,14.382037238299128,24.749708622613767
points73,15.037630627617265,6.469445726745772,11.365319949191674,11.484792828338763,17.58885056512603,5.581798521215485,16.695345951762107,11.759266257194554,25.053695278094064
points74,19.391475362796722,15.82501757989875,6.736473102360825,15.525103341663929,16.32545619145373,13.783059803969278,20.101179288707215,16.299515231184838,15.0718886490425
points75,15.608483831428252,17.78777632071097,11.35050403846023,12.425517718670813,9.937273952307066,14.852980499586149,17.21084501817781,24.02184242997297,14.845380509361473
points76,14.708750674467908,14.852979777587407,9.06017024997989,13.513647049598154,12.667987377408412,11.063967637122392,18.85356133746632,20.718370727576783,18.227454649479643
points77,15.154047391128065,10.484915615551767,13.486699604072188,10.769243808467738,15.527283034766603,6.530555934718543,17.39950875759271,17.735233887075786,24.51892331080707
points78,10.980970680367324,14.257395752427048,9.179203392146508,15.590189010549844,11.54497453606052,13.463594512345177,14.804035369422868,17.008249652177962,16.072490698836603
points79,18.628235852328967,14.650474781688544,6.774487828120092,12.812371212984857,14.497884916729989,10.26386097351593,24.397757819252192,19.472856603428696,19.639601349460108
points80,16.899621904879368,17.058458326342638,9.27284328326679,15.465796894952872,12.3335867291594,13.3736072808829,18.8421343229561,21.20876748445433,15.118064663280718
points81,12.060611715582729,11.266530253886687,13.485092945424224,8.463830002094916,10.819988198345921,7.224280385628398,16.942870679147408,22.320539226552675,22.65217257096504
points82,18.490762482505705,17.91203153678844,5.023499872044627,13.997671685895696,13.082114808129765,14.771971349276733,22.84426157346064,18.984916821672716,14.7188885934549
points83,12.116665661007636,11.514360790684298,15.378586271026277,10.233139658337274,11.698814424389461,9.253065636095645,12.383337810999821,18.528896638056864,21.267444287359385
points84,15.487867413074458,11.093842516969326,13.760394858206798,7.970772061368496,13.098805021583502,6.661438737298242,18.182655444073635,20.013700716698764,22.911024740911213
points85,18.950264992295264,14.80308377842423,3.0016228938433716,13.766558753333129,16.149877464724305,9.715823627779653,26.26602561780967,16.92911184713476,19.65425948027735
points86,17.63603149456238,14.078262465889418,6.862250888357944,13.431138814656922,14.535721530198456,9.077580185939002,24.864659930146956,19.554903088498286,20.507508889714966
points87,10.597367732243377,10.225245313418643,14.83737828111067,9.337973551842076,9.854942258900792,6.057018502671868,16.288350905367356,22.4870410280107,23.74006985850874
points88,12.915800425342502,9.328165624923937,15.143741652474043,9.069973053319808,14.073091723760985,6.521993657211715,14.799011381118603,17.092970702478254,23.822965638301145
points89,17.88306387318555,19.479737946593172,9.91605861918312,18.68743970390919,16.496084370391145,14.526337375523841,18.63708946707361,16.000792277629568,16.161478782740627
points90,13.24690650299947,14.835775135965584,9.631747936551635,12.483978061545205,8.189222319483385,10.276660954262194,19.92169320218251,26.215073450589713,18.110960168488926
points91,19.05881402199293,13.226642366965113,6.2155962538997995,11.525158272508614,15.407247111488159,9.950038986129593,24.658947677393208,16.580816640285878,19.676078697647085
points92,19.207358822560472,12.092540308362825,6.290754593600814,12.076077585714868,16.630535656801232,10.765156720529717,22.63448406963582,12.978736194888725,19.100877093380408
points93,17.95361378922305,13.06857995123276,10.857614087457472,14.355684832962293,16.970549310859358,9.022487360041982,18.7960954394069,16.402634712016653,22.18860065612804
points94,14.596616682362733,6.646387444831911,4.773155193550194,10.497739601467693,16.822230777473596,3.2666223568369164,22.669733466087713,13.330309194765919,25.849396412228412
points95,13.682759878243031,9.53042908762646,10.779926846292197,8.283589972967944,13.92674304634775,5.036487577465474,19.21506605694728,18.527745293830204,25.011112370132032
points96,18.78014922009784,15.948653064774822,6.430074477310053,13.686552151410375,15.007298388985745,12.26797287370426,23.63960612659949,17.443770208796053,17.589340721401655
points97,14.760867271179874,18.87191131779575,13.095870093423473,16.6700190140601,9.728541827565287,16.21333893759191,15.480625581004212,23.145547502716337,13.745732826723213
points98,10.378828515201528,10.00912179307891,13.09777028036798,6.627808471216338,10.5147320961322,5.304420545808336,17.20327972200708,21.063278048144223,24.213679596556197
points99,19.997762660965673,18.311972734255296,6.102152466864438,15.644855141327136,14.86913698839605,13.04634258844786,23.978348731014744,20.04942091667347,17.072119153962152
points100,15.822578313721529,11.172244427912668,11.078236785556772,13.77097099104245,15.557932139444734,6.365370277493117,19.31734362171467,18.639788880022408,24.399099629083647
points101,14.341884020999414,10.300965246685278,10.449494765786051,10.517734009537147,13.627190333835795,4.178106749684357,22.344760100602635,21.95154558012765,25.21701716197903
points102,19.863693666595665,23.02606969148993,11.521579911014088,21.65080388031452,16.349068400453664,20.977166099396122,15.027019795329107,15.719694351365016,10.072112163570377
points103,15.398540285368352,11.665482110206941,11.247976937540637,13.37503161307217,15.413714666091456,6.982346252784696,19.35068292210251,18.915906605489752,23.881843122314848
points104,17.359238109209652,21.934207941212275,11.265822113740422,19.577948712166094,14.712585802026693,17.83466710910391,16.19516946710375,17.556982706966505,13.032165112121554
points105,16.038754873708523,15.317292361758307,9.62510385039298,12.453926233739796,14.152670170133906,12.005112110808035,18.46887780831997,18.247701753604556,17.09780387334716
points106,20.67214110383958,22.00134017410749,9.80965321198722,19.72036193719666,17.178579532747307,17.737789044062904,18.421099490277903,17.290324026962658,13.127235778021884
points107,15.27030128188393,15.318081311503798,6.855915664128949,12.3555464132706,11.775367080593352,12.783884065764026,19.013583200027924,19.587807528754627,15.784169842845198
points108,14.035326473546897,16.153588742627925,10.053238134966643,13.6727425386279,9.88919599312072,12.360319038467576,19.62483448191955,24.079242477852873,16.46872280280608
points109,11.727014329977111,12.530869753190752,9.603640264400532,12.504413958970309,11.682015387847736,11.411440728979404,15.1648682279242,19.385403420948013,18.11841263757392
points110,16.11045773981336,17.005232045599232,10.891528828333776,14.496015063621424,12.468669941698463,14.067945712432364,18.063572884878283,22.666948767724495,15.448646494684507
points111,14.761999636122825,8.703495076121923,5.057413978292386,8.966847954986454,13.484697897133143,5.011727302068888,25.04769429437506,17.37180568489326,23.940349668862012
points112,18.006914092792204,12.346359620489194,14.751618193432808,14.439990175752696,17.311586698941547,7.996597818205481,17.40567882853507,17.453675417285478,23.24274833146778
points113,14.008438141055906,15.989287313870252,8.869400596628878,14.728862205424743,12.191801528202587,10.691659609797716,20.915183367841617,21.528575912703612,19.74459681015719
points114,18.502920272972542,13.95250440338091,6.782207793105387,12.25888852920758,15.112372430807344,9.72932816628093,24.595678231219402,18.66458181332364,20.124320795448565
points115,14.555431533305692,9.307415595761176,14.382283359518016,8.362829701873277,14.058309717536376,6.0614067904678315,16.75234529341506,19.005171445631728,24.08175823216841
points116,20.619046831733723,22.227882595828227,11.266610791366576,21.36577825939647,17.07851709810134,19.160699608339268,15.905411170476365,15.54657434185466,12.337324511108694
points117,21.447434695231003,23.160061482067395,14.747370560648648,21.00145705997431,17.126203165520227,19.759164958194912,14.64731576136654,16.184511865612162,11.61647706777112
points118,19.769862755366905,19.31715452270801,8.956532212693862,19.081402592460133,16.701523198953932,13.483351199355559,20.961960670223377,18.850330942431576,17.211560385016803
points119,14.335916275260638,12.504285416277396,12.648156299068946,10.437977623028896,13.021216871998654,7.268177260423419,18.737149579717432,22.645157103273622,22.849724418544547
points120,17.34996204546776,12.972526962396413,15.194414829214463,16.377043432191346,16.161474088431394,11.399456379536785,13.422006487967066,16.787736776499294,20.11739053670824
points121,16.90203731030195,16.045566167958743,16.28110178504124,18.178956995717744,14.64835362943407,16.487102574389336,11.95388808388623,17.378406047700327,14.30020413640943
points122,18.77711826291876,22.652795048651573,12.349052675669725,20.021140985824296,15.325065277355522,19.379841685303646,15.644145140553519,16.81227968698467,11.307575563775444
points123,15.44047264128511,16.73262933007152,8.828788112032315,15.999653780901243,12.60388697336092,12.59665004697502,20.253257154057053,22.58414346186568,17.272411709513822
points124,10.363667543171067,7.57681310601198,11.470854888228518,6.734607442146184,11.831709432259997,4.809127439978103,17.28324951508887,18.859348949672096,24.185515513894856
points125,20.992745586511774,15.755162109270433,4.198503040619473,15.272805496784393,17.21722465191398,12.582251993524093,24.584224495575285,15.593816529527606,17.615697147017723
points126,19.950965606681574,13.519406835863446,5.08512363742889,13.858019111361205,18.094465145139893,8.635378771348389,25.578732002450216,15.99823746070911,21.244167043237695
points127,17.390009938028328,13.88937959573552,6.0011397109128914,13.230805108454746,14.873976912473346,8.92894392031136,25.478061291902186,18.985305090444495,20.76920457978129
points128,15.538337491406178,10.158405463419307,11.806213526915146,10.6306725107943,15.413927599360582,5.054178259298825,19.79608679791095,18.26804016863234,25.63228210276794
points129,19.507426678959906,19.939718157271354,10.531495025858028,20.299955345603372,17.68245792357992,15.46747841325544,18.17662047898301,15.900123389272979,15.624276125126064
points130,11.340769793709631,15.332540445634054,11.807442121828178,9.445896154336857,7.507935517250018,13.018338995744479,18.1431378830264,23.041948332857793,15.702476250457423
points131,17.231660596251007,18.939948402374704,10.796114514528112,17.534483111191125,12.072360699963946,16.450531837068684,17.638197928764075,21.167910596746818,12.733071252091879
points132,10.420733857020048,9.684611779638391,8.591401803082459,8.504605974951556,7.817119187167731,7.990258559976841,18.42735324725169,23.7957724410004,19.374487745998056
points133,17.52535438464657,19.309494749780953,9.928645341292285,17.05589281040043,12.834854115178247,19.118932431245167,13.91063048994522,15.41017605489829,9.321599964747485
points134,12.593771139791537,9.798858840528874,12.732506567634454,9.183114706013404,11.576637001799646,5.624558181974198,18.269971277810736,21.072029267441795,24.07715096241041
points135,10.027179848635944,8.334691720358624,13.5956559040343,8.9264693426524,11.02410433828285,4.951985203283824,16.31271153822781,21.138139228659536,24.649927511100678
points136,18.68390839899784,20.934969988300388,7.916388901823709,18.154933982867114,15.992242584989716,16.132532070361805,19.68619978684694,17.114161556512617,13.868964986257884
points137,18.88717983862884,16.897240250513462,8.483408045520989,16.988492145483136,16.637474058385948,14.086772446780634,17.85664373295977,16.90319427147785,16.21520782411718
points138,14.966669893947348,12.214043410649248,9.401329599138423,10.458284824712344,13.147836728778955,4.823341798731832,23.675699756304148,22.663988852747224,24.231308779690373
points139,16.81428120718975,18.180594838392892,8.538908397703127,16.608681638963304,14.488801140205426,12.605982109588274,21.476407232659774,20.46313323024319,17.620342541540815
points140,16.67591660578962,21.67691613671183,12.171656465397648,15.82882330527778,9.895767597523065,20.85959643867935,14.005059592522064,21.3899994158667,8.193943231788378
points141,15.257945205882908,11.256873414734654,12.614943016844917,12.165556949104628,13.129522316557953,8.076206389534201,17.23306366192409,19.91687268602818,22.63518161623355
points142,17.073976417382394,14.766609748885376,4.849979552404766,11.994362186451136,12.506041236110217,12.068441000378634,24.338866369458287,18.834068905978935,17.052951414868833
points143,17.088817696189082,9.817202914536185,12.3869367306539,11.02206121436759,16.646673331515704,6.866879929605217,18.069880179263183,16.078599709275498,23.72793345039551
points144,18.025492841986416,18.57282358937107,13.889863688492268,19.78873158466367,16.18948358967404,15.661855697261702,14.319712915287097,17.292667949194954,15.008712011703995
points145,16.937226688555686,15.91472958413322,12.092051359701522,17.115092626919115,15.688282441161286,12.95745954987343,16.096330060450757,18.70659125240196,18.192452705835723
points146,15.057367280852903,16.656526222322565,12.423226607985862,15.449606736847393,11.129394560399808,13.90071336561506,15.362885422979035,19.965053085006065,15.097918763987199
points147,17.184330427432407,13.193481253817206,3.2164419554620873,13.268370746130492,15.1862860222119,7.5433419303101905,26.403991841076508,18.152591620310936,21.7571853979082
points148,16.253378367046366,10.892596339504513,13.868530840633111,12.695546557468372,14.651512115903339,7.658562742393931,16.789536480690842,18.330909221743628,22.920790502793583
points149,20.11859302961734,18.23285538507434,7.822891592608253,15.271802376607363,16.898388878314538,14.291736138007217,21.241316890060034,18.04472811435587,15.524092425102781
points150,12.074310203362487,13.231103032364413,9.460965389166157,13.192829226216876,10.811717501098508,12.41194070655822,15.953751631710464,19.488456375229966,16.098605998040757
points151,17.811869337678466,18.367778185039093,8.346138967290026,14.695241687578557,13.65660778255255,12.905333482563586,21.330399614473777,22.43935317287466,16.717807581167378
points152,17.02339562479961,18.777401202833964,15.782712490213498,16.683477232105943,12.295339330917837,16.320367952496497,15.104513179040435,21.93561843651575,13.995123265517316
points153,11.194235502025872,8.256390099667064,17.330687141203608,8.092043495405756,12.163688120123034,7.49114611118903,12.088097009222723,18.153071942224447,23.265004623822247
points154,14.878722488594784,12.435021767058721,11.146159009270379,11.396158048372794,13.349884585870823,6.92894428140223,20.707534149607525,22.039145692662387,23.13474145336241
points155,15.959412055611573,16.494966121964687,10.596990260522833,16.458343430827266,13.479874061319455,13.122779920930968,17.042646247253412,20.445295339791556,17.44317918561257
points156,14.614853533165958,10.200202056065143,11.375753617315903,10.811601393202551,13.228548756096083,5.401350464205639,19.957958957859578,20.491721967689745,24.92536950862039
points157,16.451565631552544,13.99063719496363,17.8971590148039,14.808085631268984,14.707813604931538,13.762573817469212,10.199024422725746,15.927759867228735,18.328229437820983
points158,19.46265826474422,11.392432030388228,7.67559614907213,11.404371400621256,17.05577165758761,11.327979067833152,19.611973096048153,12.08491203984659,18.49565658293508
points159,17.992899345621037,15.376368977822805,4.005135112402997,14.185953179912792,14.638592749654162,10.000876745675537,25.953679265901478,19.720671278078683,19.8251702906533
points160,17.243570394385547,15.32708499533079,9.29777045898131,17.38736385217512,16.289202096852243,14.435705548620229,16.167431384101683,15.535556579410304,16.003999087775817
points161,17.330731770943046,11.650390382767219,2.907912591743513,11.300461866595104,15.586858899317166,7.325242173413017,26.400059974868057,15.99155094309035,21.72264018872333
points162,18.639342095118852,17.263145472162925,7.496989253660933,14.768630597697705,16.49096344555564,14.238758052105082,19.867518598900727,17.073058157865137,15.494017727144973
points163,16.199775358962246,19.897729232361762,10.748952718912753,15.564840910117507,12.40653408054765,14.083756889748024,19.287567215666183,21.838135555182536,15.540423975407734
points164,16.610597152604026,9.330267305349842,9.398877606493185,11.131554264864471,16.616005526155803,5.301184807856287,20.64937100709155,15.731266099395718,24.78288013199799
points165,21.324763364837313,15.274961636290149,6.031501660854696,11.6312687350155,17.198446227657247,16.075016090534355,18.213437735998248,9.60967477262084,13.924669322944471
points166,14.379961527621242,14.289071039640799,10.729923134553006,14.373093988870218,13.0165208665008,10.152108976435414,19.02199031512081,21.264249714068214,20.25871229537504
points167,9.431236364285725,14.679897102032543,13.178325928410398,11.483054622369512,3.8006144259044357,13.289729869504647,14.777659849377581,25.906589460367083,14.634619578310172
points168,19.157497332349923,19.574596837177538,9.09607573531454,19.377108199093662,17.982906675077835,15.707544217783738,18.310187575010676,14.521388898712015,15.384973847919635
points169,17.902277965084863,17.487734841302597,10.264966281710574,16.577313682938428,14.758970530415324,14.232414431151042,17.355746011972133,20.02487081221823,15.915858819304468
points170,16.75448840873717,11.550122891295153,15.492079156808876,11.52995931615955,14.986379259104051,11.549035925737211,11.98517862460496,13.983687119961711,20.25069858539542
points171,18.57875659281075,20.02836277173201,10.331201459351696,20.834737995570787,15.747565653950366,14.973953434502535,18.570940598498666,18.27624026415625,16.0327709655633
points172,16.138423259159193,17.16569859409181,10.938914554146706,15.755354880376368,13.867272728305558,12.799301547512899,18.63924044393532,21.319641253954064,17.619021303216833
points173,11.125962938886111,12.545692124252284,8.616477574866558,9.634071402974739,10.166945179510842,7.017940977406579,20.89598320864652,23.59619679604912,22.114385220261326
points174,15.955592232429733,16.352937986310735,8.395007831302587,15.055109505615656,13.297592951527056,11.274668791172163,21.05459707628228,21.115620824574172,18.28567646174453
points175,17.636072462755497,12.458615631396325,10.906698382497598,12.597350820063308,15.552875586351506,7.249614868359618,20.272807330853816,18.448266449723352,23.2853327054712
points176,12.128001720437265,9.599284539207247,12.623385958710715,11.36847213657475,14.553464789617745,5.948125705200886,16.0591547454382,16.61856588338166,24.68705453106517
points177,13.629393279008223,8.72787623532753,9.148015165052719,10.201143296538364,14.415429268137588,2.8261906984558385,21.786878557602844,19.90077176127983,26.10983551902468
points178,19.523323386839763,14.87228790679861,6.237377081874755,13.877263461077785,16.256070394563288,12.23107013546046,23.506577319488866,16.25444608558513,17.899374780929246
points179,15.303330024747847,9.418093687391139,9.730954823701671,11.177132134478592,15.656520540106245,3.943117676223122,20.88796832059703,18.100353941828118,26.440552411926376
points180,20.29449717131266,20.560593683193613,11.038744763995497,21.656786786310253,17.28533942235283,16.671182235101785,17.337096764444194,16.83678327460653,14.500359083582092
points181,17.47586567972435,18.455199889618537,9.519623983114263,15.46200173661674,11.688992697495188,15.621963671505243,17.776824567842585,21.418293062992703,13.153744496413672
points182,16.626058136312338,16.605175688148897,9.543646958637952,16.921446153386775,14.033140327187422,11.024565725274027,20.866308540070424,20.45735591935619,19.13291580630947
points183,16.060383213678406,10.569629447500347,11.797408787952065,11.862691769243412,14.594106272361385,8.544236143185817,17.092773152967176,16.95920745930749,22.224383512216786
points184,20.965702434462298,15.765202653862968,6.383022910809664,14.892627187828106,17.347834997515236,12.838538930798618,23.38224130063096,16.214691519263035,17.57588687501954
points185,17.442648262892902,13.13089923266634,11.293805305171569,10.448703493607987,14.034851944753367,13.76087135959134,17.76281306155447,13.422496705175138,15.956533480619012
