,dim1,dim2,dim3,dim4,dim5,dim6
points25,19.54136177325466,24.327992185399484,11.491176617852574,20.327511477003736,10.05822425606469,15.601602014509671
points26,21.39143463832288,18.138065371929006,7.655401740972189,19.308729424812697,6.895397127687095,17.236416971261015
points27,17.7143721850184,18.903897916542366,9.22656401844808,15.347159176481542,9.212744725274899,17.11070038052976
points28,14.752373524058436,8.359644156131088,9.645260286726772,8.250246119471155,11.806266452616136,20.43358289033457
points29,11.879420205267678,14.796228279984044,10.709595930805135,12.727371376836913,11.012613466429723,18.172484261635407
points30,8.928983776918306,14.90992101290959,12.783616160363858,10.419823388304431,12.519889374628047,11.817004111692045
points31,10.809293334732475,7.351750500967249,11.71004628140373,6.55176573729145,13.290401843767324,18.724053102122465
points32,12.488450605975446,11.896388072348305,17.799260492166226,7.46076538318988,17.874599368159103,12.436032522240524
points33,18.095720996734954,18.73161195955146,10.89387911475939,17.332120882034257,11.743770073771284,19.896178301310318
points34,14.036595550843632,10.358388090764441,8.14988315674231,13.919218611060938,9.724041879889036,20.228724341795306
points35,17.365400140528674,15.434334976760972,4.459374759348931,14.231797742184352,4.150759752589869,25.147003166900063
points36,8.70848689577333,11.44427715157856,11.441604399425826,9.538025381071911,13.435844020444351,17.78697649054596
points37,16.005623085195346,16.66335403141335,8.631154629211323,15.446491733192241,8.627462289644724,19.378688476650908
points38,16.80488288324312,15.684911526959697,9.561434552117948,16.764198961338778,9.01962244010441,16.14901586752781
points39,11.96148473665745,7.861056742110983,11.285775752383463,9.98149357131444,12.599134427202529,17.323594284465518
points40,14.57491915654577,7.592427745306753,11.831289441515338,10.95530370056608,13.734999428601045,19.317798547846735
points41,18.0712277008429,20.72368181035579,12.369214429905446,19.595173468174064,11.559741781864377,17.700091942980105
points42,18.91104229575466,14.388363086978632,5.2620403349177085,13.323657770625363,3.9901060856616266,24.78215833205936
points43,18.273515592211396,13.249026534996792,5.858855925979004,12.643193562774346,5.299147603792682,23.946851285279518
points44,19.26936444709137,19.745545799705795,8.210494754205673,19.3762722214263,8.054813128115027,19.940408322265377
points45,19.248257329782227,21.4979361662231,9.869939653736333,20.175912127637016,9.185634379408643,18.216737557116808
points46,14.598556314256397,10.839816789256817,15.264637264248911,10.257510712231262,16.19649656114842,16.409737285617105
points47,15.089699580585435,9.62359292336573,2.004100560599082,8.483446777672034,3.3930653121804557,25.897670066967493
points48,13.700866802131987,16.581761653715294,12.198547488665099,14.251319797833455,11.654601797553381,14.666477314721872
points49,12.538622511444524,10.202436005414029,16.563454017511045,10.271846839368951,17.08626446382894,15.89089316434251
points50,15.49588551091994,16.459006166859687,9.293027370958951,14.92188700028456,9.62852586976422,20.34079575691736
points51,14.459568854496707,10.78652897950784,15.173152011976374,10.681691950141229,15.744640355773475,16.861586918100155
points52,19.147620775167663,19.157120470589586,10.882175110133316,17.67361454922572,10.351623688760451,18.839147586217035
points53,10.192739407514711,12.39183748472352,10.704103647453497,8.327148482086667,11.665606818692233,19.060911945006847
points54,17.7186979496131,11.91350379851147,4.570574524925666,10.411253815323848,3.4681377854050517,23.684391015775653
points55,13.65500055182744,15.880845952174377,9.795724438471602,13.600870527145036,9.71195316301527,18.00649855882259
points56,7.010783552806002,11.656275772259809,11.278611575822659,9.535190918776062,11.956773777901923,16.0213464641478
points57,11.585231389592215,9.356646835718275,12.828853533789859,8.228699937058638,14.08338355885405,18.23275499452304
points58,20.4050597754699,20.602226755998363,11.636451750102905,18.40688051071086,10.689120972081412,17.452535525496124
points59,19.45594918513129,17.817722250704318,8.57817317236057,18.599315035256634,9.146422907409818,21.050601648002846
points60,15.740045393152663,11.207374821532488,11.368804966314704,11.804356739643765,12.677249031808191,18.48352472658969
points61,15.47747569304567,17.69800406366947,15.942767081804016,19.593995525513645,16.264118223498524,10.905259898996565
points62,12.51056487452651,14.99329010037312,9.234793213845013,11.649276890360872,9.638817770764568,20.866890884231633
points63,18.819225861810008,13.004452129320327,12.345264757665474,14.523922462105945,12.271108763671592,16.01456048537116
points64,17.08779862597839,16.269891075038142,8.261661233750145,15.385314259281175,8.441414279267784,20.662257497334657
points65,16.809726212314814,16.74079661367609,7.786406419210187,12.895529527567804,6.365321186628343,21.266315775595736
points66,17.494280964823542,18.967572698876044,9.66395409665831,15.4296213287939,9.003719681321067,17.62173906483933
points67,15.852465699143208,11.640289376141883,9.223381534700309,11.75761086848435,8.784336600709869,21.424904441636635
points68,17.896776263928245,15.788851887240298,5.140987493469568,12.887398420733975,3.470867345933847,23.430195944833113
points69,18.798009221638328,20.79300784426182,10.424502621885296,18.91362881717069,11.15993223336333,18.6933956830455
points70,15.42526413097894,13.715067405965721,7.535584993257385,13.786996925042391,8.691425781965084,21.983437209389358
points71,18.212904776074307,20.640448118434247,11.59684127116158,18.656579323628247,10.488635064783358,17.97618789922109
points72,14.853666793556942,8.587780737137061,11.95989200265653,12.771097100681523,13.074007573724774,16.400126572560776
points73,15.037630627617265,6.469445726745772,11.365319949191674,11.484792828338763,12.479889017473138,16.695345951762107
points74,19.391475362796722,15.82501757989875,6.736473102360825,15.525103341663929,6.693872842871654,20.101179288707215
points75,15.608483831428252,17.78777632071097,11.35050403846023,12.425517718670813,10.700540922462643,17.21084501817781
points76,14.708750674467908,14.852979777587407,9.06017024997989,13.513647049598154,9.62353264380011,18.85356133746632
points77,15.154047391128065,10.484915615551767,13.486699604072188,10.769243808467738,14.233565395723,17.39950875759271
points78,10.980970680367324,14.257395752427048,9.179203392146508,15.590189010549844,9.991816060932218,14.804035369422868
points79,18.628235852328967,14.650474781688544,6.774487828120092,12.812371212984857,5.957137466202345,24.397757819252192
points80,16.899621904879368,17.058458326342638,9.27284328326679,15.465796894952872,9.654017132095571,18.8421343229561
points81,12.060611715582729,11.266530253886687,13.485092945424224,8.463830002094916,14.277700773764955,16.942870679147408
points82,18.490762482505705,17.91203153678844,5.023499872044627,13.997671685895696,3.2057637467779285,22.84426157346064
points83,12.116665661007636,11.514360790684298,15.378586271026277,10.233139658337274,15.976685176766946,12.383337810999821
points84,15.487867413074458,11.093842516969326,13.760394858206798,7.970772061368496,14.251093018861702,18.182655444073635
points85,18.950264992295264,14.80308377842423,3.0016228938433716,13.766558753333129,2.8442931088487104,26.26602561780967
points86,17.63603149456238,14.078262465889418,6.862250888357944,13.431138814656922,5.810358153540487,24.864659930146956
points87,10.597367732243377,10.225245313418643,14.83737828111067,9.337973551842076,16.646495855734077,16.288350905367356
points88,12.915800425342502,9.328165624923937,15.143741652474043,9.069973053319808,15.691739682449176,14.799011381118603
points89,17.88306387318555,19.479737946593172,9.91605861918312,18.68743970390919,10.283622565016493,18.63708946707361
points90,13.24690650299947,14.835775135965584,9.631747936551635,12.483978061545205,10.543091520742122,19.92169320218251
points91,19.05881402199293,13.226642366965113,6.2155962538997995,11.525158272508614,5.59735260585866,24.658947677393208
points92,19.207358822560472,12.092540308362825,6.290754593600814,12.076077585714868,4.684565239393044,22.63448406963582
points93,17.95361378922305,13.06857995123276,10.857614087457472,14.355684832962293,11.184436715836283,18.7960954394069
points94,14.596616682362733,6.646387444831911,4.773155193550194,10.497739601467693,7.254221336825517,22.669733466087713
points95,13.682759878243031,9.53042908762646,10.779926846292197,8.283589972967944,12.057209718213553,19.21506605694728
points96,18.78014922009784,15.948653064774822,6.430074477310053,13.686552151410375,4.354210922799552,23.63960612659949
points97,14.760867271179874,18.87191131779575,13.095870093423473,16.6700190140601,12.892923179882317,15.480625581004212
points98,10.378828515201528,10.00912179307891,13.09777028036798,6.627808471216338,14.083861593266427,17.20327972200708
points99,19.997762660965673,18.311972734255296,6.102152466864438,15.644855141327136,5.2391916563665015,23.978348731014744
points100,15.822578313721529,11.172244427912668,11.078236785556772,13.77097099104245,11.490310181482608,19.31734362171467
points101,14.341884020999414,10.300965246685278,10.449494765786051,10.517734009537147,11.261957942150769,22.344760100602635
points102,19.863693666595665,23.02606969148993,11.521579911014088,21.65080388031452,10.162507492908967,15.027019795329107
points103,15.398540285368352,11.665482110206941,11.247976937540637,13.37503161307217,12.23502991826435,19.35068292210251
points104,17.359238109209652,21.934207941212275,11.265822113740422,19.577948712166094,10.789805692876692,16.19516946710375
points105,16.038754873708523,15.317292361758307,9.62510385039298,12.453926233739796,9.055575796237113,18.46887780831997
points106,20.67214110383958,22.00134017410749,9.80965321198722,19.72036193719666,8.67013736165132,18.421099490277903
points107,15.27030128188393,15.318081311503798,6.855915664128949,12.3555464132706,8.547414737732568,19.013583200027924
points108,14.035326473546897,16.153588742627925,10.053238134966643,13.6727425386279,10.159727445097182,19.62483448191955
points109,11.727014329977111,12.530869753190752,9.603640264400532,12.504413958970309,10.893989861835054,15.1648682279242
points110,16.11045773981336,17.005232045599232,10.891528828333776,14.496015063621424,9.977794667161278,18.063572884878283
points111,14.761999636122825,8.703495076121923,5.057413978292386,8.966847954986454,5.778575357202627,25.04769429437506
points112,18.006914092792204,12.346359620489194,14.751618193432808,14.439990175752696,15.277795675023114,17.40567882853507
points113,14.008438141055906,15.989287313870252,8.869400596628878,14.728862205424743,9.878894208582656,20.915183367841617
points114,18.502920272972542,13.95250440338091,6.782207793105387,12.25888852920758,6.010663514979651,24.595678231219402
points115,14.555431533305692,9.307415595761176,14.382283359518016,8.362829701873277,15.135117884565163,16.75234529341506
points116,20.619046831733723,22.227882595828227,11.266610791366576,21.36577825939647,10.646519388308995,15.905411170476365
points117,21.447434695231003,23.160061482067395,14.747370560648648,21.00145705997431,13.78298048213158,14.64731576136654
points118,19.769862755366905,19.31715452270801,8.956532212693862,19.081402592460133,9.464291121176574,20.961960670223377
points119,14.335916275260638,12.504285416277396,12.648156299068946,10.437977623028896,13.402640224564626,18.737149579717432
points120,17.34996204546776,12.972526962396413,15.194414829214463,16.377043432191346,15.048811058508855,13.422006487967066
points121,16.90203731030195,16.045566167958743,16.28110178504124,18.178956995717744,15.927714548836565,11.95388808388623
points122,18.77711826291876,22.652795048651573,12.349052675669725,20.021140985824296,10.825488405518206,15.644145140553519
points123,15.44047264128511,16.73262933007152,8.828788112032315,15.999653780901243,8.779098896339576,20.253257154057053
points124,10.363667543171067,7.57681310601198,11.470854888228518,6.734607442146184,12.267596700983734,17.28324951508887
points125,20.992745586511774,15.755162109270433,4.198503040619473,15.272805496784393,3.172916874199334,24.584224495575285
points126,19.950965606681574,13.519406835863446,5.08512363742889,13.858019111361205,4.766129589378822,25.578732002450216
points127,17.390009938028328,13.88937959573552,6.0011397109128914,13.230805108454746,5.276118677663066,25.478061291902186
points128,15.538337491406178,10.158405463419307,11.806213526915146,10.6306725107943,12.750015540783759,19.79608679791095
points129,19.507426678959906,19.939718157271354,10.531495025858028,20.299955345603372,10.188051228643344,18.17662047898301
points130,11.340769793709631,15.332540445634054,11.807442121828178,9.445896154336857,11.690965094718067,18.1431378830264
points131,17.231660596251007,18.939948402374704,10.796114514528112,17.534483111191125,10.801388819352036,17.638197928764075
points132,10.420733857020048,9.684611779638391,8.591401803082459,8.504605974951556,9.917487982374235,18.42735324725169
points133,17.52535438464657,19.309494749780953,9.928645341292285,17.05589281040043,9.5655763231375,13.91063048994522
points134,12.593771139791537,9.798858840528874,12.732506567634454,9.183114706013404,14.783924971281625,18.269971277810736
points135,10.027179848635944,8.334691720358624,13.5956559040343,8.9264693426524,15.293436563092808,16.31271153822781
points136,18.68390839899784,20.934969988300388,7.916388901823709,18.154933982867114,8.593608821520407,19.68619978684694
points137,18.88717983862884,16.897240250513462,8.483408045520989,16.988492145483136,8.818873367324368,17.85664373295977
points138,14.966669893947348,12.214043410649248,9.401329599138423,10.458284824712344,10.652632298745578,23.675699756304148
points139,16.81428120718975,18.180594838392892,8.538908397703127,16.608681638963304,9.129881584266581,21.476407232659774
points140,16.67591660578962,21.67691613671183,12.171656465397648,15.82882330527778,10.829880380573632,14.005059592522064
points141,15.257945205882908,11.256873414734654,12.614943016844917,12.165556949104628,13.485342050278406,17.23306366192409
points142,17.073976417382394,14.766609748885376,4.849979552404766,11.994362186451136,3.6432557364404476,24.338866369458287
points143,17.088817696189082,9.817202914536185,12.3869367306539,11.02206121436759,12.639749252572818,18.069880179263183
points144,18.025492841986416,18.57282358937107,13.889863688492268,19.78873158466367,15.185712910702366,14.319712915287097
points145,16.937226688555686,15.91472958413322,12.092051359701522,17.115092626919115,12.276420732177565,16.096330060450757
points146,15.057367280852903,16.656526222322565,12.423226607985862,15.449606736847393,12.496301525023526,15.362885422979035
points147,17.184330427432407,13.193481253817206,3.2164419554620873,13.268370746130492,4.446433519737493,26.403991841076508
points148,16.253378367046366,10.892596339504513,13.868530840633111,12.695546557468372,14.98720729132933,16.789536480690842
points149,20.11859302961734,18.23285538507434,7.822891592608253,15.271802376607363,7.373277465174223,21.241316890060034
points150,12.074310203362487,13.231103032364413,9.460965389166157,13.192829226216876,8.633052238359427,15.953751631710464
points151,17.811869337678466,18.367778185039093,8.346138967290026,14.695241687578557,8.743828681100073,21.330399614473777
points152,17.02339562479961,18.777401202833964,15.782712490213498,16.683477232105943,15.550032407079307,15.104513179040435
points153,11.194235502025872,8.256390099667064,17.330687141203608,8.092043495405756,17.879771583650623,12.088097009222723
points154,14.878722488594784,12.435021767058721,11.146159009270379,11.396158048372794,12.033190348625894,20.707534149607525
points155,15.959412055611573,16.494966121964687,10.596990260522833,16.458343430827266,11.777507517469518,17.042646247253412
points156,14.614853533165958,10.200202056065143,11.375753617315903,10.811601393202551,13.265086878415312,19.957958957859578
points157,16.451565631552544,13.99063719496363,17.8971590148039,14.808085631268984,18.143650376313662,10.199024422725746
points158,19.46265826474422,11.392432030388228,7.67559614907213,11.404371400621256,5.989655038268726,19.611973096048153
points159,17.992899345621037,15.376368977822805,4.005135112402997,14.185953179912792,4.006325110985005,25.953679265901478
points160,17.243570394385547,15.32708499533079,9.29777045898131,17.38736385217512,8.700101977515269,16.167431384101683
points161,17.330731770943046,11.650390382767219,2.907912591743513,11.300461866595104,3.2903570431043527,26.400059974868057
points162,18.639342095118852,17.263145472162925,7.496989253660933,14.768630597697705,6.769626064515994,19.867518598900727
points163,16.199775358962246,19.897729232361762,10.748952718912753,15.564840910117507,11.519695018035252,19.287567215666183
points164,16.610597152604026,9.330267305349842,9.398877606493185,11.131554264864471,10.117945191135329,20.64937100709155
points165,21.324763364837313,15.274961636290149,6.031501660854696,11.6312687350155,5.485359171772253,18.213437735998248
points166,14.379961527621242,14.289071039640799,10.729923134553006,14.373093988870218,11.499856178925917,19.02199031512081
points167,9.431236364285725,14.679897102032543,13.178325928410398,11.483054622369512,13.358520408405381,14.777659849377581
points168,19.157497332349923,19.574596837177538,9.09607573531454,19.377108199093662,8.458469689332604,18.310187575010676
points169,17.902277965084863,17.487734841302597,10.264966281710574,16.577313682938428,10.056540159846403,17.355746011972133
points170,16.75448840873717,11.550122891295153,15.492079156808876,11.52995931615955,15.852081454951641,11.98517862460496
points171,18.57875659281075,20.02836277173201,10.331201459351696,20.834737995570787,10.399284085169796,18.570940598498666
points172,16.138423259159193,17.16569859409181,10.938914554146706,15.755354880376368,10.05778937805897,18.63924044393532
points173,11.125962938886111,12.545692124252284,8.616477574866558,9.634071402974739,9.385488696341126,20.89598320864652
points174,15.955592232429733,16.352937986310735,8.395007831302587,15.055109505615656,8.723168004849702,21.05459707628228
points175,17.636072462755497,12.458615631396325,10.906698382497598,12.597350820063308,11.978052258905402,20.272807330853816
points176,12.128001720437265,9.599284539207247,12.623385958710715,11.36847213657475,13.633048196482834,16.0591547454382
points177,13.629393279008223,8.72787623532753,9.148015165052719,10.201143296538364,10.90576492926435,21.786878557602844
points178,19.523323386839763,14.87228790679861,6.237377081874755,13.877263461077785,4.922034394515349,23.506577319488866
points179,15.303330024747847,9.418093687391139,9.730954823701671,11.177132134478592,11.688404433726703,20.88796832059703
points180,20.29449717131266,20.560593683193613,11.038744763995497,21.656786786310253,10.527134372708273,17.337096764444194
points181,17.47586567972435,18.455199889618537,9.519623983114263,15.46200173661674,9.326438783092378,17.776824567842585
points182,16.626058136312338,16.605175688148897,9.543646958637952,16.921446153386775,9.875898483578734,20.866308540070424
points183,16.060383213678406,10.569629447500347,11.797408787952065,11.862691769243412,12.823455160016207,17.092773152967176
points184,20.965702434462298,15.765202653862968,6.383022910809664,14.892627187828106,5.5010672258003455,23.38224130063096
points185,17.442648262892902,13.13089923266634,11.293805305171569,10.448703493607987,8.716734154922854,17.76281306155447
points186,20.66242512013545,15.328636040787465,7.001191788742398,15.483003626873085,5.938907478779894,22.518817739810743
points187,15.694391703151469,16.038041181718306,10.661499618728405,16.18631454831616,10.973646520933965,18.874654798878247
points188,14.856176861191683,15.025502323328936,11.602938914610261,16.514902059156924,11.523495894018357,14.66643558758941
points189,15.056149373070934,12.379333671972379,12.314589107884313,11.624049031902134,12.862183520319455,19.951192595866882
points190,14.076922327141949,14.4153534741994,9.991553997590675,13.579623016569093,10.482945646981063,19.848449928438242
points191,19.809406293682553,15.350289111679265,13.765281336430606,18.78254374236558,12.94379435728727,13.688808145184149
points192,20.353799105438807,21.871356932182152,13.703723441158214,21.699891550761,12.972631584129523,14.844822090828963
points193,14.117695845956314,16.62926781701927,13.971613801170093,16.209469643459315,14.304131103307006,16.181542221441227
points194,19.919869758823573,18.918288289728096,8.028881696933906,16.62371033695875,4.928760096723798,20.33412443600964
points195,19.056068135769454,17.74525666270028,11.381645213194545,20.687777028043634,10.778218888236323,17.03216760922004
points196,19.09044157829893,13.014633107897998,13.41611697918895,16.290309140933907,13.159985184192026,15.105072205111371
points197,13.33393847041579,7.485691428644795,8.12243964429363,10.501119193055962,10.46759759349314,21.440818455632243
points198,14.56520297594482,10.919863260904275,15.787606491661407,9.859233798520687,15.855470331717633,14.024025266922576
points199,11.694695658134362,13.119957340439782,10.243824071743926,10.823251432594509,12.371411467229336,17.591460898380216
points200,12.219710101983582,13.745058222654388,11.049364444083569,13.432372637931225,11.198609290065924,13.449202455979044
points201,18.252764343706588,13.097199711281636,9.777747525315759,14.03274454790362,10.787851621320685,20.07735713108357
points202,21.874976786091565,24.341037013592384,10.584800177295593,21.86685296574817,8.730095995816177,15.079862626334767
points203,23.76957782244027,22.801357275085472,10.189791773105089,23.110509748105596,9.318290944677779,15.06856158263408
points204,19.4490813022263,19.47982923317559,11.71598893025509,18.246456424730347,10.996706637023594,18.532245344962025
points205,19.85296661740872,20.684752613194394,9.974589705946057,19.395184070886778,10.009920075784184,18.13911773447517
points206,17.729855977209976,13.791306040669747,8.8526620040844,11.657948578455734,7.521544718480973,21.313597444642106
points207,8.00509184062961,8.04448956893901,9.715328849291083,8.42254875857496,12.823378655497482,18.457945522766543
points208,17.442814552688404,13.324577747649542,5.83962491571858,10.390761149533418,4.561539250571914,23.399855238085404
points209,16.455454748782934,10.95441872585687,17.97271216602592,14.790545429498335,18.038217008296485,11.819588537969311
points210,15.538846819057751,15.479892845237549,10.577285072132646,15.705141396536849,10.584439469001556,15.53719875421028
points211,17.459782717641865,16.893283435121187,6.434243397779903,15.305952426372395,7.754752699720948,22.63125710286524
points212,14.089559764805134,12.061970126782487,18.080697352988732,12.126500940950198,18.160239692499783,12.171017903625968
points213,20.0585439826432,15.22940504732256,7.887932481351699,13.075234303445415,5.794047196822339,22.1495308883515
points214,9.367918070453515,6.471445633351568,14.044864992430028,7.44429566924307,16.072834001443823,13.84219051913241
points215,19.765236494732555,14.779405386988886,3.8146083323315367,14.313057786569244,2.4963563619912046,25.30708592315647
points216,16.342277124412554,12.706707823691461,14.941430016747198,16.46927241911955,15.70844146966443,15.808904323236355
points217,12.390526304594411,10.067578954164865,9.46929431718641,10.806446531626998,10.713429126574674,18.845374259021515
points218,16.901518084627607,13.330037975296426,12.062549361919945,14.648460403475578,12.3789016798297,18.23050352049111
points219,16.490684028107633,14.902883717447388,11.805493844586405,16.75538237402009,11.741078443977443,16.369303001868577
points220,13.916820696893438,10.063480397649107,10.980529421568262,12.133931874624754,12.602348293359714,19.907547631443066
points221,20.592352660735827,22.736584866413327,11.512499122204858,21.75307536816131,11.558134799678513,15.322080870028383
points222,13.849005757649863,15.296413746939068,13.165828851219135,17.15183279490652,12.606230712109632,14.224663363777308
points223,20.64705085069127,21.66798518146347,12.636589659135732,20.58465589592056,12.136701825195127,16.425044484588874
points224,20.066789249070723,21.954512711459408,11.10835230734221,20.09562478934657,10.657375001719414,18.066552338826902
points225,16.838532719019618,16.718140586513112,11.29065659559925,16.666911193449838,11.364974163583545,18.16472738856352
points226,21.063475324288763,16.23117594673619,12.515920864040378,16.90970319595739,11.72667281395532,15.362940222910236
points227,17.638248031453816,20.249648788364397,12.129660475341,17.992235623922987,11.72200985844116,18.442678913318904
points228,19.64610985445177,16.33819801262585,6.471106146590002,13.752177246689838,4.486185422849497,23.184410918049853
points229,17.414736884763037,11.896936512431214,11.496466090411152,12.825104401849929,11.651075932031834,19.436306545653487
points230,16.44781745423897,16.019601091760556,10.435808879480467,15.465669225971622,11.697970343484917,18.758761618036406
points231,15.441019442260354,14.267572208113764,8.617343307834329,14.293477731286671,8.48521575895287,20.934857750992553
points232,17.17733047751825,15.387749994997078,5.545446453382875,11.51106398630906,3.976643469457465,22.398113868587238
points233,9.549293121788162,15.223750451945424,12.69462835416524,10.71459417684861,13.542805907408429,14.46332267216979
points234,10.540826587613573,3.2883432433485256,7.41490808233544,5.387328908448638,10.568978233555066,21.39091971575654
points235,20.139949754688146,22.124592641832113,10.270311242771534,21.419462578251412,9.745539166022919,17.929325901439697
points236,21.89527607096945,15.884716395881677,5.472814923001474,14.537365708528876,4.774569179143629,23.601128386772636
points237,18.791301773362086,21.121565007127337,11.827603462275965,22.76153654828899,11.163550013134406,15.00550561997995
points238,19.8249649313738,19.91375763499674,10.19328656199711,19.243415534130083,10.134814156910375,17.42749089294396
points239,14.562385815824413,13.7904453586659,7.33216285638754,12.154892174643738,8.321499750737818,23.074100716891625
points240,20.522986375004827,22.391677549454435,10.54812806779824,23.007939726276213,9.471415852935303,14.882904364737836
points241,18.292507217495924,20.38638788377571,12.1002722689153,19.82901839395695,12.178311842686401,16.396321050400733
points242,16.233806158065477,17.223218161848976,14.488725316677177,19.34719090231064,14.273966432038943,14.41354724279985
points243,15.241242267955515,13.349258108366884,6.1910393984000995,11.147538102516686,6.201353357729778,25.07143785097322
points244,17.057299499336093,14.686455715685762,9.460997191037912,16.64931591502913,9.552449532753256,20.819442051235583
points245,20.444308484692865,18.17161288977894,7.249512566592626,18.383288982899675,6.4796444868622975,16.185119541786925
points246,13.498563457679468,14.709327703301302,8.519481167971247,13.964214382316754,8.674827439995093,19.31779123737038
points247,19.623072481569807,20.423767090350456,10.430355565294265,20.407287327068417,10.89464103285647,17.926332440319836
points248,17.986309531755207,12.53040121032265,12.566567996988224,14.287061136504075,13.310011065226275,18.72033211840558
points249,14.553899174067782,14.88032730637722,7.426472410337652,11.19707664783889,8.039999556620772,21.727896850802455
points250,15.414113539131998,16.467876959220007,6.481289163971294,13.247575574384712,6.800396714940236,20.035417805547343
points251,12.137020981353611,13.767769785003095,11.626335724497201,10.033812282516271,12.011743797814777,18.194290115691224
points252,18.46265489413143,16.327249149859547,4.849941647766509,12.95015785853305,2.7901351498476856,23.73504413829707
points253,16.897732709057035,15.903838418367377,8.6924883100461,16.090134672728315,10.024505250179283,21.730790240883348
points254,16.110182517349156,10.622478764156693,13.734903590374856,14.438305460348566,14.155922455581559,14.898311669844626
points255,16.290230973971422,14.437229805502012,9.408783633945275,14.612346969502255,7.825357164782172,19.134548093101483
points256,20.420075192228225,21.268354290319134,8.642230524592076,18.94875513206325,8.703391347091623,20.296527348561554
points257,16.156302313932795,11.659193940288173,0.0,18.71708375303255,26.29580684806637,0.0
points258,21.1607152278277,19.24057807945327,5.603507214890022,16.280521592405314,3.383262412299315,21.976709343029103
points259,19.556041682793506,17.171812677971495,5.676845417084698,16.784194622569853,4.904247787056957,24.80226985454779
points260,15.79203370331604,12.976400273578811,10.282846515404904,12.71935155855426,10.82597568808562,20.215657108772707
points261,19.97506980409045,19.29754638471517,9.05451439817945,17.63935310276487,8.75761862357835,19.467393687151283
points262,12.416430833038687,16.051368580170212,8.896906288752698,12.377853465895578,9.137595108661714,18.59646667295289
points263,16.112818318309593,16.683305632895955,11.895069934767513,16.429157921388143,12.251180642249535,13.583767016142748
points264,14.233909959350491,15.420336267548539,10.885398930715843,12.890631890514994,10.389167729345786,17.655197923042692
points265,19.244624780091748,19.63804232635431,7.488729901453247,16.79313091844633,7.059434828732198,18.522868605272233
points266,17.66923874528091,15.861729637695122,5.189734007671477,13.357513728176894,2.91716494429532,22.572657647141313
points267,16.300997608411482,16.891423466509096,11.109729050644011,17.686892089955958,9.93549928064392,18.78684875506533
points268,7.295709399227107,14.876588517963635,14.296148074913,10.287234726715255,15.207190646363404,12.176016376926954
points269,18.49850693875273,14.116980812312443,11.998292400734758,15.519896770401743,13.09969830768096,18.22220319206235
points270,19.10718171862359,20.672264177014835,10.99886265419722,20.31408290879403,11.514198119452121,16.127612396722448
points271,19.209254908336142,19.487750055675424,9.90232291490476,21.833042186782336,8.83255222763741,17.205864363173134
points272,14.429436596201993,9.686928538668756,13.237579435163799,11.36446650455362,14.539696512774373,18.474109881299484
points273,14.680326242039706,19.32720907561231,11.263389145754985,16.60733015035771,10.708874289525362,16.900631123600693
