,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15
points16,15.332475756322172,10.487675853750751,7.613099065821549,10.217828895417156,13.710502297105238,23.78273082172559,17.212694228038384,16.529838349427422,14.609015946064673,16.725154274076626,21.642680902248827,9.78935947776814,16.596412213118203,20.4166639418609,13.11086880301995
points17,12.229663920035804,14.65250145812393,14.470141902490212,15.06539045747056,11.621236788377047,15.62425930037482,12.90282955850316,13.515317985655335,11.562088916497439,16.494574365866484,14.644928446039854,10.251704552119833,16.365098299462126,15.375949605912265,15.044466624093328
points18,18.157284278400876,20.281128201736337,14.527784786709725,18.52047474147769,10.941000287747604,15.87525734426012,12.151353809141545,19.6609931590261,10.138144099955685,10.14060080513078,14.586102703771921,18.112223600761485,9.990898123002916,11.783196288731457,7.949339703304211
points19,21.548397518654532,22.022769039547857,17.740473087956662,21.892814865130024,10.223989409018362,13.47029073015306,8.792902817676337,18.50835662802634,10.148221778562936,7.673791219679042,11.30748858591018,20.715501553188084,7.516235938060313,8.276484101710068,10.413307057931194
points20,17.86933422167711,16.888143379823997,12.660293352312461,14.250151238764134,6.48429091579596,16.615090486708137,19.437911898664158,24.072356050457774,5.601056579043605,13.03209563881341,16.491915906821937,16.884156552243752,12.891597457508276,16.22367231440332,2.3700210043856864
points21,12.485941795328747,15.193504080392783,12.89407655042032,11.71248198230364,14.664013599409625,17.3512978930532,15.617250899158684,12.68985753998347,15.201434778301754,16.146266210577412,16.253335371779738,11.691930823733152,16.015681374181636,18.862455883666144,15.088744641447379
points22,17.973210916046916,19.978044693762385,16.730161197021573,19.332988185116342,14.570702633172997,13.598697110549708,8.790227298393997,14.087959406970484,15.118973962536392,10.323679105712054,12.338532533677451,18.282091872905706,10.174559217075187,10.938307964762352,15.204498700098817
points23,15.581468131230688,15.434689575404958,11.879129374774973,13.73852424631807,8.170238515412954,17.95373865024208,16.480147228232155,20.571580624565453,8.323150214723238,14.615827603109455,17.289109722395448,12.922688466181427,14.480370918679412,16.755685262040593,8.567013439675536
points24,6.418314001268423,4.835134878161738,4.653636706613583,0.0,16.658636469930926,5.232132713337201,4.66112877744553,10.420330264189621,13.656475548204034,4.967222283634752,6.892275005446917,23.605849737478163,4.8010511761434,0.0,14.503165168231684
points25,19.54136177325466,24.327992185399484,20.483797769909057,20.327511477003736,11.491176617852574,10.207702760362535,10.541791105928693,15.601602014509671,10.05822425606469,5.846562878127774,8.507869641041886,22.595946112734698,5.683190977168345,9.904157546932886,9.523556054327086
points26,21.39143463832288,18.138065371929006,16.95036888029085,19.308729424812697,7.655401740972189,13.868644669003766,12.102807964933588,17.236416971261015,6.895397127687095,10.952051942715519,12.11380608917674,17.16549442813536,10.804932354486526,10.963533323794854,10.707782036890086
points27,17.7143721850184,18.903897916542366,15.729310285338837,15.347159176481542,9.22656401844808,12.858005828099964,15.880068824597014,17.11070038052976,9.212744725274899,11.551022292881525,13.35992135862017,17.38144868234272,11.405809408069977,15.08295371444,11.281206050313608
points28,14.752373524058436,8.359644156131088,3.550240236216621,8.250246119471155,9.645260286726772,25.894139030556232,19.92233561350432,20.43358289033457,11.806266452616136,18.889203868154496,25.78891143212994,8.71396244235704,18.767350630249496,22.462645736814196,11.828338681887042
points29,11.879420205267678,14.796228279984044,12.088713932141836,12.727371376836913,10.709595930805135,17.42972680369377,16.108611208886025,18.172484261635407,11.012613466429723,16.32065150686697,17.07522439514409,11.879582874539825,16.19062179150564,17.807127868758148,10.009081501964692
points30,8.928983776918306,14.90992101290959,15.783283776446563,10.419823388304431,12.783616160363858,12.427326820815653,17.453616203458942,11.817004111692045,12.519889374628047,17.60919523651126,13.30484030706985,10.609354340884794,17.483267344774674,20.20662090825613,14.541724631964458
points31,10.809293334732475,7.351750500967249,3.5834917960267387,6.55176573729145,11.71004628140373,25.76314500857435,21.09543453633078,18.724053102122465,13.290401843767324,21.497941271500668,25.754977535277238,5.055097740973607,21.38439243217031,24.22880265966803,12.106580896560848
points32,12.488450605975446,11.896388072348305,10.887626535145362,7.46076538318988,17.799260492166226,19.908878247357006,20.56181627795755,12.436032522240524,17.874599368159103,17.618705591783552,18.300958648619613,9.717862841560029,17.492807974378405,23.283583607202498,14.591124595380592
points33,18.095720996734954,18.73161195955146,12.66993706534191,17.332120882034257,10.89387911475939,18.035200129448167,12.478116728933594,19.896178301310318,11.743770073771284,10.65698763114578,16.482074300440548,17.19946481024313,10.508928764151019,13.01890052039448,10.241201688297279
points34,14.036595550843632,10.358388090764441,6.207826130640176,13.919218611060938,8.14988315674231,24.013451072486394,13.995833999761643,20.228724341795306,9.724041879889036,17.58172929514012,23.076790673478857,9.121446475953368,17.455713971021858,16.56779106758323,11.90913441379355
points35,17.365400140528674,15.434334976760972,10.34616909796083,14.231797742184352,4.459374759348931,19.220530245025504,19.214316409051314,25.147003166900063,4.150759752589869,14.15631009877048,18.85352703724463,14.958506206310847,14.019390631423624,16.242757112428105,2.6285306110046918
points36,8.70848689577333,11.44427715157856,6.846743901032595,9.538025381071911,11.441604399425826,22.427210723438346,16.55138678634217,17.78697649054596,13.435844020444351,18.987198344005655,22.42476202154014,6.933022074630018,18.865657052095887,21.12355446331656,13.368385209101524
points37,16.005623085195346,16.66335403141335,12.704259486690685,15.446491733192241,8.631154629211323,17.10111648869796,15.478302549678894,19.378688476650908,8.627462289644724,14.589846219650433,16.447047567486212,14.47495434070801,14.454306828634632,14.97966321751107,9.81758170872589
points38,16.80488288324312,15.684911526959697,14.964911003340166,16.764198961338778,9.561434552117948,16.00978336115511,13.03895107828195,16.14901586752781,9.01962244010441,14.346928002605459,14.140006459521954,12.758176603104838,14.210615329582508,13.609451487247297,12.30892402292624
points39,11.96148473665745,7.861056742110983,5.135910478434205,9.98149357131444,11.285775752383463,25.25298659757947,17.780050838699058,17.323594284465518,12.599134427202529,20.860717382705058,24.17070251955351,5.045525993143569,20.745140067397365,20.66241612902673,14.232979919955838
points40,14.57491915654577,7.592427745306753,3.7993593540521013,10.95530370056608,11.831289441515338,26.543999478643986,17.510330519445596,19.317798547846735,13.734999428601045,20.678075616671222,25.53468027735291,7.05277964902621,20.561916897493756,19.649804196991475,13.337378315481129
points41,18.0712277008429,20.72368181035579,16.078238926327188,19.595173468174064,12.369214429905446,14.701278272984474,10.346411454443931,17.700091942980105,11.559741781864377,8.561824767591647,13.003832544144549,18.903397058437672,8.407096364799454,10.665675818049815,9.416231027865505
points42,18.91104229575466,14.388363086978632,10.241359645374951,13.323657770625363,5.2620403349177085,19.5614084965139,20.855540782905276,24.78215833205936,3.9901060856616266,13.448644210451114,18.960487227188995,15.531653330271036,13.309472028980283,17.187082236531598,1.3629032570061506
points43,18.273515592211396,13.249026534996792,9.901566929191558,12.643193562774346,5.858855925979004,19.41427342968209,20.490361309184436,23.946851285279518,5.299147603792682,15.425426204917711,19.307252643551692,13.75802877820544,15.292546717205994,17.89465977705521,4.104007793355341
points44,19.26936444709137,19.745545799705795,15.162915945715278,19.3762722214263,8.210494754205673,15.245686430489629,11.58942194689905,19.940408322265377,8.054813128115027,9.420249449582743,13.937938366197905,17.94453888427877,9.268253671659734,10.893299260993995,8.727843199888348
points45,19.248257329782227,21.4979361662231,17.199247164093972,20.175912127637016,9.869939653736333,13.625361843268577,10.614262373675034,18.216737557116808,9.185634379408643,7.848736636388513,11.859820710455299,19.36984536906099,7.691738258836593,10.06179742502235,9.478841320955091
points46,14.598556314256397,10.839816789256817,7.274011546154917,10.257510712231262,15.264637264248911,23.811103947709473,18.00520301178544,16.409737285617105,16.19649656114842,18.242683423963587,21.98872665114337,8.991293636227068,18.118772116339375,20.37540098927518,13.221834703533816
points47,15.089699580585435,9.62359292336573,5.787883212653227,8.483446777672034,2.004100560599082,22.910718376182857,23.77409046687696,25.897670066967493,3.3930653121804557,18.673675806190825,23.50535101002744,9.98075749280872,18.55113647740973,22.22015311740167,5.195662946397525
points48,13.700866802131987,16.581761653715294,13.736920037311084,14.251319797833455,12.198547488665099,14.811091301618946,15.498550799679297,14.666477314721872,11.654601797553381,14.935132605004608,15.39319635543155,13.957184131039833,14.800692364774433,16.222457193692065,12.836413312383103
points49,12.538622511444524,10.202436005414029,6.865436414847844,10.271846839368951,16.563454017511045,23.704613329628042,17.466735673553043,15.89089316434251,17.08626446382894,19.49346351009344,22.40568592888926,8.111002650967002,19.373533813018117,20.360493634173064,13.088451005983783
points50,15.49588551091994,16.459006166859687,11.096738857184842,14.92188700028456,9.293027370958951,18.589951192679376,13.62500783004261,20.34079575691736,9.62852586976422,13.538858120187474,18.087555247178084,13.58693739600908,13.399973116821448,15.525171008185543,8.841523986163775
points51,14.459568854496707,10.78652897950784,6.383107523108537,10.681691950141229,15.173152011976374,23.873231317596648,16.579736871135996,16.861586918100155,15.744640355773475,17.66811705502854,22.897912427580497,9.464430037369596,17.54237672922523,19.93431810263156,11.728406135479034
points52,19.147620775167663,19.157120470589586,15.134950239942716,17.67361454922572,10.882175110133316,15.342803688485674,12.845381215056896,18.839147586217035,10.351623688760451,10.68344440522444,13.966477940898104,17.24779024772337,10.53546975812727,12.663799919440267,8.427565275878784
points53,10.192739407514711,12.39183748472352,9.126417042872012,8.327148482086667,10.704103647453497,18.740108323429652,20.53570059358206,19.060911945006847,11.665606818692233,19.505399121311434,20.098308956036096,9.058839364504083,19.385507418889247,22.38267917285371,10.699651585235197
points54,17.7186979496131,11.91350379851147,10.147177553386536,10.411253815323848,4.570574524925666,19.251867131597397,24.64559586971953,23.684391015775653,3.4681377854050517,16.063727126967024,19.056601978291088,13.834028816151624,15.932879543754566,20.215531938848162,2.5609413041494298
points55,13.65500055182744,15.880845952174377,12.258485360116218,13.600870527145036,9.795724438471602,15.47418683134185,16.506883135216697,18.00649855882259,9.71195316301527,15.345039354479445,16.90196918070256,13.47970832855002,15.211903971158858,16.89882384145829,10.476042342141444
points56,7.010783552806002,11.656275772259809,9.869521457063357,9.535190918776062,11.278611575822659,18.321510449683828,19.330867855948128,16.0213464641478,11.956773777901923,21.80473639569426,19.339955703257882,6.152616455573435,21.69216417784706,21.126501865746935,13.76443690818942
points57,11.585231389592215,9.356646835718275,4.124097302262063,8.228699937058638,12.828853533789859,25.721025168735075,18.525568079124444,18.23275499452304,14.08338355885405,18.387579353684078,25.203278559609732,8.056040756761975,18.264129293539465,22.48505043434747,11.528154239976868
points58,20.4050597754699,20.602226755998363,17.133731623329336,18.40688051071086,11.636451750102905,12.609660546806666,13.819776403696663,17.452535525496124,10.689120972081412,10.408033804888676,11.92668065974043,18.944352922152838,10.259182442720862,11.901316721072053,9.613387517650619
points59,19.45594918513129,17.817722250704318,12.54520414549723,18.599315035256634,8.57817317236057,18.056288269116667,12.098092846659709,21.050601648002846,9.146422907409818,10.716519103023895,16.609366796200614,16.597557514274683,10.568649742673069,11.701214576067327,9.44053173836146
points60,15.740045393152663,11.207374821532488,6.629240687135296,11.804356739643765,11.368804966314704,24.42596334167293,17.25519121624355,18.48352472658969,12.677249031808191,16.164368387112443,22.646728499734493,11.221187551370193,16.033841175408533,18.76692034471365,11.974095991942653
points61,15.47747569304567,17.69800406366947,17.903440041185323,19.593995525513645,15.942767081804016,12.88492922974872,9.635585996059392,10.905259898996565,16.264118223498524,15.55716288422025,11.141177477112905,13.375942540346724,15.424702754122077,10.666900696244614,19.433870461709244
points62,12.51056487452651,14.99329010037312,9.805787105866974,11.649276890360872,9.234793213845013,18.56358117509475,18.332319509350732,20.866890884231633,9.638817770764568,16.300098285834682,19.40499791215941,11.896022932011547,16.170003143367033,18.92817940444716,8.048690498892459
points63,18.819225861810008,13.004452129320327,11.038147664013735,14.523922462105945,12.345264757665474,20.254430790652588,15.070218736909059,16.01456048537116,12.271108763671592,14.651549073598613,18.147348758126096,13.84382035741867,14.516206101391285,15.938992581592524,12.292514097769281
points64,17.08779862597839,16.269891075038142,12.53617605366099,15.385314259281175,8.261661233750145,17.137190552917524,15.839895649897935,20.662257497334657,8.441414279267784,14.52937657117661,16.61858014856354,14.51500392926967,14.393644687017593,15.04327832911576,8.380254029890093
points65,16.809726212314814,16.74079661367609,14.504828430837211,12.895529527567804,7.786406419210187,14.942178824945195,20.135243400143246,21.266315775595736,6.365321186628343,12.977053514129642,14.609530134447052,16.938456421107762,12.836380117127757,17.632269398113632,3.4943409314171094
points66,17.494280964823542,18.967572698876044,16.35000754983994,15.4296213287939,9.66395409665831,12.118520078376266,16.694765559371152,17.62173906483933,9.003719681321067,12.758503785654405,12.726487105592373,17.31691972567694,12.61713467889986,14.997205829031403,9.86204544850604
points67,15.852465699143208,11.640289376141883,7.163301306580547,11.75761086848435,9.223381534700309,22.400513160224648,18.61202187201521,21.424904441636635,8.784336600709869,18.340960678537677,22.10170871489338,10.759707626902555,18.217362217078726,18.815528821343264,7.095470671822695
points68,17.896776263928245,15.788851887240298,13.485757479073808,12.887398420733975,5.140987493469568,15.79876837440859,21.522319828869502,23.430195944833113,3.470867345933847,14.282834292482564,15.649512882931397,16.13581313173256,14.146317589834291,17.640724491723013,1.5585178576014105
points69,18.798009221638328,20.79300784426182,15.583002292921543,18.91362881717069,10.424502621885296,15.169884386764119,11.157433007939597,18.6933956830455,11.15993223336333,8.484573629987597,13.50923165719758,19.09787201277902,8.329599313506971,11.374376852358408,11.130863206697313
points70,15.42526413097894,13.715067405965721,8.91499305645149,13.786996925042391,7.535584993257385,19.96691015292168,16.01312153404521,21.983437209389358,8.691425781965084,16.88655005194471,20.314071458257015,12.487677145866714,16.758321762462856,16.705281172598966,8.840981853048014
points71,18.212904776074307,20.640448118434247,16.39101594965796,18.656579323628247,11.59684127116158,14.076274440257118,11.529156866309762,17.97618789922109,10.488635064783358,9.403832021263158,12.68463719486742,17.946326579605213,9.251783981710377,11.641668572238878,8.828294466186685
points72,14.853666793556942,8.587780737137061,6.594783562106224,12.771097100681523,11.95989200265653,24.749708622613767,15.034109727211236,16.400126572560776,13.074007573724774,18.361252050889494,22.68189270054956,7.806445110686941,18.237718182993476,17.761659878261934,14.572803014221893
points73,15.037630627617265,6.469445726745772,5.581798521215485,11.484792828338763,11.365319949191674,25.053695278094064,16.98321414598021,16.695345951762107,12.479889017473138,20.332483543174575,23.71566465251828,6.46263696317528,20.21522470011386,19.099217391042355,14.702980658794973
points74,19.391475362796722,15.82501757989875,13.783059803969278,15.525103341663929,6.736473102360825,15.0718886490425,16.833959118700275,20.101179288707215,6.693872842871654,14.384795580429007,15.34610977989863,15.713729240206192,14.2486034513362,14.897919302199691,9.297555623878015
points75,15.608483831428252,17.78777632071097,14.852980499586149,12.425517718670813,11.35050403846023,14.845380509361473,17.95376866667912,17.21084501817781,10.700540922462643,13.719330548654296,14.254233827824343,15.554288164354356,13.581020043501772,18.121008990761247,8.665064398994504
points76,14.708750674467908,14.852979777587407,11.063967637122392,13.513647049598154,9.06017024997989,18.227454649479643,15.227818295730044,18.85356133746632,9.62353264380011,15.658628578988381,18.120998947494297,12.539163834653408,15.526491444823,16.989522768758892,10.822728118614506
points77,15.154047391128065,10.484915615551767,6.530555934718543,10.769243808467738,13.486699604072188,24.51892331080707,17.53232937809438,17.39950875759271,14.233565395723,17.86088878550512,22.747438307892878,9.85021277891906,17.735762110306023,19.84327771010513,12.475711455960976
points78,10.980970680367324,14.257395752427048,13.463594512345177,15.590189010549844,9.179203392146508,16.072490698836603,11.991914057623271,14.804035369422868,9.991816060932218,15.974145514550068,15.67213064375868,9.51255304765145,15.843012766026025,14.830240272234146,15.901880980033553
points79,18.628235852328967,14.650474781688544,10.26386097351593,12.812371212984857,6.774487828120092,19.639601349460108,21.2459643155997,24.397757819252192,5.957137466202345,14.26068896635117,18.937524161620196,15.439550091648345,14.12410176844549,17.718741184620253,2.0364562354067166
points80,16.899621904879368,17.058458326342638,13.3736072808829,15.465796894952872,9.27284328326679,15.118064663280718,16.05955630367525,18.8421343229561,9.654017132095571,14.116035646385416,15.763964453899863,15.714012158039685,13.97898797330021,14.959588834875817,10.500022232106627
points81,12.060611715582729,11.266530253886687,7.224280385628398,8.463830002094916,13.485092945424224,22.65217257096504,18.18126898704737,16.942870679147408,14.277700773764955,17.935825432403657,22.039478317570712,8.735230629412161,17.810937303170476,22.24055153021414,11.642786386589252
points82,18.490762482505705,17.91203153678844,14.771971349276733,13.997671685895696,5.023499872044627,14.7188885934549,20.412033308997508,22.84426157346064,3.2057637467779285,11.689291292172001,14.336905322527809,18.1945767929025,11.544518559320224,16.48621200273659,1.5882949959309582
points83,12.116665661007636,11.514360790684298,9.253065636095645,10.233139658337274,15.378586271026277,21.267444287359385,16.469784742296866,12.383337810999821,15.976685176766946,16.372088697216583,19.96906147641313,9.756516713611196,16.24222272195791,20.400743116275127,16.079739182028135
points84,15.487867413074458,11.093842516969326,6.661438737298242,7.970772061368496,13.760394858206798,22.911024740911213,20.511870372065825,18.182655444073635,14.251093018861702,16.933976623714017,22.61386973102329,11.386204497354383,16.80589930732531,22.753255535817363,10.602332754332595
points85,18.950264992295264,14.80308377842423,9.715823627779653,13.766558753333129,3.0016228938433716,19.65425948027735,19.538373003095185,26.26602561780967,2.8442931088487104,13.242567175542828,19.496807481495647,15.587633073349078,13.102738988667712,16.726533710357728,1.9779707494917376
points86,17.63603149456238,14.078262465889418,9.077580185939002,13.431138814656922,6.862250888357944,20.507508889714966,19.738025713806763,24.864659930146956,5.810358153540487,14.987877230549746,20.148147967355804,14.3642069826142,14.853604892383087,17.075318572974712,1.88892359065412
points87,10.597367732243377,10.225245313418643,6.057018502671868,9.337973551842076,14.83737828111067,23.74006985850874,17.225837107449014,16.288350905367356,16.646495855734077,19.23364571921785,23.230692942163383,7.773841840994368,19.11288894369092,21.331577427155814,14.390716566248264
points88,12.915800425342502,9.328165624923937,6.521993657211715,9.069973053319808,15.143741652474043,23.822965638301145,17.812748971613146,14.799011381118603,15.691739682449176,18.86737179128299,22.756176287205736,7.6501674549483525,18.74544905528753,21.610256498612586,14.809321316448456
points89,17.88306387318555,19.479737946593172,14.526337375523841,18.68743970390919,9.91605861918312,16.161478782740627,11.463752319342698,18.63708946707361,10.283622565016493,9.371108224556734,14.587579816489809,17.479240784332553,9.218956015281707,11.609578549388486,11.010639006831521
points90,13.24690650299947,14.835775135965584,10.276660954262194,12.483978061545205,9.631747936551635,18.110960168488926,17.54048317170123,19.92169320218251,10.543091520742122,17.392447139150594,18.924461519481277,12.54968542458377,17.265829272796992,18.060219275222988,9.770825562033899
points91,19.05881402199293,13.226642366965113,9.950038986129593,11.525158272508614,6.2155962538997995,19.676078697647085,23.419651289881664,24.658947677393208,5.59735260585866,15.393269777128305,19.2577859180878,15.045325355032672,15.260287925800856,19.057243571731497,2.554238834687468
points92,19.207358822560472,12.092540308362825,10.765156720529717,12.076077585714868,6.290754593600814,19.100877093380408,23.06101912025081,22.63448406963582,4.684565239393044,15.829441101503077,18.42594159920804,14.240660417960676,15.697847715154817,18.484372687167955,2.7895150553445975
points93,17.95361378922305,13.06857995123276,9.022487360041982,14.355684832962293,10.857614087457472,22.18860065612804,14.72157346892338,18.7960954394069,11.184436715836283,14.331333034985724,20.204371322951424,13.169726638021782,14.194970718473668,16.11393369749476,10.532821980532564
points94,14.596616682362733,6.646387444831911,3.2666223568369164,10.497739601467693,4.773155193550194,25.849396412228412,18.601503479319213,22.669733466087713,7.254221336825517,20.134350294652815,26.0783492786373,6.865348507792068,20.01646073365764,20.12560009652074,11.551694144282129
points95,13.682759878243031,9.53042908762646,5.036487577465474,8.283589972967944,10.779926846292197,25.011112370132032,19.614614638324557,19.21506605694728,12.057209718213553,17.71916164305915,24.272165623405925,8.673631991118105,17.593583807586807,22.427973285895213,10.651980033824053
points96,18.78014922009784,15.948653064774822,12.26797287370426,13.686552151410375,6.430074477310053,17.589340721401655,20.450333093565412,23.63960612659949,4.354210922799552,13.04629374395042,16.892286979045746,16.48422174063223,12.905840759499487,16.80972820311869,0.7350063504037897
points97,14.760867271179874,18.87191131779575,16.21333893759191,16.6700190140601,13.095870093423473,13.745732826723213,14.034072031265495,15.480625581004212,12.892923179882317,12.756796570569612,12.865960219560835,15.58354530684544,12.615422029234152,13.707384067231985,12.245756567886387
points98,10.378828515201528,10.00912179307891,5.304420545808336,6.627808471216338,13.09777028036798,24.213679596556197,20.14769716579659,17.20327972200708,14.083861593266427,19.307895215131207,23.99873454940209,7.421156847139923,19.18737479816119,24.149729976601872,12.125796126801351
points99,19.997762660965673,18.311972734255296,13.04634258844786,15.644855141327136,6.102152466864438,17.072119153962152,17.845522277299803,23.978348731014744,5.2391916563665015,10.760546865530069,16.097944765802122,18.781775455832616,10.612817658836617,14.773395950491642,2.3586840198374026
points100,15.822578313721529,11.172244427912668,6.365370277493117,13.77097099104245,11.078236785556772,24.399099629083647,15.079942769350554,19.31734362171467,11.490310181482608,17.11734409245492,22.91601364949615,10.361690587325809,16.98985049006675,16.721945665504606,10.316907981712797
points101,14.341884020999414,10.300965246685278,4.178106749684357,10.517734009537147,10.449494765786051,25.21701716197903,18.70443103146603,22.344760100602635,11.261957942150769,19.063161666756663,25.14816081390502,8.896378893530773,18.941862189031937,20.10480900431812,7.695125002804993
points102,19.863693666595665,23.02606969148993,20.977166099396122,21.65080388031452,11.521579911014088,10.072112163570377,9.545189600942468,15.027019795329107,10.162507492908967,6.947946894293508,8.004377170348619,20.57419865455015,6.788081031098647,8.52813809826082,10.96290141471626
points103,15.398540285368352,11.665482110206941,6.982346252784696,13.37503161307217,11.247976937540637,23.881843122314848,15.390138419696848,19.35068292210251,12.23502991826435,17.19251747832077,22.286377048215112,10.239520250026255,17.065263175510097,17.13366138549145,11.2036223260854
points104,17.359238109209652,21.934207941212275,17.83466710910391,19.577948712166094,11.265822113740422,13.032165112121554,10.377110968037432,16.19516946710375,10.789805692876692,7.943020886592915,11.211361660857513,18.742800338908452,7.7863226442680995,10.683586900442709,11.45296516256945
points105,16.038754873708523,15.317292361758307,12.005112110808035,12.453926233739796,9.62510385039298,17.09780387334716,17.742580726002245,18.46887780831997,9.055575796237113,14.919327953838462,17.160541763653693,13.381417112232409,14.784837402633162,18.09146852854366,9.059337289193229
points106,20.67214110383958,22.00134017410749,17.737789044062904,19.72036193719666,9.80965321198722,13.127235778021884,11.840309262811518,18.421099490277903,8.67013736165132,6.894176186517797,11.310227707598283,20.464981224025873,6.734139154929967,10.535499171003712,8.082788894019055
points107,15.27030128188393,15.318081311503798,12.783884065764026,12.3555464132706,6.855915664128949,15.784169842845198,17.605051082762277,19.013583200027924,8.547414737732568,14.490099474466636,16.36578905604664,13.891794679289854,14.354242559453413,18.19376832712468,12.82647069135342
points108,14.035326473546897,16.153588742627925,12.360319038467576,13.6727425386279,10.053238134966643,16.46872280280608,16.858778361714304,19.62483448191955,10.159727445097182,15.056080605833351,16.79804582922555,13.266996968446103,14.922025379596684,16.824088064718268,8.864943296307182
points109,11.727014329977111,12.530869753190752,11.411440728979404,12.504413958970309,9.603640264400532,18.11841263757392,14.744714068255162,15.1648682279242,10.893989861835054,18.731752848948947,17.766395550676346,8.483837364354653,18.609398396924895,18.03896910236803,15.821506859623286
points110,16.11045773981336,17.005232045599232,14.067945712432364,14.496015063621424,10.891528828333776,15.448646494684507,15.817567343355881,18.063572884878283,9.977794667161278,14.599666205123988,15.055377883777732,14.046494737078017,14.46415807408601,15.96801196006131,8.94094476428358
points111,14.761999636122825,8.703495076121923,5.011727302068888,8.966847954986454,5.057413978292386,23.940349668862012,24.306304214071968,25.04769429437506,5.778575357202627,19.299381460083595,24.29743399084944,9.957040031495533,19.178833941261473,21.717490652302185,4.806378216136018
points112,18.006914092792204,12.346359620489194,7.996597818205481,14.439990175752696,14.751618193432808,23.24274833146778,14.809586310635522,17.40567882853507,15.277795675023114,16.245377045427617,21.251312582060304,12.171554552321275,16.11510770873473,16.02626917904342,12.581332171322103
