,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48
points12,9.966194990137192,18.461302642212832,11.434549874884754,20.146641448350817,20.074797880760823,9.024391429507334,17.394823301238713,20.991560649138364,16.652070540777085,17.06381991218163,9.161887658635935,14.118487351010243,10.490326350249141,7.815425558097582,16.876986957525236,16.338850094107283,10.092234404689801,8.686643730771697,16.07247890057362,15.987011362527282,13.146797365763668,14.22892733676279,18.07425506613168,12.620848386290549,16.859600194987696,8.52085156470884,14.610409963200956,18.07425506613168,14.610409963200956,12.620848386290549,16.859600194987696,9.253810300391452,12.418225645498127,18.07425506613168,14.610409963200956,12.620848386290549,8.120768214222336,7.886646554113098,7.700552759090597,18.07425506613168,14.610409963200956,17.006075084249087,7.8549792619740275,16.859600194987696,8.931901470191777,19.678618807847382,7.672365836411495,18.59509069170645
points13,6.67030385884137,24.16497793117899,15.60299490219577,14.683456263917575,20.271819867287075,5.75604961612471,16.934258135639926,16.019700322434236,11.232401365749583,13.29659314810515,5.9022121706508255,19.134455716720687,19.190944744415866,12.375472477441736,16.716675918723364,17.74290325234697,15.773102100045008,2.5581663802976236,16.484620813406792,16.565750093577567,13.951426244726749,14.766999907357375,16.80180879533772,12.309812532984102,18.245773197642414,2.3903770372167834,18.496107488041222,16.80180879533772,18.496107488041222,12.309812532984106,18.245773197642414,6.500633408004377,17.94910888259542,16.80180879533772,18.496107488041222,12.309812532984106,7.369485681178832,1.6797274132881124,1.8038079298499932,16.80180879533772,18.496107488041222,16.29672719079658,1.5161339185103522,18.245773197642414,2.2390577817902066,20.501580526534937,1.8135645626418102,16.751596132260218
points14,5.1614114366463815,22.44928394814714,13.555351762868163,7.584769941634555,11.067564850886553,7.985296444066676,11.26916785593713,7.807833145527988,4.7182710061431585,15.482706120040117,6.009081928673392,22.5633215142915,20.56960707057597,21.71076382327912,11.445693354331958,19.172755155588206,23.154638044062445,11.751094173536725,10.115117948555818,9.481822309759078,10.444577004639202,9.042362346128552,11.289298916728914,9.114334158248546,19.6574164067588,8.612694301402444,16.587356904523503,11.289298916728914,16.587356904523503,9.114334158248546,19.6574164067588,6.655650640169995,24.59691214265896,11.289298916728914,16.587356904523503,9.114334158248546,9.024173231098992,10.768042242475099,11.349864409972168,11.289298916728914,16.587356904523503,18.33138041349681,10.671582473256679,19.6574164067588,11.528797199440207,13.073377883341832,11.176951764060734,8.274278625766476
points15,9.00951199098161,21.313552434747386,14.018074874751356,7.535826270649718,11.984961787750166,10.385165811572934,10.71996705993658,11.040945065804024,6.0157274344352585,13.629736393855602,9.386145709846563,22.32437595748339,20.338690763941695,18.60871224371074,11.133043759813711,21.426050498261944,23.205531892614772,8.920253128125896,11.351637477700626,10.481015715021794,10.793527408213887,10.15748043266511,11.458483332754874,7.923115519862413,21.882016773697845,7.859257760249134,17.018693299450312,11.458483332754874,17.018693299450312,7.923115519862415,21.882016773697845,8.878160798065586,23.27283132179069,11.458483332754874,17.018693299450312,7.923115519862415,13.144314251527518,8.868540567706827,8.861562955915238,11.458483332754874,17.018693299450312,17.679997863303267,9.006477241645598,21.882016773697845,8.672040834597876,11.406735506118187,9.132010058212465,9.513987437161031
points16,13.710502297105238,16.529838349427422,23.28588796567055,10.217828895417156,15.332475756322172,14.609015946064673,15.631805531439808,10.487675853750751,7.613099065821549,4.301752895023876,13.875832420420647,23.78273082172559,17.212694228038384,16.725154274076626,15.133807396874971,16.52114499206984,20.4166639418609,13.11086880301995,16.390305461987587,14.652148040217828,16.815878758681286,13.98102317275429,8.809781715129413,14.059462579865274,17.039573627328533,11.13657718175019,25.65786645685609,8.809781715129413,25.65786645685609,14.059462579865274,17.039573627328533,14.477062543565513,21.642680902248827,8.809781715129413,25.65786645685609,14.059462579865274,13.693620510232744,11.977747038189772,11.851984511115749,8.809781715129413,25.65786645685609,13.577946599093373,11.758344675708745,17.039573627328533,13.460806200586255,14.661165339586747,12.35081782458799,13.892050947877543
points17,11.621236788377047,13.515317985655335,17.006050905321278,15.06539045747056,12.229663920035804,11.562088916497439,11.50660236198022,14.65250145812393,14.470141902490212,12.738060352252127,11.499794828347968,15.62425930037482,12.90282955850316,16.494574365866484,11.707267955012066,18.59784616124653,15.375949605912265,15.044466624093328,10.8929286405338,8.446939387770314,12.97188541572577,9.468501501738228,10.336710867834233,11.213408456134804,19.089828689539498,15.398034030917607,19.80399357094201,10.336710867834233,19.80399357094201,11.213408456134804,19.089828689539498,11.921147571495194,14.644928446039854,10.336710867834233,19.80399357094201,11.213408456134804,6.23247782786432,14.803827088180572,13.776066214585196,10.336710867834233,19.80399357094201,17.03712306419407,13.97867629857677,19.089828689539498,15.350146582543456,22.129623289751002,13.86669631507684,10.299128073606267
points18,10.941000287747604,19.6609931590261,13.73472767225234,18.52047474147769,18.157284278400876,10.138144099955685,14.727274440518999,20.281128201736337,14.527784786709725,15.714906069752862,9.416994606250343,15.87525734426012,12.151353809141545,10.14060080513078,13.89723866861478,20.366306102564923,11.783196288731457,7.949339703304211,13.95207004053005,13.223079508108409,10.521451683726191,11.784352938672043,16.57066211529153,9.291922043302092,20.835767874637952,6.646009596893835,16.75456566523486,16.57066211529153,16.75456566523486,9.291922043302092,20.835767874637952,9.872235979218633,14.586102703771921,16.57066211529153,16.75456566523486,9.291922043302092,8.881317727455762,7.079999229919037,6.986409226665452,16.57066211529153,16.75456566523486,19.513485116404333,6.9989678389883325,20.835767874637952,8.057894343515589,21.12509940907415,6.762837004945536,15.230870086304941
points19,10.223989409018362,18.50835662802634,13.674254614358247,21.892814865130024,21.548397518654532,10.148221778562936,17.499205896316905,22.022769039547857,17.740473087956662,15.848757828655456,9.057721660773144,13.47029073015306,8.792902817676337,7.673791219679042,17.5803379303132,17.189389042879114,8.276484101710068,10.413307057931194,16.53466103927998,16.46429772910554,13.836581876266491,14.946758165037117,18.661985840811745,12.769336026390697,17.6993078097421,8.457028989586993,16.698194522077383,18.661985840811745,16.698194522077383,12.769336026390697,17.6993078097421,10.440686027519217,11.30748858591018,18.661985840811745,16.698194522077383,12.769336026390697,8.416910670342872,9.195190653740054,9.297911738199383,18.661985840811745,16.698194522077383,17.048277794455988,9.115762793098611,17.6993078097421,9.501825754149877,19.87660119781378,9.053016069842734,18.77562920837502
points20,6.48429091579596,24.072356050457774,13.62676303746658,14.250151238764134,17.86933422167711,5.601056579043605,12.273310570422533,16.888143379823997,12.660293352312461,16.24588415291074,5.059244807068786,16.615090486708137,19.437911898664158,13.03209563881341,12.14378109762472,21.064073719594106,16.22367231440332,2.3700210043856864,11.748015427651548,12.545806869878977,10.502960606032817,9.983416968635128,17.733832065838772,8.369557296726377,21.524649650357343,2.0935041119385565,16.653924320222817,17.733832065838772,16.653924320222817,8.369557296726377,21.524649650357343,5.728192574221734,16.491915906821937,17.733832065838772,16.653924320222817,8.369557296726377,8.693571177444314,2.201984691975357,2.017647377514444,17.733832065838772,16.653924320222817,19.353930709005702,1.8377795678394833,21.524649650357343,2.054873690378848,17.548129231933725,1.8513897680888955,13.242384335078487
points21,14.664013599409625,12.68985753998347,19.91247475997093,11.71248198230364,12.485941795328747,15.201434778301754,8.989936634486362,15.193504080392783,12.89407655042032,9.437551520370532,14.077993874095114,17.3512978930532,15.617250899158684,16.146266210577412,8.692077072403933,23.02418368258372,18.862455883666144,15.088744641447379,11.209787955851617,9.424135797319513,13.401568892634899,9.23707682115925,9.623061338103655,8.289188283128059,23.459798257079036,13.94996206114322,22.51327338731374,9.623061338103655,22.51327338731374,8.289188283128059,23.459798257079036,14.175102487699563,16.253335371779738,9.623061338103655,22.51327338731374,8.289188283128059,14.0493394284937,15.76612068720565,14.771945930661449,9.623061338103655,22.51327338731374,17.156758390967635,14.846843777897437,23.459798257079036,15.248149089159693,12.90196349824722,14.851489502925588,9.483400777247006
points22,14.570702633172997,14.087959406970484,13.861492703539597,19.332988185116342,17.973210916046916,15.118973962536392,13.827132872688688,19.978044693762385,16.730161197021573,14.390112236054085,14.042707416100365,13.598697110549708,8.790227298393997,10.323679105712054,13.372723453569613,18.23619218160338,10.938307964762352,15.204498700098817,13.034760093314649,12.450570645441717,12.034169777860935,11.101088256217611,16.96327394256657,11.154359854072442,18.732780254484176,13.902570693159575,16.8727321673914,16.96327394256657,16.8727321673914,11.154359854072442,18.732780254484176,14.875618653363905,12.338532533677451,16.96327394256657,16.8727321673914,11.154359854072442,13.570359822473332,14.780397119215055,14.399443508570833,16.96327394256657,16.8727321673914,17.958046364046837,14.648506727953192,18.732780254484176,15.417818310480763,14.550602314022177,14.425076552838291,14.677103109006607
points23,8.170238515412954,20.571580624565453,15.871298142459123,13.73852424631807,15.581468131230688,8.323150214723238,13.79354673521528,15.434689575404958,11.879129374774973,14.54725417315059,6.921236731507256,17.95373865024208,16.480147228232155,14.615827603109455,14.000578439337076,19.6161024745007,16.755685262040593,8.567013439675536,13.88194683279535,11.757142335748325,13.601697090418986,11.630170644699309,12.929020505069552,11.350244796296343,20.095117843253085,6.322912942454645,18.746211598750932,12.929020505069552,18.746211598750932,11.350244796296343,20.095117843253085,8.160387294279563,17.289109722395448,12.929020505069552,18.746211598750932,11.350244796296343,6.527618369702153,7.672261305987662,8.08245200795701,12.929020505069552,18.746211598750932,16.145701674288173,7.596675685396291,20.095117843253085,8.153930235811314,21.359941591882915,7.66421008976594,13.142124617374257
points24,11.935540582791894,14.437096928844888,16.45192635025106,0.0,24.42616189351468,13.656475548204034,22.59962361811479,25.484409561943075,23.191141738174085,17.672554518269404,13.677130289828547,6.2279710276557845,4.66112877744553,4.967222283634752,22.166646218849294,13.238845629164812,0.0,14.503165168231684,7.5455547193937695,6.429050700440761,10.328272559634831,6.609236078736694,8.846376201905684,13.07089811151051,15.180964746088714,13.980442186844947,21.50922976551619,8.846376201905684,21.50922976551619,13.07089811151051,15.180964746088714,13.09747310525031,22.4961032726771,8.846376201905684,21.50922976551619,13.07089811151051,17.941728891268053,14.758808324508733,13.852183790916268,8.846376201905684,21.50922976551619,17.737918297815103,14.38197724875664,15.180964746088714,15.362503715106536,4.667968859081241,14.634049677588314,4.6390280202221135
points25,11.491176617852574,15.601602014509671,11.409343450428265,20.327511477003736,19.54136177325466,10.05822425606469,14.712360733448895,24.327992185399484,20.483797769909057,17.208282329180058,10.156369398717853,10.207702760362535,10.541791105928693,5.846562878127774,13.591041800518612,17.18191702432347,9.904157546932886,9.523556054327086,13.821749833897647,13.677195998780958,13.674020988549717,11.502806016641859,19.45918560144334,12.59976346097713,17.69193094488739,9.996437878073078,14.586913301861067,19.45918560144334,14.586913301861067,12.59976346097713,17.69193094488739,9.754379898907445,8.507869641041886,19.45918560144334,14.586913301861067,12.599763460977126,10.699747716002303,9.257194037370638,8.730780662787275,19.45918560144334,14.586913301861067,16.73627640959617,9.222786270309374,17.69193094488739,9.426098874102074,15.558423518243606,8.61651999458716,16.553848101483375
points26,7.655401740972189,17.236416971261015,17.77662477079803,19.308729424812697,21.39143463832288,6.895397127687095,19.39005468995567,18.138065371929006,16.95036888029085,12.59584399486364,6.325846051624824,13.868644669003766,12.102807964933588,10.952051942715519,18.533946721683986,13.022829906201386,10.963533323794854,10.707782036890086,18.35343075197616,17.496162100167226,18.4935218751869,16.74030573168087,15.469994830091036,17.528751889368845,13.585808434499029,8.626208576181654,20.522299064278723,15.469994830091036,20.522299064278723,17.528751889368845,13.585808434499029,7.908495594552015,12.11380608917674,15.469994830091036,20.522299064278723,17.528751889368845,2.215046614627325,8.956567793590205,9.391000742807373,15.469994830091036,20.522299064278723,12.292074662240942,8.87720424784498,13.585808434499029,10.421345192297178,25.192435759375673,9.13259231749478,18.867509079052333
points27,9.22656401844808,17.11070038052976,5.854319211511844,15.347159176481542,17.7143721850184,9.212744725274899,13.158869135006908,18.903897916542366,15.729310285338837,23.374032166179752,8.839253075934398,12.858005828099964,15.880068824597014,11.551022292881525,12.739004740661272,19.30082865270981,15.08295371444,11.281206050313608,10.176513972830964,12.885202104825668,7.694616555438696,9.662841114060077,21.205935087687084,7.803282587820106,19.783858929980724,11.069415966699355,9.408688857454909,21.205935087687084,9.408688857454909,7.803282587820106,19.783858929980724,8.98734581965255,13.35992135862017,21.205935087687084,9.408688857454909,7.803282587820106,9.621564759494227,10.996696239826907,10.631920014147916,21.205935087687084,9.408688857454909,21.61075123931515,10.645468171084277,19.783858929980724,11.961308869396037,14.336011104287135,10.720010082758234,14.065316939037796
points28,9.645260286726772,20.43358289033457,20.045074292447723,8.250246119471155,14.752373524058436,11.806266452616136,14.82182896036402,8.359644156131088,3.550240236216621,8.320775272435144,9.905934391421129,25.894139030556232,19.92233561350432,18.889203868154496,14.749964850265474,18.228937908507447,22.462645736814196,11.828338681887042,15.081241137677644,14.291934329309923,14.54316338657293,13.434191615557312,9.895943397514515,11.76951586233022,18.725618362172288,8.497177884987787,22.636878633817954,9.895943397514515,22.636878633817954,11.76951586233022,18.725618362172288,11.095096445882485,25.78891143212994,9.895943397514515,22.636878633817954,11.76951586233022,12.470411703837504,10.636471412409428,10.92414611281594,9.895943397514515,22.636878633817954,15.211897776257217,10.324745320126597,18.725618362172288,11.381519360655359,12.784845602952707,11.29813345945032,12.165509614787887
points29,10.709595930805135,18.172484261635407,18.967469637999667,12.727371376836913,11.879420205267678,11.012613466429723,7.348498600847379,14.796228279984044,12.088713932141836,11.50481052168488,9.469878380166321,17.42972680369377,16.108611208886025,16.32065150686697,6.495141258355171,24.98314625571882,17.807127868758148,10.009081501964692,8.199485113512226,7.060418391301357,9.647437385025498,5.726692272452449,11.740026743718015,5.768707000629997,25.39381408557899,8.239237607802274,21.63236838812419,11.740026743718015,21.63236838812419,5.768707000629997,25.39381408557899,10.40388674352652,17.07522439514409,11.740026743718015,21.63236838812419,5.768707000629997,12.13468947072383,9.78137562587298,9.579579554490634,11.740026743718015,21.63236838812419,20.614312816778764,9.609222469029167,25.39381408557899,9.712156031104255,14.17037094686576,9.219319711008596,8.462901057896323
points30,12.783616160363858,11.817004111692045,15.090132869510786,10.419823388304431,8.928983776918306,12.519889374628047,3.9848256866574996,14.90992101290959,15.783283776446563,15.008614294310567,12.443881009873204,12.427326820815653,17.453616203458942,17.60919523651126,0.0,3.9380814062714924,8.501644530978181,13.079944517719868,25.453692096362218,26.15714455170386,21.368555757684803,26.278405890405516,18.381998500135058,21.69733713808329,4.616751221381041,11.149831040585875,12.87185835723071,18.381998500135058,12.87185835723071,21.69733713808329,4.616751221381041,16.74683137699861,14.936232715982364,18.381998500135058,12.87185835723071,21.69733713808329,12.30985018954386,11.531334139443217,12.908906590810677,18.381998500135058,12.87185835723071,6.832887002881622,12.097537409646378,4.616751221381041,11.943506693361295,15.91571178353046,13.01298276885217,23.227907917261945
points31,11.71004628140373,18.724053102122465,18.314827484295442,6.55176573729145,10.809293334732475,13.290401843767324,12.253398527632662,7.351750500967249,3.5834917960267387,9.878725193434107,12.352559888190028,25.76314500857435,21.09543453633078,21.497941271500668,12.171538303198549,19.505150905098134,24.22880265966803,12.106580896560848,12.161082950732238,10.376573749616465,11.853076396182555,10.413319635158437,8.35569584555195,9.520177427901725,19.98557920562712,10.373273653220851,21.02399524546796,8.35569584555195,21.02399524546796,9.520177427901725,19.98557920562712,12.074939781118406,25.754977535277238,8.35569584555195,21.02399524546796,9.520177427901725,13.520004558173769,11.465868849604195,11.195012845622191,8.35569584555195,21.02399524546796,17.3700166005404,11.052254625036813,19.98557920562712,12.26377616637519,13.692227642081775,11.739290408610804,8.938133214747259
points32,17.799260492166226,12.436032522240524,21.46258843996567,7.46076538318988,12.488450605975446,17.874599368159103,10.273965511732614,11.896388072348305,10.887626535145362,6.385409431005027,17.392422536990725,19.908878247357006,20.56181627795755,17.618705591783552,10.016398273129427,20.018189728338655,23.283583607202498,14.591124595380592,11.786002994521183,10.105856160648308,14.52229899555206,9.662836240862234,8.974761981499132,10.433113648983984,20.492084648043107,14.653892252669364,23.958242158669254,8.974761981499132,23.958242158669254,10.433113648983984,20.492084648043107,17.197349087096974,18.300958648619613,8.974761981499132,23.958242158669254,10.433113648983984,18.467027242340844,15.075190036463459,13.790078158353275,8.974761981499132,23.958242158669254,15.39527693918203,14.03480608482104,20.492084648043107,15.067549195793738,9.845763184789625,14.12795969058617,9.984221727764002
points33,10.89387911475939,19.896178301310318,15.386876435334559,17.332120882034257,18.095720996734954,11.743770073771284,14.484106596375709,18.73161195955146,12.66993706534191,14.204494053546496,10.203765080301778,18.035200129448167,12.478116728933594,10.65698763114578,14.792671034767976,21.456121668791802,13.01890052039448,10.241201688297279,14.058375942352463,13.806632559889017,10.42266980189305,12.296670285643806,15.645753065175773,8.396508110249576,21.91170499775269,7.7656582902144615,18.294648434064783,15.645753065175773,18.294648434064783,8.396508110249576,21.91170499775269,11.841677722016549,16.482074300440548,15.645753065175773,18.294648434064783,8.396508110249576,9.993501409782006,9.231620996834188,9.205330111404201,15.645753065175773,18.294648434064783,20.370463359400148,8.731468359996015,21.91170499775269,9.57442876486663,19.995470705397327,8.828289062481446,15.559827999698157
points34,8.14988315674231,20.228724341795306,21.72801793957745,13.919218611060938,14.036595550843632,9.724041879889036,14.442075609911454,10.358388090764441,6.207826130640176,7.484922871277928,7.58405047577821,24.013451072486394,13.995833999761643,17.58172929514012,14.712368816678637,17.55356601222201,16.56779106758323,11.90913441379355,14.596105071667802,13.77438788687011,14.788432848273434,12.80796787937657,8.96123111735299,11.776364145130753,18.058847105052433,7.721616278187214,24.20566745584929,8.961231117352995,24.20566745584929,11.776364145130753,18.058847105052433,9.511827940392514,23.076790673478857,8.961231117352995,24.20566745584929,11.776364145130753,9.460251258723403,10.172830730061817,10.797208217368606,8.961231117352995,24.20566745584929,15.876866766714114,10.11930209834083,18.058847105052433,11.120281894304146,15.463079896149763,10.831268956826266,12.296356191719447
points35,4.459374759348931,25.147003166900063,14.812269750168575,14.231797742184352,17.365400140528674,4.150759752589869,14.428711480811794,15.434334976760972,10.34616909796083,15.152141779357128,3.4116430014396544,19.220530245025504,19.214316409051314,14.15631009877048,13.64230483696451,19.324730856953177,16.242757112428105,2.6285306110046918,13.990120608698696,13.494891061666081,12.348632990481386,12.217045384019439,15.55681234867518,10.543245074566713,19.80745674750755,1.3680764374774128,17.75901757899112,15.55681234867518,17.75901757899112,10.543245074566713,19.80745674750755,3.7589730981218734,18.85352703724463,15.55681234867518,17.75901757899112,10.543245074566713,5.7556262646057155,1.9022158033540528,2.194585792474634,15.55681234867518,17.75901757899112,17.389916209959118,1.8167446046766274,19.80745674750755,2.425922611759787,20.26447453051572,1.9841013315931877,13.496182616109007
