,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54
points11,10.371942887842376,10.370356820806654,20.85981526868775,16.263262310199515,19.583878091018605,11.649464404177317,17.637373921586313,15.83769553264198,19.095998810292603,17.396407778014662,17.043938158482746,14.589314324493335,20.25805848831455,16.002649826563317,13.635308062766494,16.3648276721785,19.01265201309222,13.635308062766494,10.857089002062565,16.3648276721785,8.00298724192642,13.635308062766494,9.879156440947577,22.425797817787767,16.3648276721785,13.635308062766494,11.590092134597233,9.286976034906326,22.425797817787767,16.3648276721785,11.445596365905386,10.805242982951663,8.508262803711935,17.096467561845415,9.286976034906326,22.425797817787767,16.956103255066942,9.286976034906326,17.903954216793093,14.487107440820456,22.425797817787767,13.635308062766494,17.205721280227753,15.678384973025377,16.3648276721785,16.30550332816417,13.635308062766494,13.884019073235203,22.22609141099639,16.3648276721785,16.932355365492736,13.855736404395218,18.78605151249615,13.635308062766494
points12,9.966194990137192,20.146641448350817,18.461302642212832,20.074797880760823,11.434549874884754,9.024391429507334,17.394823301238713,16.338850094107283,10.490326350249141,16.876986957525236,16.07247890057362,13.146797365763668,10.092234404689801,15.987011362527282,12.620848386290549,16.859600194987696,9.765136192228184,12.620848386290549,9.161887658635935,16.859600194987696,8.52085156470884,12.620848386290549,20.991560649138364,11.763560208380325,16.859600194987696,12.620848386290549,9.253810300391452,20.52992625877897,11.763560208380325,16.859600194987696,18.46678066215244,8.120768214222336,17.06381991218163,18.760291523956592,20.52992625877897,11.763560208380325,19.644961971676647,20.52992625877897,7.815425558097582,5.541499628663284,11.763560208380325,12.620848386290549,18.91510225225679,14.22892733676279,16.859600194987696,18.652802924943508,12.620848386290549,3.458184950515266,12.787257345416066,16.859600194987696,19.610381220965966,18.59509069170645,18.278130982667246,12.620848386290549
points13,6.67030385884137,14.683456263917575,24.16497793117899,20.271819867287075,15.60299490219577,5.75604961612471,16.934258135639926,17.74290325234697,19.190944744415866,16.716675918723364,16.484620813406792,13.951426244726749,15.773102100045008,16.565750093577567,12.309812532984102,18.245773197642414,13.355730754788583,12.309812532984106,5.9022121706508255,18.245773197642414,2.3903770372167834,12.309812532984106,16.019700322434236,17.683326220773253,18.245773197642414,12.309812532984106,6.500633408004377,15.499657639502157,17.683326220773253,18.245773197642414,16.301634456299354,7.369485681178832,13.29659314810515,22.461010894407128,15.499657639502157,17.683326220773253,20.397471405232192,15.499657639502157,12.375472477441736,15.900368198430133,17.683326220773253,12.309812532984106,22.202043520771888,14.766999907357375,18.245773197642414,21.418963631560192,12.309812532984106,8.500692539390826,17.06831812433389,18.245773197642414,22.944651911807732,16.751596132260218,24.290890953032335,12.309812532984106
points14,5.1614114366463815,7.584769941634555,22.44928394814714,11.067564850886553,13.555351762868163,7.985296444066676,11.26916785593713,19.172755155588206,20.56960707057597,11.445693354331958,10.115117948555818,10.444577004639202,23.154638044062445,9.481822309759078,9.114334158248546,19.6574164067588,22.42298453133663,9.114334158248546,6.009081928673392,19.6574164067588,8.612694301402444,9.114334158248546,7.807833145527988,23.966201209618728,19.6574164067588,9.114334158248546,6.655650640169995,7.191319301075029,23.966201209618728,19.6574164067588,13.609133088317563,9.024173231098992,15.482706120040117,22.095163449557486,7.191319301075029,23.966201209618728,18.74008162690532,7.191319301075029,21.71076382327912,14.325535746216804,23.966201209618728,9.114334158248546,22.094279843284554,9.042362346128552,19.6574164067588,21.263215347586605,9.114334158248546,19.328624824448415,9.491242661139925,19.6574164067588,20.670436794336272,8.274278625766476,18.1880517680349,9.114334158248546
points15,9.00951199098161,7.535826270649718,21.313552434747386,11.984961787750166,14.018074874751356,10.385165811572934,10.71996705993658,21.426050498261944,20.338690763941695,11.133043759813711,11.351637477700626,10.793527408213887,23.205531892614772,10.481015715021794,7.923115519862413,21.882016773697845,21.517398731344116,7.923115519862415,9.386145709846563,21.882016773697845,7.859257760249134,7.923115519862415,11.040945065804024,22.594864110822034,21.882016773697845,7.923115519862415,8.878160798065586,10.462413090219234,22.594864110822034,21.882016773697845,14.550581019098818,13.144314251527518,13.629736393855602,18.775248347694312,10.462413090219234,22.594864110822034,14.613212108334888,10.462413090219234,18.60871224371074,15.603860546309928,22.594864110822034,7.923115519862415,18.688968379103486,10.15748043266511,21.882016773697845,19.030223967400755,7.923115519862415,15.02030720076572,14.126973010808067,21.882016773697845,18.222157345362884,9.513987437161031,18.92702116665831,7.923115519862415
points16,13.710502297105238,10.217828895417156,16.529838349427422,15.332475756322172,23.28588796567055,14.609015946064673,15.631805531439808,16.52114499206984,17.212694228038384,15.133807396874971,16.390305461987587,16.815878758681286,20.4166639418609,14.652148040217828,14.059462579865274,17.039573627328533,18.697284433219576,14.059462579865274,13.875832420420647,17.039573627328533,11.13657718175019,14.059462579865274,10.487675853750751,21.654658069213312,17.039573627328533,14.059462579865274,14.477062543565513,9.902644196379745,21.654658069213312,17.039573627328533,6.33720018929641,13.693620510232744,4.301752895023876,14.312497747053943,9.902644196379745,21.654658069213312,14.063008791465219,9.902644196379745,16.725154274076626,12.08483429372705,21.654658069213312,14.059462579865274,14.161727374259888,13.98102317275429,17.039573627328533,13.40491814290598,14.059462579865274,15.302717268438508,24.623397159965453,17.039573627328533,13.913103852769968,13.892050947877543,15.712631327938416,14.059462579865274
points17,11.621236788377047,15.06539045747056,13.515317985655335,12.229663920035804,17.006050905321278,11.562088916497439,11.50660236198022,18.59784616124653,12.90282955850316,11.707267955012066,10.8929286405338,12.97188541572577,15.375949605912265,8.446939387770314,11.213408456134804,19.089828689539498,17.603462184306395,11.213408456134804,11.499794828347968,19.089828689539498,15.398034030917607,11.213408456134804,14.65250145812393,16.878451042870598,19.089828689539498,11.213408456134804,11.921147571495194,14.116397231619766,16.878451042870598,19.089828689539498,9.889651810507567,6.23247782786432,12.738060352252127,17.695485665505647,14.116397231619766,16.878451042870598,21.536336077328006,14.116397231619766,16.494574365866484,7.335759852116534,16.878451042870598,11.213408456134804,16.557639496713044,9.468501501738228,19.089828689539498,15.972886654026327,11.213408456134804,14.941222530664028,12.783058340507424,19.089828689539498,17.021493388473107,10.299128073606267,11.533001016580732,11.213408456134804
points18,10.941000287747604,18.52047474147769,19.6609931590261,18.157284278400876,13.73472767225234,10.138144099955685,14.727274440518999,20.366306102564923,12.151353809141545,13.89723866861478,13.95207004053005,10.521451683726191,11.783196288731457,13.223079508108409,9.291922043302092,20.835767874637952,11.398098375716286,9.291922043302092,9.416994606250343,20.835767874637952,6.646009596893835,9.291922043302092,20.281128201736337,12.980698878721986,20.835767874637952,9.291922043302092,9.872235979218633,19.81114781138613,12.980698878721986,20.835767874637952,18.186337741337322,8.881317727455762,15.714906069752862,18.242809264338867,19.81114781138613,12.980698878721986,18.883170424260108,19.81114781138613,10.14060080513078,7.803241120364013,12.980698878721986,9.291922043302092,18.657861444977225,11.784352938672043,20.835767874637952,18.031460788350426,9.291922043302092,3.4410127604310152,14.700281955887633,20.835767874637952,18.47416197036094,15.230870086304941,20.116973095832385,9.291922043302092
points19,10.223989409018362,21.892814865130024,18.50835662802634,21.548397518654532,13.674254614358247,10.148221778562936,17.499205896316905,17.189389042879114,8.792902817676337,17.5803379303132,16.53466103927998,13.836581876266491,8.276484101710068,16.46429772910554,12.769336026390697,17.6993078097421,7.232854602608988,12.769336026390697,9.057721660773144,17.6993078097421,8.457028989586993,12.769336026390697,22.022769039547857,9.879290430154253,17.6993078097421,12.769336026390697,10.440686027519217,21.573249052533008,9.879290430154253,17.6993078097421,17.313959420847684,8.416910670342872,15.848757828655456,18.347140378052053,21.573249052533008,9.879290430154253,19.348335892797603,21.573249052533008,7.673791219679042,6.034943620625119,9.879290430154253,12.769336026390697,19.02013955379595,14.946758165037117,17.6993078097421,17.460329964308063,12.769336026390697,3.5348151116929927,12.57141809922616,17.6993078097421,18.4638810051711,18.77562920837502,18.34072806600514,12.769336026390697
points20,6.48429091579596,14.250151238764134,24.072356050457774,17.86933422167711,13.62676303746658,5.601056579043605,12.273310570422533,21.064073719594106,19.437911898664158,12.14378109762472,11.748015427651548,10.502960606032817,16.22367231440332,12.545806869878977,8.369557296726377,21.524649650357343,13.177323234248858,8.369557296726377,5.059244807068786,21.524649650357343,2.0935041119385565,8.369557296726377,16.888143379823997,16.87512412688442,21.524649650357343,8.369557296726377,5.728192574221734,16.37830296985327,16.87512412688442,21.524649650357343,17.588611066997295,8.693571177444314,16.24588415291074,22.936813334420233,16.37830296985327,16.87512412688442,19.071223578416085,16.37830296985327,13.03209563881341,17.530520243860956,16.87512412688442,8.369557296726377,23.052061943029575,9.983416968635128,21.524649650357343,22.195047249181716,8.369557296726377,9.052128763991131,12.772601318607334,21.524649650357343,23.102771463045617,13.242384335078487,24.58206346070579,8.369557296726377
points21,14.664013599409625,11.71248198230364,12.68985753998347,12.485941795328747,19.91247475997093,15.201434778301754,8.989936634486362,23.02418368258372,15.617250899158684,8.692077072403933,11.209787955851617,13.401568892634899,18.862455883666144,9.424135797319513,8.289188283128059,23.459798257079036,19.035767539408994,8.289188283128059,14.077993874095114,23.459798257079036,13.94996206114322,8.289188283128059,15.193504080392783,19.015704185608172,23.459798257079036,8.289188283128059,14.175102487699563,14.663755430547598,19.015704185608172,23.459798257079036,7.979368183000635,14.0493394284937,9.437551520370532,14.385266506839876,14.663755430547598,19.015704185608172,13.706708957631546,14.663755430547598,16.146266210577412,11.68124790911862,19.015704185608172,8.289188283128059,13.957874927157446,9.23707682115925,23.459798257079036,13.708302223970225,8.289188283128059,13.766021341213948,17.02644228919567,23.459798257079036,13.308734768440184,9.483400777247006,12.953267773260189,8.289188283128059
points22,14.570702633172997,19.332988185116342,14.087959406970484,17.973210916046916,13.861492703539597,15.118973962536392,13.827132872688688,18.23619218160338,8.790227298393997,13.372723453569613,13.034760093314649,12.034169777860935,10.938307964762352,12.450570645441717,11.154359854072442,18.732780254484176,8.873541740646386,11.154359854072442,14.042707416100365,18.732780254484176,13.902570693159575,11.154359854072442,19.978044693762385,11.13474167054682,18.732780254484176,11.154359854072442,14.875618653363905,19.504503746790625,11.13474167054682,18.732780254484176,14.83051295175213,13.570359822473332,14.390112236054085,13.674456797849,19.504503746790625,11.13474167054682,14.186470773137739,19.504503746790625,10.323679105712054,5.848334104026876,11.13474167054682,11.154359854072442,13.993456541164784,11.101088256217611,18.732780254484176,13.0044824668131,11.154359854072442,6.228029405436553,12.948881043976638,18.732780254484176,13.392858980915012,14.677103109006607,12.999749153955113,11.154359854072442
points23,8.170238515412954,13.73852424631807,20.571580624565453,15.581468131230688,15.871298142459123,8.323150214723238,13.79354673521528,19.6161024745007,16.480147228232155,14.000578439337076,13.88194683279535,13.601697090418986,16.755685262040593,11.757142335748325,11.350244796296343,20.095117843253085,16.96541627315007,11.350244796296343,6.921236731507256,20.095117843253085,6.322912942454645,11.350244796296343,15.434689575404958,18.045779044872813,20.095117843253085,11.350244796296343,8.160387294279563,14.907774318300367,18.045779044872813,20.095117843253085,13.573351228192761,6.527618369702153,14.54725417315059,21.539747790564004,14.907774318300367,18.045779044872813,21.240713548932554,14.907774318300367,14.615827603109455,10.546108713811517,18.045779044872813,11.350244796296343,21.17449525866563,11.630170644699309,20.095117843253085,19.751382447233123,11.350244796296343,10.722972343311605,12.197292563302144,20.095117843253085,20.32576784916108,13.142124617374257,20.43386579665984,11.350244796296343
points24,11.935540582791894,0.0,13.09119258368599,24.42616189351468,11.653084128558557,13.656475548204034,22.59962361811479,13.238845629164812,4.66112877744553,22.166646218849294,21.988344231273413,16.850102656204086,0.0,6.429050700440761,14.740635383801465,15.180964746088714,22.491247896840186,14.740635383801465,14.242955379527416,15.180964746088714,15.623982101827238,14.740635383801465,4.835134878161738,28.085762528645574,15.180964746088714,14.740635383801465,13.09747310525031,4.183698445638867,28.085762528645574,15.180964746088714,9.633278305345794,17.941728891268053,9.964467096510116,14.45821884704632,4.183698445638867,28.085762528645574,9.807962932026461,4.183698445638867,23.662244551544543,18.97870945983679,28.085762528645574,14.740635383801465,13.79153358983096,6.609236078736694,15.180964746088714,14.791013640831713,14.740635383801465,22.547732511791722,15.089672080789496,15.180964746088714,14.880747706087037,4.6390280202221135,11.311391496786767,14.740635383801465
points25,11.491176617852574,20.327511477003736,15.601602014509671,19.54136177325466,11.409343450428265,10.05822425606469,14.712360733448895,17.18191702432347,10.541791105928693,13.591041800518612,13.821749833897647,13.674020988549717,9.904157546932886,13.677195998780958,12.59976346097713,17.69193094488739,7.912634187887171,12.59976346097713,10.156369398717853,17.69193094488739,9.996437878073078,12.599763460977126,24.327992185399484,9.960952851496595,17.69193094488739,12.599763460977126,9.754379898907445,23.90555343942937,9.960952851496595,17.69193094488739,17.50980418989583,10.699747716002303,17.208282329180058,17.468833683040174,23.90555343942937,9.960952851496595,17.061770803669802,23.90555343942937,5.846562878127774,7.7591674022970905,9.960952851496595,12.599763460977126,17.91230210104282,11.502806016641859,17.69193094488739,18.149872670744955,12.599763460977126,0.0,15.263782786742786,11.107020540880058,9.132789484616897,11.918211813484104,10.857605238991367,21.40866511114991
points26,7.655401740972189,19.308729424812697,17.236416971261015,21.39143463832288,17.77662477079803,6.895397127687095,19.39005468995567,13.022829906201386,12.102807964933588,18.533946721683986,18.35343075197616,18.4935218751869,10.963533323794854,17.496162100167226,17.528751889368845,13.585808434499029,10.979215931572604,17.528751889368845,6.325846051624824,13.585808434499029,8.626208576181654,17.528751889368845,18.138065371929006,13.863341908470632,13.585808434499029,17.528751889368845,7.908495594552015,17.64290876331443,13.863341908470636,13.585808434499029,10.729261466136698,2.215046614627325,12.59584399486364,22.070657176156658,17.64290876331443,13.863341908470636,25.56032805591732,17.64290876331443,10.952051942715519,6.908500313368636,13.863341908470636,17.528751889368845,21.77486612497064,16.74030573168087,13.585808434499029,20.004462052846517,17.528751889368845,10.77331239338226,13.454552447428327,13.585808434499029,21.78232152184334,18.867509079052333,18.174796988155048,17.528751889368845
points27,9.22656401844808,15.347159176481542,17.11070038052976,17.7143721850184,5.854319211511844,9.212744725274899,13.158869135006908,19.30082865270981,15.880068824597014,12.739004740661272,10.176513972830964,7.694616555438696,15.08295371444,12.885202104825668,7.803282587820106,19.783858929980724,13.551170994152768,7.803282587820106,8.839253075934398,19.783858929980724,11.069415966699355,7.803282587820106,18.903897916542366,15.651992203460873,19.783858929980724,7.803282587820106,8.98734581965255,18.417738135752426,15.651992203460873,19.783858929980724,24.0846625209923,9.621564759494227,23.374032166179752,19.2471221084547,18.417738135752426,15.651992203460873,18.14171451350732,18.417738135752426,11.551022292881525,11.92056298427341,15.651992203460873,7.803282587820106,19.240435534186442,9.662841114060077,19.783858929980724,18.920524035914294,7.803282587820106,8.41049680959264,6.825464735655438,19.783858929980724,19.418228469062928,14.065316939037796,15.778502944174287,7.803282587820106
points28,9.645260286726772,8.250246119471155,20.43358289033457,14.752373524058436,20.045074292447723,11.806266452616136,14.82182896036402,18.228937908507447,19.92233561350432,14.749964850265474,15.081241137677644,14.54316338657293,22.462645736814196,14.291934329309923,11.76951586233022,18.725618362172288,20.458254356907904,11.76951586233022,9.905934391421129,18.725618362172288,8.497177884987787,11.76951586233022,8.359644156131088,24.39792531076752,18.725618362172288,11.76951586233022,11.095096445882485,7.749612862842936,24.39792531076752,18.725618362172288,10.199247166545245,12.470411703837504,8.320775272435144,18.064717415531835,7.749612862842936,24.39792531076752,15.28821518923905,7.749612862842936,18.889203868154496,16.00184244176473,24.39792531076752,11.76951586233022,18.16483188923757,13.434191615557312,18.725618362172288,16.802833386342975,11.76951586233022,16.417157123348925,19.927261429242282,18.725618362172288,16.772390311582907,12.165509614787887,18.30135009125984,11.76951586233022
points29,10.709595930805135,12.727371376836913,18.172484261635407,11.879420205267678,18.967469637999667,11.012613466429723,7.348498600847379,24.98314625571882,16.108611208886025,6.495141258355171,8.199485113512226,9.647437385025498,17.807127868758148,7.060418391301357,5.768707000629997,25.39381408557899,17.084057172232683,5.768707000629997,9.469878380166321,25.39381408557899,8.239237607802274,5.768707000629997,14.796228279984044,17.807134566936995,25.39381408557899,5.768707000629997,10.40388674352652,14.261812523732488,17.807134566936995,25.39381408557899,11.744396072054085,12.13468947072383,11.50481052168488,18.409109761524785,14.261812523732488,17.807134566936995,15.624485681844451,14.261812523732488,16.32065150686697,12.11127953567142,17.807134566936995,5.768707000629997,18.604535321085457,5.726692272452449,25.39381408557899,17.49730279147863,5.768707000629997,12.028315370949668,15.961861481445132,25.39381408557899,17.582052838221035,8.462901057896323,18.5543375176737,5.768707000629997
points30,12.783616160363858,10.419823388304431,11.817004111692045,8.928983776918306,15.090132869510786,12.519889374628047,3.9848256866574996,24.494124895933876,17.453616203458942,0.0,25.453692096362218,21.368555757684803,8.501644530978181,26.15714455170386,24.417363285502063,1.8967250739622716,8.003198955249658,24.417363285502063,15.476204659482757,1.8967250739622716,15.09701870888207,24.417363285502063,15.409623427195223,12.384592618381317,1.8967250739622716,24.417363285502063,16.74683137699861,14.882413698640894,12.384592618381317,1.8967250739622716,16.142677735318856,12.30985018954386,12.628407320468956,11.934298056418715,14.882413698640894,12.384592618381317,15.449038912482639,14.882413698640894,11.020271598668037,12.301718307595149,12.384592618381317,24.417363285502063,12.547968711181833,26.278405890405516,1.8967250739622716,11.124445218152442,24.417363285502063,12.544688061252796,11.7499348195695,1.8967250739622716,15.980648522575972,23.227907917261945,11.828236380610907,24.417363285502063
points31,11.71004628140373,6.55176573729145,18.724053102122465,10.809293334732475,18.314827484295442,13.290401843767324,12.253398527632662,19.505150905098134,21.09543453633078,12.171538303198549,12.161082950732238,11.853076396182555,24.22880265966803,10.376573749616465,9.520177427901725,19.98557920562712,23.98805645670165,9.520177427901725,12.352559888190028,19.98557920562712,10.373273653220851,9.520177427901725,7.351750500967249,25.16917430162326,19.98557920562712,9.520177427901725,12.074939781118406,6.72987870058022,25.16917430162326,19.98557920562712,11.255181500486923,13.520004558173769,9.878725193434107,15.891635760982625,6.72987870058022,25.16917430162326,14.236908271346433,6.72987870058022,21.497941271500668,15.28038131502791,25.16917430162326,9.520177427901725,15.697741424688942,10.413319635158437,19.98557920562712,15.818369169726715,9.520177427901725,17.39627445992265,19.190753746070776,19.98557920562712,15.258316992906718,8.938133214747259,16.4612782525766,9.520177427901725
