,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60
point14,1.5510483733,3.52984592804,6.3268249381,10.6338489327,8.94465935889,2.47928230687,8.52653445025,0.0,10.7178477543,11.2507602907,4.93249588029,8.15604767229,7.04102389747,12.8826583321,11.4376220471,9.77596412149,10.0585600272,4.3317625334,11.345371979,8.26102299952,11.473101964,8.00244374806,9.59611333229,12.8410630519,8.38289632983,6.6795926957,5.32573179112,10.3828077289,7.84971159221,8.52653445025,2.2461344205,4.82754976415,0.0,4.07112766139,7.44346575641,10.7167851723,12.4198338049,3.01297979195,6.51871766738,4.36126304699,8.31479167514,3.8392037881,4.23945150767,8.95558016832,4.41851380945,4.36126304699,1.41364823661,10.6442348475,8.51345521468,10.3273617691,9.78680216648,8.26102299952,1.80574645127,10.1669413504,1.80574645127,9.10475074613,5.06390411451,10.0731105981,1.16864203556,1.62297719091
point15,1.9648421858,2.18301003676,6.59683230199,10.2481410545,7.08725066461,2.89621371352,7.99349888205,2.75030635875,9.58009082443,9.03071954678,7.46886837425,8.24519139306,5.61814172861,11.7952726183,8.18492987674,10.0784177016,10.3826780591,3.5088216003,10.9831860162,10.2124477474,11.8116275645,8.11212147933,9.51803936343,11.0851404617,10.1415196459,7.7489106634,6.25825508488,11.1803629701,4.87208998933,11.8109089739,1.65452719581,6.31761521,1.05248545347,2.40503932182,10.1170586331,10.4791941764,10.3733654558,2.30404369647,6.98901408347,3.79591237342,6.96441018481,3.55349567286,3.59683975444,9.22190848989,3.97081685043,2.75030635875,0.779133623525,8.69687713769,9.17977725151,8.84774954831,8.97568176913,7.81691964423,3.02871058595,9.94224177501,4.83637358356,6.0864674627,5.68603542819,10.8190534128,0.0,1.80994943877
point16,2.90137860229,3.68536833781,6.66966460873,9.99909803371,6.94883442558,3.37737366503,8.39220148727,3.70875007531,8.25743027428,8.47250401794,7.40221906928,7.69028438607,5.15134741991,13.9155619809,9.36776418842,9.00679451014,9.26139212406,5.64947175718,11.0412758421,9.99973228761,11.0403582234,8.45225359751,8.73576923933,10.6184864507,10.0370527016,7.80554397653,8.22760631739,9.72495546167,5.73675638822,11.9737045403,3.93652487439,7.34879895961,10.2475359395,4.62661435218,9.31900819302,10.075826745,11.1520312708,4.91024336719,6.64795339101,8.03933034558,8.23619122819,6.12666317866,6.90643366983,8.62573440959,5.63656082156,5.48633788475,1.88103807567,7.76257471741,8.89603565962,8.80664628173,6.23539391504,8.78340426797,10.7494337046,10.525687189,2.9464314371,9.71039663634,7.30357072032,10.8121452096,0.921817139847,5.9912225054
point17,3.4609128992,3.61847360308,5.66104837265,9.73121719013,8.43559109283,2.71920534912,10.1035763186,5.67993605983,9.09709718752,8.26763879053,5.09430786494,4.75650028149,7.09277827915,13.2652912534,7.04331169212,9.34876577002,9.65205799675,5.75645491334,9.95014613972,10.0211743217,10.904145362,9.01660774471,8.88658977456,11.5772966379,8.86622800103,8.53669015707,8.08496779281,10.8440466341,6.0730361331,8.75755668894,3.28196525378,5.42322182298,8.92231977286,3.42948206518,10.5774571529,10.4512935492,12.6870672514,10.9219078647,7.56337933889,5.92341306397,11.3120774526,6.91147588044,4.54476356167,9.53610342477,3.56330458947,2.37540092891,0.0,9.01239268347,8.53669015707,9.14680539322,9.17201239282,9.66762074307,0.763921420761,10.4048648137,2.55753262765,13.641893692,8.47292230165,9.64326636762,6.0730361331,6.84294113021
point18,3.00451936963,3.00717755732,6.52420475302,9.06266141243,7.9959367035,2.23305974492,8.31715028173,3.80266886592,7.69719694865,9.69197202955,3.87723381856,5.37567199264,6.44582269446,14.8986580663,10.1253359736,9.34146989865,8.96131945527,7.04871572531,8.78370219022,9.48101431126,10.1588873456,8.70395546802,8.80176331768,10.770283969,10.1889349521,7.8392037881,9.86571626149,10.1742266298,7.05274192447,8.28155452975,5.23586489036,6.46390195848,5.45730207253,4.31300635034,10.9801467197,10.5180137831,9.79293992346,3.50636074509,9.12221973506,4.48977411825,7.23747767716,5.33033609888,4.6039645413,9.41527698932,6.98269702192,7.3199971987,3.0058490757,8.92771278753,9.06665162421,8.34204799234,5.79542150313,8.10274735232,1.0775164697,10.9372561044,7.18706499039,11.5032393998,10.9671758141,9.88052023759,4.55936944202,5.24842098261
point19,1.54146527849,2.54153961931,6.84325527996,9.44446829832,5.47909148553,2.45643820194,10.6027174205,1.19061486021,8.02624123871,9.22396789833,3.17239150333,5.42327225493,6.78227750019,15.576561109,10.3433745085,9.18794090914,9.32406575664,6.25445610064,9.15586305168,10.3355243449,10.8743973912,8.4277318668,9.36602708735,11.331017684,9.98285100885,7.73203850183,7.7749122195,10.3415966544,6.62156986417,9.41901632555,2.27721113639,5.67704305457,5.16780348212,2.17849156782,12.2239775487,10.3146059013,10.3243830949,3.17239150333,8.20772694779,6.8868549442,7.62832158881,6.95554529745,6.44701046955,8.89625065392,9.59739150135,5.08845541337,4.14339341869,9.69953948694,9.0663771624,8.65482217072,5.93822461956,8.19515563309,0.0,11.0997751636,8.63051832324,12.0613171834,11.0357819707,9.30810007821,5.29106200376,6.99234924522
point20,4.16758272913,3.84138948407,6.97612301373,9.98225207842,6.97737152028,3.32146635859,7.89047101303,2.93153178359,8.36879889955,9.64182236022,6.25340125575,3.6281203275,6.59858108124,13.4521640063,8.59939962742,9.79347325767,10.5467883755,8.00924078481,10.3111693047,10.499905666,11.7040938444,9.05605239052,9.43630761426,11.8642016241,8.92832886567,8.16730272561,7.85550390155,10.0579105181,6.19892626881,10.5320928847,1.75172078678,7.32433358571,1.94151952378,0.961252884058,8.38931727828,10.2933221986,8.88742778805,2.74032316356,8.15776629188,3.38823087453,6.71662057344,6.80480218622,3.38823087453,9.3405066359,7.88180530948,4.53948144231,2.74032316356,10.0037427667,8.94954368721,8.93146736937,5.65811149052,8.91599287833,2.39550157538,10.9594079293,2.51984379731,9.00111540315,13.793105392,8.2748766327,1.53311477225,2.10922681554
point21,2.06691581165,2.61995289307,6.75799663051,11.1239403172,5.41567417338,2.76547109665,8.92374344462,4.17286350171,10.103353384,7.4331013321,1.66671115196,6.09829532446,6.91963803066,13.0564006331,5.39096340223,9.26029387743,9.468021182,6.72462298904,11.1031697649,9.88291964128,8.7242750895,6.68957872551,7.29340727216,11.1582120403,11.6821957905,8.79072968935,7.56874658494,9.20465672531,3.10636507156,9.05538548147,1.06170708479,8.04712391211,9.63451703707,2.76547109665,10.6522534364,9.55192931055,9.57953091141,5.69342004835,8.88886499018,4.92415215625,4.74072792154,3.33085952761,8.81066481248,9.81835529065,3.04434165677,5.1021709926,0.44625622989,8.02552718257,9.45019055946,7.47191090306,7.96300008379,7.30005964405,3.77472381679,9.79440936771,0.786596361891,6.78276238024,7.66722510769,10.8374150608,2.09163214011,4.22971865144
point22,3.52978347344,2.97671189364,6.03841642699,9.43797256834,5.89382814737,3.25053718905,10.1991815488,1.73244287694,8.69782593508,9.16970707792,2.034638318,4.59865104788,6.06017495448,13.8851148317,10.2403978162,9.28073133902,9.00987899187,4.34747432354,9.7810695059,9.46034530934,12.1431472101,8.69104555349,8.92968153713,13.5046203924,10.5237187622,8.00508554298,6.34919717514,12.0319079271,6.52324045015,6.88164015007,0.827249962243,6.45777484725,7.64380569456,7.60416771763,11.3035067927,9.51861775168,10.6091602656,1.73244287694,7.15680108408,5.19446139174,4.79249619526,7.06383726022,6.11140279193,8.21136756527,5.70330561332,4.55179284086,2.76706149768,9.10592945499,11.0505425094,9.09302927201,5.55449369206,7.38778471277,2.68259576906,11.6192066502,10.458919207,12.4898630093,8.40010239127,7.9631735312,5.77645672074,4.99872355206
point23,1.13185284596,2.3515152608,6.84584127307,9.19686027638,7.85382727304,2.56481712985,9.98672378866,5.41290343808,6.3295739196,9.5284912277,5.11524553529,7.98153303354,4.90696272856,15.6472588503,7.78375129238,9.37916606299,8.76048044853,5.45082524236,9.80712304172,9.30863937071,11.2554122143,10.0273669581,8.72093850045,11.2592018573,9.98618336288,8.17592374206,8.33476937088,10.149289855,6.11804611669,6.14913130274,2.8179097217,6.30321451623,1.09396575037,6.51997585552,10.6793041504,11.0759604132,12.511723009,4.94855412734,8.27613371295,6.23131911742,8.54366213641,7.19958401386,4.61172125532,9.18190509503,6.55521490686,2.96493457564,1.53161851093,9.34642065306,7.5031022219,10.2301165321,6.817674416,10.1435235223,1.53161851093,11.1847389993,3.33302292943,11.5199801786,10.8424289194,9.50765393094,1.53161851093,4.63386709184
point24,3.12184429788,2.47394272985,7.1196155566,10.7324896849,5.50603062055,3.17727999597,7.64830005284,1.34061923513,9.80367909961,8.82004490045,7.13405661434,9.03315866678,5.74162068591,9.71034497295,10.1280072136,9.39041619273,11.14772644,2.66993383567,10.8881724497,10.121067221,11.3908621863,7.95938184554,9.55964476259,10.5260688117,10.160728628,5.79197291512,6.57948188511,10.350917088,6.84769631378,10.9238919724,0.820730400605,6.51234383996,5.53015503851,5.46907195208,7.98578502483,9.96612183581,13.4745932109,1.34061923513,6.04732243947,1.54384228661,8.46865255037,0.0,1.10393399106,8.94866800507,1.10393399106,2.66993383567,0.467905469061,8.74295273631,8.1090261765,9.88133730868,7.69769738004,7.51865315567,10.3235727311,10.6221433581,0.467905469061,8.75244086213,3.68676943168,9.49982396752,0.0,3.50395927053
point25,4.80185189387,2.64846544303,6.00925534355,9.61191744232,6.38135952042,1.93553518087,10.91368978,2.82476785314,6.51763159808,8.05481592484,4.37685990204,3.57087576447,10.2505589797,14.9309174784,9.88622089436,8.75543508801,8.75978168277,6.79959247181,9.56591509119,10.3223450637,11.0224371717,8.66789212523,9.47807995359,11.242340503,11.0268069741,8.47261773813,8.48317085323,10.6621965967,6.03439621704,9.16071602448,3.62066851271,6.30989102643,5.42434435722,6.24333014795,12.1873489799,9.59580200305,10.741070865,1.20407809845,9.78430766673,3.71917248604,6.35479064923,3.87688033716,4.65091387492,9.64831803095,11.2702836447,3.97982415003,1.45343856135,8.94286633927,9.66656488246,7.96104446737,4.27979813082,7.2667303307,1.45343856135,11.1724712639,8.79126058469,10.4136596595,11.8192769961,8.39650631496,5.12523780489,6.73630721435
point26,4.31770202825,3.64267847005,6.7900030558,8.43599938703,8.57362825436,2.31304264099,9.70897177095,5.04522889221,8.75863963702,9.32919761326,2.71303589486,6.66793469035,6.84723277717,16.9693977642,9.05911728946,9.31847502291,10.0100664815,7.61489384961,9.36321708069,9.92229300984,10.8119927443,8.85216430295,8.47729280587,11.489235839,9.53772315841,8.1585137578,9.53977531515,10.0745027604,6.48619627399,9.34806639847,6.40743093466,6.75218660148,3.46670541887,3.02586155983,10.7228331409,10.7158504816,14.0291750513,5.47241303532,8.49327104941,9.09865062431,9.72800381543,9.91795828834,7.85641930339,9.34102060437,7.37610802038,5.61943942259,2.65361038399,8.29187517962,8.61899842566,9.28826396068,6.98077936385,9.72078463322,1.75770601748,10.747949584,3.88365013906,12.1562031905,10.6741657802,10.1673930553,6.8193360802,7.46737730909
point27,2.32524248339,3.24709202707,8.17400685749,10.065052554,7.48744615244,2.75958197323,6.94455394881,2.95121476442,7.16365973837,9.56989167526,0.566571640627,4.7426530143,7.76986428453,12.054271924,6.90456839315,9.73370853029,10.0862689416,7.14906625064,9.38298492536,11.3937926398,11.6421825949,8.93994645246,8.60067488956,11.1648126709,9.5403741187,7.4201623516,5.70005402311,10.7833420567,7.40795601418,8.62899590123,4.07664460084,6.2919442278,0.566571640627,3.3418434626,7.71255451284,10.5898009319,7.83916598773,0.566571640627,7.52936808156,2.85857784891,8.75480735021,1.54794331129,3.03826057518,9.44303884323,11.7038084285,7.66889207366,0.0,6.19335582463,8.9845067553,8.93857691305,6.00284876246,9.57626891849,1.28865386361,9.6315554179,4.90014226036,11.5705198544,8.64814902784,9.5625687112,5.3716982467,5.4211222902
point28,0.657091173712,1.02630432435,5.41119572152,9.60138824712,6.26387385516,2.73292038211,9.08750527283,1.59316251455,6.92629599478,8.81253993967,4.28966481315,9.84282330641,5.56872834729,13.4326201921,6.47488377385,9.08214637955,10.3550427012,2.54624008402,10.2087830391,9.23291493266,11.6805749007,8.54130574256,8.9682319034,12.123904762,8.78509604168,7.84135048281,7.60171879846,10.4801136214,6.29385600976,10.4829692553,3.0464386738,7.45126881848,3.79801939951,5.02092439616,10.2764966656,10.2413635275,11.7071045671,2.73292038211,8.80605333331,5.36956768512,8.07512612067,6.88258191692,4.3479915722,8.66548870684,6.38720742624,5.88493486863,2.21129260371,9.41230520496,8.91376007809,9.86748261796,8.42338487992,8.54444288249,8.97865326491,9.44984196307,0.488926267524,7.35742004477,6.4683242733,8.38992382772,0.0,2.73292038211
point29,3.67008118072,3.38279173688,7.58193869132,9.38665792786,7.14052305366,2.69432306013,9.38035499659,2.7734267278,6.14328320408,8.3650625852,3.05252023187,5.23935603109,6.02888073007,12.35771144,9.60108176951,9.49930577169,9.76853999129,8.48302570558,10.4899181873,9.19342186714,11.2286744138,8.72239429779,8.93840930501,12.6837885495,9.37163944568,8.17600355701,5.28326989424,10.2136267525,4.39682395144,5.63000932834,2.7734267278,8.3172497926,7.91323649907,6.09019289068,9.03485672423,10.4910112787,10.7050880345,1.82936249197,6.23697853726,7.36145255989,8.23484137606,5.42477096,3.85785164426,8.48302570558,5.4124665364,3.23129415379,3.53357580667,7.95890645858,8.81412098603,8.40131900715,6.79318059867,9.00753471467,1.49784225886,11.3578268822,1.49784225886,7.79498113608,9.75093304377,10.0148016024,0.0,2.32570301291
point30,5.6882950757,4.89994898619,10.1295277391,10.0936948521,7.38990232324,2.15924165973,7.34025959888,3.58863669047,6.11664546599,8.37467871249,3.04416676768,6.45357683978,8.66241559249,12.0332027259,6.33512769776,9.98886927177,11.2423881435,8.73734875915,10.9371236627,9.00052964235,10.6044976328,8.4596980008,8.72450703185,11.4805882702,10.6499028199,8.08598756802,5.66661742758,10.744388181,5.92790119319,5.88238138433,1.17670573819,6.60436789989,10.5839101519,4.89139488248,9.70547860688,10.1118920389,9.60396565366,0.705137466719,8.16414767832,2.05366744904,6.02186389153,1.17670573819,0.960140980311,7.77122533639,1.68081942464,5.82739224888,0.395282204132,6.64750303778,9.49413355643,8.69519000475,9.49743872404,8.08598756802,0.705137466719,10.1492009256,2.34967665775,4.6227488316,9.57026937467,9.62484662083,2.436215153,2.66850494181
point31,2.66247897042,2.74286855102,6.39497022819,10.3234376263,8.26310484821,2.49146832635,10.5377522737,2.74209246808,9.47706204365,9.57449324472,6.54641759738,7.02935349278,6.61507783163,12.7732793474,7.89614467482,9.49423958318,10.0344550953,3.78695176472,11.5003738487,9.55484590475,12.0802612568,8.63233365885,9.16299798915,11.5104328737,9.37102297961,8.32040795608,5.37657169811,10.2393479153,6.93819167955,9.21745369621,3.2533237188,7.39603101388,4.36182449432,4.43480834479,9.56027168558,11.312219299,11.9073826811,4.93163578581,9.50204412218,5.63587335358,7.37523061923,1.80306167509,5.55086681262,9.63059112614,4.48149270026,4.23131719715,0.0,10.5894077121,7.9132724077,9.97297978607,9.07019341292,8.54307049789,9.35230611146,10.4247121836,2.18792606749,7.86126063945,6.03061637897,12.758964363,0.775092694119,3.30616014488
point32,2.0907856967,3.76911581969,6.22167604847,9.66284814495,6.68892166187,1.70951121443,10.4190647973,4.02191495767,7.99420067283,6.65682096902,4.62516526467,5.49370176702,6.30612368068,12.8378939794,6.22167604847,8.95505992368,9.60152567654,5.61486293832,10.7706886671,10.0000422658,10.1990710966,7.30960367828,7.14412796771,11.0715629187,10.8035257369,8.4023043541,7.70003043409,8.2415256082,3.50836526384,11.5323948902,2.1915626507,7.63487637828,10.1297466658,1.55885536969,9.97422814599,10.2705172625,9.73710703897,4.5270953647,7.17359719255,5.33082726694,6.78540669354,2.84052365962,3.83781208183,9.79092187648,1.84595163951,5.58592698057,0.0,8.52946178942,8.68068301666,8.49860192316,6.98828703885,8.32998016644,10.7666614118,10.8692930898,1.20000206602,9.54125152731,9.910981443,13.3095900369,0.0,2.55222949842
