,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36
points11,16.263262310199515,9.879156440947577,10.370356820806654,10.371942887842376,20.85981526868775,19.095998810292603,17.637373921586313,17.903954216793093,15.83769553264198,17.396407778014662,4.816469027657346,11.649464404177317,21.647041346641686,10.857089002062565,10.237164229051613,24.1643713021949,8.636000700602986,8.900995508157997,9.649028914758862,20.25805848831455,17.043938158482746,14.589314324493335,7.0046526564388705,13.635308062766494,17.77896463186063,8.728888354362239,16.3648276721785,8.00298724192642,19.583878091018605,11.590092134597233,16.002649826563317,11.445596365905386,4.47930927980772,21.53396713785477,10.805242982951663,17.52787331776323
points12,20.074797880760823,20.991560649138364,20.146641448350817,9.966194990137192,18.461302642212832,10.490326350249141,17.394823301238713,7.815425558097582,16.338850094107283,16.876986957525236,16.652070540777085,9.024391429507334,9.87864079743396,9.161887658635935,8.686643730771697,12.249757192135855,7.886646554113098,7.700552759090597,19.160870636896387,10.092234404689801,16.07247890057362,13.146797365763668,18.810515576761908,12.620848386290549,7.658321141328865,7.8549792619740275,16.859600194987696,8.52085156470884,11.434549874884754,9.253810300391452,15.987011362527282,18.46678066215244,16.431851202879283,9.728104217531738,8.120768214222336,19.678618807847382
points13,20.271819867287075,16.019700322434236,14.683456263917575,6.67030385884137,24.16497793117899,19.190944744415866,16.934258135639926,12.375472477441736,17.74290325234697,16.716675918723364,11.232401365749583,5.75604961612471,15.144003963061206,5.9022121706508255,2.5581663802976236,17.70560721826722,1.6797274132881124,1.8038079298499932,16.63844365551175,15.773102100045008,16.484620813406792,13.951426244726749,13.52839117088431,12.309812532984102,12.232884066419201,1.5161339185103522,18.245773197642414,2.3903770372167834,15.60299490219577,6.500633408004377,16.565750093577567,16.301634456299354,10.958633559324136,15.010228623409331,7.369485681178832,20.501580526534937
points14,11.067564850886553,7.807833145527988,7.584769941634555,5.1614114366463815,22.44928394814714,20.56960707057597,11.26916785593713,21.71076382327912,19.172755155588206,11.445693354331958,4.7182710061431585,7.985296444066676,23.84064065699032,6.009081928673392,11.751094173536725,24.26322487811294,10.768042242475099,11.349864409972168,5.7830432810324535,23.154638044062445,10.115117948555818,10.444577004639202,4.804070457370653,9.114334158248546,21.597892462369302,10.671582473256679,19.6574164067588,8.612694301402444,13.555351762868163,6.655650640169995,9.481822309759078,13.609133088317563,4.38014102311963,23.734549336922996,9.024173231098992,13.073377883341832
points15,11.984961787750166,11.040945065804024,7.535826270649718,9.00951199098161,21.313552434747386,20.338690763941695,10.71996705993658,18.60871224371074,21.426050498261944,11.133043759813711,6.0157274344352585,10.385165811572934,20.416669085637515,9.386145709846563,8.920253128125896,22.95710683666148,8.868540567706827,8.861562955915238,8.649672696114576,23.205531892614772,11.351637477700626,10.793527408213887,8.238941563724662,7.923115519862413,18.485966116301714,9.006477241645598,21.882016773697845,7.859257760249134,14.018074874751356,8.878160798065586,10.481015715021794,14.550581019098818,5.690416832534938,20.299678230568983,13.144314251527518,11.406735506118187
points16,15.332475756322172,10.487675853750751,10.217828895417156,13.710502297105238,16.529838349427422,17.212694228038384,15.631805531439808,16.725154274076626,16.52114499206984,15.133807396874971,7.613099065821549,14.609015946064673,21.002599328724635,13.875832420420647,13.11086880301995,21.34907140582798,11.977747038189772,11.851984511115749,9.78935947776814,20.4166639418609,16.390305461987587,16.815878758681286,7.6511461278169595,14.059462579865274,16.596412213118203,11.758344675708745,17.039573627328533,11.13657718175019,23.28588796567055,14.477062543565513,14.652148040217828,6.33720018929641,7.3035711255132565,20.887473666476687,13.693620510232744,14.661165339586747
points17,12.229663920035804,14.65250145812393,15.06539045747056,11.621236788377047,13.515317985655335,12.90282955850316,11.50660236198022,16.494574365866484,18.59784616124653,11.707267955012066,14.470141902490212,11.562088916497439,16.59191240521147,11.499794828347968,15.044466624093328,14.446252039656473,14.803827088180572,13.776066214585196,10.251704552119833,15.375949605912265,10.8929286405338,12.97188541572577,12.075873599126837,11.213408456134804,16.365098299462126,13.97867629857677,19.089828689539498,15.398034030917607,17.006050905321278,11.921147571495194,8.446939387770314,9.889651810507567,14.228364249270278,16.46274619516681,6.23247782786432,22.129623289751002
points18,18.157284278400876,20.281128201736337,18.52047474147769,10.941000287747604,19.6609931590261,12.151353809141545,14.727274440518999,10.14060080513078,20.366306102564923,13.89723866861478,14.527784786709725,10.138144099955685,10.631012061792623,9.416994606250343,7.949339703304211,14.38822434069204,7.079999229919037,6.986409226665452,18.112223600761485,11.783196288731457,13.95207004053005,10.521451683726191,18.05574928757348,9.291922043302092,9.990898123002916,6.9989678389883325,20.835767874637952,6.646009596893835,13.73472767225234,9.872235979218633,13.223079508108409,18.186337741337322,14.286576667915558,10.482870506720161,8.881317727455762,21.12509940907415
points19,21.548397518654532,22.022769039547857,21.892814865130024,10.223989409018362,18.50835662802634,8.792902817676337,17.499205896316905,7.673791219679042,17.189389042879114,17.5803379303132,17.740473087956662,10.148221778562936,8.786557287809856,9.057721660773144,10.413307057931194,11.154088642322389,9.195190653740054,9.297911738199383,20.715501553188084,8.276484101710068,16.53466103927998,13.836581876266491,19.906075517831,12.769336026390697,7.516235938060313,9.115762793098611,17.6993078097421,8.457028989586993,13.674254614358247,10.440686027519217,16.46429772910554,17.313959420847684,17.53100759640276,8.63254427646265,8.416910670342872,19.87660119781378
points20,17.86933422167711,16.888143379823997,14.250151238764134,6.48429091579596,24.072356050457774,19.437911898664158,12.273310570422533,13.03209563881341,21.064073719594106,12.14378109762472,12.660293352312461,5.601056579043605,14.22429427989398,5.059244807068786,2.3700210043856864,16.268182851463077,2.201984691975357,2.017647377514444,16.884156552243752,16.22367231440332,11.748015427651548,10.502960606032817,14.451028567577694,8.369557296726377,12.891597457508276,1.8377795678394833,21.524649650357343,2.0935041119385565,13.62676303746658,5.728192574221734,12.545806869878977,17.588611066997295,12.40063368175915,14.087591226715952,8.693571177444314,17.548129231933725
points21,12.485941795328747,15.193504080392783,11.71248198230364,14.664013599409625,12.68985753998347,15.617250899158684,8.989936634486362,16.146266210577412,23.02418368258372,8.692077072403933,12.89407655042032,15.201434778301754,16.018972883056687,14.077993874095114,15.088744641447379,16.032838953834982,15.76612068720565,14.771945930661449,11.691930823733152,18.862455883666144,11.209787955851617,13.401568892634899,12.650636960716371,8.289188283128059,16.015681374181636,14.846843777897437,23.459798257079036,13.94996206114322,19.91247475997093,14.175102487699563,9.424135797319513,7.979368183000635,12.636726750049469,15.887982833577277,14.0493394284937,12.90196349824722
points22,17.973210916046916,19.978044693762385,19.332988185116342,14.570702633172997,14.087959406970484,8.790227298393997,13.827132872688688,10.323679105712054,18.23619218160338,13.372723453569613,16.730161197021573,15.118973962536392,10.951987438036355,14.042707416100365,15.204498700098817,12.171145215066252,14.780397119215055,14.399443508570833,18.282091872905706,10.938307964762352,13.034760093314649,12.034169777860935,17.733752149824152,11.154359854072442,10.174559217075187,14.648506727953192,18.732780254484176,13.902570693159575,13.861492703539597,14.875618653363905,12.450570645441717,14.83051295175213,16.510713425600084,10.804867644469494,13.570359822473332,14.550602314022177
points23,15.581468131230688,15.434689575404958,13.73852424631807,8.170238515412954,20.571580624565453,16.480147228232155,13.79354673521528,14.615827603109455,19.6161024745007,14.000578439337076,11.879129374774973,8.323150214723238,15.763549532827035,6.921236731507256,8.567013439675536,17.05456175571403,7.672261305987662,8.08245200795701,12.922688466181427,16.755685262040593,13.88194683279535,13.601697090418986,12.906873400566646,11.350244796296343,14.480370918679412,7.596675685396291,20.095117843253085,6.322912942454645,15.871298142459123,8.160387294279563,11.757142335748325,13.573351228192761,11.611751496095822,15.631746393727003,6.527618369702153,21.359941591882915
points24,6.418314001268423,4.835134878161738,0.0,16.658636469930926,10.420330264189621,4.66112877744553,22.59962361811479,4.967222283634752,13.238845629164812,22.166646218849294,24.16695590456684,13.656475548204034,4.138237884085257,13.677130289828547,13.118503981452644,4.6847036465569465,12.693428990534395,13.553025258557282,23.605849737478163,0.0,7.5455547193937695,10.328272559634831,3.969427869029971,13.07089811151051,23.73756861815025,14.38197724875664,15.180964746088714,13.980442186844947,16.45192635025106,13.09747310525031,6.429050700440761,8.361563954776848,4.857932932424818,24.569191925263677,17.941728891268053,4.667968859081241
points25,19.54136177325466,24.327992185399484,20.327511477003736,11.491176617852574,15.601602014509671,10.541791105928693,14.712360733448895,5.846562878127774,17.18191702432347,13.591041800518612,20.483797769909057,10.05822425606469,6.34525036381491,10.156369398717853,9.523556054327086,8.392449960263756,9.257194037370638,8.730780662787275,22.595946112734698,9.904157546932886,13.821749833897647,13.674020988549717,22.35515385864768,12.59976346097713,5.683190977168345,9.222786270309374,17.69193094488739,9.996437878073078,11.409343450428265,9.754379898907445,13.677195998780958,17.50980418989583,20.301437407957803,6.18346593564597,10.699747716002303,15.558423518243606
points26,21.39143463832288,18.138065371929006,19.308729424812697,7.655401740972189,17.236416971261015,12.102807964933588,19.39005468995567,10.952051942715519,13.022829906201386,18.533946721683986,16.95036888029085,6.895397127687095,12.900585892152545,6.325846051624824,10.707782036890086,11.949467460258846,8.956567793590205,9.391000742807373,17.16549442813536,10.963533323794854,18.35343075197616,18.4935218751869,15.778950718664682,17.528751889368845,10.804932354486526,8.87720424784498,13.585808434499029,8.626208576181654,17.77662477079803,7.908495594552015,17.496162100167226,10.729261466136698,16.733096847612128,12.759669075628961,2.215046614627325,25.192435759375673
points27,17.7143721850184,18.903897916542366,15.347159176481542,9.22656401844808,17.11070038052976,15.880068824597014,13.158869135006908,11.551022292881525,19.30082865270981,12.739004740661272,15.729310285338837,9.212744725274899,12.089544107694595,8.839253075934398,11.281206050313608,13.178677648562095,10.996696239826907,10.631920014147916,17.38144868234272,15.08295371444,10.176513972830964,7.694616555438696,16.59257429392694,7.803282587820106,11.405809408069977,10.645468171084277,19.783858929980724,11.069415966699355,5.854319211511844,8.98734581965255,12.885202104825668,24.0846625209923,15.499973712255422,11.946045500366704,9.621564759494227,14.336011104287135
points28,14.752373524058436,8.359644156131088,8.250246119471155,9.645260286726772,20.43358289033457,19.92233561350432,14.82182896036402,18.889203868154496,18.228937908507447,14.749964850265474,3.550240236216621,11.806266452616136,23.25625469706873,9.905934391421129,11.828338681887042,25.43905323604839,10.636471412409428,10.92414611281594,8.71396244235704,22.462645736814196,15.081241137677644,14.54316338657293,5.390316694193401,11.76951586233022,18.767350630249496,10.324745320126597,18.725618362172288,8.497177884987787,20.045074292447723,11.095096445882485,14.291934329309923,10.199247166545245,3.200569648609522,23.14830310010025,12.470411703837504,12.784845602952707
points29,11.879420205267678,14.796228279984044,12.727371376836913,10.709595930805135,18.172484261635407,16.108611208886025,7.348498600847379,16.32065150686697,24.98314625571882,6.495141258355171,12.088713932141836,11.012613466429723,16.43970098654586,9.469878380166321,10.009081501964692,16.843578045111265,9.78137562587298,9.579579554490634,11.879582874539825,17.807127868758148,8.199485113512226,9.647437385025498,12.228569552681474,5.768707000629997,16.19062179150564,9.609222469029167,25.39381408557899,8.239237607802274,18.967469637999667,10.40388674352652,7.060418391301357,11.744396072054085,11.823406831532635,16.310050241612174,12.13468947072383,14.17037094686576
points30,8.928983776918306,14.90992101290959,10.419823388304431,12.783616160363858,11.817004111692045,17.453616203458942,3.9848256866574996,17.60919523651126,24.494124895933876,0.0,13.037308834733873,15.72712519009796,12.310170181983333,15.476204659482757,16.295913254781897,15.888650473527786,14.767151440285899,16.15027666357653,17.929265453408853,8.501644530978181,25.453692096362218,21.368555757684803,16.371245900250095,24.417363285502063,8.522944189120167,15.340128249191306,1.8967250739622716,15.09701870888207,13.014877609298829,16.74683137699861,26.15714455170386,12.549649574897737,12.781374225811243,12.167373894043553,12.30985018954386,15.91571178353046
points31,10.809293334732475,7.351750500967249,6.55176573729145,11.71004628140373,18.724053102122465,21.09543453633078,12.253398527632662,21.497941271500668,19.505150905098134,12.171538303198549,3.5834917960267387,13.290401843767324,24.32364713733204,12.352559888190028,12.106580896560848,25.405579694103263,11.465868849604195,11.195012845622191,5.055097740973607,24.22880265966803,12.161082950732238,11.853076396182555,4.319526421611612,9.520177427901725,21.38439243217031,11.052254625036813,19.98557920562712,10.373273653220851,18.314827484295442,12.074939781118406,10.376573749616465,11.255181500486923,3.234149746942292,24.21909337268203,13.520004558173769,13.692227642081775
points32,12.488450605975446,11.896388072348305,7.46076538318988,17.799260492166226,12.436032522240524,20.56181627795755,10.273965511732614,17.618705591783552,20.018189728338655,10.016398273129427,10.887626535145362,17.874599368159103,19.5107268827242,17.392422536990725,14.591124595380592,18.052683710911616,15.075190036463459,13.790078158353275,9.717862841560029,23.283583607202498,11.786002994521183,14.52229899555206,9.147767654118924,10.433113648983984,17.492807974378405,14.03480608482104,20.492084648043107,14.653892252669364,21.46258843996567,17.197349087096974,10.105856160648308,6.460799570294974,10.61045221744229,19.39085214017472,18.467027242340844,9.845763184789625
points33,18.095720996734954,18.73161195955146,17.332120882034257,10.89387911475939,19.896178301310318,12.478116728933594,14.484106596375709,10.65698763114578,21.456121668791802,14.792671034767976,12.66993706534191,11.743770073771284,12.272000587218454,10.203765080301778,10.241201688297279,16.25847475853627,9.231620996834188,9.205330111404201,17.19946481024313,13.01890052039448,14.058375942352463,10.42266980189305,16.4095370003562,8.396508110249576,10.508928764151019,8.731468359996015,21.91170499775269,7.7656582902144615,15.386876435334559,11.841677722016549,13.806632559889017,17.3743943911823,12.410372678476032,12.129082793937444,9.993501409782006,19.995470705397327
points34,14.036595550843632,10.358388090764441,13.919218611060938,8.14988315674231,20.228724341795306,13.995833999761643,14.442075609911454,17.58172929514012,17.55356601222201,14.712368816678637,6.207826130640176,9.724041879889036,21.139519310434125,7.58405047577821,11.90913441379355,22.7637257200541,10.172830730061817,10.797208217368606,9.121446475953368,16.56779106758323,14.596105071667802,14.788432848273434,7.513790288477837,11.776364145130753,17.455713971021858,10.11930209834083,18.058847105052433,7.721616278187214,21.72801793957745,9.511827940392514,13.77438788687011,8.300496245099083,5.88441353960652,21.024829505815806,9.460251258723403,15.463079896149763
points35,17.365400140528674,15.434334976760972,14.231797742184352,4.459374759348931,25.147003166900063,19.214316409051314,14.428711480811794,14.15631009877048,19.324730856953177,13.64230483696451,10.34616909796083,4.150759752589869,15.76392506442204,3.4116430014396544,2.6285306110046918,18.597755831996803,1.9022158033540528,2.194585792474634,14.958506206310847,16.242757112428105,13.990120608698696,12.348632990481386,12.90649667354122,10.543245074566713,14.019390631423624,1.8167446046766274,19.80745674750755,1.3680764374774128,14.812269750168575,3.7589730981218734,13.494891061666081,16.414220436794096,10.063644967271431,15.632123120752427,5.7556262646057155,20.26447453051572
points36,8.70848689577333,11.44427715157856,9.538025381071911,11.441604399425826,17.78697649054596,16.55138678634217,8.184256850682218,18.987198344005655,24.728895968108585,8.079655054777776,6.846743901032595,13.435844020444351,19.989527177296615,12.40469476961618,13.368385209101524,22.120542636047215,13.53963471580841,12.710364877846258,6.933022074630018,21.12355446331656,8.765876992799736,8.04350213951848,8.667443193688081,4.849090016844747,18.865657052095887,12.895229848950128,25.142801591832402,12.232105941092197,16.53560770334358,12.145387793734342,7.086664195207817,13.272656703929158,6.529644069507815,19.871176600605565,13.287170914785461,13.548498750054598
points37,16.005623085195346,16.66335403141335,15.446491733192241,8.631154629211323,19.378688476650908,15.478302549678894,14.245329247695311,14.589846219650433,18.785653927676716,14.429292038251479,12.704259486690685,8.627462289644724,14.462353573070338,7.8938523628406125,9.81758170872589,16.22392320615085,8.565592225963954,8.65416149474699,14.47495434070801,14.97966321751107,13.419478055486282,12.668730491721139,14.212211459815478,11.227760285175348,14.454306828634632,8.558732633202288,19.275244785779613,8.435384025644575,14.344059330424937,8.100406620462842,11.703257732744044,15.446566756512103,12.445034218881718,14.326408334478169,6.119976050079784,21.600446021637904
points38,16.80488288324312,15.684911526959697,16.764198961338778,9.561434552117948,16.14901586752781,13.03895107828195,16.75594648558319,14.346928002605459,14.785957628489209,16.464477494935526,14.964911003340166,9.01962244010441,15.498556278718253,8.797374800581384,12.30892402292624,13.94817993882801,10.944756781105964,10.899897302656756,12.758176603104838,13.609451487247297,16.47007309919143,17.540542129191728,13.172710208188661,15.93564526177878,14.210615329582508,10.84042530130675,15.326483304624045,11.21208966909194,19.043367214708127,9.473085097511994,13.664267211990369,7.862392588719164,14.728021863933472,15.365909586104983,4.19548196944045,23.463740887897885
points39,11.96148473665745,7.861056742110983,9.98149357131444,11.285775752383463,17.323594284465518,17.780050838699058,15.011895188253131,20.860717382705058,16.42791066747626,15.079339317914101,5.135910478434205,12.599134427202529,23.784275122446832,11.436143503169383,14.232979919955838,23.842797311000226,12.938658561394249,12.824575861029134,5.045525993143569,20.66241612902673,14.99180046292589,15.428949938364356,4.860615420423944,12.892861507871277,20.745140067397365,12.58038240551069,16.947526611220972,11.55189811787688,19.537563899355547,11.68642485835383,12.419146795257156,9.15564498938686,4.8019069380800765,23.6780043738697,10.347595372347104,16.369020961374463
points40,14.57491915654577,7.592427745306753,10.95530370056608,11.831289441515338,19.317798547846735,17.510330519445596,15.926727346301378,20.678075616671222,16.7258138072364,15.48618119484472,3.7993593540521013,13.734999428601045,24.06876204123564,12.637592587690387,13.337378315481129,25.18827103852696,12.28694890532623,12.16574390650942,7.05277964902621,19.649804196991475,15.265558589802934,13.257773948051732,4.575222893903262,11.589346879800042,20.561916897493756,11.929343128316455,17.241636052390064,11.53172953532546,19.869096394598525,13.523614797000345,14.153852805365094,9.56922978998438,3.452150161561612,23.96339690039039,14.202163454831704,12.668913967588443
points41,18.0712277008429,20.72368181035579,19.595173468174064,12.369214429905446,17.700091942980105,10.346411454443931,14.21825096534186,8.561824767591647,19.63600952289473,14.166860701915795,16.078238926327188,11.559741781864377,10.162333274272255,11.015547971998782,9.416231027865505,12.827419615354817,8.596188277865302,8.424535964209168,18.903397058437672,10.665675818049815,13.689635832557418,11.81268665811926,18.525920021140262,10.17420891088382,8.407096364799454,8.47810814417749,20.11477138192746,8.425985519799337,14.341039920662071,11.65735472540238,13.340180049066687,16.72177305723062,15.852349905805921,10.012699773153383,11.16403639252682,17.943930833006547
points42,18.91104229575466,14.388363086978632,13.323657770625363,5.2620403349177085,24.78215833205936,20.855540782905276,16.138231380284658,13.448644210451114,16.341536684215658,14.960641351027256,10.241359645374951,3.9901060856616266,16.87164360413258,4.9231541864174355,1.3629032570061506,18.70326497585088,0.9967089965726462,0.6433227062812605,15.531653330271036,17.187082236531598,14.481653833851121,12.575215641368718,11.79525193136567,12.028066122430493,13.309472028980283,0.7211878716335264,16.86225257225388,2.9397033579039755,13.96653378723507,4.855323597175466,15.531696983009304,16.503202001847406,9.957799955965655,16.743367862927983,8.250920905725735,17.105740337691184
points43,18.273515592211396,13.249026534996792,12.643193562774346,5.858855925979004,23.946851285279518,20.490361309184436,15.958580300125337,15.425426204917711,17.157377641830426,15.124139536173125,9.901566929191558,5.299147603792682,18.078238383522674,4.496339024093748,4.104007793355341,19.045326094269424,2.924905393442495,3.2596427712110154,13.75802877820544,17.89465977705521,15.062861742694873,14.440437210439727,10.5848161965949,13.073779683066425,15.292546717205994,2.628328040843496,17.667704063366514,2.354355387457458,16.931416722456166,5.550906156456854,14.51638101802341,13.78322838992568,9.614649953759653,17.95380359769874,6.0168846533485665,20.766527984891546
points44,19.26936444709137,19.745545799705795,19.3762722214263,8.210494754205673,19.940408322265377,11.58942194689905,17.019852832496788,9.420249449582743,16.877118219871278,15.90765810023814,15.162915945715278,8.054813128115027,11.198211392928938,7.729972242532327,8.727843199888348,13.748853146888553,7.890568788830314,7.85691638235002,17.94453888427877,10.893299260993995,15.492681747420312,12.398033142089247,17.486744389763047,11.940958458241958,9.268253671659734,7.706329199250914,17.39101365305011,7.865561238202774,12.471051025077726,8.088043349830274,15.076882996821324,17.497154807410915,14.927983173216358,11.0518754045306,6.559497712404552,20.89691229420911
points45,19.248257329782227,21.4979361662231,20.175912127637016,9.869939653736333,18.216737557116808,10.614262373675034,16.447665817315666,7.848736636388513,17.232404210018554,15.629266724541843,17.199247164093972,9.185634379408643,9.342372515456523,9.39726149058707,9.478841320955091,11.698927704539544,8.78643013717382,8.400062805764057,19.36984536906099,10.06179742502235,14.945166106051731,12.000992645339313,19.34849096254779,11.697029859972544,7.691738258836593,8.58386779898607,17.741775192863212,9.572733131008633,11.209237783999248,9.365657226826055,14.658866539544343,18.772205852789856,16.984434146996662,9.190128831745861,8.114511928028174,19.603059517383844
points46,14.598556314256397,10.839816789256817,10.257510712231262,15.264637264248911,16.409737285617105,18.00520301178544,14.779317490141604,18.242683423963587,19.12128509502289,14.596255547779805,7.274011546154917,16.19649656114842,20.62967052761483,15.871429431724755,13.221834703533816,21.69042261994976,12.463928965091316,11.719665531806244,8.991293636227068,20.37540098927518,15.107308932752062,13.486892878962717,8.02526207386531,11.079499128205994,18.118772116339375,11.962752229991022,19.606601800501227,12.151353457466971,20.77884411668431,15.919869519435586,13.335578067833382,9.925217599819822,6.961133287443679,20.51335772042834,15.356335021789993,14.982209762771374
