,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51
points11,16.263262310199515,9.879156440947577,10.370356820806654,17.637373921586313,15.83769553264198,10.371942887842376,17.396407778014662,20.85981526868775,19.095998810292603,19.583878091018605,17.043938158482746,4.816469027657346,11.649464404177317,25.66812894874269,16.002649826563317,24.49669905334135,20.25805848831455,10.237164229051613,14.589314324493335,8.636000700602986,10.857089002062565,8.900995508157997,8.728888354362239,11.590092134597233,10.805242982951663,10.493334023891004,15.678384973025377,17.903954216793093,9.649028914758862,9.61546000125503,17.77896463186063,17.442547462448054,13.635308062766494,11.445596365905386,16.3648276721785,17.52787331776323,13.635308062766494,9.649028914758862,8.00298724192642,17.77896463186063,9.649028914758862,16.3648276721785,19.01265201309222,17.77896463186063,18.585530960718106,18.931356425102866,13.855736404395218,10.784808289791611,13.635308062766494,14.921208016161097,11.821760308717879
points12,20.074797880760823,20.991560649138364,20.146641448350817,17.394823301238713,16.338850094107283,9.966194990137192,16.876986957525236,18.461302642212832,10.490326350249141,11.434549874884754,16.07247890057362,16.652070540777085,9.024391429507334,14.118487351010243,15.987011362527282,12.418225645498127,10.092234404689801,8.686643730771697,13.146797365763668,7.886646554113098,9.161887658635935,7.700552759090597,7.8549792619740275,9.253810300391452,8.120768214222336,8.931901470191777,14.22892733676279,7.815425558097582,19.160870636896387,7.672365836411495,7.658321141328865,19.493046098943182,12.620848386290549,18.46678066215244,16.859600194987696,19.678618807847382,12.620848386290549,19.160870636896387,8.52085156470884,7.658321141328865,19.160870636896387,16.859600194987696,9.765136192228184,7.658321141328865,19.79124909780871,19.6852952028998,18.59509069170645,20.929111073379264,12.620848386290549,17.006075084249087,13.08360576626387
points13,20.271819867287075,16.019700322434236,14.683456263917575,16.934258135639926,17.74290325234697,6.67030385884137,16.716675918723364,24.16497793117899,19.190944744415866,15.60299490219577,16.484620813406792,11.232401365749583,5.75604961612471,19.134455716720687,16.565750093577567,17.94910888259542,15.773102100045008,2.5581663802976236,13.951426244726749,1.6797274132881124,5.9022121706508255,1.8038079298499932,1.5161339185103522,6.500633408004377,7.369485681178832,2.2390577817902066,14.766999907357375,12.375472477441736,16.63844365551175,1.8135645626418102,12.232884066419201,25.490248968449908,12.309812532984102,16.301634456299354,18.245773197642414,20.501580526534937,12.309812532984106,16.63844365551175,2.3903770372167834,12.232884066419201,16.63844365551175,18.245773197642414,13.355730754788583,12.232884066419201,25.71390738029165,25.93018895952773,16.751596132260218,16.343854072862936,12.309812532984106,16.29672719079658,12.943621465376095
points14,11.067564850886553,7.807833145527988,7.584769941634555,11.26916785593713,19.172755155588206,5.1614114366463815,11.445693354331958,22.44928394814714,20.56960707057597,13.555351762868163,10.115117948555818,4.7182710061431585,7.985296444066676,22.5633215142915,9.481822309759078,24.59691214265896,23.154638044062445,11.751094173536725,10.444577004639202,10.768042242475099,6.009081928673392,11.349864409972168,10.671582473256679,6.655650640169995,9.024173231098992,11.528797199440207,9.042362346128552,21.71076382327912,5.7830432810324535,11.176951764060734,21.597892462369302,15.603397074610273,9.114334158248546,13.609133088317563,19.6574164067588,13.073377883341832,9.114334158248546,5.7830432810324535,8.612694301402444,21.597892462369302,5.7830432810324535,19.6574164067588,22.42298453133663,21.597892462369302,16.12590041809677,16.786270817955923,8.274278625766476,6.956952851785867,9.114334158248546,18.33138041349681,8.653943419055128
points15,11.984961787750166,11.040945065804024,7.535826270649718,10.71996705993658,21.426050498261944,9.00951199098161,11.133043759813711,21.313552434747386,20.338690763941695,14.018074874751356,11.351637477700626,6.0157274344352585,10.385165811572934,22.32437595748339,10.481015715021794,23.27283132179069,23.205531892614772,8.920253128125896,10.793527408213887,8.868540567706827,9.386145709846563,8.861562955915238,9.006477241645598,8.878160798065586,13.144314251527518,8.672040834597876,10.15748043266511,18.60871224371074,8.649672696114576,9.132010058212465,18.485966116301714,18.487675782465622,7.923115519862413,14.550581019098818,21.882016773697845,11.406735506118187,7.923115519862415,8.649672696114576,7.859257760249134,18.485966116301714,8.649672696114576,21.882016773697845,21.517398731344116,18.485966116301714,18.625136800703228,18.69739385344758,9.513987437161031,10.076154029484348,7.923115519862415,17.679997863303267,8.212300487452637
points16,15.332475756322172,10.487675853750751,10.217828895417156,15.631805531439808,16.52114499206984,13.710502297105238,15.133807396874971,16.529838349427422,17.212694228038384,23.28588796567055,16.390305461987587,7.613099065821549,14.609015946064673,23.78273082172559,14.652148040217828,21.642680902248827,20.4166639418609,13.11086880301995,16.815878758681286,11.977747038189772,13.875832420420647,11.851984511115749,11.758344675708745,14.477062543565513,13.693620510232744,13.460806200586255,13.98102317275429,16.725154274076626,9.78935947776814,12.35081782458799,16.596412213118203,14.77880973496116,14.059462579865274,6.33720018929641,17.039573627328533,14.661165339586747,14.059462579865274,9.78935947776814,11.13657718175019,16.596412213118203,9.78935947776814,17.039573627328533,18.697284433219576,16.596412213118203,15.621573732449397,15.569164914894762,13.892050947877543,11.970125192260307,14.059462579865274,13.577946599093373,13.23085453806782
points17,12.229663920035804,14.65250145812393,15.06539045747056,11.50660236198022,18.59784616124653,11.621236788377047,11.707267955012066,13.515317985655335,12.90282955850316,17.006050905321278,10.8929286405338,14.470141902490212,11.562088916497439,15.62425930037482,8.446939387770314,14.644928446039854,15.375949605912265,15.044466624093328,12.97188541572577,14.803827088180572,11.499794828347968,13.776066214585196,13.97867629857677,11.921147571495194,6.23247782786432,15.350146582543456,9.468501501738228,16.494574365866484,10.251704552119833,13.86669631507684,16.365098299462126,13.492934957921701,11.213408456134804,9.889651810507567,19.089828689539498,22.129623289751002,11.213408456134804,10.251704552119833,15.398034030917607,16.365098299462126,10.251704552119833,19.089828689539498,17.603462184306395,16.365098299462126,13.68903658403513,12.725794595497861,10.299128073606267,12.201979854503787,11.213408456134804,17.03712306419407,8.370185115565047
points18,18.157284278400876,20.281128201736337,18.52047474147769,14.727274440518999,20.366306102564923,10.941000287747604,13.89723866861478,19.6609931590261,12.151353809141545,13.73472767225234,13.95207004053005,14.527784786709725,10.138144099955685,15.87525734426012,13.223079508108409,14.586102703771921,11.783196288731457,7.949339703304211,10.521451683726191,7.079999229919037,9.416994606250343,6.986409226665452,6.9989678389883325,9.872235979218633,8.881317727455762,8.057894343515589,11.784352938672043,10.14060080513078,18.112223600761485,6.762837004945536,9.990898123002916,20.512897108797205,9.291922043302092,18.186337741337322,20.835767874637952,21.12509940907415,9.291922043302092,18.112223600761485,6.646009596893835,9.990898123002916,18.112223600761485,20.835767874637952,11.398098375716286,9.990898123002916,20.50853095918851,20.496877684380394,15.230870086304941,18.591081165472165,9.291922043302092,19.513485116404333,9.333411710655904
points19,21.548397518654532,22.022769039547857,21.892814865130024,17.499205896316905,17.189389042879114,10.223989409018362,17.5803379303132,18.50835662802634,8.792902817676337,13.674254614358247,16.53466103927998,17.740473087956662,10.148221778562936,13.47029073015306,16.46429772910554,11.30748858591018,8.276484101710068,10.413307057931194,13.836581876266491,9.195190653740054,9.057721660773144,9.297911738199383,9.115762793098611,10.440686027519217,8.416910670342872,9.501825754149877,14.946758165037117,7.673791219679042,20.715501553188084,9.053016069842734,7.516235938060313,18.575695977646244,12.769336026390697,17.313959420847684,17.6993078097421,19.87660119781378,12.769336026390697,20.715501553188084,8.457028989586993,7.516235938060313,20.715501553188084,17.6993078097421,7.232854602608988,7.516235938060313,18.186870468297023,18.368745286165012,18.77562920837502,21.07152843294461,12.769336026390697,17.048277794455988,13.933578614446844
points20,17.86933422167711,16.888143379823997,14.250151238764134,12.273310570422533,21.064073719594106,6.48429091579596,12.14378109762472,24.072356050457774,19.437911898664158,13.62676303746658,11.748015427651548,12.660293352312461,5.601056579043605,16.615090486708137,12.545806869878977,16.491915906821937,16.22367231440332,2.3700210043856864,10.502960606032817,2.201984691975357,5.059244807068786,2.017647377514444,1.8377795678394833,5.728192574221734,8.693571177444314,2.054873690378848,9.983416968635128,13.03209563881341,16.884156552243752,1.8513897680888955,12.891597457508276,25.537221467226576,8.369557296726377,17.588611066997295,21.524649650357343,17.548129231933725,8.369557296726377,16.884156552243752,2.0935041119385565,12.891597457508276,16.884156552243752,21.524649650357343,13.177323234248858,12.891597457508276,25.49912820762826,25.404736453214916,13.242384335078487,15.683600790246786,8.369557296726377,19.353930709005702,11.24555224060644
points21,12.485941795328747,15.193504080392783,11.71248198230364,8.989936634486362,23.02418368258372,14.664013599409625,8.692077072403933,12.68985753998347,15.617250899158684,19.91247475997093,11.209787955851617,12.89407655042032,15.201434778301754,17.3512978930532,9.424135797319513,16.253335371779738,18.862455883666144,15.088744641447379,13.401568892634899,15.76612068720565,14.077993874095114,14.771945930661449,14.846843777897437,14.175102487699563,14.0493394284937,15.248149089159693,9.23707682115925,16.146266210577412,11.691930823733152,14.851489502925588,16.015681374181636,13.556350244413164,8.289188283128059,7.979368183000635,23.459798257079036,12.90196349824722,8.289188283128059,11.691930823733152,13.94996206114322,16.015681374181636,11.691930823733152,23.459798257079036,19.035767539408994,16.015681374181636,12.68878043940298,11.757613578112155,9.483400777247006,12.55221362087167,8.289188283128059,17.156758390967635,9.615174160621448
points22,17.973210916046916,19.978044693762385,19.332988185116342,13.827132872688688,18.23619218160338,14.570702633172997,13.372723453569613,14.087959406970484,8.790227298393997,13.861492703539597,13.034760093314649,16.730161197021573,15.118973962536392,13.598697110549708,12.450570645441717,12.338532533677451,10.938307964762352,15.204498700098817,12.034169777860935,14.780397119215055,14.042707416100365,14.399443508570833,14.648506727953192,14.875618653363905,13.570359822473332,15.417818310480763,11.101088256217611,10.323679105712054,18.282091872905706,14.425076552838291,10.174559217075187,12.955894739677145,11.154359854072442,14.83051295175213,18.732780254484176,14.550602314022177,11.154359854072442,18.282091872905706,13.902570693159575,10.174559217075187,18.282091872905706,18.732780254484176,8.873541740646386,10.174559217075187,13.062919836532705,12.74936791159737,14.677103109006607,18.406990722055486,11.154359854072442,17.958046364046837,11.746488220868917
points23,15.581468131230688,15.434689575404958,13.73852424631807,13.79354673521528,19.6161024745007,8.170238515412954,14.000578439337076,20.571580624565453,16.480147228232155,15.871298142459123,13.88194683279535,11.879129374774973,8.323150214723238,17.95373865024208,11.757142335748325,17.289109722395448,16.755685262040593,8.567013439675536,13.601697090418986,7.672261305987662,6.921236731507256,8.08245200795701,7.596675685396291,8.160387294279563,6.527618369702153,8.153930235811314,11.630170644699309,14.615827603109455,12.922688466181427,7.66421008976594,14.480370918679412,19.383520554040405,11.350244796296343,13.573351228192761,20.095117843253085,21.359941591882915,11.350244796296343,12.922688466181427,6.322912942454645,14.480370918679412,12.922688466181427,20.095117843253085,16.96541627315007,14.480370918679412,19.407671579216313,19.900992083615684,13.142124617374257,14.09111321179127,11.350244796296343,16.145701674288173,8.981187873678905
points24,6.418314001268423,4.835134878161738,0.0,22.59962361811479,13.238845629164812,16.658636469930926,22.166646218849294,10.420330264189621,4.66112877744553,11.653084128558557,21.988344231273413,24.16695590456684,13.656475548204034,5.232132713337201,22.971636637862943,4.749131436056538,0.0,14.503165168231684,11.995319826084495,14.758808324508733,14.242955379527416,13.852183790916268,14.38197724875664,13.09747310525031,17.941728891268053,15.362503715106536,6.609236078736694,23.662244551544543,4.774453596682826,14.634049677588314,23.5555853428266,12.319532897407404,14.740635383801465,9.633278305345794,15.180964746088714,4.667968859081241,14.740635383801465,4.774453596682826,15.623982101827238,23.5555853428266,4.774453596682826,15.180964746088714,24.683639249602752,23.5555853428266,13.612584506328755,12.771088788930516,4.6390280202221135,4.994683421466349,14.740635383801465,16.031885810974156,9.680166782469637
points25,19.54136177325466,24.327992185399484,20.327511477003736,14.712360733448895,17.18191702432347,11.491176617852574,13.591041800518612,15.601602014509671,10.541791105928693,11.409343450428265,13.821749833897647,20.483797769909057,10.05822425606469,10.207702760362535,13.677195998780958,8.507869641041886,9.904157546932886,9.523556054327086,13.674020988549717,9.257194037370638,10.156369398717853,8.730780662787275,9.222786270309374,9.754379898907445,10.699747716002303,9.426098874102074,11.502806016641859,5.846562878127774,22.595946112734698,8.61651999458716,5.683190977168345,18.884978911110096,12.59976346097713,17.50980418989583,17.69193094488739,15.558423518243606,12.59976346097713,22.595946112734698,9.996437878073078,5.683190977168345,22.595946112734698,17.69193094488739,7.912634187887171,5.683190977168345,18.75649382123352,18.306362558995637,16.553848101483375,22.908858550996296,12.599763460977126,16.73627640959617,13.828181842101715
points26,21.39143463832288,18.138065371929006,19.308729424812697,19.39005468995567,13.022829906201386,7.655401740972189,18.533946721683986,17.236416971261015,12.102807964933588,17.77662477079803,18.35343075197616,16.95036888029085,6.895397127687095,13.868644669003766,17.496162100167226,12.11380608917674,10.963533323794854,10.707782036890086,18.4935218751869,8.956567793590205,6.325846051624824,9.391000742807373,8.87720424784498,7.908495594552015,2.215046614627325,10.421345192297178,16.74030573168087,10.952051942715519,17.16549442813536,9.13259231749478,10.804932354486526,17.92635848308604,17.528751889368845,10.729261466136698,13.585808434499029,25.192435759375673,17.528751889368845,17.16549442813536,8.626208576181654,10.804932354486526,17.16549442813536,13.585808434499029,10.979215931572604,10.804932354486526,18.093372380773268,18.6088280672886,18.867509079052333,17.77514394486951,17.528751889368845,12.292074662240942,15.898191500648641
points27,17.7143721850184,18.903897916542366,15.347159176481542,13.158869135006908,19.30082865270981,9.22656401844808,12.739004740661272,17.11070038052976,15.880068824597014,5.854319211511844,10.176513972830964,15.729310285338837,9.212744725274899,12.858005828099964,12.885202104825668,13.35992135862017,15.08295371444,11.281206050313608,7.694616555438696,10.996696239826907,8.839253075934398,10.631920014147916,10.645468171084277,8.98734581965255,9.621564759494227,11.961308869396037,9.662841114060077,11.551022292881525,17.38144868234272,10.720010082758234,11.405809408069977,16.697925892180095,7.803282587820106,24.0846625209923,19.783858929980724,14.336011104287135,7.803282587820106,17.38144868234272,11.069415966699355,11.405809408069977,17.38144868234272,19.783858929980724,13.551170994152768,11.405809408069977,16.84699984590402,16.556217890232343,14.065316939037796,17.17286220527824,7.803282587820106,21.61075123931515,12.077513518626185
points28,14.752373524058436,8.359644156131088,8.250246119471155,14.82182896036402,18.228937908507447,9.645260286726772,14.749964850265474,20.43358289033457,19.92233561350432,20.045074292447723,15.081241137677644,3.550240236216621,11.806266452616136,25.894139030556232,14.291934329309923,25.78891143212994,22.462645736814196,11.828338681887042,14.54316338657293,10.636471412409428,9.905934391421129,10.92414611281594,10.324745320126597,11.095096445882485,12.470411703837504,11.381519360655359,13.434191615557312,18.889203868154496,8.71396244235704,11.29813345945032,18.767350630249496,16.061721899029823,11.76951586233022,10.199247166545245,18.725618362172288,12.784845602952707,11.76951586233022,8.71396244235704,8.497177884987787,18.767350630249496,8.71396244235704,18.725618362172288,20.458254356907904,18.767350630249496,16.553489549333026,16.91864661286958,12.165509614787887,9.794111715596955,11.76951586233022,15.211897776257217,11.608850849598637
points29,11.879420205267678,14.796228279984044,12.727371376836913,7.348498600847379,24.98314625571882,10.709595930805135,6.495141258355171,18.172484261635407,16.108611208886025,18.967469637999667,8.199485113512226,12.088713932141836,11.012613466429723,17.42972680369377,7.060418391301357,17.07522439514409,17.807127868758148,10.009081501964692,9.647437385025498,9.78137562587298,9.469878380166321,9.579579554490634,9.609222469029167,10.40388674352652,12.13468947072383,9.712156031104255,5.726692272452449,16.32065150686697,11.879582874539825,9.219319711008596,16.19062179150564,18.17133873974994,5.768707000629997,11.744396072054085,25.39381408557899,14.17037094686576,5.768707000629997,11.879582874539825,8.239237607802274,16.19062179150564,11.879582874539825,25.39381408557899,17.084057172232683,16.19062179150564,17.903964852847302,17.778973969728067,8.462901057896323,12.376864240757437,5.768707000629997,20.614312816778764,7.441860903619643
points30,8.928983776918306,14.90992101290959,10.419823388304431,3.9848256866574996,24.494124895933876,12.783616160363858,0.0,15.711285400838833,11.25464923577537,13.014877609298829,25.453692096362218,13.037308834733873,15.72712519009796,15.813746202236558,26.15714455170386,16.107163896227092,10.68079923726239,16.295913254781897,21.368555757684803,14.767151440285899,15.476204659482757,16.15027666357653,15.340128249191306,16.74683137699861,12.30985018954386,15.189249701657015,26.278405890405516,11.020271598668037,15.578840468333695,16.25900555662039,10.873369174195322,10.85808987249152,24.417363285502063,12.549649574897737,1.8967250739622716,15.91571178353046,24.417363285502063,15.578840468333695,15.09701870888207,10.873369174195322,15.578840468333695,1.8967250739622716,10.280376600974861,10.873369174195322,11.30439258344218,12.762694629050944,23.227907917261945,17.70654713861689,24.417363285502063,6.832887002881622,21.69295928749624
points31,10.809293334732475,7.351750500967249,6.55176573729145,12.253398527632662,19.505150905098134,11.71004628140373,12.171538303198549,18.724053102122465,21.09543453633078,18.314827484295442,12.161082950732238,3.5834917960267387,13.290401843767324,25.76314500857435,10.376573749616465,25.754977535277238,24.22880265966803,12.106580896560848,11.853076396182555,11.465868849604195,12.352559888190028,11.195012845622191,11.052254625036813,12.074939781118406,13.520004558173769,12.26377616637519,10.413319635158437,21.497941271500668,5.055097740973607,11.739290408610804,21.38439243217031,15.399063774075477,9.520177427901725,11.255181500486923,19.98557920562712,13.692227642081775,9.520177427901725,5.055097740973607,10.373273653220851,21.38439243217031,5.055097740973607,19.98557920562712,23.98805645670165,21.38439243217031,16.281432483110844,16.08417483068806,8.938133214747259,7.170951986590874,9.520177427901725,17.3700166005404,7.430243262821397
points32,12.488450605975446,11.896388072348305,7.46076538318988,10.273965511732614,20.018189728338655,17.799260492166226,10.016398273129427,12.436032522240524,20.56181627795755,21.46258843996567,11.786002994521183,10.887626535145362,17.874599368159103,19.908878247357006,10.105856160648308,18.300958648619613,23.283583607202498,14.591124595380592,14.52229899555206,15.075190036463459,17.392422536990725,13.790078158353275,14.03480608482104,17.197349087096974,18.467027242340844,15.067549195793738,9.662836240862234,17.618705591783552,9.717862841560029,14.12795969058617,17.492807974378405,13.310646894691786,10.433113648983984,6.460799570294974,20.492084648043107,9.845763184789625,10.433113648983984,9.717862841560029,14.653892252669364,17.492807974378405,9.717862841560029,20.492084648043107,21.32526697020001,17.492807974378405,13.674963064285693,12.452771418771459,9.984221727764002,11.07163390317823,10.433113648983984,15.39527693918203,11.461595386028495
