,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45
points11,10.370356820806654,16.263262310199515,19.583878091018605,19.095998810292603,10.371942887842376,20.25805848831455,19.01265201309222,9.879156440947577,22.425797817787767,17.637373921586313,9.286976034906326,22.425797817787767,11.445596365905386,17.396407778014662,20.85981526868775,15.83769553264198,8.508262803711935,11.649464404177317,15.923965117964999,22.22609141099639,17.043938158482746,9.286976034906326,10.237164229051613,22.425797817787767,14.589314324493335,10.857089002062565,8.636000700602986,8.00298724192642,11.590092134597233,16.002649826563317,18.866395440318318,13.635308062766494,15.23220410795232,15.678384973025377,16.3648276721785,8.900995508157997,13.635308062766494,16.3648276721785,10.805242982951663,9.286976034906326,22.425797817787767,9.286976034906326,17.903954216793093,22.425797817787767,18.866395440318318
points12,20.146641448350817,20.074797880760823,11.434549874884754,10.490326350249141,9.966194990137192,10.092234404689801,9.765136192228184,20.991560649138364,11.763560208380325,17.394823301238713,20.52992625877897,11.763560208380325,18.46678066215244,16.876986957525236,18.461302642212832,16.338850094107283,17.06381991218163,9.024391429507334,11.464635523948822,12.787257345416066,16.07247890057362,20.52992625877897,8.686643730771697,11.763560208380325,13.146797365763668,9.161887658635935,7.886646554113098,8.52085156470884,9.253810300391452,15.987011362527282,14.572024495492002,12.620848386290549,15.21628062181398,14.22892733676279,16.859600194987696,7.700552759090597,12.620848386290549,16.859600194987696,8.120768214222336,20.52992625877897,11.763560208380325,20.52992625877897,7.815425558097582,11.763560208380325,14.572024495492002
points13,14.683456263917575,20.271819867287075,15.60299490219577,19.190944744415866,6.67030385884137,15.773102100045008,13.355730754788583,16.019700322434236,17.683326220773253,16.934258135639926,15.499657639502157,17.683326220773253,16.301634456299354,16.716675918723364,24.16497793117899,17.74290325234697,13.29659314810515,5.75604961612471,15.499224724741058,17.06831812433389,16.484620813406792,15.499657639502157,2.5581663802976236,17.683326220773253,13.951426244726749,5.9022121706508255,1.6797274132881124,2.3903770372167834,6.500633408004377,16.565750093577567,14.016302313427822,12.309812532984102,15.805567276843886,14.766999907357375,18.245773197642414,1.8038079298499932,12.309812532984106,18.245773197642414,7.369485681178832,15.499657639502157,17.683326220773253,15.499657639502157,12.375472477441736,17.683326220773253,14.016302313427822
points14,7.584769941634555,11.067564850886553,13.555351762868163,20.56960707057597,5.1614114366463815,23.154638044062445,22.42298453133663,7.807833145527988,23.966201209618728,11.26916785593713,7.191319301075029,23.966201209618728,13.609133088317563,11.445693354331958,22.44928394814714,19.172755155588206,15.482706120040117,7.985296444066676,20.000497801606766,9.491242661139925,10.115117948555818,7.191319301075029,11.751094173536725,23.966201209618728,10.444577004639202,6.009081928673392,10.768042242475099,8.612694301402444,6.655650640169995,9.481822309759078,21.7342737246618,9.114334158248546,8.592529883227481,9.042362346128552,19.6574164067588,11.349864409972168,9.114334158248546,19.6574164067588,9.024173231098992,7.191319301075029,23.966201209618728,7.191319301075029,21.71076382327912,23.966201209618728,21.7342737246618
points15,7.535826270649718,11.984961787750166,14.018074874751356,20.338690763941695,9.00951199098161,23.205531892614772,21.517398731344116,11.040945065804024,22.594864110822034,10.71996705993658,10.462413090219234,22.594864110822034,14.550581019098818,11.133043759813711,21.313552434747386,21.426050498261944,13.629736393855602,10.385165811572934,20.46949581664414,14.126973010808067,11.351637477700626,10.462413090219234,8.920253128125896,22.594864110822034,10.793527408213887,9.386145709846563,8.868540567706827,7.859257760249134,8.878160798065586,10.481015715021794,21.608129639988064,7.923115519862413,9.609934297213464,10.15748043266511,21.882016773697845,8.861562955915238,7.923115519862415,21.882016773697845,13.144314251527518,10.462413090219234,22.594864110822034,10.462413090219234,18.60871224371074,22.594864110822034,21.608129639988064
points16,10.217828895417156,15.332475756322172,23.28588796567055,17.212694228038384,13.710502297105238,20.4166639418609,18.697284433219576,10.487675853750751,21.654658069213312,15.631805531439808,9.902644196379745,21.654658069213312,6.33720018929641,15.133807396874971,16.529838349427422,16.52114499206984,4.301752895023876,14.609015946064673,17.029471475738326,24.623397159965453,16.390305461987587,9.902644196379745,13.11086880301995,21.654658069213312,16.815878758681286,13.875832420420647,11.977747038189772,11.13657718175019,14.477062543565513,14.652148040217828,18.02025468479824,14.059462579865274,13.857088468390435,13.98102317275429,17.039573627328533,11.851984511115749,14.059462579865274,17.039573627328533,13.693620510232744,9.902644196379745,21.654658069213312,9.902644196379745,16.725154274076626,21.654658069213312,18.02025468479824
points17,15.06539045747056,12.229663920035804,17.006050905321278,12.90282955850316,11.621236788377047,15.375949605912265,17.603462184306395,14.65250145812393,16.878451042870598,11.50660236198022,14.116397231619766,16.878451042870598,9.889651810507567,11.707267955012066,13.515317985655335,18.59784616124653,12.738060352252127,11.562088916497439,16.155462748397753,12.783058340507424,10.8929286405338,14.116397231619766,15.044466624093328,16.878451042870598,12.97188541572577,11.499794828347968,14.803827088180572,15.398034030917607,11.921147571495194,8.446939387770314,20.500067795212644,11.213408456134804,7.538785485751943,9.468501501738228,19.089828689539498,13.776066214585196,11.213408456134804,19.089828689539498,6.23247782786432,14.116397231619766,16.878451042870598,14.116397231619766,16.494574365866484,16.878451042870598,20.500067795212644
points18,18.52047474147769,18.157284278400876,13.73472767225234,12.151353809141545,10.941000287747604,11.783196288731457,11.398098375716286,20.281128201736337,12.980698878721986,14.727274440518999,19.81114781138613,12.980698878721986,18.186337741337322,13.89723866861478,19.6609931590261,20.366306102564923,15.714906069752862,10.138144099955685,14.207863302067603,14.700281955887633,13.95207004053005,19.81114781138613,7.949339703304211,12.980698878721986,10.521451683726191,9.416994606250343,7.079999229919037,6.646009596893835,9.872235979218633,13.223079508108409,17.761065960649297,9.291922043302092,12.401974148381175,11.784352938672043,20.835767874637952,6.986409226665452,9.291922043302092,20.835767874637952,8.881317727455762,19.81114781138613,12.980698878721986,19.81114781138613,10.14060080513078,12.980698878721986,17.761065960649297
points19,21.892814865130024,21.548397518654532,13.674254614358247,8.792902817676337,10.223989409018362,8.276484101710068,7.232854602608988,22.022769039547857,9.879290430154253,17.499205896316905,21.573249052533008,9.879290430154253,17.313959420847684,17.5803379303132,18.50835662802634,17.189389042879114,15.848757828655456,10.148221778562936,9.804273347118425,12.57141809922616,16.53466103927998,21.573249052533008,10.413307057931194,9.879290430154253,13.836581876266491,9.057721660773144,9.195190653740054,8.457028989586993,10.440686027519217,16.46429772910554,12.94708082577708,12.769336026390697,15.702265871050468,14.946758165037117,17.6993078097421,9.297911738199383,12.769336026390697,17.6993078097421,8.416910670342872,21.573249052533008,9.879290430154253,21.573249052533008,7.673791219679042,9.879290430154253,12.94708082577708
points20,14.250151238764134,17.86933422167711,13.62676303746658,19.437911898664158,6.48429091579596,16.22367231440332,13.177323234248858,16.888143379823997,16.87512412688442,12.273310570422533,16.37830296985327,16.87512412688442,17.588611066997295,12.14378109762472,24.072356050457774,21.064073719594106,16.24588415291074,5.601056579043605,17.605686780119107,12.772601318607334,11.748015427651548,16.37830296985327,2.3700210043856864,16.87512412688442,10.502960606032817,5.059244807068786,2.201984691975357,2.0935041119385565,5.728192574221734,12.545806869878977,14.825036283532162,8.369557296726377,11.712357735805488,9.983416968635128,21.524649650357343,2.017647377514444,8.369557296726377,21.524649650357343,8.693571177444314,16.37830296985327,16.87512412688442,16.37830296985327,13.03209563881341,16.87512412688442,14.825036283532162
points21,11.71248198230364,12.485941795328747,19.91247475997093,15.617250899158684,14.664013599409625,18.862455883666144,19.035767539408994,15.193504080392783,19.015704185608172,8.989936634486362,14.663755430547598,19.015704185608172,7.979368183000635,8.692077072403933,12.68985753998347,23.02418368258372,9.437551520370532,15.201434778301754,21.205079743835558,17.02644228919567,11.209787955851617,14.663755430547598,15.088744641447379,19.015704185608172,13.401568892634899,14.077993874095114,15.76612068720565,13.94996206114322,14.175102487699563,9.424135797319513,19.806765055067665,8.289188283128059,8.533791993171006,9.23707682115925,23.459798257079036,14.771945930661449,8.289188283128059,23.459798257079036,14.0493394284937,14.663755430547598,19.015704185608172,14.663755430547598,16.146266210577412,19.015704185608172,19.806765055067668
points22,19.332988185116342,17.973210916046916,13.861492703539597,8.790227298393997,14.570702633172997,10.938307964762352,8.873541740646386,19.978044693762385,11.13474167054682,13.827132872688688,19.504503746790625,11.13474167054682,14.83051295175213,13.372723453569613,14.087959406970484,18.23619218160338,14.390112236054085,15.118973962536392,12.018568104793115,12.948881043976638,13.034760093314649,19.504503746790625,15.204498700098817,11.13474167054682,12.034169777860935,14.042707416100365,14.780397119215055,13.902570693159575,14.875618653363905,12.450570645441717,14.99518672704721,11.154359854072442,11.615385763609224,11.101088256217611,18.732780254484176,14.399443508570833,11.154359854072442,18.732780254484176,13.570359822473332,19.504503746790625,11.13474167054682,19.504503746790625,10.323679105712054,11.13474167054682,14.99518672704721
points23,13.73852424631807,15.581468131230688,15.871298142459123,16.480147228232155,8.170238515412954,16.755685262040593,16.96541627315007,15.434689575404958,18.045779044872813,13.79354673521528,14.907774318300367,18.045779044872813,13.573351228192761,14.000578439337076,20.571580624565453,19.6161024745007,14.54725417315059,8.323150214723238,16.80272840312991,12.197292563302144,13.88194683279535,14.907774318300367,8.567013439675536,18.045779044872813,13.601697090418986,6.921236731507256,7.672261305987662,6.322912942454645,8.160387294279563,11.757142335748325,18.891774381701524,11.350244796296343,10.909319230994948,11.630170644699309,20.095117843253085,8.08245200795701,11.350244796296343,20.095117843253085,6.527618369702153,14.907774318300367,18.045779044872813,14.907774318300367,14.615827603109455,18.045779044872813,18.891774381701524
points24,0.0,24.42616189351468,11.653084128558557,4.66112877744553,16.658636469930926,0.0,22.491247896840186,4.835134878161738,28.085762528645574,7.979043978266985,4.183698445638867,28.085762528645574,9.633278305345794,7.611269360833226,17.10795924834126,19.093529596332043,9.964467096510116,14.590539016521975,23.680487445322182,15.089672080789496,7.5455547193937695,4.183698445638867,15.454254422372294,28.085762528645574,10.328272559634831,14.242955379527416,15.715767584630541,15.623982101827238,13.09747310525031,6.429050700440761,19.731219106455665,8.672663098633734,5.484119345434818,6.609236078736694,19.579199758965494,14.810785225492685,8.672663098633734,19.579199758965494,17.941728891268053,4.183698445638867,28.085762528645574,4.183698445638867,23.662244551544543,28.085762528645574,19.731219106455665
points25,20.327511477003736,19.54136177325466,11.409343450428265,10.541791105928693,11.491176617852574,9.904157546932886,7.912634187887171,24.327992185399484,9.960952851496595,14.712360733448895,23.90555343942937,9.960952851496595,17.50980418989583,13.591041800518612,15.601602014509671,17.18191702432347,17.208282329180058,10.05822425606469,12.588573984712946,11.102614878177535,13.821749833897647,23.90555343942937,9.523556054327086,9.960952851496595,13.674020988549717,10.156369398717853,9.257194037370638,9.996437878073078,9.754379898907445,13.677195998780958,12.37187734067416,12.59976346097713,12.864367234284897,11.502806016641859,17.69193094488739,8.730780662787275,12.59976346097713,17.69193094488739,10.699747716002303,23.90555343942937,9.960952851496595,23.90555343942937,5.846562878127774,9.960952851496595,12.37187734067416
points26,19.308729424812697,21.39143463832288,17.77662477079803,12.102807964933588,7.655401740972189,10.963533323794854,10.979215931572604,18.138065371929006,13.863341908470632,19.39005468995567,17.64290876331443,13.863341908470636,10.729261466136698,18.533946721683986,17.236416971261015,13.022829906201386,12.59584399486364,6.895397127687095,12.371974315654965,13.454552447428327,18.35343075197616,17.64290876331443,10.707782036890086,13.863341908470636,18.4935218751869,6.325846051624824,8.956567793590205,8.626208576181654,7.908495594552015,17.496162100167226,11.17986768150577,17.528751889368845,16.752936702366657,16.74030573168087,13.585808434499029,9.391000742807373,17.528751889368845,13.585808434499029,2.215046614627325,17.64290876331443,13.863341908470636,17.64290876331443,10.952051942715519,13.863341908470636,11.17986768150577
points27,15.347159176481542,17.7143721850184,5.854319211511844,15.880068824597014,9.22656401844808,15.08295371444,13.551170994152768,18.903897916542366,15.651992203460873,13.158869135006908,18.417738135752426,15.651992203460873,24.0846625209923,12.739004740661272,17.11070038052976,19.30082865270981,23.374032166179752,9.212744725274899,17.154901453614784,6.825464735655438,10.176513972830964,18.417738135752426,11.281206050313608,15.651992203460873,7.694616555438696,8.839253075934398,10.996696239826907,11.069415966699355,8.98734581965255,12.885202104825668,14.54021761889625,7.803282587820106,12.057938689704784,9.662841114060077,19.783858929980724,10.631920014147916,7.803282587820106,19.783858929980724,9.621564759494227,18.417738135752426,15.651992203460873,18.417738135752426,11.551022292881525,15.651992203460873,14.54021761889625
points28,8.250246119471155,14.752373524058436,20.045074292447723,19.92233561350432,9.645260286726772,22.462645736814196,20.458254356907904,8.359644156131088,24.39792531076752,14.82182896036402,7.749612862842936,24.39792531076752,10.199247166545245,14.749964850265474,20.43358289033457,18.228937908507447,8.320775272435144,11.806266452616136,18.57395868753589,19.927261429242282,15.081241137677644,7.749612862842936,11.828338681887042,24.39792531076752,14.54316338657293,9.905934391421129,10.636471412409428,8.497177884987787,11.095096445882485,14.291934329309923,19.093930121676166,11.76951586233022,13.490309607035146,13.434191615557312,18.725618362172288,10.92414611281594,11.76951586233022,18.725618362172288,12.470411703837504,7.749612862842936,24.39792531076752,7.749612862842936,18.889203868154496,24.39792531076752,19.093930121676166
points29,12.727371376836913,11.879420205267678,18.967469637999667,16.108611208886025,10.709595930805135,17.807127868758148,17.084057172232683,14.796228279984044,17.807134566936995,7.348498600847379,14.261812523732488,17.807134566936995,11.744396072054085,6.495141258355171,18.172484261635407,24.98314625571882,11.50481052168488,11.012613466429723,20.950607934840278,15.961861481445132,8.199485113512226,14.261812523732488,10.009081501964692,17.807134566936995,9.647437385025498,9.469878380166321,9.78137562587298,8.239237607802274,10.40388674352652,7.060418391301357,20.557983586938686,5.768707000629997,6.126994160407017,5.726692272452449,25.39381408557899,9.579579554490634,5.768707000629997,25.39381408557899,12.13468947072383,14.261812523732488,17.807134566936995,14.261812523732488,16.32065150686697,17.807134566936995,20.557983586938686
points30,10.419823388304431,8.928983776918306,15.090132869510786,17.453616203458942,12.783616160363858,20.20662090825613,19.469296156672375,14.90992101290959,18.669094732061954,3.9848256866574996,14.376840893214926,18.669094732061954,10.807470700298047,0.0,15.711285400838833,3.9380814062714924,12.628407320468956,15.72712519009796,0.0,14.616462845350824,4.080206854304963,14.376840893214924,11.325755894902423,23.681765649394997,2.770951525932582,12.443881009873202,12.685085874757233,10.4755195446565,11.072229260571092,3.2435427865998405,25.905279618116904,2.388105519469388,2.2405532897952694,2.5507382717714453,27.40705834884682,11.254932385897021,2.3881055194693896,27.40705834884682,15.423850611968396,14.376840893214924,23.681765649394997,14.376840893214924,17.609195236511255,23.681765649394997,25.905279618116904
points31,6.55176573729145,10.809293334732475,18.314827484295442,21.09543453633078,11.71004628140373,24.22880265966803,23.98805645670165,7.351750500967249,25.16917430162326,12.253398527632662,6.72987870058022,25.16917430162326,11.255181500486923,12.171538303198549,18.724053102122465,19.505150905098134,9.878725193434107,13.290401843767324,20.494849024336098,19.190753746070776,12.161082950732238,6.72987870058022,12.106580896560848,25.16917430162326,11.853076396182555,12.352559888190028,11.465868849604195,10.373273653220851,12.074939781118406,10.376573749616465,23.829340779443783,9.520177427901725,9.503588802888652,10.413319635158437,19.98557920562712,11.195012845622191,9.520177427901725,19.98557920562712,13.520004558173769,6.72987870058022,25.16917430162326,6.72987870058022,21.497941271500668,25.16917430162326,23.829340779443783
points32,7.46076538318988,12.488450605975446,21.46258843996567,20.56181627795755,17.799260492166226,23.283583607202498,21.32526697020001,11.896388072348305,22.57049408125287,10.273965511732614,11.327905648062673,22.57049408125287,6.460799570294974,10.016398273129427,12.436032522240524,20.018189728338655,6.385409431005027,17.874599368159103,22.072481326009644,20.94730920689769,11.786002994521183,11.327905648062673,14.591124595380592,22.57049408125287,14.52229899555206,17.392422536990725,15.075190036463459,14.653892252669364,17.197349087096974,10.105856160648308,18.92080943485963,10.433113648983984,9.227937193791579,9.662836240862234,20.492084648043107,13.790078158353275,10.433113648983984,20.492084648043107,18.467027242340844,11.327905648062673,22.57049408125287,11.327905648062673,17.618705591783552,22.57049408125287,18.92080943485963
points33,17.332120882034257,18.095720996734954,15.386876435334559,12.478116728933594,10.89387911475939,13.01890052039448,12.563798336711029,18.73161195955146,14.74782824078191,14.484106596375709,18.243428202237475,14.74782824078191,17.3743943911823,14.792671034767976,19.896178301310318,21.456121668791802,14.204494053546496,11.743770073771284,14.335418952430903,16.168522620364232,14.058375942352463,18.243428202237475,10.241201688297279,14.74782824078191,10.42266980189305,10.203765080301778,9.231620996834188,7.7656582902144615,11.841677722016549,13.806632559889017,17.97692780668004,8.396508110249576,12.996162868552402,12.296670285643806,21.91170499775269,9.205330111404201,8.396508110249576,21.91170499775269,9.993501409782006,18.243428202237475,14.74782824078191,18.243428202237475,10.65698763114578,14.74782824078191,17.97692780668004
points34,13.919218611060938,14.036595550843632,21.72801793957745,13.995833999761643,8.14988315674231,16.56779106758323,17.06716115353559,10.358388090764441,19.65499387382968,14.442075609911454,9.771837589944427,19.65499387382968,8.300496245099083,14.712368816678637,20.228724341795306,17.55356601222201,7.484922871277928,9.724041879889036,14.368885915989786,20.28133415431835,14.596105071667802,9.771837589944427,11.90913441379355,19.65499387382968,14.788432848273434,7.58405047577821,10.172830730061817,7.721616278187214,9.511827940392514,13.77438788687011,19.480309456341597,11.776364145130753,12.963330513490625,12.80796787937657,18.058847105052433,10.797208217368606,11.776364145130753,18.058847105052433,9.460251258723403,9.771837589944427,19.65499387382968,9.771837589944427,17.58172929514012,19.65499387382968,19.480309456341597
points35,14.231797742184352,17.365400140528674,14.812269750168575,19.214316409051314,4.459374759348931,16.242757112428105,14.946437925679222,15.434334976760972,18.13400153765282,14.428711480811794,14.907415553911573,18.13400153765282,16.414220436794096,13.64230483696451,25.147003166900063,19.324730856953177,15.152141779357128,4.150759752589869,17.17956037326599,14.037785370086448,13.990120608698696,14.907415553911573,2.6285306110046918,18.13400153765282,12.348632990481386,3.4116430014396544,1.9022158033540528,1.3680764374774128,3.7589730981218734,13.494891061666081,16.804896017474583,10.543245074566713,12.678739660348553,12.217045384019439,19.80745674750755,2.194585792474634,10.543245074566713,19.80745674750755,5.7556262646057155,14.907415553911573,18.13400153765282,14.907415553911573,14.15631009877048,18.13400153765282,16.804896017474583
points36,9.538025381071911,8.70848689577333,16.53560770334358,16.55138678634217,11.441604399425826,21.12355446331656,22.182301449472643,11.44427715157856,21.161539418233836,8.184256850682218,10.87048343027322,21.161539418233836,13.272656703929158,8.079655054777776,17.78697649054596,24.728895968108585,12.905570586141861,13.435844020444351,20.769029241942377,16.294349886019802,8.765876992799736,10.87048343027322,13.368385209101524,21.161539418233836,8.04350213951848,12.40469476961618,13.53963471580841,12.232105941092197,12.145387793734342,7.086664195207817,26.300166841668513,4.849090016844747,6.153718312710664,7.69570213595854,25.142801591832402,12.710364877846258,4.849090016844747,25.142801591832402,13.287170914785461,10.87048343027322,21.161539418233836,10.87048343027322,18.987198344005655,21.161539418233836,26.300166841668513
points37,15.446491733192241,16.005623085195346,14.344059330424937,15.478302549678894,8.631154629211323,14.97966321751107,15.496639325259746,16.66335403141335,16.934441891094423,14.245329247695311,16.150872846930376,16.934441891094423,15.446566756512103,14.429292038251479,19.378688476650908,18.785653927676716,15.33771991274308,8.627462289644724,15.327551590562203,12.162916076313802,13.419478055486282,16.150872846930376,9.81758170872589,16.934441891094423,12.668730491721139,7.8938523628406125,8.565592225963954,8.435384025644575,8.100406620462842,11.703257732744044,18.621127786803143,11.227760285175348,10.854452542870614,11.480131278861206,19.275244785779613,8.65416149474699,11.227760285175352,19.275244785779613,6.119976050079784,16.150872846930376,16.934441891094423,16.150872846930376,14.589846219650433,16.934441891094423,18.621127786803143
