,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33
points18,10.941000287747604,19.6609931590261,10.138144099955685,7.949339703304211,7.079999229919037,18.52047474147769,18.157284278400876,13.73472767225234,14.681359572981506,14.727274440518999,12.151353809141545,20.366306102564923,12.426874188611425,17.527481429242357,12.426874188611425,17.527481429242357,12.426874188611425,17.527481429242357,12.426874188611425,6.986409226665452,20.281128201736337,17.527481429242357,13.89723866861478,12.980698878721986,12.426874188611425,19.887494561308387,17.527481429242357,9.416994606250343,13.95207004053005,10.521451683726191,9.872235979218633,6.646009596893835,12.426874188611425
points19,10.223989409018362,18.50835662802634,10.148221778562936,10.413307057931194,9.195190653740054,21.892814865130024,21.548397518654532,13.674254614358247,10.954338759409078,17.499205896316905,8.792902817676337,17.189389042879114,10.984647989993311,20.968162226137903,10.984647989993311,20.968162226137903,10.984647989993311,20.968162226137903,10.984647989993311,9.297911738199383,22.022769039547857,20.968162226137903,17.5803379303132,9.879290430154253,10.984647989993311,15.21818801438914,20.968162226137903,9.057721660773144,16.53466103927998,13.836581876266491,10.440686027519217,8.457028989586993,10.984647989993311
points20,6.48429091579596,24.072356050457774,5.601056579043605,2.3700210043856864,2.201984691975357,14.250151238764134,17.86933422167711,13.62676303746658,16.39423923412091,12.273310570422533,19.437911898664158,21.064073719594106,8.434380373061167,17.23532243588466,8.434380373061167,17.23532243588466,8.434380373061167,17.23532243588466,8.434380373061167,2.017647377514444,16.888143379823997,17.23532243588466,12.14378109762472,16.87512412688442,8.434380373061167,20.365908426806136,17.23532243588466,5.059244807068786,11.748015427651548,10.502960606032817,5.728192574221734,2.0935041119385565,8.434380373061167
points21,14.664013599409625,12.68985753998347,15.201434778301754,15.088744641447379,15.76612068720565,11.71248198230364,12.485941795328747,19.91247475997093,18.57717667501714,8.989936634486362,15.617250899158684,23.02418368258372,18.184725141758463,11.773241511065926,18.184725141758463,11.773241511065926,18.184725141758463,11.773241511065926,18.184725141758463,14.771945930661449,15.193504080392783,11.773241511065926,8.692077072403933,19.015704185608172,18.184725141758463,23.48478842978579,11.773241511065926,14.077993874095114,11.209787955851617,13.401568892634899,14.175102487699563,13.94996206114322,18.184725141758463
points22,14.570702633172997,14.087959406970484,15.118973962536392,15.204498700098817,14.780397119215055,19.332988185116342,17.973210916046916,13.861492703539597,13.017580667220175,13.827132872688688,8.790227298393997,18.23619218160338,14.456052634739935,17.34071748530992,14.456052634739935,17.34071748530992,14.456052634739935,17.34071748530992,14.456052634739935,14.399443508570833,19.978044693762385,17.34071748530992,13.372723453569613,11.13474167054682,14.456052634739935,17.611036117800452,17.34071748530992,14.042707416100365,13.034760093314649,12.034169777860935,14.875618653363905,13.902570693159575,14.456052634739935
points23,8.170238515412954,20.571580624565453,8.323150214723238,8.567013439675536,7.672261305987662,13.73852424631807,15.581468131230688,15.871298142459123,15.475552612897953,13.79354673521528,16.480147228232155,19.6161024745007,13.99871939334002,14.914014839952333,13.99871939334002,14.914014839952333,13.99871939334002,14.914014839952333,13.99871939334002,8.08245200795701,15.434689575404958,14.914014839952333,14.000578439337076,18.045779044872813,13.99871939334002,17.634924564012202,14.914014839952333,6.921236731507256,13.88194683279535,13.601697090418986,8.160387294279563,6.322912942454645,13.99871939334002
points24,11.935540582791894,14.437096928844888,14.590539016521975,17.879405763123057,18.155886661388777,0.0,24.42616189351468,11.653084128558557,0.0,7.979043978266988,24.047136661788784,20.777104962195775,20.21795004237822,11.376274385974183,20.21795004237822,11.376274385974186,20.21795004237822,11.376274385974186,20.21795004237822,17.255091629111156,4.83513487816174,11.376274385974186,7.611269360833226,28.085762528645574,20.21795004237822,22.113830032697745,11.376274385974186,14.242955379527414,7.5455547193937695,8.668814732073463,13.097473105250312,13.86133983403936,20.21795004237822
points25,11.491176617852574,15.601602014509671,10.05822425606469,9.523556054327086,9.257194037370638,20.327511477003736,19.54136177325466,11.409343450428265,11.15100080534017,14.712360733448895,10.541791105928693,17.18191702432347,10.199723903117803,18.931789843786042,10.199723903117803,18.931789843786042,10.199723903117803,18.931789843786042,10.199723903117803,8.730780662787275,24.327992185399484,18.931789843786042,13.591041800518612,9.960952851496595,10.199723903117803,16.740986686941945,18.931789843786042,10.156369398717853,13.821749833897647,13.674020988549717,9.754379898907445,9.996437878073078,10.199723903117803
points26,7.655401740972189,17.236416971261015,6.895397127687095,10.707782036890086,8.956567793590205,19.308729424812697,21.39143463832288,17.77662477079803,8.43161652408722,19.39005468995567,12.102807964933588,13.022829906201386,10.732613035699417,20.80890503538065,10.732613035699417,20.80890503538065,10.732613035699417,20.80890503538065,10.732613035699417,9.391000742807373,18.138065371929006,20.80890503538065,18.533946721683986,13.863341908470632,10.732613035699417,11.311078368041207,20.80890503538065,6.325846051624824,18.35343075197616,18.4935218751869,7.908495594552015,8.626208576181654,10.732613035699417
points27,9.22656401844808,17.11070038052976,9.212744725274899,11.281206050313608,10.996696239826907,15.347159176481542,17.7143721850184,5.854319211511844,12.766742279019537,13.158869135006908,15.880068824597014,19.30082865270981,12.527851860919451,17.07809533492841,12.527851860919451,17.07809533492841,12.527851860919451,17.07809533492841,12.527851860919451,10.631920014147916,18.903897916542366,17.07809533492841,12.739004740661272,15.651992203460873,12.527851860919451,18.69362637405008,17.07809533492841,8.839253075934398,10.176513972830964,7.694616555438696,8.98734581965255,11.069415966699355,12.527851860919451
points28,9.645260286726772,20.43358289033457,11.806266452616136,11.828338681887042,10.636471412409428,8.250246119471155,14.752373524058436,20.045074292447723,22.94503791470735,14.82182896036402,19.92233561350432,18.228937908507447,17.447804147935013,14.0728014414007,17.447804147935013,14.0728014414007,17.447804147935013,14.0728014414007,17.447804147935013,10.92414611281594,8.359644156131088,14.0728014414007,14.749964850265474,24.39792531076752,17.447804147935013,17.67094092164401,14.0728014414007,9.905934391421129,15.081241137677644,14.54316338657293,11.095096445882485,8.497177884987787,17.447804147935013
points29,10.709595930805135,18.172484261635407,11.012613466429723,10.009081501964692,9.78137562587298,12.727371376836913,11.879420205267678,18.967469637999667,17.7577263287231,7.348498600847379,16.108611208886025,24.98314625571882,15.263489269081152,11.157854456734004,15.263489269081152,11.157854456734004,15.263489269081152,11.157854456734004,15.263489269081152,9.579579554490634,14.796228279984044,11.157854456734004,6.495141258355171,17.807134566936995,15.263489269081152,25.20155983589333,11.157854456734004,9.469878380166321,8.199485113512226,9.647437385025498,10.40388674352652,8.239237607802274,15.263489269081152
points30,12.783616160363858,11.817004111692045,12.519889374628047,14.541724631964458,15.920903175599914,10.419823388304431,8.928983776918306,15.090132869510786,17.124832605066572,3.9848256866574996,17.453616203458942,24.494124895933876,17.174007384959477,8.164291799792638,17.174007384959477,8.164291799792638,17.174007384959477,8.164291799792638,17.174007384959477,14.496302458662877,14.90992101290959,8.164291799792638,0.0,11.298398365189781,13.226113047560556,0.0,6.932616875210144,12.443881009873206,4.080206854304963,5.596740380941599,11.072229260571095,13.477014848096859,20.66574268982907
points31,11.71004628140373,18.724053102122465,13.290401843767324,12.106580896560848,11.465868849604195,6.55176573729145,10.809293334732475,18.314827484295442,24.4097284631575,12.253398527632662,21.09543453633078,19.505150905098134,19.95339142177181,10.072085650789615,19.95339142177181,10.072085650789615,19.95339142177181,10.072085650789615,19.95339142177181,11.195012845622191,7.351750500967249,10.072085650789615,12.171538303198549,25.16917430162326,19.95339142177181,19.604966572694366,10.072085650789615,12.352559888190028,12.161082950732238,11.853076396182555,12.074939781118406,10.373273653220851,19.95339142177181
points32,17.799260492166226,12.436032522240524,17.874599368159103,14.591124595380592,15.075190036463459,7.46076538318988,12.488450605975446,21.46258843996567,22.14188282798677,10.273965511732614,20.56181627795755,20.018189728338655,18.110076204757874,11.775786992742173,18.110076204757874,11.775786992742173,18.110076204757874,11.775786992742173,18.110076204757874,13.790078158353275,11.896388072348305,11.775786992742173,10.016398273129427,22.57049408125287,18.110076204757874,20.54221991652551,11.775786992742173,17.392422536990725,11.786002994521183,14.52229899555206,17.197349087096974,14.653892252669364,18.110076204757874
points33,10.89387911475939,19.896178301310318,11.743770073771284,10.241201688297279,9.231620996834188,17.332120882034257,18.095720996734954,15.386876435334559,16.074544267024343,14.484106596375709,12.478116728933594,21.456121668791802,13.949365655792631,17.465018283362284,13.949365655792631,17.465018283362284,13.949365655792631,17.465018283362284,13.949365655792631,9.205330111404201,18.73161195955146,17.465018283362284,14.792671034767976,14.74782824078191,13.949365655792631,19.966600168209155,17.465018283362284,10.203765080301778,14.058375942352463,10.42266980189305,11.841677722016549,7.7656582902144615,13.949365655792631
points34,8.14988315674231,20.228724341795306,9.724041879889036,11.90913441379355,10.172830730061817,13.919218611060938,14.036595550843632,21.72801793957745,19.475356792587704,14.442075609911454,13.995833999761643,17.55356601222201,17.351347446166464,13.346561014496883,17.351347446166464,13.346561014496883,17.351347446166464,13.346561014496883,17.351347446166464,10.797208217368606,10.358388090764441,13.346561014496883,14.712368816678637,19.65499387382968,17.351347446166464,17.202228511703577,13.346561014496883,7.58405047577821,14.596105071667802,14.788432848273434,9.511827940392514,7.721616278187214,17.351347446166464
points35,4.459374759348931,25.147003166900063,4.150759752589869,2.6285306110046918,1.9022158033540528,14.231797742184352,17.365400140528674,14.812269750168575,16.52199512806612,14.428711480811794,19.214316409051314,19.324730856953177,10.127320116975964,16.724022401628382,10.127320116975964,16.724022401628382,10.127320116975964,16.724022401628382,10.127320116975964,2.194585792474634,15.434334976760972,16.724022401628382,13.64230483696451,18.13400153765282,10.127320116975964,18.932227413507416,16.724022401628382,3.4116430014396544,13.990120608698696,12.348632990481386,3.7589730981218734,1.3680764374774128,10.127320116975964
points36,11.441604399425826,17.78697649054596,13.435844020444351,13.368385209101524,13.53963471580841,9.538025381071911,8.70848689577333,16.53560770334358,24.042006191887612,8.184256850682218,16.55138678634217,24.728895968108585,21.087000261348383,7.940571938206968,21.087000261348383,7.940571938206968,21.087000261348383,7.940571938206968,21.087000261348383,12.710364877846258,11.44427715157856,7.940571938206968,8.079655054777776,21.161539418233836,21.087000261348383,25.06269230211611,7.940571938206968,12.40469476961618,8.765876992799736,8.04350213951848,12.145387793734342,12.232105941092197,21.087000261348383
points37,8.631154629211323,19.378688476650908,8.627462289644724,9.81758170872589,8.565592225963954,15.446491733192241,16.005623085195346,14.344059330424937,15.047462982274922,14.245329247695311,15.478302549678894,18.785653927676716,14.051864027460905,15.344369623653145,14.051864027460905,15.344369623653145,14.051864027460905,15.344369623653145,14.051864027460905,8.65416149474699,16.66335403141335,15.344369623653145,14.429292038251479,16.934441891094423,14.051864027460905,16.834348893982533,15.344369623653145,7.8938523628406125,13.419478055486282,12.668730491721139,8.100406620462842,8.435384025644575,14.051864027460905
points38,9.561434552117948,16.14901586752781,9.01962244010441,12.30892402292624,10.944756781105964,16.764198961338778,16.80488288324312,19.043367214708127,12.444780687442934,16.75594648558319,13.03895107828195,14.785957628489209,14.857675363772401,16.15531212071582,14.857675363772401,16.15531212071582,14.857675363772401,16.15531212071582,14.857675363772401,10.899897302656756,15.684911526959697,16.15531212071582,16.464477494935526,16.277554356260914,14.857675363772401,13.125048360544803,16.15531212071582,8.797374800581384,16.47007309919143,17.540542129191728,9.473085097511994,11.21208966909194,14.857675363772401
points39,11.285775752383463,17.323594284465518,12.599134427202529,14.232979919955838,12.938658561394249,9.98149357131444,11.96148473665745,19.537563899355547,21.338834930371398,15.011895188253131,17.780050838699058,16.42791066747626,20.737933649806415,11.241118517015838,20.737933649806415,11.241118517015838,20.737933649806415,11.241118517015838,20.737933649806415,12.824575861029134,7.861056742110983,11.241118517015838,15.079339317914101,23.35287639914398,20.737933649806415,16.1045352804834,11.241118517015838,11.436143503169383,14.99180046292589,15.428949938364356,11.68642485835383,11.55189811787688,20.737933649806415
points40,11.831289441515338,19.317798547846735,13.734999428601045,13.337378315481129,12.28694890532623,10.95530370056608,14.57491915654577,19.869096394598525,23.042084219006384,15.926727346301378,17.510330519445596,16.7258138072364,19.04145046061311,13.892753241482609,19.04145046061311,13.892753241482609,19.04145046061311,13.892753241482609,19.04145046061311,12.16574390650942,7.592427745306753,13.892753241482609,15.48618119484472,22.076745718100565,19.04145046061311,17.27617532515743,13.892753241482609,12.637592587690387,15.265558589802934,13.257773948051732,13.523614797000345,11.53172953532546,19.04145046061311
points41,12.369214429905446,17.700091942980105,11.559741781864377,9.416231027865505,8.596188277865302,19.595173468174064,18.0712277008429,14.341039920662071,13.505555583650791,14.21825096534186,10.346411454443931,19.63600952289473,12.40657005892117,17.440166971460304,12.40657005892117,17.440166971460304,12.40657005892117,17.440166971460304,12.40657005892117,8.424535964209168,20.72368181035579,17.440166971460304,14.166860701915795,12.007791065216708,12.40657005892117,18.44739105559589,17.440166971460304,11.015547971998782,13.689635832557418,11.81268665811926,11.65735472540238,8.425985519799337,12.40657005892117
points42,5.2620403349177085,24.78215833205936,3.9901060856616266,1.3629032570061506,0.9967089965726462,13.323657770625363,18.91104229575466,13.96653378723507,17.69580648201308,16.138231380284658,20.855540782905276,16.341536684215658,8.31136116322781,18.29225705071975,8.31136116322781,18.29225705071975,8.31136116322781,18.29225705071975,8.31136116322781,0.6433227062812605,14.388363086978632,18.29225705071975,14.960641351027256,18.67381374696349,8.31136116322781,16.572111646678817,18.29225705071975,4.9231541864174355,14.481653833851121,12.575215641368718,4.855323597175466,2.9397033579039755,8.31136116322781
points43,5.858855925979004,23.946851285279518,5.299147603792682,4.104007793355341,2.924905393442495,12.643193562774346,18.273515592211396,16.931416722456166,16.417548984614385,15.958580300125337,20.490361309184436,17.157377641830426,9.959611610499802,17.645411684321626,9.959611610499802,17.645411684321626,9.959611610499802,17.645411684321626,9.959611610499802,3.2596427712110154,13.249026534996792,17.645411684321626,15.124139536173125,19.931289685903405,9.959611610499802,15.949100448243332,17.645411684321626,4.496339024093748,15.062861742694873,14.440437210439727,5.550906156456854,2.354355387457458,9.959611610499802
points44,8.210494754205673,19.940408322265377,8.054813128115027,8.727843199888348,7.890568788830314,19.3762722214263,19.26936444709137,12.471051025077726,12.33525761637269,17.019852832496788,11.58942194689905,16.877118219871278,12.2600253499068,18.655816760425672,12.2600253499068,18.655816760425672,12.2600253499068,18.655816760425672,12.2600253499068,7.85691638235002,19.745545799705795,18.655816760425672,15.90765810023814,13.051702207523837,12.2600253499068,16.71784146053727,18.655816760425672,7.729972242532327,15.492681747420312,12.398033142089247,8.088043349830274,7.865561238202774,12.2600253499068
points45,9.869939653736333,18.216737557116808,9.185634379408643,9.478841320955091,8.78643013717382,20.175912127637016,19.248257329782227,11.209237783999248,12.152296329049923,16.447665817315666,10.614262373675034,17.232404210018554,12.094183496111942,18.63440112253387,12.094183496111938,18.63440112253387,12.094183496111938,18.63440112253387,12.094183496111938,8.400062805764057,21.4979361662231,18.63440112253387,15.629266724541843,11.699536562166866,12.094183496111938,16.687931024556416,18.63440112253387,9.39726149058707,14.945166106051731,12.000992645339313,9.365657226826055,9.572733131008633,12.094183496111938
points46,15.264637264248911,16.409737285617105,16.19649656114842,13.221834703533816,12.463928965091316,10.257510712231262,14.598556314256397,20.77884411668431,22.48465134080324,14.779317490141604,18.00520301178544,19.12128509502289,18.52144964074307,13.91673590111861,18.52144964074307,13.91673590111861,18.52144964074307,13.91673590111861,18.52144964074307,11.719665531806244,10.839816789256817,13.91673590111861,14.596255547779805,21.428922932390122,18.52144964074307,18.552685269867666,13.91673590111861,15.871429431724755,15.107308932752062,13.486892878962717,15.919869519435586,12.151353457466971,18.52144964074307
points47,2.004100560599082,25.897670066967493,3.3930653121804557,5.195662946397525,4.207193964589612,8.483446777672034,15.089699580585435,15.768590164688002,20.45787894373373,14.36302676261736,23.77409046687696,16.488566536929042,12.52841821521919,14.415058158518802,12.52841821521919,14.415058158518802,12.52841821521919,14.415058158518802,12.52841821521919,4.8998564165933844,9.62359292336573,14.415058158518802,14.230514624786416,23.85988233986302,12.52841821521919,16.392482301243987,14.415058158518802,2.915727822443289,13.912485303571488,13.98875573071215,3.0928112821266254,3.923597914952183,12.52841821521919
points48,12.198547488665099,14.666477314721872,11.654601797553381,12.836413312383103,12.956451510742028,14.251319797833455,13.700866802131987,9.077243100433384,15.196450634194607,9.672531414477614,15.498550799679297,22.637853042122043,15.560751213244036,13.00592495287969,15.560751213244036,13.00592495287969,15.560751213244036,13.00592495287969,15.560751213244036,11.639304555858368,16.581761653715294,13.00592495287969,10.223816621032475,17.206377267364786,15.560751213244036,21.317339191659133,13.00592495287969,11.864148163004254,6.570245661441997,4.146895619750371,11.89221524141203,13.74204951570914,15.560751213244036
points49,16.563454017511045,15.89089316434251,17.08626446382894,13.088451005983783,12.62026896297326,10.271846839368951,12.538622511444524,20.499495313808602,23.351516338547405,11.852696942300126,17.466735673553043,21.186781237993976,19.12173741199504,11.82669225584044,19.12173741199504,11.82669225584044,19.12173741199504,11.82669225584044,19.12173741199504,11.82548464059401,10.202436005414029,11.82669225584044,11.509183502957036,21.207143209197092,19.12173741199504,21.437413937986616,11.82669225584044,16.446752162321904,12.418545925925295,11.691299825110347,16.437691100853026,12.082777525384747,19.12173741199504
points50,9.293027370958951,20.34079575691736,9.62852586976422,8.841523986163775,8.25663272208311,14.92188700028456,15.49588551091994,15.299304626901737,18.549717611850053,13.428632397652558,13.62500783004261,22.43764899275669,14.842334847634527,14.827181267202295,14.842334847634527,14.827181267202295,14.842334847634527,14.827181267202295,14.842334847634527,7.83501490665229,16.459006166859687,14.827181267202295,12.366172787435396,16.1583608203028,14.842334847634527,21.491329845693333,14.827181267202295,9.300970354849714,12.471201509168155,8.974418739638999,9.776185203108131,7.893861815544412,14.842334847634527
points51,15.173152011976374,16.861586918100155,15.744640355773475,11.728406135479034,11.526557325247811,10.681691950141229,14.459568854496707,20.77884700780701,23.47502502348463,13.374415303198793,16.579736871135996,20.500055708248315,17.743536161811775,13.77571687582393,17.743536161811775,13.77571687582393,17.743536161811775,13.77571687582393,17.743536161811775,10.628617029341354,10.78652897950784,13.77571687582393,12.883392281814363,20.49820237061051,17.743536161811775,20.918519821565777,13.77571687582393,15.189720855262074,14.14397871852377,12.79108332067046,15.252849394628603,10.847533473304122,17.743536161811775
