,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
points14,11.067564850886553,7.584769941634555,20.829700069564414,7.807833145527988,20.56960707057597,5.118227156845797,21.71076382327912,22.07583659955953,11.26916785593713,5.118227156845797,19.172755155588206,11.445693354331958,13.555351762868163,5.1614114366463815,22.44928394814714,7.985296444066676,4.7182710061431585,10.115117948555818,23.84064065699032,22.07583659955953,24.26322487811294,11.751094173536725,10.444577004639202,5.7830432810324535
points15,11.984961787750166,7.535826270649718,23.331223707145455,11.040945065804024,20.338690763941695,4.85627734032003,18.60871224371074,24.490520605641954,10.71996705993658,4.85627734032003,21.426050498261944,11.133043759813711,14.018074874751356,9.00951199098161,21.313552434747386,10.385165811572934,6.0157274344352585,11.351637477700626,20.416669085637515,24.490520605641954,22.95710683666148,8.920253128125896,10.793527408213887,8.649672696114576
points16,15.332475756322172,10.217828895417156,22.07455789376463,10.487675853750751,17.212694228038384,6.155608156765857,16.725154274076626,23.277479563385192,15.631805531439808,6.155608156765857,16.52114499206984,15.133807396874971,23.28588796567055,13.710502297105238,16.529838349427422,14.609015946064673,7.613099065821549,16.390305461987587,21.002599328724635,23.277479563385192,21.34907140582798,13.11086880301995,16.815878758681286,9.78935947776814
points17,12.229663920035804,15.06539045747056,14.403586661078416,14.65250145812393,12.90282955850316,14.569886577888035,16.494574365866484,15.872803761641674,11.50660236198022,14.569886577888035,18.59784616124653,11.707267955012066,17.006050905321278,11.621236788377047,13.515317985655335,11.562088916497439,14.470141902490212,10.8929286405338,16.59191240521147,15.872803761641674,14.446252039656473,15.044466624093328,12.97188541572577,10.251704552119833
points18,18.157284278400876,18.52047474147769,14.681359572981506,20.281128201736337,12.151353809141545,14.586986767869542,10.14060080513078,16.140933871475028,14.727274440518999,14.586986767869542,20.366306102564923,13.89723866861478,13.73472767225234,10.941000287747604,19.6609931590261,10.138144099955685,14.527784786709725,13.95207004053005,10.631012061792623,16.140933871475028,14.38822434069204,7.949339703304211,10.521451683726191,18.112223600761485
points19,21.548397518654532,21.892814865130024,10.954338759409078,22.022769039547857,8.792902817676337,18.503889922235132,7.673791219679042,12.543295450767488,17.499205896316905,18.503889922235132,17.189389042879114,17.5803379303132,13.674254614358247,10.223989409018362,18.50835662802634,10.148221778562936,17.740473087956662,16.53466103927998,8.786557287809856,12.543295450767488,11.154088642322389,10.413307057931194,13.836581876266491,20.715501553188084
points20,17.86933422167711,14.250151238764134,16.39423923412091,16.888143379823997,19.437911898664158,12.833312919816532,13.03209563881341,17.79435143665812,12.273310570422533,12.833312919816532,21.064073719594106,12.14378109762472,13.62676303746658,6.48429091579596,24.072356050457774,5.601056579043605,12.660293352312461,11.748015427651548,14.22429427989398,17.79435143665812,16.268182851463077,2.3700210043856864,10.502960606032817,16.884156552243752
points21,12.485941795328747,11.71248198230364,18.57717667501714,15.193504080392783,15.617250899158684,11.581801126461706,16.146266210577412,19.901508868881198,8.989936634486362,11.581801126461706,23.02418368258372,8.692077072403933,19.91247475997093,14.664013599409625,12.68985753998347,15.201434778301754,12.89407655042032,11.209787955851617,16.018972883056687,19.901508868881198,16.032838953834982,15.088744641447379,13.401568892634899,11.691930823733152
points22,17.973210916046916,19.332988185116342,13.017580667220175,19.978044693762385,8.790227298393997,15.895188530094899,10.323679105712054,14.53491254389561,13.827132872688688,15.895188530094899,18.23619218160338,13.372723453569613,13.861492703539597,14.570702633172997,14.087959406970484,15.118973962536392,16.730161197021573,13.034760093314649,10.951987438036355,14.53491254389561,12.171145215066252,15.204498700098817,12.034169777860935,18.282091872905706
points23,15.581468131230688,13.73852424631807,15.475552612897953,15.434689575404958,16.480147228232155,12.58998222519724,14.615827603109455,16.90755674180003,13.79354673521528,12.58998222519724,19.6161024745007,14.000578439337076,15.871298142459123,8.170238515412954,20.571580624565453,8.323150214723238,11.879129374774973,13.88194683279535,15.763549532827035,16.90755674180003,17.05456175571403,8.567013439675536,13.601697090418986,12.922688466181427
points24,6.418314001268423,0.0,0.0,4.83513487816174,24.047136661788784,0.0,4.9672222836347535,0.0,7.979043978266988,0.0,7.655101340009595,22.166646218849298,11.653084128558557,16.65863646993093,8.355539185095031,13.656475548204037,28.15210956359063,21.988344231273413,2.1118528373268544,0.0,27.9565211008776,12.44535445809013,10.024810756816839,6.924462963406997
points25,19.54136177325466,20.327511477003736,11.15100080534017,24.327992185399484,10.541791105928693,19.363815838044125,5.846562878127774,12.733130433647146,14.712360733448895,19.363815838044125,17.18191702432347,13.591041800518612,11.409343450428265,11.491176617852574,15.601602014509671,10.05822425606469,20.483797769909057,13.821749833897647,6.34525036381491,12.733130433647146,8.392449960263756,9.523556054327086,13.674020988549717,22.595946112734698
points26,21.39143463832288,19.308729424812697,8.43161652408722,18.138065371929006,12.102807964933588,19.375544772823016,10.952051942715519,10.108148749810987,19.39005468995567,19.375544772823016,13.022829906201386,18.533946721683986,17.77662477079803,7.655401740972189,17.236416971261015,6.895397127687095,16.95036888029085,18.35343075197616,12.900585892152545,10.108148749810987,11.949467460258846,10.707782036890086,18.4935218751869,17.16549442813536
points27,17.7143721850184,15.347159176481542,12.766742279019537,18.903897916542366,15.880068824597014,15.72302990402088,11.551022292881525,14.292781933974497,13.158869135006908,15.72302990402088,19.30082865270981,12.739004740661272,5.854319211511844,9.22656401844808,17.11070038052976,9.212744725274899,15.729310285338837,10.176513972830964,12.089544107694595,14.292781933974497,13.178677648562095,11.281206050313608,7.694616555438696,17.38144868234272
points28,14.752373524058436,8.250246119471155,22.94503791470735,8.359644156131088,19.92233561350432,3.2976250946642356,18.889203868154496,24.11774113541544,14.82182896036402,3.2976250946642356,18.228937908507447,14.749964850265474,20.045074292447723,9.645260286726772,20.43358289033457,11.806266452616136,3.550240236216621,15.081241137677644,23.25625469706873,24.11774113541544,25.43905323604839,11.828338681887042,14.54316338657293,8.71396244235704
points29,11.879420205267678,12.727371376836913,17.7577263287231,14.796228279984044,16.108611208886025,11.1790102744468,16.32065150686697,19.110505491880005,7.348498600847379,11.1790102744468,24.98314625571882,6.495141258355171,18.967469637999667,10.709595930805135,18.172484261635407,11.012613466429723,12.088713932141836,8.199485113512226,16.43970098654586,19.110505491880005,16.843578045111265,10.009081501964692,9.647437385025498,11.879582874539825
points30,8.928983776918306,10.419823388304431,17.124832605066572,14.90992101290959,17.453616203458942,13.028089199537353,17.60919523651126,18.49958248115796,3.9848256866574996,13.02808919953735,24.494124895933876,0.0,13.014877609298829,15.810560892358966,13.20123860273373,15.72712519009796,13.037308834733873,25.453692096362218,12.310170181983333,10.364528608743862,15.888650473527786,16.295913254781897,21.368555757684803,17.929265453408853
points31,10.809293334732475,6.55176573729145,24.4097284631575,7.351750500967249,21.09543453633078,2.4969424229936816,21.497941271500668,25.53158539739599,12.253398527632662,2.4969424229936816,19.505150905098134,12.171538303198549,18.314827484295442,11.71004628140373,18.724053102122465,13.290401843767324,3.5834917960267387,12.161082950732238,24.32364713733204,25.53158539739599,25.405579694103263,12.106580896560848,11.853076396182555,5.055097740973607
points32,12.488450605975446,7.46076538318988,22.14188282798677,11.896388072348305,20.56181627795755,8.046659296671983,17.618705591783552,23.342467333012646,10.273965511732614,8.046659296671983,20.018189728338655,10.016398273129427,21.46258843996567,17.799260492166226,12.436032522240524,17.874599368159103,10.887626535145362,11.786002994521183,19.5107268827242,23.342467333012646,18.052683710911616,14.591124595380592,14.52229899555206,9.717862841560029
points33,18.095720996734954,17.332120882034257,16.074544267024343,18.73161195955146,12.478116728933594,12.866143027024624,10.65698763114578,17.48575458301431,14.484106596375709,12.866143027024624,21.456121668791802,14.792671034767976,15.386876435334559,10.89387911475939,19.896178301310318,11.743770073771284,12.66993706534191,14.058375942352463,12.272000587218454,17.48575458301431,16.25847475853627,10.241201688297279,10.42266980189305,17.19946481024313
points34,14.036595550843632,13.919218611060938,19.475356792587704,10.358388090764441,13.995833999761643,7.0054536826225196,17.58172929514012,20.768508937118057,14.442075609911454,7.0054536826225196,17.55356601222201,14.712368816678637,21.72801793957745,8.14988315674231,20.228724341795306,9.724041879889036,6.207826130640176,14.596105071667802,21.139519310434125,20.768508937118057,22.7637257200541,11.90913441379355,14.788432848273434,9.121446475953368
points35,17.365400140528674,14.231797742184352,16.52199512806612,15.434334976760972,19.214316409051314,11.389168867809957,14.15631009877048,17.917672323639845,14.428711480811794,11.389168867809957,19.324730856953177,13.64230483696451,14.812269750168575,4.459374759348931,25.147003166900063,4.150759752589869,10.34616909796083,13.990120608698696,15.76392506442204,17.917672323639845,18.597755831996803,2.6285306110046918,12.348632990481386,14.958506206310847
points36,8.70848689577333,9.538025381071911,24.042006191887612,11.44427715157856,16.55138678634217,4.943284951693659,18.987198344005655,25.1766284928215,8.184256850682218,4.9432849516936574,24.728895968108585,8.079655054777776,16.53560770334358,11.441604399425826,17.78697649054596,13.435844020444351,6.846743901032595,8.765876992799736,19.989527177296615,25.1766284928215,22.120542636047215,13.368385209101524,8.04350213951848,6.933022074630018
points37,16.005623085195346,15.446491733192241,15.047462982274922,16.66335403141335,15.478302549678894,13.493194297643065,14.589846219650433,16.494328112373708,14.245329247695311,13.493194297643065,18.785653927676716,14.429292038251479,14.344059330424937,8.631154629211323,19.378688476650908,8.627462289644724,12.704259486690685,13.419478055486282,14.462353573070338,16.494328112373708,16.22392320615085,9.81758170872589,12.668730491721139,14.47495434070801
points38,16.80488288324312,16.764198961338778,12.444780687442934,15.684911526959697,13.03895107828195,16.13760471673383,14.346928002605459,13.981997141029412,16.75594648558319,16.13760471673383,14.785957628489209,16.464477494935526,19.043367214708127,9.561434552117948,16.14901586752781,9.01962244010441,14.964911003340166,16.47007309919143,15.498556278718253,13.981997141029412,13.94817993882801,12.30892402292624,17.540542129191728,12.758176603104838
points39,11.96148473665745,9.98149357131444,21.338834930371398,7.861056742110983,17.780050838699058,5.256044862464626,20.860717382705058,22.567296998677907,15.011895188253131,5.256044862464626,16.42791066747626,15.079339317914101,19.537563899355547,11.285775752383463,17.323594284465518,12.599134427202529,5.135910478434205,14.99180046292589,23.784275122446832,22.567296998677907,23.842797311000226,14.232979919955838,15.428949938364356,5.045525993143569
points40,14.57491915654577,10.95530370056608,23.042084219006384,7.592427745306753,17.510330519445596,3.4403181127341527,20.678075616671222,24.211418506806137,15.926727346301378,3.440318112734151,16.7258138072364,15.48618119484472,19.869096394598525,11.831289441515338,19.317798547846735,13.734999428601045,3.7993593540521013,15.265558589802934,24.06876204123564,24.211418506806137,25.18827103852696,13.337378315481129,13.257773948051732,7.05277964902621
points41,18.0712277008429,19.595173468174064,13.505555583650791,20.72368181035579,10.346411454443931,15.557765957926486,8.561824767591647,15.00594755966457,14.21825096534186,15.557765957926486,19.63600952289473,14.166860701915795,14.341039920662071,12.369214429905446,17.700091942980105,11.559741781864377,16.078238926327188,13.689635832557418,10.162333274272255,15.005947559664566,12.827419615354817,9.416231027865505,11.81268665811926,18.903397058437672
points42,18.91104229575466,13.323657770625363,17.69580648201308,14.388363086978632,20.855540782905276,10.150434880877183,13.448644210451114,19.050735173797246,16.138231380284658,10.150434880877183,16.341536684215658,14.960641351027256,13.96653378723507,5.2620403349177085,24.78215833205936,3.9901060856616266,10.241359645374951,14.481653833851121,16.87164360413258,19.050735173797246,18.70326497585088,1.3629032570061506,12.575215641368718,15.531653330271036
points43,18.273515592211396,12.643193562774346,16.417548984614385,13.249026534996792,20.490361309184436,11.142344719113694,15.425426204917711,17.816851996259782,15.958580300125337,11.142344719113694,17.157377641830426,15.124139536173125,16.931416722456166,5.858855925979004,23.946851285279518,5.299147603792682,9.901566929191558,15.062861742694873,18.078238383522674,17.816851996259782,19.045326094269424,4.104007793355341,14.440437210439727,13.75802877820544
points44,19.26936444709137,19.3762722214263,12.33525761637269,19.745545799705795,11.58942194689905,15.766902257180348,9.420249449582743,13.87627613002746,17.019852832496788,15.766902257180348,16.877118219871278,15.90765810023814,12.471051025077726,8.210494754205673,19.940408322265377,8.054813128115027,15.162915945715278,15.492681747420312,11.198211392928938,13.87627613002746,13.748853146888553,8.727843199888348,12.398033142089247,17.94453888427877
points45,19.248257329782227,20.175912127637016,12.152296329049923,21.4979361662231,10.614262373675034,16.93100464362363,7.848736636388513,13.699666288092189,16.447665817315666,16.93100464362363,17.232404210018554,15.629266724541843,11.209237783999248,9.869939653736333,18.216737557116808,9.185634379408643,17.199247164093972,14.945166106051731,9.342372515456523,13.699666288092189,11.698927704539544,9.478841320955091,12.000992645339313,19.36984536906099
points46,14.598556314256397,10.257510712231262,22.48465134080324,10.839816789256817,18.00520301178544,5.954322440096031,18.242683423963587,23.673336741261355,14.779317490141604,5.954322440096029,19.12128509502289,14.596255547779805,20.77884411668431,15.264637264248911,16.409737285617105,16.19649656114842,7.274011546154917,15.107308932752062,20.62967052761483,23.673336741261355,21.69042261994976,13.221834703533816,13.486892878962717,8.991293636227068
points47,15.089699580585435,8.483446777672034,20.45787894373373,9.62359292336573,23.77409046687696,6.140237920059845,18.673675806190825,21.716923130912434,14.36302676261736,6.140237920059845,16.488566536929042,14.230514624786416,15.768590164688002,2.004100560599082,25.897670066967493,3.3930653121804557,5.787883212653227,13.912485303571488,21.91769149437937,21.716923130912434,23.186472110300542,5.195662946397525,13.98875573071215,9.98075749280872
points48,13.700866802131987,14.251319797833455,15.196450634194607,16.581761653715294,15.498550799679297,13.207034329891995,14.935132605004608,16.638143703315762,9.672531414477614,13.207034329891995,22.637853042122043,10.223816621032475,9.077243100433384,12.198547488665099,14.666477314721872,11.654601797553381,13.736920037311084,6.570245661441997,14.548762577325713,16.638143703315762,15.184368777617205,12.836413312383103,4.146895619750371,13.957184131039833
points49,12.538622511444524,10.271846839368951,23.351516338547405,10.202436005414029,17.466735673553043,5.164884293381645,19.49346351009344,24.510108784522803,11.852696942300126,5.164884293381645,21.186781237993976,11.509183502957036,20.499495313808602,16.563454017511045,15.89089316434251,17.08626446382894,6.865436414847844,12.418545925925295,21.304677684131068,24.510108784522803,22.101725333976958,13.088451005983783,11.691299825110347,8.111002650967002
points50,15.49588551091994,14.92188700028456,18.549717611850053,16.459006166859687,13.62500783004261,10.761276714963895,13.538858120187474,19.875003038732146,13.428632397652558,10.761276714963895,22.43764899275669,12.366172787435396,15.299304626901737,9.293027370958951,20.34079575691736,9.62852586976422,11.096738857184842,12.471201509168155,14.678764664350672,19.875003038732146,17.842175388204318,8.841523986163775,8.974418739638999,13.58693739600908
points51,14.459568854496707,10.681691950141229,23.47502502348463,10.78652897950784,16.579736871135996,4.993301659495186,17.66811705502854,24.629329903064214,13.374415303198793,4.993301659495186,20.500055708248315,12.883392281814363,20.77884700780701,15.173152011976374,16.861586918100155,15.744640355773475,6.383107523108537,14.14397871852377,20.686104066007328,24.629329903064214,22.587274176833482,11.728406135479034,12.79108332067046,9.464430037369596
points52,19.147620775167663,17.67361454922572,15.338419984455482,19.157120470589586,12.845381215056896,14.551225490879407,10.68344440522444,16.775184630804397,16.066645458519353,14.551225490879407,17.95776502560728,15.283584816949805,12.52543717675835,10.882175110133316,18.839147586217035,10.351623688760451,15.134950239942716,14.544749545001157,11.821373117124933,16.775184630804397,13.777005547273626,8.427565275878784,11.122695441719884,17.24779024772337
points53,10.192739407514711,8.327148482086667,20.17188006525487,12.39183748472352,20.53570059358206,8.375387899637246,19.505399121311434,21.440852616428625,6.957982005363673,8.375387899637246,24.45696098382262,7.229319709107851,14.672731708732949,10.704103647453497,19.060911945006847,11.665606818692233,9.126417042872012,7.0554477546991095,18.986029704016147,21.440852616428625,19.825650758184125,10.699651585235197,7.973878724113314,9.058839364504083
points54,17.7186979496131,10.411253815323848,16.40658223616315,11.91350379851147,24.64559586971953,10.702523774409546,16.063727126967024,17.806265955142244,14.86840011248555,10.702523774409546,14.761474560439993,13.935459376932453,17.07721383954446,4.570574524925666,23.684391015775653,3.4681377854050517,10.147177553386536,14.685699574558377,19.492600767312545,17.806265955142244,18.798075812535114,2.5609413041494298,17.436203371147304,13.834028816151624
points55,13.65500055182744,13.600870527145036,16.52124206077434,15.880845952174377,16.506883135216697,11.553422038503463,15.345039354479445,17.916945398849833,10.115338839834962,11.553422038503463,21.251856871174805,10.160052824474906,5.772041534310627,9.795724438471602,18.00649855882259,9.71195316301527,12.258485360116218,6.771792914583776,15.291055295663158,17.916945398849833,16.672673250032943,10.476042342141444,4.429334854986559,13.47970832855002
points56,7.010783552806002,9.535190918776062,19.218120641829948,11.656275772259809,19.330867855948128,8.625945179167708,21.80473639569426,20.520202661019223,5.9770664447503865,8.625945179167708,23.398830647967355,6.295828577532254,12.17462512363365,11.278611575822659,16.0213464641478,11.956773777901923,9.869521457063357,5.677280001175694,19.76501368432832,20.520202661019223,19.07758549688271,13.76443690818942,7.151039993198743,6.152616455573435
points57,11.585231389592215,8.228699937058638,25.75701715439515,9.356646835718275,18.525568079124444,2.1123569936384268,18.387579353684078,26.832103371894593,11.263625010615767,2.1123569936384268,21.24928796021623,10.878750320080878,19.03446198994726,12.828853533789859,18.23275499452304,14.08338355885405,4.124097302262063,11.57817573264812,22.200396157170843,26.832103371894593,24.86136519132307,11.528154239976868,10.793214156062387,8.056040756761975
points58,20.4050597754699,18.40688051071086,11.966368462784914,20.602226755998363,13.819776403696663,17.269995444886874,10.408033804888676,13.520192851099488,15.432363019609443,17.269995444886874,19.2302478462243,15.572875695671565,6.173506686900291,11.636451750102905,17.452535525496124,10.689120972081412,17.133731623329336,13.041524403417592,10.290958160626774,13.520192851099488,11.764880616654512,9.613387517650619,8.418738839146101,18.944352922152838
points59,19.45594918513129,18.599315035256634,14.427237153672255,17.817722250704318,12.098092846659709,13.28972051906553,10.716519103023895,15.895633234585427,17.704539102377105,13.28972051906553,17.57725825325787,17.42910205354321,13.515649234586718,8.57817317236057,21.050601648002846,9.146422907409818,12.54520414549723,16.222880732296705,13.23983976495324,15.895633234585427,16.384040375553955,9.44053173836146,11.86037949696432,16.597557514274683
points60,15.740045393152663,11.804356739643765,20.218964511833725,11.207374821532488,17.25519121624355,6.24854562735442,16.164368387112443,21.48630254077919,15.163509509191423,6.24854562735442,18.29302776979185,15.384224041209821,22.369765249127344,11.368804966314704,18.48352472658969,12.677249031808191,6.629240687135296,15.764282940333223,20.240414515337093,21.48630254077919,22.339497866874417,11.974095991942653,14.571806651274525,11.221187551370193
points61,15.47747569304567,19.593995525513645,10.39225364814815,17.69800406366947,9.635585996059392,18.646907226365432,15.55716288422025,12.00072295301916,13.93458042341718,18.646907226365432,16.756928462129178,14.64226757373648,15.680883243277153,15.942767081804016,10.905259898996565,16.264118223498524,17.903440041185323,13.013476847093568,13.366625251842981,12.00072295301916,10.990033747583059,19.433870461709244,13.877374066861222,13.375942540346724
points62,12.51056487452651,11.649276890360872,18.78183808312456,14.99329010037312,18.332319509350732,9.715836336848906,16.300098285834682,20.099065518514614,9.132059460314139,9.715836336848906,24.879619978109144,9.582343119772606,13.075478083593108,9.234793213845013,20.866890884231633,9.638817770764568,9.805787105866974,9.54374340345742,16.231006055021922,20.099065518514614,19.1417453284906,8.048690498892459,8.623567491411661,11.896022932011547
points63,18.819225861810008,14.523922462105945,14.828028170942579,13.004452129320327,15.070218736909059,12.133459153194934,14.651549073598613,16.282510913710617,16.768960330638237,12.133459153194934,14.867902842711425,16.92683493861225,25.18076900168071,12.345264757665474,16.01456048537116,12.271108763671592,11.038147664013735,17.957164001269696,18.337250701303873,16.282510913710617,17.90115772688037,12.292514097769281,19.9980939681644,13.84382035741867
points64,17.08779862597839,15.385314259281175,15.465799706827655,16.269891075038142,15.839895649897935,13.504270354413556,14.52937657117661,16.898142404894724,14.156278726753326,13.504270354413556,20.264535758557003,14.61082351829186,15.227977164312513,8.261661233750145,20.662257497334657,8.441414279267784,12.53617605366099,12.96780001129756,14.879043749664694,16.898142404894724,16.393128737498188,8.380254029890093,10.64053619136089,14.51500392926967
points65,16.809726212314814,12.895529527567804,16.05810597490898,16.74079661367609,20.135243400143246,13.76008464725082,12.977053514129642,17.46988694120515,10.474936761337432,13.76008464725082,20.66891487078172,10.132754301274893,15.337664569155638,7.786406419210187,21.266315775595736,6.365321186628343,14.504828430837211,10.536296264255647,14.380339338296453,17.46988694120515,14.411333949552306,3.4943409314171094,12.435759757623858,16.938456421107762
points66,17.494280964823542,15.4296213287939,13.3804738941217,18.967572698876044,16.694765559371152,15.997383098824837,12.758503785654405,14.885208042906804,11.853685432594434,15.997383098824837,21.059220985251685,11.768215731810406,4.768533292884098,9.66395409665831,17.62173906483933,9.003719681321067,16.35000754983994,8.992070036362161,12.022110424636699,14.885208042906804,12.553836707651557,9.86204544850604,5.861827982657694,17.31691972567694
points67,15.852465699143208,11.75761086848435,19.91213752373811,11.640289376141883,18.61202187201521,7.6718027324972615,18.340960678537677,21.190126958162924,14.276557732379116,7.6718027324972615,20.66688541216659,13.940499996044593,18.81618990201336,9.223381534700309,21.424904441636635,8.784336600709869,7.163301306580547,14.23503189381754,19.78194380217945,21.190126958162924,21.801871943509582,7.095470671822695,11.939041586473484,10.759707626902555
points68,17.896776263928245,12.887398420733975,15.104253625562288,15.788851887240298,21.522319828869502,13.732388023121922,14.282834292482564,16.549147285769063,12.708330722483787,13.732388023121922,19.087277666153653,11.989371275708587,15.583023093885501,5.140987493469568,23.430195944833113,3.470867345933847,13.485757479073808,12.499298006013966,15.388480027882323,16.549147285769063,15.437208057224176,1.5585178576014105,13.558618410585122,16.13581313173256
points69,18.798009221638328,18.91362881717069,14.651165411316084,20.79300784426182,11.157433007939597,14.984956897122167,8.484573629987597,16.111787890939315,15.429248760532047,14.984956897122167,18.93594365176088,15.547524532709764,12.520290063475084,10.424502621885296,18.6933956830455,11.15993223336333,15.583002292921543,14.036329087185342,10.088914730435208,16.111787890939315,13.325962369912094,11.130863206697313,10.616604596727012,19.09787201277902
points70,15.42526413097894,13.786996925042391,16.952649676204473,13.715067405965721,16.01312153404521,10.228420402567327,16.88655005194471,18.33337683025083,11.469727021137158,10.228420402567327,23.408010460484387,11.6338177725428,18.11202475151124,7.535584993257385,21.983437209389358,8.691425781965084,8.91499305645149,11.762797075805805,17.584685814779586,18.33337683025083,20.03848617757692,8.840981853048014,10.108513731166857,12.487677145866714
