,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57
points11,16.263262310199515,10.370356820806654,9.879156440947577,4.816469027657346,19.095998810292603,17.637373921586313,15.83769553264198,10.371942887842376,17.903954216793093,21.647041346641686,24.1643713021949,19.583878091018605,11.649464404177317,17.396407778014662,17.043938158482746,9.649028914758862,14.589314324493335,20.25805848831455,20.85981526868775,7.0046526564388705,19.01265201309222,10.857089002062565,4.47930927980772,17.77896463186063,13.635308062766494,21.53396713785477,11.590092134597233,24.059310514485926,13.884019073235203,16.3648276721785,16.002649826563317,8.00298724192642,15.678384973025377,13.635308062766494,10.805242982951663,11.445596365905386,13.855736404395218,14.921208016161097,16.3648276721785,10.237164229051613,10.784808289791611,15.518720715042672,11.150360073489944,18.866395440318318,14.5894985358841,8.636000700602986,8.900995508157997,15.23220410795232,8.728888354362239,10.493334023891004,17.096467561845415,16.956103255066942,15.06360990247078,17.205721280227753,18.866395440318318,8.508262803711935,15.23220410795232
points12,20.074797880760823,20.146641448350817,20.991560649138364,16.652070540777085,10.490326350249141,17.394823301238713,16.338850094107283,9.966194990137192,7.815425558097582,9.87864079743396,12.249757192135855,11.434549874884754,9.024391429507334,16.876986957525236,16.07247890057362,19.160870636896387,13.146797365763668,10.092234404689801,18.461302642212832,18.810515576761908,9.765136192228184,9.161887658635935,16.431851202879283,7.658321141328865,12.620848386290549,9.728104217531738,9.253810300391452,12.106768591414365,3.458184950515266,16.859600194987696,15.987011362527282,8.52085156470884,14.22892733676279,12.620848386290549,8.120768214222336,18.46678066215244,18.59509069170645,17.006075084249087,16.859600194987696,8.686643730771697,20.929111073379264,16.987991464909726,20.69455701629055,14.572024495492002,16.06574989596281,7.886646554113098,7.700552759090597,15.21628062181398,7.8549792619740275,8.931901470191777,18.760291523956592,19.644961971676647,15.622739147268645,18.91510225225679,14.572024495492002,17.06381991218163,15.21628062181398
points13,20.271819867287075,14.683456263917575,16.019700322434236,11.232401365749583,19.190944744415866,16.934258135639926,17.74290325234697,6.67030385884137,12.375472477441736,15.144003963061206,17.70560721826722,15.60299490219577,5.75604961612471,16.716675918723364,16.484620813406792,16.63844365551175,13.951426244726749,15.773102100045008,24.16497793117899,13.52839117088431,13.355730754788583,5.9022121706508255,10.958633559324136,12.232884066419201,12.309812532984102,15.010228623409331,6.500633408004377,17.57998623496951,8.500692539390824,18.245773197642414,16.565750093577567,2.3903770372167834,14.766999907357375,12.309812532984106,7.369485681178832,16.301634456299354,16.751596132260218,16.29672719079658,18.245773197642414,2.5581663802976236,16.343854072862936,17.1830616255694,16.07845772415646,14.016302313427822,15.242304133513056,1.6797274132881124,1.8038079298499932,15.805567276843886,1.5161339185103522,2.2390577817902066,22.461010894407128,20.397471405232192,16.52841998480584,22.202043520771888,14.016302313427822,13.29659314810515,15.805567276843886
points14,11.067564850886553,7.584769941634555,7.807833145527988,4.7182710061431585,20.56960707057597,11.26916785593713,19.172755155588206,5.1614114366463815,21.71076382327912,23.84064065699032,24.26322487811294,13.555351762868163,7.985296444066676,11.445693354331958,10.115117948555818,5.7830432810324535,10.444577004639202,23.154638044062445,22.44928394814714,4.804070457370653,22.42298453133663,6.009081928673392,4.38014102311963,21.597892462369302,9.114334158248546,23.734549336922996,6.655650640169995,24.158478771174014,19.328624824448415,19.6574164067588,9.481822309759078,8.612694301402444,9.042362346128552,9.114334158248546,9.024173231098992,13.609133088317563,8.274278625766476,18.33138041349681,19.6574164067588,11.751094173536725,6.956952851785867,19.577265031243254,6.166165144448908,21.7342737246618,18.831163820008033,10.768042242475099,11.349864409972168,8.592529883227481,10.671582473256679,11.528797199440207,22.095163449557486,18.74008162690532,18.656632679567977,22.094279843284554,21.7342737246618,15.482706120040117,8.592529883227481
points15,11.984961787750166,7.535826270649718,11.040945065804024,6.0157274344352585,20.338690763941695,10.71996705993658,21.426050498261944,9.00951199098161,18.60871224371074,20.416669085637515,22.95710683666148,14.018074874751356,10.385165811572934,11.133043759813711,11.351637477700626,8.649672696114576,10.793527408213887,23.205531892614772,21.313552434747386,8.238941563724662,21.517398731344116,9.386145709846563,5.690416832534938,18.485966116301714,7.923115519862413,20.299678230568983,8.878160798065586,22.84820296175871,15.020307200765723,21.882016773697845,10.481015715021794,7.859257760249134,10.15748043266511,7.923115519862415,13.144314251527518,14.550581019098818,9.513987437161031,17.679997863303267,21.882016773697845,8.920253128125896,10.076154029484348,20.920349329462642,10.110159592141013,21.608129639988064,18.47405293492645,8.868540567706827,8.861562955915238,9.609934297213464,9.006477241645598,8.672040834597876,18.775248347694312,14.613212108334888,21.458461196776945,18.688968379103486,21.608129639988064,13.629736393855602,9.609934297213464
points16,15.332475756322172,10.217828895417156,10.487675853750751,7.613099065821549,17.212694228038384,15.631805531439808,16.52114499206984,13.710502297105238,16.725154274076626,21.002599328724635,21.34907140582798,23.28588796567055,14.609015946064673,15.133807396874971,16.390305461987587,9.78935947776814,16.815878758681286,20.4166639418609,16.529838349427422,7.6511461278169595,18.697284433219576,13.875832420420647,7.3035711255132565,16.596412213118203,14.059462579865274,20.887473666476687,14.477062543565513,21.23504866878039,15.302717268438508,17.039573627328533,14.652148040217828,11.13657718175019,13.98102317275429,14.059462579865274,13.693620510232744,6.33720018929641,13.892050947877543,13.577946599093373,17.039573627328533,13.11086880301995,11.970125192260307,16.123428989411607,9.851630895753551,18.02025468479824,12.310864129278942,11.977747038189772,11.851984511115749,13.857088468390435,11.758344675708745,13.460806200586255,14.312497747053943,14.063008791465219,16.317271487879275,14.161727374259888,18.02025468479824,4.301752895023876,13.857088468390435
points17,12.229663920035804,15.06539045747056,14.65250145812393,14.470141902490212,12.90282955850316,11.50660236198022,18.59784616124653,11.621236788377047,16.494574365866484,16.59191240521147,14.446252039656473,17.006050905321278,11.562088916497439,11.707267955012066,10.8929286405338,10.251704552119833,12.97188541572577,15.375949605912265,13.515317985655335,12.075873599126837,17.603462184306395,11.499794828347968,14.228364249270278,16.365098299462126,11.213408456134804,16.46274619516681,11.921147571495194,14.310255545023368,14.941222530664028,19.089828689539498,8.446939387770314,15.398034030917607,9.468501501738228,11.213408456134804,6.23247782786432,9.889651810507567,10.299128073606267,17.03712306419407,19.089828689539498,15.044466624093328,12.201979854503787,17.849165601403953,10.182556645242226,20.500067795212644,16.244752300457844,14.803827088180572,13.776066214585196,7.538785485751943,13.97867629857677,15.350146582543456,17.695485665505647,21.536336077328006,17.07387415191534,16.557639496713044,20.500067795212644,12.738060352252127,7.538785485751943
points18,18.157284278400876,18.52047474147769,20.281128201736337,14.527784786709725,12.151353809141545,14.727274440518999,20.366306102564923,10.941000287747604,10.14060080513078,10.631012061792623,14.38822434069204,13.73472767225234,10.138144099955685,13.89723866861478,13.95207004053005,18.112223600761485,10.521451683726191,11.783196288731457,19.6609931590261,18.05574928757348,11.398098375716286,9.416994606250343,14.286576667915558,9.990898123002916,9.291922043302092,10.482870506720161,9.872235979218633,14.252043126378089,3.4410127604310152,20.835767874637952,13.223079508108409,6.646009596893835,11.784352938672043,9.291922043302092,8.881317727455762,18.186337741337322,15.230870086304941,19.513485116404333,20.835767874637952,7.949339703304211,18.591081165472165,20.589741084094666,20.71027707879818,17.761065960649297,18.752491365676736,7.079999229919037,6.986409226665452,12.401974148381175,6.9989678389883325,8.057894343515589,18.242809264338867,18.883170424260108,19.887494561308387,18.657861444977225,17.761065960649297,15.714906069752862,12.401974148381175
points19,21.548397518654532,21.892814865130024,22.022769039547857,17.740473087956662,8.792902817676337,17.499205896316905,17.189389042879114,10.223989409018362,7.673791219679042,8.786557287809856,11.154088642322389,13.674254614358247,10.148221778562936,17.5803379303132,16.53466103927998,20.715501553188084,13.836581876266491,8.276484101710068,18.50835662802634,19.906075517831,7.232854602608988,9.057721660773144,17.53100759640276,7.516235938060313,12.769336026390697,8.63254427646265,10.440686027519217,11.007612197890888,3.5348151116929927,17.6993078097421,16.46429772910554,8.457028989586993,14.946758165037117,12.769336026390697,8.416910670342872,17.313959420847684,18.77562920837502,17.048277794455988,17.6993078097421,10.413307057931194,21.07152843294461,16.594874770104322,20.624406912094575,12.94708082577708,15.359834228470229,9.195190653740054,9.297911738199383,15.702265871050468,9.115762793098611,9.501825754149877,18.347140378052053,19.348335892797603,15.21818801438914,19.02013955379595,12.94708082577708,15.848757828655456,15.702265871050468
points20,17.86933422167711,14.250151238764134,16.888143379823997,12.660293352312461,19.437911898664158,12.273310570422533,21.064073719594106,6.48429091579596,13.03209563881341,14.22429427989398,16.268182851463077,13.62676303746658,5.601056579043605,12.14378109762472,11.748015427651548,16.884156552243752,10.502960606032817,16.22367231440332,24.072356050457774,14.451028567577694,13.177323234248858,5.059244807068786,12.40063368175915,12.891597457508276,8.369557296726377,14.087591226715952,5.728192574221734,16.137986112534495,9.052128763991131,21.524649650357343,12.545806869878977,2.0935041119385565,9.983416968635128,8.369557296726377,8.693571177444314,17.588611066997295,13.242384335078487,19.353930709005702,21.524649650357343,2.3700210043856864,15.683600790246786,21.054654734428482,15.57365246185993,14.825036283532162,18.771414871864287,2.201984691975357,2.017647377514444,11.712357735805488,1.8377795678394833,2.054873690378848,22.936813334420233,19.071223578416085,20.365908426806136,23.052061943029575,14.825036283532162,16.24588415291074,11.712357735805488
points21,12.485941795328747,11.71248198230364,15.193504080392783,12.89407655042032,15.617250899158684,8.989936634486362,23.02418368258372,14.664013599409625,16.146266210577412,16.018972883056687,16.032838953834982,19.91247475997093,15.201434778301754,8.692077072403933,11.209787955851617,11.691930823733152,13.401568892634899,18.862455883666144,12.68985753998347,12.650636960716371,19.035767539408994,14.077993874095114,12.636726750049469,16.015681374181636,8.289188283128059,15.887982833577277,14.175102487699563,15.90189304424418,13.766021341213948,23.459798257079036,9.424135797319513,13.94996206114322,9.23707682115925,8.289188283128059,14.0493394284937,7.979368183000635,9.483400777247006,17.156758390967635,23.459798257079036,15.088744641447379,12.55221362087167,21.33019923020052,11.258379593075476,19.806765055067665,15.80502033519273,15.76612068720565,14.771945930661449,8.533791993171006,14.846843777897437,15.248149089159693,14.385266506839876,13.706708957631546,23.48478842978579,13.957874927157446,19.806765055067668,9.437551520370532,8.533791993171002
points22,17.973210916046916,19.332988185116342,19.978044693762385,16.730161197021573,8.790227298393997,13.827132872688688,18.23619218160338,14.570702633172997,10.323679105712054,10.951987438036355,12.171145215066252,13.861492703539597,15.118973962536392,13.372723453569613,13.034760093314649,18.282091872905706,12.034169777860935,10.938307964762352,14.087959406970484,17.733752149824152,8.873541740646386,14.042707416100365,16.510713425600084,10.174559217075187,11.154359854072442,10.804867644469494,14.875618653363905,12.027906368693557,6.228029405436553,18.732780254484176,12.450570645441717,13.902570693159575,11.101088256217611,11.154359854072442,13.570359822473332,14.83051295175213,14.677103109006607,17.958046364046837,18.732780254484176,15.204498700098817,18.406990722055486,18.47044251549933,18.158938219029636,14.99518672704721,17.20439716105214,14.780397119215055,14.399443508570833,11.615385763609224,14.648506727953192,15.417818310480763,13.674456797849,14.186470773137739,17.61103611780046,13.993456541164784,14.99518672704721,14.390112236054085,11.615385763609224
points23,15.581468131230688,13.73852424631807,15.434689575404958,11.879129374774973,16.480147228232155,13.79354673521528,19.6161024745007,8.170238515412954,14.615827603109455,15.763549532827035,17.05456175571403,15.871298142459123,8.323150214723238,14.000578439337076,13.88194683279535,12.922688466181427,13.601697090418986,16.755685262040593,20.571580624565453,12.906873400566646,16.96541627315007,6.921236731507256,11.611751496095822,14.480370918679412,11.350244796296343,15.631746393727003,8.160387294279563,16.92686829819782,10.722972343311605,20.095117843253085,11.757142335748325,6.322912942454645,11.630170644699309,11.350244796296343,6.527618369702153,13.573351228192761,13.142124617374257,16.145701674288173,20.095117843253085,8.567013439675536,14.09111321179127,18.613735647972796,14.044100006493585,18.891774381701524,15.600211981030268,7.672261305987662,8.08245200795701,10.909319230994948,7.596675685396291,8.153930235811314,21.539747790564004,21.240713548932554,17.634924564012202,21.17449525866563,18.891774381701524,14.54725417315059,10.909319230994948
points24,6.418314001268423,0.0,25.484409561943075,23.191141738174085,4.66112877744553,22.59962361811479,13.238845629164812,16.658636469930926,4.967222283634752,5.120566430953851,5.6670321934255385,11.653084128558557,13.656475548204034,22.166646218849294,21.988344231273413,23.605849737478163,16.850102656204086,0.0,17.10795924834126,4.954883464168724,24.683639249602752,14.242955379527416,5.843388527563572,23.73756861815025,14.740635383801465,23.583736330124925,13.09747310525031,22.695231266730072,22.746991064923826,15.180964746088714,6.429050700440761,15.623982101827238,6.609236078736694,14.740635383801465,17.941728891268053,9.633278305345794,4.6390280202221135,16.031885810974156,15.180964746088714,14.503165168231684,4.8122747190790784,15.421000381039212,3.0368653457286587,21.81716365923957,16.964093930700134,14.758808324508733,13.852183790916268,5.484119345434818,14.38197724875664,15.362503715106536,14.45821884704632,9.807962932026461,13.824192141942197,13.79153358983096,21.81716365923957,9.964467096510116,5.484119345434818
points25,19.54136177325466,20.327511477003736,24.327992185399484,20.483797769909057,10.541791105928693,14.712360733448895,17.18191702432347,11.491176617852574,5.846562878127774,6.34525036381491,8.392449960263756,11.409343450428265,10.05822425606469,13.591041800518612,13.821749833897647,22.595946112734698,13.674020988549717,9.904157546932886,15.601602014509671,22.35515385864768,7.912634187887171,10.156369398717853,20.301437407957803,5.683190977168345,12.59976346097713,6.18346593564597,9.754379898907445,8.237182386335844,0.0,11.107020540880061,15.72349133952274,17.160384015017435,17.326338145535097,21.40866511114991,17.033953085509957,9.440344245721072,11.918211813484104,11.44998796085946,11.107020540880061,18.098113095357245,0.9514497945256742,11.427798650601005,0.0,5.963152220892883,19.610220383535797,9.257194037370638,8.730780662787273,14.725606382379727,9.222786270309374,9.42609887410207,17.46883368304017,18.560590186278873,21.98651624837311,22.65456497313594,5.963152220892883,17.208282329180058,14.725606382379727
points26,21.39143463832288,19.308729424812697,18.138065371929006,16.95036888029085,12.102807964933588,19.39005468995567,13.022829906201386,7.655401740972189,10.952051942715519,12.900585892152545,11.949467460258846,17.77662477079803,6.895397127687095,18.533946721683986,18.35343075197616,17.16549442813536,18.4935218751869,10.963533323794854,17.236416971261015,15.778950718664682,10.979215931572604,6.325846051624824,16.733096847612128,10.804932354486526,17.528751889368845,12.759669075628961,7.908495594552015,11.805522946681513,10.77331239338226,13.585808434499029,17.496162100167226,8.626208576181654,16.74030573168087,17.528751889368845,2.215046614627325,10.729261466136698,18.867509079052333,12.292074662240942,13.585808434499029,10.707782036890086,17.77514394486951,11.904945326167978,13.99801684937355,11.17986768150577,10.593988000038067,8.956567793590205,9.391000742807373,16.752936702366657,8.87720424784498,10.421345192297178,22.070657176156658,25.56032805591732,11.311078368041207,21.77486612497064,11.17986768150577,12.59584399486364,16.752936702366657
points27,17.7143721850184,15.347159176481542,18.903897916542366,15.729310285338837,15.880068824597014,13.158869135006908,19.30082865270981,9.22656401844808,11.551022292881525,12.089544107694595,13.178677648562095,5.854319211511844,9.212744725274899,12.739004740661272,10.176513972830964,17.38144868234272,7.694616555438696,15.08295371444,17.11070038052976,16.59257429392694,13.551170994152768,8.839253075934398,15.499973712255422,11.405809408069977,7.803282587820106,11.946045500366704,8.98734581965255,13.03864608203822,8.41049680959264,19.783858929980724,12.885202104825668,11.069415966699355,9.662841114060077,7.803282587820106,9.621564759494227,24.0846625209923,14.065316939037796,21.61075123931515,19.783858929980724,11.281206050313608,17.17286220527824,20.3301935637523,16.161026255216967,14.54021761889625,21.645434271892345,10.996696239826907,10.631920014147916,12.057938689704784,10.645468171084277,11.961308869396037,19.2471221084547,18.14171451350732,18.69362637405008,19.240435534186442,14.54021761889625,23.374032166179752,12.057938689704784
points28,14.752373524058436,8.250246119471155,8.359644156131088,3.550240236216621,19.92233561350432,14.82182896036402,18.228937908507447,9.645260286726772,18.889203868154496,23.25625469706873,25.43905323604839,20.045074292447723,11.806266452616136,14.749964850265474,15.081241137677644,8.71396244235704,14.54316338657293,22.462645736814196,20.43358289033457,5.390316694193401,20.458254356907904,9.905934391421129,3.200569648609522,18.767350630249496,11.76951586233022,23.14830310010025,11.095096445882485,25.338050145684125,16.417157123348925,18.725618362172288,14.291934329309923,8.497177884987787,13.434191615557312,11.76951586233022,12.470411703837504,10.199247166545245,12.165509614787887,15.211897776257217,18.725618362172288,11.828338681887042,9.794111715596955,17.618395146527416,8.83143113706064,19.093930121676166,14.636728750032782,10.636471412409428,10.92414611281594,13.490309607035146,10.324745320126597,11.381519360655359,18.064717415531835,15.28821518923905,17.670940921644007,18.16483188923757,19.093930121676166,8.320775272435144,13.490309607035146
points29,11.879420205267678,12.727371376836913,14.796228279984044,12.088713932141836,16.108611208886025,7.348498600847379,24.98314625571882,10.709595930805135,16.32065150686697,16.43970098654586,16.843578045111265,18.967469637999667,11.012613466429723,6.495141258355171,8.199485113512226,11.879582874539825,9.647437385025498,17.807127868758148,18.172484261635407,12.228569552681474,17.084057172232683,9.469878380166321,11.823406831532635,16.19062179150564,5.768707000629997,16.310050241612174,10.40388674352652,16.715212962761008,12.028315370949668,25.39381408557899,7.060418391301357,8.239237607802274,5.726692272452449,5.768707000629997,12.13468947072383,11.744396072054085,8.462901057896323,20.614312816778764,25.39381408557899,10.009081501964692,12.376864240757437,24.277789609784758,12.849140371893235,20.557983586938686,19.646945180848096,9.78137562587298,9.579579554490634,6.126994160407017,9.609222469029167,9.712156031104255,18.409109761524785,15.624485681844451,25.20155983589333,18.604535321085457,20.557983586938686,11.50481052168488,6.126994160407017
