,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39
points11,10.371942887842376,16.263262310199515,20.85981526868775,17.637373921586313,15.83769553264198,11.649464404177317,10.370356820806654,10.237164229051613,19.095998810292603,19.583878091018605,11.445596365905386,20.25805848831455,9.879156440947577,22.425797817787767,8.636000700602986,9.286976034906326,8.900995508157997,17.903954216793093,22.425797817787767,8.728888354362239,17.396407778014662,10.857089002062565,10.493334023891004,9.61546000125503,11.590092134597233,9.649028914758862,17.043938158482746,17.77896463186063,8.00298724192642,16.002649826563317,9.649028914758862,17.77896463186063,14.589314324493335,10.805242982951663,17.096467561845415,16.956103255066942,13.635308062766494,17.205721280227753,20.282027569769856
points12,9.966194990137192,20.074797880760823,18.461302642212832,17.394823301238713,16.338850094107283,9.024391429507334,20.146641448350817,8.686643730771697,10.490326350249141,11.434549874884754,18.46678066215244,10.092234404689801,20.991560649138364,11.763560208380325,7.886646554113098,20.52992625877897,7.700552759090597,7.815425558097582,11.763560208380325,7.8549792619740275,16.876986957525236,9.161887658635935,8.931901470191777,7.672365836411495,9.253810300391452,19.160870636896387,16.07247890057362,7.658321141328865,8.52085156470884,15.987011362527282,19.160870636896387,7.658321141328865,13.146797365763668,8.120768214222336,18.760291523956592,19.644961971676647,12.620848386290549,18.91510225225679,18.20393869394279
points13,6.67030385884137,20.271819867287075,24.16497793117899,16.934258135639926,17.74290325234697,5.75604961612471,14.683456263917575,2.5581663802976236,19.190944744415866,15.60299490219577,16.301634456299354,15.773102100045008,16.019700322434236,17.683326220773253,1.6797274132881124,15.499657639502157,1.8038079298499932,12.375472477441736,17.683326220773253,1.5161339185103522,16.716675918723364,5.9022121706508255,2.2390577817902066,1.8135645626418102,6.500633408004377,16.63844365551175,16.484620813406792,12.232884066419201,2.3903770372167834,16.565750093577567,16.63844365551175,12.232884066419201,13.951426244726749,7.369485681178832,22.461010894407128,20.397471405232192,12.309812532984102,22.202043520771888,25.59505478174779
points14,5.1614114366463815,11.067564850886553,22.44928394814714,11.26916785593713,19.172755155588206,7.985296444066676,7.584769941634555,11.751094173536725,20.56960707057597,13.555351762868163,13.609133088317563,23.154638044062445,7.807833145527988,23.966201209618728,10.768042242475099,7.191319301075029,11.349864409972168,21.71076382327912,23.966201209618728,10.671582473256679,11.445693354331958,6.009081928673392,11.528797199440207,11.176951764060734,6.655650640169995,5.7830432810324535,10.115117948555818,21.597892462369302,8.612694301402444,9.481822309759078,5.7830432810324535,21.597892462369302,10.444577004639202,9.024173231098992,22.095163449557486,18.74008162690532,9.114334158248546,22.094279843284554,16.833661531551517
points15,9.00951199098161,11.984961787750166,21.313552434747386,10.71996705993658,21.426050498261944,10.385165811572934,7.535826270649718,8.920253128125896,20.338690763941695,14.018074874751356,14.550581019098818,23.205531892614772,11.040945065804024,22.594864110822034,8.868540567706827,10.462413090219234,8.861562955915238,18.60871224371074,22.594864110822034,9.006477241645598,11.133043759813711,9.386145709846563,8.672040834597876,9.132010058212465,8.878160798065586,8.649672696114576,11.351637477700626,18.485966116301714,7.859257760249134,10.481015715021794,8.649672696114576,18.485966116301714,10.793527408213887,13.144314251527518,18.775248347694312,14.613212108334888,7.923115519862413,18.688968379103486,18.151591514076213
points16,13.710502297105238,15.332475756322172,16.529838349427422,15.631805531439808,16.52114499206984,14.609015946064673,10.217828895417156,13.11086880301995,17.212694228038384,23.28588796567055,6.33720018929641,20.4166639418609,10.487675853750751,21.654658069213312,11.977747038189772,9.902644196379745,11.851984511115749,16.725154274076626,21.654658069213312,11.758344675708745,15.133807396874971,13.875832420420647,13.460806200586255,12.35081782458799,14.477062543565513,9.78935947776814,16.390305461987587,16.596412213118203,11.13657718175019,14.652148040217828,9.78935947776814,16.596412213118203,16.815878758681286,13.693620510232744,14.312497747053943,14.063008791465219,14.059462579865274,14.161727374259888,16.907555173025706
points17,11.621236788377047,12.229663920035804,13.515317985655335,11.50660236198022,18.59784616124653,11.562088916497439,15.06539045747056,15.044466624093328,12.90282955850316,17.006050905321278,9.889651810507567,15.375949605912265,14.65250145812393,16.878451042870598,14.803827088180572,14.116397231619766,13.776066214585196,16.494574365866484,16.878451042870598,13.97867629857677,11.707267955012066,11.499794828347968,15.350146582543456,13.86669631507684,11.921147571495194,10.251704552119833,10.8929286405338,16.365098299462126,15.398034030917607,8.446939387770314,10.251704552119833,16.365098299462126,12.97188541572577,6.23247782786432,17.695485665505647,21.536336077328006,11.213408456134804,16.557639496713044,11.838226977125402
points18,10.941000287747604,18.157284278400876,19.6609931590261,14.727274440518999,20.366306102564923,10.138144099955685,18.52047474147769,7.949339703304211,12.151353809141545,13.73472767225234,18.186337741337322,11.783196288731457,20.281128201736337,12.980698878721986,7.079999229919037,19.81114781138613,6.986409226665452,10.14060080513078,12.980698878721986,6.9989678389883325,13.89723866861478,9.416994606250343,8.057894343515589,6.762837004945536,9.872235979218633,18.112223600761485,13.95207004053005,9.990898123002916,6.646009596893835,13.223079508108409,18.112223600761485,9.990898123002916,10.521451683726191,8.881317727455762,18.242809264338867,18.883170424260108,9.291922043302092,18.657861444977225,19.657433024811443
points19,10.223989409018362,21.548397518654532,18.50835662802634,17.499205896316905,17.189389042879114,10.148221778562936,21.892814865130024,10.413307057931194,8.792902817676337,13.674254614358247,17.313959420847684,8.276484101710068,22.022769039547857,9.879290430154253,9.195190653740054,21.573249052533008,9.297911738199383,7.673791219679042,9.879290430154253,9.115762793098611,17.5803379303132,9.057721660773144,9.501825754149877,9.053016069842734,10.440686027519217,20.715501553188084,16.53466103927998,7.516235938060313,8.457028989586993,16.46429772910554,20.715501553188084,7.516235938060313,13.836581876266491,8.416910670342872,18.347140378052053,19.348335892797603,12.769336026390697,19.02013955379595,17.350451139454105
points20,6.48429091579596,17.86933422167711,24.072356050457774,12.273310570422533,21.064073719594106,5.601056579043605,14.250151238764134,2.3700210043856864,19.437911898664158,13.62676303746658,17.588611066997295,16.22367231440332,16.888143379823997,16.87512412688442,2.201984691975357,16.37830296985327,2.017647377514444,13.03209563881341,16.87512412688442,1.8377795678394833,12.14378109762472,5.059244807068786,2.054873690378848,1.8513897680888955,5.728192574221734,16.884156552243752,11.748015427651548,12.891597457508276,2.0935041119385565,12.545806869878977,16.884156552243752,12.891597457508276,10.502960606032817,8.693571177444314,22.936813334420233,19.071223578416085,8.369557296726377,23.052061943029575,24.566440573546753
points21,14.664013599409625,12.485941795328747,12.68985753998347,8.989936634486362,23.02418368258372,15.201434778301754,11.71248198230364,15.088744641447379,15.617250899158684,19.91247475997093,7.979368183000635,18.862455883666144,15.193504080392783,19.015704185608172,15.76612068720565,14.663755430547598,14.771945930661449,16.146266210577412,19.015704185608172,14.846843777897437,8.692077072403933,14.077993874095114,15.248149089159693,14.851489502925588,14.175102487699563,11.691930823733152,11.209787955851617,16.015681374181636,13.94996206114322,9.424135797319513,11.691930823733152,16.015681374181636,13.401568892634899,14.0493394284937,14.385266506839876,13.706708957631546,8.289188283128059,13.957874927157446,11.790988234351358
points22,14.570702633172997,17.973210916046916,14.087959406970484,13.827132872688688,18.23619218160338,15.118973962536392,19.332988185116342,15.204498700098817,8.790227298393997,13.861492703539597,14.83051295175213,10.938307964762352,19.978044693762385,11.13474167054682,14.780397119215055,19.504503746790625,14.399443508570833,10.323679105712054,11.13474167054682,14.648506727953192,13.372723453569613,14.042707416100365,15.417818310480763,14.425076552838291,14.875618653363905,18.282091872905706,13.034760093314649,10.174559217075187,13.902570693159575,12.450570645441717,18.282091872905706,10.174559217075187,12.034169777860935,13.570359822473332,13.674456797849,14.186470773137739,11.154359854072442,13.993456541164784,12.313876718143646
points23,8.170238515412954,15.581468131230688,20.571580624565453,13.79354673521528,19.6161024745007,8.323150214723238,13.73852424631807,8.567013439675536,16.480147228232155,15.871298142459123,13.573351228192761,16.755685262040593,15.434689575404958,18.045779044872813,7.672261305987662,14.907774318300367,8.08245200795701,14.615827603109455,18.045779044872813,7.596675685396291,14.000578439337076,6.921236731507256,8.153930235811314,7.66421008976594,8.160387294279563,12.922688466181427,13.88194683279535,14.480370918679412,6.322912942454645,11.757142335748325,12.922688466181427,14.480370918679412,13.601697090418986,6.527618369702153,21.539747790564004,21.240713548932554,11.350244796296343,21.17449525866563,19.85127125639669
points24,11.935540582791894,6.418314001268423,14.437096928844888,7.979043978266986,16.737513771878234,14.590539016521975,0.0,9.742263386561266,4.66112877744553,11.653084128558557,17.316870130271113,0.0,4.835134878161738,28.085762528645574,18.155886661388777,4.183698445638867,17.255091629111156,23.662244551544543,28.085762528645574,17.786166692182604,7.611269360833226,14.242955379527416,18.77000241958835,18.04184210470548,13.09747310525031,4.774453596682826,7.5455547193937695,23.5555853428266,15.623982101827238,6.429050700440761,4.774453596682826,23.5555853428266,10.328272559634831,17.941728891268053,14.45821884704632,9.807962932026461,8.672663098633738,13.79153358983096,12.395843961972785
points25,11.491176617852574,19.54136177325466,15.601602014509671,14.712360733448895,17.18191702432347,10.05822425606469,20.327511477003736,9.523556054327086,10.541791105928693,11.409343450428265,17.50980418989583,9.904157546932886,24.327992185399484,9.960952851496595,9.257194037370638,23.90555343942937,8.730780662787275,5.846562878127774,9.960952851496595,9.222786270309374,13.591041800518612,10.156369398717853,9.426098874102074,8.61651999458716,9.754379898907445,22.595946112734698,13.821749833897647,5.683190977168345,9.996437878073078,13.677195998780958,22.595946112734698,5.683190977168345,13.674020988549717,10.699747716002303,17.468833683040174,17.061770803669802,12.59976346097713,17.91230210104282,17.402853397855573
points26,7.655401740972189,21.39143463832288,17.236416971261015,19.39005468995567,13.022829906201386,6.895397127687095,19.308729424812697,10.707782036890086,12.102807964933588,17.77662477079803,10.729261466136698,10.963533323794854,18.138065371929006,13.863341908470632,8.956567793590205,17.64290876331443,9.391000742807373,10.952051942715519,13.863341908470636,8.87720424784498,18.533946721683986,6.325846051624824,10.421345192297178,9.13259231749478,7.908495594552015,17.16549442813536,18.35343075197616,10.804932354486526,8.626208576181654,17.496162100167226,17.16549442813536,10.804932354486526,18.4935218751869,2.215046614627325,22.070657176156658,25.56032805591732,17.528751889368845,21.77486612497064,18.073399072053572
points27,9.22656401844808,17.7143721850184,17.11070038052976,13.158869135006908,19.30082865270981,9.212744725274899,15.347159176481542,11.281206050313608,15.880068824597014,5.854319211511844,24.0846625209923,15.08295371444,18.903897916542366,15.651992203460873,10.996696239826907,18.417738135752426,10.631920014147916,11.551022292881525,15.651992203460873,10.645468171084277,12.739004740661272,8.839253075934398,11.961308869396037,10.720010082758234,8.98734581965255,17.38144868234272,10.176513972830964,11.405809408069977,11.069415966699355,12.885202104825668,17.38144868234272,11.405809408069977,7.694616555438696,9.621564759494227,19.2471221084547,18.14171451350732,7.803282587820106,19.240435534186442,15.777694685877227
points28,9.645260286726772,14.752373524058436,20.43358289033457,14.82182896036402,18.228937908507447,11.806266452616136,8.250246119471155,11.828338681887042,19.92233561350432,20.045074292447723,10.199247166545245,22.462645736814196,8.359644156131088,24.39792531076752,10.636471412409428,7.749612862842936,10.92414611281594,18.889203868154496,24.39792531076752,10.324745320126597,14.749964850265474,9.905934391421129,11.381519360655359,11.29813345945032,11.095096445882485,8.71396244235704,15.081241137677644,18.767350630249496,8.497177884987787,14.291934329309923,8.71396244235704,18.767350630249496,14.54316338657293,12.470411703837504,18.064717415531835,15.28821518923905,11.76951586233022,18.16483188923757,17.932960865804414
points29,10.709595930805135,11.879420205267678,18.172484261635407,7.348498600847379,24.98314625571882,11.012613466429723,12.727371376836913,10.009081501964692,16.108611208886025,18.967469637999667,11.744396072054085,17.807127868758148,14.796228279984044,17.807134566936995,9.78137562587298,14.261812523732488,9.579579554490634,16.32065150686697,17.807134566936995,9.609222469029167,6.495141258355171,9.469878380166321,9.712156031104255,9.219319711008596,10.40388674352652,11.879582874539825,8.199485113512226,16.19062179150564,8.239237607802274,7.060418391301357,11.879582874539825,16.19062179150564,9.647437385025498,12.13468947072383,18.409109761524785,15.624485681844451,5.768707000629997,18.604535321085457,17.7743865841649
points30,12.783616160363858,8.928983776918306,11.817004111692045,3.9848256866574996,24.494124895933876,12.519889374628047,10.419823388304431,14.541724631964458,17.453616203458942,15.090132869510786,10.807470700298047,20.20662090825613,14.90992101290959,18.669094732061954,15.920903175599914,14.376840893214926,14.496302458662877,17.60919523651126,18.669094732061954,15.297354159011178,0.0,15.476204659482757,11.943506693361295,13.01298276885217,16.74683137699861,17.929265453408853,25.453692096362218,8.522944189120167,15.09701870888207,26.15714455170386,17.929265453408853,8.522944189120167,21.368555757684803,12.30985018954386,11.934298056418715,15.449038912482639,24.417363285502063,12.547968711181833,16.341614811121673
points31,11.71004628140373,10.809293334732475,18.724053102122465,12.253398527632662,19.505150905098134,13.290401843767324,6.55176573729145,12.106580896560848,21.09543453633078,18.314827484295442,11.255181500486923,24.22880265966803,7.351750500967249,25.16917430162326,11.465868849604195,6.72987870058022,11.195012845622191,21.497941271500668,25.16917430162326,11.052254625036813,12.171538303198549,12.352559888190028,12.26377616637519,11.739290408610804,12.074939781118406,5.055097740973607,12.161082950732238,21.38439243217031,10.373273653220851,10.376573749616465,5.055097740973607,21.38439243217031,11.853076396182555,13.520004558173769,15.891635760982625,14.236908271346433,9.520177427901725,15.697741424688942,17.02408897177362
points32,17.799260492166226,12.488450605975446,12.436032522240524,10.273965511732614,20.018189728338655,17.874599368159103,7.46076538318988,14.591124595380592,20.56181627795755,21.46258843996567,6.460799570294974,23.283583607202498,11.896388072348305,22.57049408125287,15.075190036463459,11.327905648062673,13.790078158353275,17.618705591783552,22.57049408125287,14.03480608482104,10.016398273129427,17.392422536990725,15.067549195793738,14.12795969058617,17.197349087096974,9.717862841560029,11.786002994521183,17.492807974378405,14.653892252669364,10.105856160648308,9.717862841560029,17.492807974378405,14.52229899555206,18.467027242340844,11.123965369736181,9.281806729496253,10.433113648983984,10.615722497022457,13.340905389619357
points33,10.89387911475939,18.095720996734954,19.896178301310318,14.484106596375709,21.456121668791802,11.743770073771284,17.332120882034257,10.241201688297279,12.478116728933594,15.386876435334559,17.3743943911823,13.01890052039448,18.73161195955146,14.74782824078191,9.231620996834188,18.243428202237475,9.205330111404201,10.65698763114578,14.74782824078191,8.731468359996015,14.792671034767976,10.203765080301778,9.57442876486663,8.828289062481446,11.841677722016549,17.19946481024313,14.058375942352463,10.508928764151019,7.7656582902144615,13.806632559889017,17.19946481024313,10.508928764151019,10.42266980189305,9.993501409782006,17.513237321681824,17.76917046287864,8.396508110249576,17.864509975010083,18.075589058765033
points34,8.14988315674231,14.036595550843632,20.228724341795306,14.442075609911454,17.55356601222201,9.724041879889036,13.919218611060938,11.90913441379355,13.995833999761643,21.72801793957745,8.300496245099083,16.56779106758323,10.358388090764441,19.65499387382968,10.172830730061817,9.771837589944427,10.797208217368606,17.58172929514012,19.65499387382968,10.11930209834083,14.712368816678637,7.58405047577821,11.120281894304146,10.831268956826266,9.511827940392514,9.121446475953368,14.596105071667802,17.455713971021858,7.721616278187214,13.77438788687011,9.121446475953368,17.455713971021858,14.788432848273434,9.460251258723403,19.770187684517676,18.30329145127819,11.776364145130753,20.50613736309797,17.4113783693054
points35,4.459374759348931,17.365400140528674,25.147003166900063,14.428711480811794,19.324730856953177,4.150759752589869,14.231797742184352,2.6285306110046918,19.214316409051314,14.812269750168575,16.414220436794096,16.242757112428105,15.434334976760972,18.13400153765282,1.9022158033540528,14.907415553911573,2.194585792474634,14.15631009877048,18.13400153765282,1.8167446046766274,13.64230483696451,3.4116430014396544,2.425922611759787,1.9841013315931877,3.7589730981218734,14.958506206310847,13.990120608698696,14.019390631423624,1.3680764374774128,13.494891061666081,14.958506206310847,14.019390631423624,12.348632990481386,5.7556262646057155,24.389662515433777,22.0139663748196,10.543245074566713,24.71344522764295,25.51517208620443
points36,11.441604399425826,8.70848689577333,17.78697649054596,8.184256850682218,24.728895968108585,13.435844020444351,9.538025381071911,13.368385209101524,16.55138678634217,16.53560770334358,13.272656703929158,21.12355446331656,11.44427715157856,21.161539418233836,13.53963471580841,10.87048343027322,12.710364877846258,18.987198344005655,21.161539418233836,12.895229848950128,8.079655054777776,12.40469476961618,13.370466297736295,12.826718406649094,12.145387793734342,6.933022074630018,8.765876992799736,18.865657052095887,12.232105941092197,7.086664195207817,6.9330220746300135,18.865657052095887,8.04350213951848,13.287170914785461,15.765720351280605,14.470122149471644,4.849090016844747,15.645170457449904,13.824200664708643
points37,8.631154629211323,16.005623085195346,19.378688476650908,14.245329247695311,18.785653927676716,8.627462289644724,15.446491733192241,9.81758170872589,15.478302549678894,14.344059330424937,15.446566756512103,14.97966321751107,16.66335403141335,16.934441891094423,8.565592225963954,16.150872846930376,8.65416149474699,14.589846219650433,16.934441891094423,8.558732633202288,14.429292038251479,7.8938523628406125,9.104539745153945,8.561830176634018,8.100406620462842,14.47495434070801,13.419478055486282,14.454306828634632,8.435384025644575,11.703257732744044,14.47495434070801,14.454306828634632,12.668730491721139,6.119976050079784,20.48518980959337,21.64902157892176,11.227760285175348,20.19374411677556,18.91628622702375
points38,9.561434552117948,16.80488288324312,16.14901586752781,16.75594648558319,14.785957628489209,9.01962244010441,16.764198961338778,12.30892402292624,13.03895107828195,19.043367214708127,7.862392588719164,13.609451487247297,15.684911526959697,16.277554356260914,10.944756781105964,15.16093582084692,10.899897302656756,14.346928002605459,16.277554356260914,10.84042530130675,16.464477494935526,8.797374800581384,12.38585901635523,10.893275179808777,9.473085097511994,12.758176603104838,16.47007309919143,14.210615329582508,11.21208966909194,13.664267211990369,12.758176603104838,14.210615329582508,17.540542129191728,4.19548196944045,19.58902612354484,23.576658502192327,15.93564526177878,19.28266410326316,16.316084180610446
points39,11.285775752383463,11.96148473665745,17.323594284465518,15.011895188253131,16.42791066747626,12.599134427202529,9.98149357131444,14.232979919955838,17.780050838699058,19.537563899355547,9.15564498938686,20.66241612902673,7.861056742110983,23.35287639914398,12.938658561394249,7.24516815645387,12.824575861029134,20.860717382705058,23.35287639914398,12.58038240551069,15.079339317914101,11.436143503169383,14.26662541360766,13.434619996378885,11.68642485835383,5.045525993143569,14.99180046292589,20.745140067397365,11.55189811787688,12.419146795257156,5.045525993143571,20.745140067397365,15.428949938364356,10.347595372347104,16.99141606712728,17.414498238414893,12.892861507871277,16.62182323779289,15.694065468867848
points40,11.831289441515338,14.57491915654577,19.317798547846735,15.926727346301378,16.7258138072364,13.734999428601045,10.95530370056608,13.337378315481129,17.510330519445596,19.869096394598525,9.56922978998438,19.649804196991475,7.592427745306753,22.076745718100565,12.28694890532623,6.973383366846174,12.16574390650942,20.678075616671222,22.076745718100565,11.929343128316455,15.48618119484472,12.637592587690387,13.834937009455453,12.704050679472717,13.523614797000345,7.05277964902621,15.265558589802934,20.561916897493756,11.53172953532546,14.153852805365094,7.05277964902621,20.561916897493756,13.257773948051732,14.202163454831704,15.04934949762946,13.553635358239577,11.589346879800042,15.410324549506958,16.14232889996256
points41,12.369214429905446,18.0712277008429,17.700091942980105,14.21825096534186,19.63600952289473,11.559741781864377,19.595173468174064,9.416231027865505,10.346411454443931,14.341039920662071,16.72177305723062,10.665675818049815,20.72368181035579,12.007791065216708,8.596188277865302,20.25890043988,8.424535964209168,8.561824767591647,12.007791065216708,8.47810814417749,14.166860701915795,11.015547971998782,9.170926235271533,8.128332369033771,11.65735472540238,18.903397058437672,13.689635832557418,8.407096364799454,8.425985519799337,13.340180049066687,18.903397058437672,8.407096364799454,11.81268665811926,11.16403639252682,16.668047684731377,16.59672390904503,10.17420891088382,17.04593686930417,17.926724533868477
points42,5.2620403349177085,18.91104229575466,24.78215833205936,16.138231380284658,16.341536684215658,3.9901060856616266,13.323657770625363,1.3629032570061506,20.855540782905276,13.96653378723507,16.503202001847406,17.187082236531598,14.388363086978632,18.67381374696349,0.9967089965726462,13.849155822527354,0.6433227062812605,13.448644210451114,18.67381374696349,0.7211878716335264,14.960641351027256,4.9231541864174355,1.7258998410126711,0.9127575182657256,4.855323597175466,15.531653330271036,14.481653833851121,13.309472028980283,2.9397033579039755,15.531696983009304,15.531653330271036,13.309472028980283,12.575215641368718,8.250920905725735,23.363794778809403,19.51459673110306,12.028066122430493,23.18929090306733,25.571835906406612
points43,5.858855925979004,18.273515592211396,23.946851285279518,15.958580300125337,17.157377641830426,5.299147603792682,12.643193562774346,4.104007793355341,20.490361309184436,16.931416722456166,13.78322838992568,17.89465977705521,13.249026534996792,19.931289685903405,2.924905393442495,12.696434601971967,3.2596427712110154,15.425426204917711,19.931289685903405,2.628328040843496,15.124139536173125,4.496339024093748,3.7834719970294617,3.088677092641864,5.550906156456854,13.75802877820544,15.062861742694873,15.292546717205994,2.354355387457458,14.51638101802341,13.75802877820544,15.292546717205994,14.440437210439727,6.0168846533485665,23.757917938355277,21.752281331606792,13.073779683066425,23.61967619026563,24.631478494366494
