,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30
points11,16.263262310199515,9.879156440947577,4.816469027657346,25.66812894874269,10.370356820806654,23.54420620012766,17.903954216793093,10.371942887842376,20.85981526868775,11.649464404177317,19.583878091018605,9.649028914758862,17.77896463186063,19.095998810292603,9.649028914758862,17.77896463186063,11.445596365905386,17.637373921586313,10.857089002062565,11.590092134597233,24.49669905334135,15.83769553264198,17.396407778014662,15.06360990247078,9.649028914758862,19.01265201309222,10.805242982951663,17.77896463186063,17.52787331776323,17.043938158482746
points12,20.074797880760823,20.991560649138364,16.652070540777085,14.118487351010243,20.146641448350817,11.426283647538165,7.815425558097582,9.966194990137192,18.461302642212832,9.024391429507334,11.434549874884754,19.160870636896387,7.658321141328865,10.490326350249141,19.160870636896387,7.658321141328865,18.46678066215244,17.394823301238713,9.161887658635935,9.253810300391452,12.418225645498127,16.338850094107283,16.876986957525236,15.622739147268645,19.160870636896387,9.765136192228184,8.120768214222336,7.658321141328865,19.678618807847382,16.07247890057362
points13,20.271819867287075,16.019700322434236,11.232401365749583,19.134455716720687,14.683456263917575,16.272851643862104,12.375472477441736,6.67030385884137,24.16497793117899,5.75604961612471,15.60299490219577,16.63844365551175,12.232884066419201,19.190944744415866,16.63844365551175,12.232884066419201,16.301634456299354,16.934258135639926,5.9022121706508255,6.500633408004377,17.94910888259542,17.74290325234697,16.716675918723364,16.52841998480584,16.63844365551175,13.355730754788583,7.369485681178832,12.232884066419201,20.501580526534937,16.484620813406792
points14,11.067564850886553,7.807833145527988,4.7182710061431585,22.5633215142915,7.584769941634555,23.308615794791205,21.71076382327912,5.1614114366463815,22.44928394814714,7.985296444066676,13.555351762868163,5.7830432810324535,21.597892462369302,20.56960707057597,5.7830432810324535,21.597892462369302,13.609133088317563,11.26916785593713,6.009081928673392,6.655650640169995,24.59691214265896,19.172755155588206,11.445693354331958,18.656632679567977,5.7830432810324535,22.42298453133663,9.024173231098992,21.597892462369302,13.073377883341832,10.115117948555818
points15,11.984961787750166,11.040945065804024,6.0157274344352585,22.32437595748339,7.535826270649718,23.573973426482702,18.60871224371074,9.00951199098161,21.313552434747386,10.385165811572934,14.018074874751356,8.649672696114576,18.485966116301714,20.338690763941695,8.649672696114576,18.485966116301714,14.550581019098818,10.71996705993658,9.386145709846563,8.878160798065586,23.27283132179069,21.426050498261944,11.133043759813711,21.45846119677695,8.649672696114576,21.517398731344116,13.144314251527518,18.485966116301714,11.406735506118187,11.351637477700626
points16,15.332475756322172,10.487675853750751,7.613099065821549,23.78273082172559,10.217828895417156,22.257739069808036,16.725154274076626,13.710502297105238,16.529838349427422,14.609015946064673,23.28588796567055,9.78935947776814,16.596412213118203,17.212694228038384,9.78935947776814,16.596412213118203,6.33720018929641,15.631805531439808,13.875832420420647,14.477062543565513,21.642680902248827,16.52114499206984,15.133807396874971,16.317271487879275,9.78935947776814,18.697284433219576,13.693620510232744,16.596412213118203,14.661165339586747,16.390305461987587
points17,12.229663920035804,14.65250145812393,14.470141902490212,15.62425930037482,15.06539045747056,13.733995767234646,16.494574365866484,11.621236788377047,13.515317985655335,11.562088916497439,17.006050905321278,10.251704552119833,16.365098299462126,12.90282955850316,10.251704552119833,16.365098299462126,9.889651810507567,11.50660236198022,11.499794828347968,11.921147571495194,14.644928446039854,18.59784616124653,11.707267955012066,17.07387415191534,10.251704552119833,17.603462184306395,6.23247782786432,16.365098299462126,22.129623289751002,10.8929286405338
points18,18.157284278400876,20.281128201736337,14.527784786709725,15.87525734426012,18.52047474147769,13.716673113700658,10.14060080513078,10.941000287747604,19.6609931590261,10.138144099955685,13.73472767225234,18.112223600761485,9.990898123002916,12.151353809141545,18.112223600761485,9.990898123002916,18.186337741337322,14.727274440518999,9.416994606250343,9.872235979218633,14.586102703771921,20.366306102564923,13.89723866861478,19.887494561308387,18.112223600761485,11.398098375716286,8.881317727455762,9.990898123002916,21.12509940907415,13.95207004053005
points19,21.548397518654532,22.022769039547857,17.740473087956662,13.47029073015306,21.892814865130024,9.748813321345509,7.673791219679042,10.223989409018362,18.50835662802634,10.148221778562936,13.674254614358247,20.715501553188084,7.516235938060313,8.792902817676337,20.715501553188084,7.516235938060313,17.313959420847684,17.499205896316905,9.057721660773144,10.440686027519217,11.30748858591018,17.189389042879114,17.5803379303132,15.21818801438914,20.715501553188084,7.232854602608988,8.416910670342872,7.516235938060313,19.87660119781378,16.53466103927998
points20,17.86933422167711,16.888143379823997,12.660293352312461,16.615090486708137,14.250151238764134,15.493161241276356,13.03209563881341,6.48429091579596,24.072356050457774,5.601056579043605,13.62676303746658,16.884156552243752,12.891597457508276,19.437911898664158,16.884156552243752,12.891597457508276,17.588611066997295,12.273310570422533,5.059244807068786,5.728192574221734,16.491915906821937,21.064073719594106,12.14378109762472,20.365908426806136,16.884156552243752,13.177323234248858,8.693571177444314,12.891597457508276,17.548129231933725,11.748015427651548
points21,12.485941795328747,15.193504080392783,12.89407655042032,17.3512978930532,11.71248198230364,16.76095447710764,16.146266210577412,14.664013599409625,12.68985753998347,15.201434778301754,19.91247475997093,11.691930823733152,16.015681374181636,15.617250899158684,11.691930823733152,16.015681374181636,7.979368183000635,8.989936634486362,14.077993874095114,14.175102487699563,16.253335371779738,23.02418368258372,8.692077072403933,23.48478842978579,11.691930823733152,19.035767539408994,14.0493394284937,16.015681374181636,12.90196349824722,11.209787955851617
points22,17.973210916046916,19.978044693762385,16.730161197021573,13.598697110549708,19.332988185116342,12.39145240538757,10.323679105712054,14.570702633172997,14.087959406970484,15.118973962536392,13.861492703539597,18.282091872905706,10.174559217075187,8.790227298393997,18.282091872905706,10.174559217075187,14.83051295175213,13.827132872688688,14.042707416100365,14.875618653363905,12.338532533677451,18.23619218160338,13.372723453569613,17.611036117800452,18.282091872905706,8.873541740646386,13.570359822473332,10.174559217075187,14.550602314022177,13.034760093314649
points23,15.581468131230688,15.434689575404958,11.879129374774973,17.95373865024208,13.73852424631807,15.739657527085633,14.615827603109455,8.170238515412954,20.571580624565453,8.323150214723238,15.871298142459123,12.922688466181427,14.480370918679412,16.480147228232155,12.922688466181427,14.480370918679412,13.573351228192761,13.79354673521528,6.921236731507256,8.160387294279563,17.289109722395448,19.6161024745007,14.000578439337076,17.634924564012202,12.922688466181427,16.96541627315007,6.527618369702153,14.480370918679412,21.359941591882915,13.88194683279535
points24,6.418314001268423,4.835134878161738,4.653636706613583,23.00894030971502,0.0,0.0,23.66224455154454,11.935540582791894,17.31689033361736,14.590539016521975,16.451926350251053,5.205065122373352,23.5555853428266,24.04713666178878,5.20506512237335,23.5555853428266,8.817556196900519,7.979043978266985,14.242955379527416,13.097473105250316,24.66287276724041,19.525752775922907,7.611269360833222,20.869863636030065,5.20506512237335,24.23631698925991,17.941728891268053,23.5555853428266,5.127571019728996,7.545554719393766
points25,19.54136177325466,24.327992185399484,20.483797769909057,10.207702760362535,20.327511477003736,8.877700268182641,5.846562878127774,11.491176617852574,15.601602014509671,10.05822425606469,11.409343450428265,22.595946112734698,5.683190977168345,10.541791105928693,22.595946112734698,5.683190977168345,17.50980418989583,14.712360733448895,10.156369398717853,9.754379898907445,8.507869641041886,17.18191702432347,13.591041800518612,16.740986686941945,22.595946112734698,7.912634187887171,10.699747716002303,5.683190977168345,15.558423518243606,13.821749833897647
points26,21.39143463832288,18.138065371929006,16.95036888029085,13.868644669003766,19.308729424812697,8.865818746765788,10.952051942715519,7.655401740972189,17.236416971261015,6.895397127687095,17.77662477079803,17.16549442813536,10.804932354486526,12.102807964933588,17.16549442813536,10.804932354486526,10.729261466136698,19.39005468995567,6.325846051624824,7.908495594552015,12.11380608917674,13.022829906201386,18.533946721683986,11.311078368041207,17.16549442813536,10.979215931572604,2.215046614627325,10.804932354486526,25.192435759375673,18.35343075197616
points27,17.7143721850184,18.903897916542366,15.729310285338837,12.858005828099964,15.347159176481542,12.565850715324041,11.551022292881525,9.22656401844808,17.11070038052976,9.212744725274899,5.854319211511844,17.38144868234272,11.405809408069977,15.880068824597014,17.38144868234272,11.405809408069977,24.0846625209923,13.158869135006908,8.839253075934398,8.98734581965255,13.35992135862017,19.30082865270981,12.739004740661272,18.69362637405008,17.38144868234272,13.551170994152768,9.621564759494227,11.405809408069977,14.336011104287135,10.176513972830964
points28,14.752373524058436,8.359644156131088,3.550240236216621,25.894139030556232,8.250246119471155,25.152902833738725,18.889203868154496,9.645260286726772,20.43358289033457,11.806266452616136,20.045074292447723,8.71396244235704,18.767350630249496,19.92233561350432,8.71396244235704,18.767350630249496,10.199247166545245,14.82182896036402,9.905934391421129,11.095096445882485,25.78891143212994,18.228937908507447,14.749964850265474,17.67094092164401,8.71396244235704,20.458254356907904,12.470411703837504,18.767350630249496,12.784845602952707,15.081241137677644
points29,11.879420205267678,14.796228279984044,12.088713932141836,17.42972680369377,12.727371376836913,17.168985404463374,16.32065150686697,10.709595930805135,18.172484261635407,11.012613466429723,18.967469637999667,11.879582874539825,16.19062179150564,16.108611208886025,11.879582874539825,16.19062179150564,11.744396072054085,7.348498600847379,9.469878380166321,10.40388674352652,17.07522439514409,24.98314625571882,6.495141258355171,25.20155983589333,11.879582874539825,17.084057172232683,12.13468947072383,16.19062179150564,14.17037094686576,8.199485113512226
points30,8.928983776918306,14.90992101290959,15.783283776446563,12.427326820815653,10.419823388304431,15.295851035138789,17.60919523651126,12.783616160363858,11.817004111692045,12.519889374628047,15.090132869510786,10.609354340884794,17.483267344774674,17.453616203458942,10.609354340884794,17.483267344774674,10.807470700298047,3.9848256866574996,12.443881009873204,11.072229260571097,13.30484030706985,24.494124895933876,0.0,0.0,10.609354340884794,19.469296156672375,15.423850611968396,19.89074564052719,8.99542902589481,4.080206854304963
points31,10.809293334732475,7.351750500967249,3.5834917960267387,25.76314500857435,6.55176573729145,25.964001922521696,21.497941271500668,11.71004628140373,18.724053102122465,13.290401843767324,18.314827484295442,5.055097740973607,21.38439243217031,21.09543453633078,5.055097740973607,21.38439243217031,11.255181500486923,12.253398527632662,12.352559888190028,12.074939781118406,25.754977535277238,19.505150905098134,12.171538303198549,19.604966572694366,5.055097740973607,23.98805645670165,13.520004558173769,21.38439243217031,13.692227642081775,12.161082950732238
points32,12.488450605975446,11.896388072348305,10.887626535145362,19.908878247357006,7.46076538318988,20.34208645149963,17.618705591783552,17.799260492166226,12.436032522240524,17.874599368159103,21.46258843996567,9.717862841560029,17.492807974378405,20.56181627795755,9.717862841560029,17.492807974378405,6.460799570294974,10.273965511732614,17.392422536990725,17.197349087096974,18.300958648619613,20.018189728338655,10.016398273129427,20.54221991652551,9.717862841560029,21.32526697020001,18.467027242340844,17.492807974378405,9.845763184789625,11.786002994521183
points33,18.095720996734954,18.73161195955146,12.66993706534191,18.035200129448167,17.332120882034257,15.459904033417006,10.65698763114578,10.89387911475939,19.896178301310318,11.743770073771284,15.386876435334559,17.19946481024313,10.508928764151019,12.478116728933594,17.19946481024313,10.508928764151019,17.3743943911823,14.484106596375709,10.203765080301778,11.841677722016549,16.482074300440548,21.456121668791802,14.792671034767976,19.966600168209155,17.19946481024313,12.563798336711029,9.993501409782006,10.508928764151019,19.995470705397327,14.058375942352463
points34,14.036595550843632,10.358388090764441,6.207826130640176,24.013451072486394,13.919218611060938,21.396837546623512,17.58172929514012,8.14988315674231,20.228724341795306,9.724041879889036,21.72801793957745,9.121446475953368,17.455713971021858,13.995833999761643,9.121446475953368,17.455713971021858,8.300496245099083,14.442075609911454,7.58405047577821,9.511827940392514,23.076790673478857,17.55356601222201,14.712368816678637,17.202228511703577,9.121446475953368,17.06716115353559,9.460251258723403,17.455713971021858,15.463079896149763,14.596105071667802
points35,17.365400140528674,15.434334976760972,10.34616909796083,19.220530245025504,14.231797742184352,16.956092769705695,14.15631009877048,4.459374759348931,25.147003166900063,4.150759752589869,14.812269750168575,14.958506206310847,14.019390631423624,19.214316409051314,14.958506206310847,14.019390631423624,16.414220436794096,14.428711480811794,3.4116430014396544,3.7589730981218734,18.85352703724463,19.324730856953177,13.64230483696451,18.932227413507416,14.958506206310847,14.946437925679222,5.7556262646057155,14.019390631423624,20.26447453051572,13.990120608698696
points36,8.70848689577333,11.44427715157856,6.846743901032595,22.427210723438346,9.538025381071911,23.485833896554958,18.987198344005655,11.441604399425826,17.78697649054596,13.435844020444351,16.53560770334358,6.933022074630018,18.865657052095887,16.55138678634217,6.9330220746300135,18.865657052095887,13.272656703929158,8.184256850682218,12.40469476961618,12.145387793734342,22.42476202154014,24.728895968108585,8.079655054777776,25.06269230211611,6.9330220746300135,22.182301449472643,13.287170914785461,18.865657052095887,13.548498750054598,8.765876992799736
points37,16.005623085195346,16.66335403141335,12.704259486690685,17.10111648869796,15.446491733192241,14.824695189496762,14.589846219650433,8.631154629211323,19.378688476650908,8.627462289644724,14.344059330424937,14.47495434070801,14.454306828634632,15.478302549678894,14.47495434070801,14.454306828634632,15.446566756512103,14.245329247695311,7.8938523628406125,8.100406620462842,16.447047567486212,18.785653927676716,14.429292038251479,16.834348893982533,14.47495434070801,15.496639325259746,6.119976050079784,14.454306828634632,21.600446021637904,13.419478055486282
points38,16.80488288324312,15.684911526959697,14.964911003340166,16.00978336115511,16.764198961338778,12.145882524777013,14.346928002605459,9.561434552117948,16.14901586752781,9.01962244010441,19.043367214708127,12.758176603104838,14.210615329582508,13.03895107828195,12.758176603104838,14.210615329582508,7.862392588719164,16.75594648558319,8.797374800581384,9.473085097511994,14.140006459521954,14.785957628489209,16.464477494935526,13.125048360544803,12.758176603104838,15.483654100020972,4.19548196944045,14.210615329582508,23.463740887897885,16.47007309919143
points39,11.96148473665745,7.861056742110983,5.135910478434205,25.25298659757947,9.98149357131444,23.169005160765163,20.860717382705058,11.285775752383463,17.323594284465518,12.599134427202529,19.537563899355547,5.045525993143569,20.745140067397365,17.780050838699058,5.045525993143571,20.745140067397365,9.15564498938686,15.011895188253131,11.436143503169383,11.68642485835383,24.17070251955351,16.42791066747626,15.079339317914101,16.1045352804834,5.045525993143571,22.57883617971882,10.347595372347104,20.745140067397365,16.369020961374463,14.99180046292589
points40,14.57491915654577,7.592427745306753,3.7993593540521013,26.543999478643986,10.95530370056608,25.00835346227459,20.678075616671222,11.831289441515338,19.317798547846735,13.734999428601045,19.869096394598525,7.05277964902621,20.561916897493756,17.510330519445596,7.05277964902621,20.561916897493756,9.56922978998438,15.926727346301378,12.637592587690387,13.523614797000345,25.53468027735291,16.7258138072364,15.48618119484472,17.27617532515743,7.05277964902621,18.805192953086024,14.202163454831704,20.561916897493756,12.668913967588443,15.265558589802934
points41,18.0712277008429,20.72368181035579,16.078238926327188,14.701278272984474,19.595173468174064,12.733264649493703,8.561824767591647,12.369214429905446,17.700091942980105,11.559741781864377,14.341039920662071,18.903397058437672,8.407096364799454,10.346411454443931,18.903397058437672,8.407096364799454,16.72177305723062,14.21825096534186,11.015547971998782,11.65735472540238,13.003832544144549,19.63600952289473,14.166860701915795,18.44739105559589,18.903397058437672,10.003373115936553,11.16403639252682,8.407096364799454,17.943930833006547,13.689635832557418
points42,18.91104229575466,14.388363086978632,10.241359645374951,19.5614084965139,13.323657770625363,18.210941967265295,13.448644210451114,5.2620403349177085,24.78215833205936,3.9901060856616266,13.96653378723507,15.531653330271036,13.309472028980283,20.855540782905276,15.531653330271036,13.309472028980283,16.503202001847406,16.138231380284658,4.9231541864174355,4.855323597175466,18.960487227188995,16.341536684215658,14.960641351027256,16.572111646678817,15.531653330271036,13.785516783788532,8.250920905725735,13.309472028980283,17.105740337691184,14.481653833851121
points43,18.273515592211396,13.249026534996792,9.901566929191558,19.41427342968209,12.643193562774346,17.206127957403055,15.425426204917711,5.858855925979004,23.946851285279518,5.299147603792682,16.931416722456166,13.75802877820544,15.292546717205994,20.490361309184436,13.75802877820544,15.292546717205994,13.78322838992568,15.958580300125337,4.496339024093748,5.550906156456854,19.307252643551692,17.157377641830426,15.124139536173125,15.949100448243332,13.75802877820544,15.742238691657366,6.0168846533485665,15.292546717205994,20.766527984891546,15.062861742694873
points44,19.26936444709137,19.745545799705795,15.162915945715278,15.245686430489629,19.3762722214263,12.521407608298677,9.420249449582743,8.210494754205673,19.940408322265377,8.054813128115027,12.471051025077726,17.94453888427877,9.268253671659734,11.58942194689905,17.94453888427877,9.268253671659734,17.497154807410915,17.019852832496788,7.729972242532327,8.088043349830274,13.937938366197905,16.877118219871278,15.90765810023814,16.71784146053727,17.94453888427877,11.058655879978401,6.559497712404552,9.268253671659734,20.89691229420911,15.492681747420312
points45,19.248257329782227,21.4979361662231,17.199247164093972,13.625361843268577,20.175912127637016,11.342160925059932,7.848736636388513,9.869939653736333,18.216737557116808,9.185634379408643,11.209237783999248,19.36984536906099,7.691738258836593,10.614262373675034,19.36984536906099,7.691738258836593,18.772205852789856,16.447665817315666,9.39726149058707,9.365657226826055,11.859820710455299,17.232404210018554,15.629266724541843,16.687931024556416,19.36984536906099,10.037066221130685,8.114511928028174,7.691738258836593,19.603059517383844,14.945166106051731
points46,14.598556314256397,10.839816789256817,7.274011546154917,23.811103947709473,10.257510712231262,22.46164339689343,18.242683423963587,15.264637264248911,16.409737285617105,16.19649656114842,20.77884411668431,8.991293636227068,18.118772116339375,18.00520301178544,8.991293636227068,18.118772116339375,9.925217599819822,14.779317490141604,15.871429431724755,15.919869519435586,21.98872665114337,19.12128509502289,14.596255547779805,18.552685269867666,8.991293636227068,19.66871910278741,15.356335021789993,18.118772116339375,14.982209762771374,15.107308932752062
points47,15.089699580585435,9.62359292336573,5.787883212653227,22.910718376182857,8.483446777672034,22.273309264377886,18.673675806190825,2.004100560599082,25.897670066967493,3.3930653121804557,15.768590164688002,9.98075749280872,18.55113647740973,23.77409046687696,9.98075749280872,18.55113647740973,11.991322540762926,14.36302676261736,2.915727822443289,3.0928112821266254,23.50535101002744,16.488566536929042,14.230514624786416,16.392482301243987,9.98075749280872,19.950327048386992,7.17216166745942,18.55113647740973,14.212749412362811,13.912485303571488
points48,13.700866802131987,16.581761653715294,13.736920037311084,14.811091301618946,14.251319797833455,15.114577932437594,14.935132605004608,12.198547488665099,14.666477314721872,11.654601797553381,9.077243100433384,13.957184131039833,14.800692364774433,15.498550799679297,13.957184131039833,14.800692364774433,21.945185806803266,9.672531414477614,11.864148163004254,11.89221524141203,15.39319635543155,22.637853042122043,10.223816621032475,21.317339191659133,13.957184131039833,16.241086630133307,10.132753322312555,14.800692364774433,17.220002100257002,6.570245661441997
points49,12.538622511444524,10.202436005414029,6.865436414847844,23.704613329628042,10.271846839368951,23.261351675973085,19.49346351009344,16.563454017511045,15.89089316434251,17.08626446382894,20.499495313808602,8.111002650967002,19.373533813018117,17.466735673553043,8.111002650967002,19.373533813018117,10.14631875350321,11.852696942300126,16.446752162321904,16.437691100853026,22.40568592888926,21.186781237993976,11.509183502957036,21.437413937986616,8.111002650967002,19.63781591817502,17.116078111241244,19.373533813018117,13.04468668079426,12.418545925925295
points50,15.49588551091994,16.459006166859687,11.096738857184842,18.589951192679376,14.92188700028456,17.592153435243567,13.538858120187474,9.293027370958951,20.34079575691736,9.62852586976422,15.299304626901737,13.58693739600908,13.399973116821448,13.62500783004261,13.58693739600908,13.399973116821451,16.37744950858871,13.428632397652558,9.300970354849714,9.776185203108131,18.087555247178084,22.43764899275669,12.366172787435396,21.491329845693333,13.58693739600908,15.3470293127715,7.656400972158773,13.399973116821451,22.247828456348806,12.471201509168155
points51,14.459568854496707,10.78652897950784,6.383107523108537,23.873231317596648,10.681691950141229,23.43516650039775,17.66811705502854,15.173152011976374,16.861586918100155,15.744640355773475,20.77884700780701,9.464430037369596,17.54237672922523,16.579736871135996,9.464430037369592,17.542376729225232,10.171231003723188,13.374415303198793,15.189720855262074,15.252849394628603,22.897912427580497,20.500055708248315,12.883392281814363,20.918519821565777,9.464430037369592,18.10316476146429,15.744303797058079,17.542376729225232,14.211164231880183,14.14397871852377
points52,19.147620775167663,19.157120470589586,15.134950239942716,15.342803688485674,17.67361454922572,13.752899624160658,10.68344440522444,10.882175110133316,18.839147586217035,10.351623688760451,12.52543717675835,17.24779024772337,10.53546975812727,12.845381215056896,17.24779024772337,10.53546975812727,16.546164774999127,16.066645458519353,10.725109194340881,10.407548560622562,13.966477940898104,17.95776502560728,15.283584816949805,17.776685732896954,17.24779024772337,11.195446011242478,9.926985732024193,10.53546975812727,18.896694140302944,14.544749545001157
points53,10.192739407514711,12.39183748472352,9.126417042872012,18.740108323429652,8.327148482086667,20.00908128009293,19.505399121311434,10.704103647453497,19.060911945006847,11.665606818692233,14.672731708732949,9.058839364504083,19.385507418889247,20.53570059358206,9.058839364504083,19.385507418889247,14.469479295078624,6.957982005363673,10.111488129430446,10.688314028368513,20.098308956036096,24.45696098382262,7.229319709107851,23.822672827572607,9.058839364504083,21.356141204727972,13.123580210231644,19.385507418889247,13.02708253604743,7.0554477546991095
points54,17.7186979496131,11.91350379851147,10.147177553386536,19.251867131597397,10.411253815323848,17.651670717474154,16.063727126967024,4.570574524925666,23.684391015775653,3.4681377854050517,17.07721383954446,13.834028816151624,15.932879543754566,24.64559586971953,13.834028816151624,15.932879543754566,10.6809540449146,14.86840011248555,3.3884392582822307,3.465266996378897,19.056601978291088,14.761474560439993,13.935459376932453,14.775445536197754,13.834028816151624,16.780377772548462,8.53051714498735,15.932879543754566,13.45381573963126,14.685699574558377
points55,13.65500055182744,15.880845952174377,12.258485360116218,15.47418683134185,13.600870527145036,16.78970276053857,15.345039354479445,9.795724438471602,18.00649855882259,9.71195316301527,5.772041534310627,13.47970832855002,15.211903971158858,16.506883135216697,13.47970832855002,15.211903971158858,23.80185137009173,10.115338839834962,9.54947350278449,9.333299010588487,16.90196918070256,21.251856871174805,10.160052824474906,20.930485865920662,13.47970832855002,15.612056011270747,10.67952287342706,15.211903971158858,14.952699943478276,6.771792914583776
points56,7.010783552806002,11.656275772259809,9.869521457063357,18.321510449683828,9.535190918776062,19.755264395694667,21.80473639569426,11.278611575822659,16.0213464641478,11.956773777901923,12.17462512363365,6.152616455573435,21.69216417784706,19.330867855948128,6.152616455573435,21.69216417784706,14.586264266824926,5.9770664447503865,11.725205447694703,10.48486555253421,19.339955703257882,23.398830647967355,6.295828577532254,23.71242535866693,6.152616455573435,23.026086633472588,11.416317278607837,21.69216417784706,13.99512607563147,5.677280001175694
