,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10
point63,5.157467326720244,1.454659217070943,5.3560751855388,1.4416705185183125,5.57214713529683,4.160060466915945,12.46380772560022,12.436803054599054,5.817190593361926,11.890873905994155
point64,5.638101311205375,2.289863179377005,5.449850899575443,2.8752826324275276,4.849177161390926,4.595993358006076,10.88489901400334,11.571174653380798,7.041928303349828,10.4368892456965
point65,3.823800162452073,3.191395421117782,3.7220331059303406,2.591481396189022,3.7068751140874356,2.755295281627172,10.584210089124863,10.636801795629909,9.013445076067196,10.724723479280849
point66,3.6121153406360516,1.9101771682031405,2.51595519740638,1.2458687712432674,1.6936065768665283,3.029724082976677,10.905402415058191,11.964691697899953,7.514445508720397,12.089458121511894
point67,6.379276651476681,3.048875379655565,5.204256876056275,2.6036531872261524,6.069592046696736,5.841840774844107,10.65715820495384,10.784513493850145,7.840135522789848,10.712378719296867
point68,4.613926868625792,3.251868966166993,3.6001650723106344,2.5718677164545527,4.570533936306871,3.680189803658668,10.363190341434146,10.574125347146099,10.910071490508912,10.744615881967198
point69,7.250768691394498,5.145077837667613,8.131441682242146,4.252127456852093,7.856042605915424,4.7005956791174555,8.762426599468961,8.611951503903779,5.078691713901109,9.040478574427365
point70,6.022644106460066,2.803423907412362,5.808570195101513,2.2273389846150256,5.834228272141187,5.462505204167407,10.526232012028933,11.038906163286132,5.596182446926236,11.094040587761919
point71,6.241967415159996,3.458964930212419,6.452038070794675,2.9321913437560103,6.858708797368204,4.194798383625679,10.407545967403559,10.359485383321667,7.896391606298219,10.379171825129168
point72,10.077398848557564,6.178382220933897,10.06807375743716,6.0657772977194835,9.77623075832818,9.132784657293369,8.53376984701039,7.541006367593666,4.631636480473077,7.201055607651665
point73,10.29740497226752,6.590608768444337,9.358449151457478,6.25456788589026,9.671601299640832,9.460986642507764,7.781923464209551,7.1137634145359065,6.8176869390215575,7.009582184299817
point74,4.958140399743713,1.2766625805041192,4.856861033050408,1.2127747676958047,4.548920889526106,4.177194684372433,11.98519212457355,12.621283673570426,6.107270645660021,12.123022412046966
point75,0.0,13.454343117232453,12.349462427772615,13.165935115030932,11.975014700855397,11.675845535599947,0.0,12.981460250060055,6.098931943546424,12.981460250060055
point76,5.3295071242927685,1.6242333261978736,5.500557001114357,1.7455196616577913,4.80154345012741,4.393881573564267,11.716559221166552,12.261051775155572,5.26835279683816,11.58270687191079
point77,6.980629202975116,3.55911362012894,7.434013256996077,2.880871212239545,7.718535136736312,5.9952736139761456,10.941947145535536,10.255688521418401,4.778729139479327,10.431221248585784
point78,11.515959468848521,8.713291168504714,10.8891935865044,8.075788858300678,10.269743606582024,10.005987220487762,5.19284603370179,4.9137568829755836,6.215841623830361,5.162480495352442
point79,5.657807235077182,3.5063250331469016,4.631480486439208,2.340646038615413,5.267479434913678,3.9657245327106683,10.195943376268806,10.310400067596497,10.153800460350842,10.979123367949342
point80,4.980040351226332,4.025612283881971,3.254565578388492,3.4232989960379,2.2710385940064852,4.544577099698756,8.947045245305203,9.772196451577132,6.9909967199142535,9.881085218546625
point81,5.882117484801857,3.2584553013176265,6.408784596652568,3.4546875725050064,5.994850635407828,5.826375694247533,10.927127053881787,10.56729908790448,4.715758815888114,9.849250590303075
point82,4.641957395716276,2.59492297246105,3.6578340560925806,1.7130884066319276,3.8362067035298093,3.835457614269463,11.16525604058814,11.25500227767247,9.533062170277992,11.615598995843266
point83,6.001210349163708,4.9644647787960725,5.7465310891424854,4.923967439319438,6.038315842245179,6.804417763658862,9.483634352661788,8.799143855049277,3.1043354344129557,8.359091315485697
point84,5.06768872489485,1.1850804919044975,5.345350618239896,1.2158557630132463,5.043325822248471,5.210770532660398,12.981460250060055,12.716201873809602,5.929041887801646,12.119897633812643
point85,9.322658689253242,7.263400016366796,8.210288968064516,6.454394546112026,9.080691782975451,7.282629126539346,6.828409277446535,6.4164640259114325,9.420042218076341,6.806915859244363
point86,6.834029982383011,4.084912587134248,5.488328700388319,3.333967072244144,6.28270791062757,5.425669130204239,9.462665923093276,9.710735983221241,10.340726494690276,9.971686606195913
point87,6.476528041710297,3.973903652533261,6.7421265961983075,4.164597618759869,5.829288535783004,6.603114196890363,9.83739422609998,9.825788701977839,3.2985737236206427,9.129252267583036
point88,8.531717077552308,5.1348496854750385,8.108126167222942,5.061042621568738,8.358530102682789,8.341835469221715,9.662917275654978,8.622552242680722,4.603728428667706,8.220068207097952
point89,9.176470235980302,6.8384515363184875,9.325169326971821,6.113300196525824,8.968579904714808,5.783567519787214,7.136458773763891,6.856892340414027,6.605976993461734,7.152857378014168
point90,3.898674100946039,1.4621040036283708,3.3831178698204716,1.2009921892407958,3.0645829387320105,3.607276690744999,11.582967280988653,12.429087072664144,6.96409787777009,12.134972428488737
point91,7.029827422601294,4.355646435941002,5.788054535993311,3.1871326229834507,6.339703790036057,5.363340604966501,9.61688153090199,9.43013996203956,9.45696908365435,10.120607667030239
point92,6.682124463401418,5.350872787800191,5.065490676095572,4.902334926091221,5.524773340271251,4.654123786876615,8.217680605356355,8.398659946749053,12.34511075926668,8.381031240582836
point93,7.062916235644086,3.5992250710285907,7.901425476436121,3.356368157479085,7.770696914808435,5.782947885998859,10.783775318854085,10.214115908404287,4.330650608050368,9.948967187191556
point94,14.253390357193817,12.047736726923375,13.121761987729954,11.484586505048615,12.88149156227662,12.809587424930717,2.89573887913309,1.457845623031705,4.420538194757691,1.7052416506588455
point95,7.462566261048397,4.362520036101698,7.916166519786895,4.280590212664594,7.7917855449203826,6.865557785596303,10.539548564313664,9.423015973425704,4.685038628020397,9.01161134462395
point96,5.374409185542151,4.193380605495596,3.945253422362575,3.0309503052369218,4.959344820097473,3.9884788175766186,9.632982650628913,9.598316740072299,10.824359759163968,10.279009435549034
point97,4.512530610323732,2.2394588499564856,3.349501754488037,1.5547805385101225,2.443686452070936,4.145504562468358,11.045635467805303,11.623415089322087,7.52348702001046,11.776156520169616
point98,6.281192933491587,2.7409134730200297,7.126761815405974,2.7327087824024754,6.507167332659314,5.463363919638502,11.519291370195646,11.103693700013196,4.100905756433897,10.581489161451069
point99,5.271024051080078,2.2059056767847154,5.147456541908842,1.5013929414912475,5.5358440170952345,3.810259001491351,11.425200685377632,11.658190522580668,8.201259451451289,11.830302789137678
point100,7.5209492399765585,3.70848901540552,7.036216739456157,3.670587403160937,7.531406456957778,6.510378531981759,10.647998298132743,10.10087174560044,6.486219704872973,9.630282684766485
