,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8
point41,5.498170361825315,2.8963880299851894,3.145809734815886,2.752428294065391,10.60997365937408,10.68404805706166,9.661718546863797,6.1908327109501515
point42,7.544855923564406,3.564840441882866,5.406851288929081,4.251005177671167,8.790061831981712,8.340642285648638,9.961143748335488,6.030628226586684
point43,7.322115724052719,2.372764454333707,4.325370345973006,3.850106426527311,9.52493226169906,9.461518935963214,11.526941220911523,6.325244279917481
point44,7.743138245481643,4.270115594336479,4.596670519854279,3.6455596387589275,9.160701112854762,9.180335959868783,9.778544560177146,6.72952167304069
point45,6.741929681703343,3.2844505288574704,4.068115566699019,3.1961633822368922,9.703722992079213,9.728144878055062,9.774905162957081,6.772115432250073
point46,5.898659348364798,5.359078531201688,1.7478216624282172,1.7025843638339315,12.137267921861428,12.132961417915272,8.556790057214192,6.293168285265516
point47,10.373855159781595,4.0718952832087405,8.013858048142922,7.35327281549085,6.244407338563604,5.638668642333365,7.514005387781091,9.740620545461718
point48,3.4309792001631796,11.052942372091747,3.0104295218362744,3.2429633905450364,9.77404764271681,10.824359840299088,1.6228764822833694,1.8490379195133766
point49,5.682208657046741,4.894920820313483,1.667493142351981,1.4957780605561473,12.350649292576438,12.216216109636122,9.670253860630348,5.479668411134179
point50,6.404716499490859,4.308071363144109,2.545889906478342,2.0992259794313046,11.30804009562027,11.3058214984006,9.991817454131933,6.053691826009396
point51,6.333449247024322,6.197705659108293,2.2262476347738738,2.532011427826636,11.578918340089727,11.63710755678249,8.477273518220036,6.010126907980133
point52,6.507829104190921,5.720819812910898,2.78764823342616,2.806220796888152,10.607500334118575,11.055256506516198,9.280565807298782,5.6835808013240126
point53,5.007867403069072,7.573511723018071,1.7247051215753866,1.773126791471701,12.021160177637183,12.156920037849119,5.774209420613295,5.235137591692677
point54,6.944923829737169,2.6798398407626607,4.558498789903735,3.8007938825202316,9.4700376380761,9.219898192640754,10.543436938160632,6.043474699771954
point55,5.6553422059067575,12.327579220665612,4.418081929382601,4.598870463676915,8.524294254324019,9.365430096178892,0.8806851754326964,4.229773946493141
point56,5.7448144435216815,8.49892616133588,2.855943565710899,2.5857373944403355,10.447954931672104,10.984473342206154,5.45266371652255,5.525672587588175
point57,7.2991148316587955,5.017371317730861,3.789059587491489,3.8948904851277915,10.919926439721312,10.017366184506782,7.599763810274647,7.773161263531196
point58,3.8538708114499145,8.279744974888642,1.4398306996952743,0.7124391644202493,11.666986237419877,12.45217173861834,5.738147953267988,3.3935863372063544
point59,8.571007113335414,3.8087433651145024,5.242324954374502,4.271360445078307,8.812485241339585,8.511161912430047,8.810697053003352,8.769399333941132
point60,7.548782445654339,4.887761464124471,3.6431201633496504,3.1006785208901833,10.721483283358843,10.168621825159883,8.597831652778384,7.597097376662838
point61,6.242114971626002,8.333494513916476,2.8784089159647306,2.8236355147881125,10.423403424681696,10.961189634153168,5.017288627527965,6.205973752252294
point62,5.371248145430782,6.8092471757025965,1.4305725978277957,1.3137472596267306,11.924951400265439,12.461767090507871,7.424047351078878,5.733893262381217
point63,5.157467326720244,4.144508448863367,1.454659217070943,1.4416705185183125,12.46380772560022,12.436803054599054,9.777691441373978,5.3560751855388
point64,5.638101311205375,5.8117736595361675,2.289863179377005,2.8752826324275276,10.88489901400334,11.571174653380798,8.626439872832867,5.449850899575443
point65,3.823800162452073,4.65223104894675,3.191395421117782,2.591481396189022,10.584210089124863,10.636801795629909,7.676476407985772,3.7220331059303406
point66,3.6121153406360516,9.229504382242197,1.9101771682031405,1.2458687712432674,10.905402415058191,11.964691697899953,4.33491247400839,2.51595519740638
point67,6.379276651476681,3.674963941352818,3.048875379655565,2.6036531872261524,10.65715820495384,10.784513493850145,10.32749808032895,5.204256876056275
point68,4.613926868625792,3.780945483082794,3.251868966166993,2.5718677164545527,10.363190341434146,10.574125347146099,9.280121016497429,3.6001650723106344
point69,7.250768691394498,5.131116601508367,5.145077837667613,4.252127456852093,8.762426599468961,8.611951503903779,6.015541679155472,8.131441682242146
point70,6.022644106460066,6.797617479218918,2.803423907412362,2.2273389846150256,10.526232012028933,11.038906163286132,6.328766577943415,5.808570195101513
point71,6.241967415159996,3.1524103856100893,3.458964930212419,2.9321913437560103,10.407545967403559,10.359485383321667,10.325735350918269,6.452038070794675
point72,10.077398848557564,4.198879502946814,6.178382220933897,6.0657772977194835,8.53376984701039,7.541006367593666,8.375059491857591,10.06807375743716
point73,10.29740497226752,3.8235772631275013,6.590608768444337,6.25456788589026,7.781923464209551,7.1137634145359065,9.692196766062882,9.358449151457478
point74,4.958140399743713,5.73150355984423,1.2766625805041192,1.2127747676958047,11.98519212457355,12.621283673570426,8.393196181816352,4.856861033050408
point75,0.0,5.904547741581256,13.454343117232453,13.165935115030932,0.0,12.981460250060055,9.18182392395082,0.772299559957339
point76,5.3295071242927685,6.936460101994389,1.6242333261978736,1.7455196616577913,11.716559221166552,12.261051775155572,6.99103078530253,5.500557001114357
point77,6.980629202975116,3.3044362225738713,3.55911362012894,2.880871212239545,10.941947145535536,10.255688521418401,9.412149590494176,7.434013256996077
point78,11.515959468848521,6.159753433777395,8.713291168504714,8.075788858300678,5.19284603370179,4.9137568829755836,5.03692109813966,10.8891935865044
point79,5.657807235077182,4.86139961042652,3.5063250331469016,2.340646038615413,10.195943376268806,10.310400067596497,8.684369303249033,4.631480486439208
point80,4.980040351226332,11.19140392859418,4.025612283881971,3.4232989960379,8.947045245305203,9.772196451577132,1.7890579528736323,3.254565578388492
point81,5.882117484801857,5.24688958306583,3.2584553013176265,3.4546875725050064,10.927127053881787,10.56729908790448,6.856194955197848,6.408784596652568
point82,4.641957395716276,5.51380097525423,2.59492297246105,1.7130884066319276,11.16525604058814,11.25500227767247,8.417014955111666,3.6578340560925806
point83,6.001210349163708,4.714998193377906,4.9644647787960725,4.923967439319438,9.483634352661788,8.799143855049277,5.885219482980168,5.7465310891424854
point84,5.06768872489485,5.4965671581963536,1.1850804919044975,1.2158557630132463,12.981460250060055,12.716201873809602,8.488674199280453,5.345350618239896
point85,9.322658689253242,3.447223225017773,7.263400016366796,6.454394546112026,6.828409277446535,6.4164640259114325,8.662757080485587,8.210288968064516
point86,6.834029982383011,3.8909880715893364,4.084912587134248,3.333967072244144,9.462665923093276,9.710735983221241,10.440058505987755,5.488328700388319
point87,6.476528041710297,7.867896733290864,3.973903652533261,4.164597618759869,9.83739422609998,9.825788701977839,4.127864264132258,6.7421265961983075
point88,8.531717077552308,4.453989485320723,5.1348496854750385,5.061042621568738,9.662917275654978,8.622552242680722,8.262904439309231,8.108126167222942
point89,9.176470235980302,4.4397235014802385,6.8384515363184875,6.113300196525824,7.136458773763891,6.856892340414027,7.142171581319806,9.325169326971821
point90,3.898674100946039,7.622978400144535,1.4621040036283708,1.2009921892407958,11.582967280988653,12.429087072664144,6.107753630096854,3.3831178698204716
point91,7.029827422601294,4.908689024822087,4.355646435941002,3.1871326229834507,9.61688153090199,9.43013996203956,8.735363083490718,5.788054535993311
point92,6.682124463401418,4.075540595149683,5.350872787800191,4.902334926091221,8.217680605356355,8.398659946749053,9.022106130711679,5.065490676095572
point93,7.062916235644086,3.5955888814520427,3.5992250710285907,3.356368157479085,10.783775318854085,10.214115908404287,9.026428221875495,7.901425476436121
point94,14.253390357193817,5.2864103016645485,12.047736726923375,11.484586505048615,2.89573887913309,1.457845623031705,4.378771534079697,13.121761987729954
point95,7.462566261048397,3.683369732648681,4.362520036101698,4.280590212664594,10.539548564313664,9.423015973425704,8.515571203671682,7.916166519786895
point96,5.374409185542151,3.74229413321716,4.193380605495596,3.0309503052369218,9.632982650628913,9.598316740072299,9.606358902854687,3.945253422362575
point97,4.512530610323732,9.296536012909671,2.2394588499564856,1.5547805385101225,11.045635467805303,11.623415089322087,4.670012979008994,3.349501754488037
point98,6.281192933491587,4.723685623680965,2.7409134730200297,2.7327087824024754,11.519291370195646,11.103693700013196,8.194024733990975,7.126761815405974
point99,5.271024051080078,4.821687976292885,2.2059056767847154,1.5013929414912475,11.425200685377632,11.658190522580668,8.851574903166092,5.147456541908842
point100,7.5209492399765585,4.204380752371301,3.70848901540552,3.670587403160937,10.647998298132743,10.10087174560044,9.807499857602926,7.036216739456157
